Orthogroup	Stichodactyla_haddoni_longest_pep	Heterodactyla_longest_pep
OG0002961	Shad_tr12843_c0_g1_i7.p1	Hetdac_DN13379_c0_g1_i3.p1
OG0002962	Shad_tr30627_c1_g3_i2.p1	Hetdac_DN44749_c0_g1_i1.p1
OG0002964	Shad_tr1669_c1_g1_i1.p1	Hetdac_DN3831_c1_g1_i1.p1
OG0002964	Shad_tr1669_c1_g2_i1.p1	Hetdac_DN11804_c0_g1_i2.p1
OG0002965	Shad_tr32341_c2_g2_i5.p1	Hetdac_DN2458_c0_g1_i1.p1
OG0002966	Shad_tr4720_c0_g1_i7.p1	Hetdac_DN23148_c0_g1_i1.p1
OG0002967	Shad_tr13103_c0_g2_i1.p1	Hetdac_DN3088_c0_g1_i2.p1
OG0002968	Shad_tr5993_c0_g1_i5.p1	Hetdac_DN10720_c0_g1_i1.p1
OG0002969	Shad_tr9065_c0_g1_i1.p1	Hetdac_DN1923_c0_g1_i4.p1
OG0002969	Shad_tr1600_c4_g1_i1.p1	Hetdac_DN11156_c2_g1_i1.p1
OG0002970	Shad_tr37029_c0_g1_i4.p1	Hetdac_DN5772_c1_g1_i8.p1
OG0002971	Shad_tr3126_c0_g1_i5.p1	Hetdac_DN51483_c0_g1_i1.p1
OG0002972	Shad_tr1611_c3_g1_i3.p1, Shad_tr40_c2_g1_i3.p1, Shad_tr12154_c0_g3_i1.p1	Hetdac_DN5760_c0_g1_i3.p1
OG0002973	Shad_tr59184_c3_g1_i1.p1	Hetdac_DN9420_c0_g1_i1.p1
OG0002974	Shad_tr3845_c0_g2_i12.p1	Hetdac_DN5967_c0_g1_i1.p1
OG0002975	Shad_tr10212_c0_g1_i3.p1	Hetdac_DN77741_c0_g1_i1.p1
OG0002976	Shad_tr2904_c1_g1_i10.p1	Hetdac_DN32213_c0_g1_i1.p1
OG0002978	Shad_tr8483_c0_g1_i5.p1	Hetdac_DN21165_c0_g1_i2.p1
OG0002979	Shad_tr7371_c0_g1_i17.p1	Hetdac_DN11864_c0_g1_i1.p1
OG0002980	Shad_tr20585_c1_g1_i3.p1, Shad_tr31902_c0_g1_i3.p1	Hetdac_DN47206_c0_g1_i1.p1
OG0002980	Shad_tr20585_c0_g1_i16.p1	Hetdac_DN26775_c0_g1_i2.p1
OG0002980	Shad_tr30384_c0_g1_i1.p1	Hetdac_DN24334_c0_g1_i1.p1
OG0002981	Shad_tr892_c1_g1_i2.p1	Hetdac_DN91_c2_g1_i1.p1
OG0002982	Shad_tr4211_c1_g1_i3.p1	Hetdac_DN1459_c1_g1_i3.p1
OG0002983	Shad_tr14345_c0_g1_i3.p1	Hetdac_DN17946_c0_g1_i4.p1
OG0002984	Shad_tr4800_c0_g1_i7.p1	Hetdac_DN9955_c0_g1_i3.p1
OG0002985	Shad_tr925_c0_g1_i5.p1	Hetdac_DN678_c0_g2_i1.p1
OG0002986	Shad_tr26792_c0_g1_i2.p1	Hetdac_DN16686_c0_g1_i2.p1
OG0002987	Shad_tr8371_c0_g1_i11.p1	Hetdac_DN5133_c0_g1_i2.p1
OG0002988	Shad_tr14640_c0_g1_i20.p1	Hetdac_DN4970_c0_g1_i5.p1
OG0002989	Shad_tr9020_c0_g1_i1.p1	Hetdac_DN69928_c0_g1_i1.p1
OG0002989	Shad_tr87021_c0_g1_i4.p1	Hetdac_DN5470_c0_g2_i1.p1
OG0002990	Shad_tr33816_c1_g1_i1.p1	Hetdac_DN21404_c0_g4_i1.p1
OG0002991	Shad_tr18438_c1_g1_i11.p1	Hetdac_DN9871_c0_g1_i1.p1, Hetdac_DN11224_c1_g1_i2.p1
OG0002992	Shad_tr43937_c0_g1_i20.p1	Hetdac_DN729_c0_g1_i2.p1
OG0002993	Shad_tr15718_c1_g3_i1.p1	Hetdac_DN26378_c0_g1_i1.p1
OG0002993	Shad_tr15718_c1_g1_i1.p1	Hetdac_DN28846_c0_g1_i1.p1
OG0002994	Shad_tr33922_c0_g1_i1.p1	Hetdac_DN53236_c0_g1_i1.p1, Hetdac_DN66921_c0_g1_i1.p1
OG0002994	Shad_tr6914_c0_g1_i2.p2	Hetdac_DN37366_c0_g1_i1.p1
OG0002995	Shad_tr10334_c0_g1_i8.p1	Hetdac_DN14746_c0_g1_i1.p1
OG0002996	Shad_tr15264_c0_g1_i2.p1	Hetdac_DN12719_c0_g1_i1.p1
OG0002997	Shad_tr20539_c0_g1_i10.p1	Hetdac_DN2204_c0_g1_i10.p1
OG0002998	Shad_tr658_c13_g1_i2.p1	Hetdac_DN8472_c0_g1_i2.p1
OG0002999	Shad_tr8917_c0_g2_i3.p1	Hetdac_DN8093_c0_g1_i2.p1
OG0003000	Shad_tr24532_c0_g1_i1.p1	Hetdac_DN11127_c0_g1_i2.p1
OG0003001	Shad_tr1233_c25_g1_i1.p1	Hetdac_DN13352_c0_g1_i3.p1
OG0003003	Shad_tr32045_c1_g1_i1.p1	Hetdac_DN27323_c0_g1_i1.p1
OG0003003	Shad_tr15616_c1_g1_i4.p1	Hetdac_DN35253_c0_g1_i1.p1
OG0003004	Shad_tr18705_c0_g2_i1.p1	Hetdac_DN62320_c0_g1_i1.p1
OG0003004	Shad_tr1118_c0_g1_i2.p1	Hetdac_DN1057_c0_g1_i6.p1
OG0003005	Shad_tr7659_c1_g1_i2.p1	Hetdac_DN3043_c0_g1_i2.p1
OG0003006	Shad_tr4984_c1_g1_i1.p1	Hetdac_DN8035_c0_g1_i3.p1
OG0003007	Shad_tr15141_c0_g1_i3.p1	Hetdac_DN4137_c0_g1_i3.p1
OG0003008	Shad_tr18530_c0_g1_i1.p1	Hetdac_DN38839_c0_g1_i1.p1
OG0003009	Shad_tr54067_c0_g3_i1.p1	Hetdac_DN7490_c1_g1_i1.p1
OG0003010	Shad_tr97531_c0_g1_i1.p1, Shad_tr73944_c0_g1_i1.p1	Hetdac_DN24927_c0_g1_i2.p1
OG0003011	Shad_tr4523_c0_g1_i7.p1	Hetdac_DN3030_c0_g1_i1.p1
OG0003012	Shad_tr21467_c0_g3_i1.p1	Hetdac_DN19394_c0_g1_i1.p1
OG0003013	Shad_tr761_c18_g1_i1.p1	Hetdac_DN4324_c1_g1_i1.p1
OG0003014	Shad_tr1972_c0_g1_i6.p1	Hetdac_DN60346_c0_g1_i2.p1
OG0003015	Shad_tr1905_c0_g1_i14.p1	Hetdac_DN2225_c0_g1_i1.p1
OG0003016	Shad_tr34809_c0_g1_i1.p1	Hetdac_DN70661_c0_g1_i1.p1
OG0003017	Shad_tr37209_c0_g3_i1.p1	Hetdac_DN46497_c0_g1_i1.p1
OG0003018	Shad_tr738_c14_g1_i3.p1	Hetdac_DN1735_c0_g1_i3.p1
OG0003019	Shad_tr15979_c0_g1_i6.p1	Hetdac_DN3359_c0_g1_i1.p1
OG0003020	Shad_tr26738_c0_g1_i40.p1	Hetdac_DN11194_c0_g1_i2.p1
OG0003021	Shad_tr89386_c0_g1_i1.p1, Shad_tr1992_c0_g1_i1.p1	Hetdac_DN21647_c0_g1_i1.p1
OG0003023	Shad_tr51852_c0_g3_i2.p1	Hetdac_DN20975_c0_g1_i1.p1
OG0003025	Shad_tr20345_c1_g2_i4.p1	Hetdac_DN24450_c0_g1_i2.p1
OG0003026	Shad_tr24524_c3_g1_i1.p1	Hetdac_DN21057_c0_g1_i1.p1
OG0003026	Shad_tr8269_c0_g1_i11.p1	Hetdac_DN82967_c0_g1_i1.p1
OG0003028	Shad_tr89840_c0_g1_i1.p1	Hetdac_DN23942_c0_g1_i1.p1
OG0003029	Shad_tr7178_c0_g1_i17.p1	Hetdac_DN10394_c0_g1_i1.p1
OG0003030	Shad_tr807_c2_g1_i11.p1	Hetdac_DN4295_c0_g1_i1.p1
OG0003031	Shad_tr1233_c16_g1_i4.p1	Hetdac_DN8970_c0_g1_i2.p1
OG0003032	Shad_tr1909_c0_g1_i2.p1	Hetdac_DN6765_c0_g1_i12.p1
OG0003033	Shad_tr6722_c0_g2_i2.p1	Hetdac_DN25085_c0_g1_i1.p1
OG0003034	Shad_tr54294_c0_g2_i1.p1	Hetdac_DN78341_c0_g1_i1.p1, Hetdac_DN27793_c0_g1_i1.p1
OG0003035	Shad_tr19790_c0_g1_i7.p1	Hetdac_DN13388_c0_g1_i1.p1
OG0003036	Shad_tr18262_c0_g1_i2.p1	Hetdac_DN46267_c0_g1_i2.p1, Hetdac_DN71938_c0_g1_i1.p1
OG0003037	Shad_tr7036_c1_g1_i2.p1	Hetdac_DN38093_c0_g1_i1.p1
OG0003037	Shad_tr29832_c0_g1_i1.p1	Hetdac_DN67486_c0_g1_i1.p1
OG0003038	Shad_tr8250_c3_g1_i3.p1	Hetdac_DN15095_c0_g1_i1.p1
OG0003039	Shad_tr45160_c0_g1_i1.p1	Hetdac_DN19595_c0_g1_i1.p1
OG0003040	Shad_tr1182_c0_g1_i12.p1	Hetdac_DN1933_c0_g1_i2.p1
OG0003041	Shad_tr52513_c3_g1_i1.p1	Hetdac_DN4760_c0_g1_i1.p1
OG0003042	Shad_tr36450_c0_g1_i9.p1	Hetdac_DN8142_c0_g1_i2.p1
OG0003043	Shad_tr5353_c0_g1_i2.p1	Hetdac_DN11513_c0_g1_i3.p1
OG0003044	Shad_tr14727_c2_g1_i11.p1	Hetdac_DN19652_c0_g1_i1.p1
OG0003045	Shad_tr6360_c0_g1_i4.p1	Hetdac_DN6189_c0_g1_i2.p1
OG0003046	Shad_tr9675_c0_g1_i1.p1	Hetdac_DN697_c3_g1_i1.p1
OG0003047	Shad_tr16076_c0_g1_i1.p1	Hetdac_DN19720_c1_g1_i1.p1
OG0003048	Shad_tr31151_c0_g1_i2.p1	Hetdac_DN15205_c0_g1_i3.p1
OG0003049	Shad_tr32837_c0_g3_i1.p1	Hetdac_DN6559_c0_g1_i1.p1
OG0003050	Shad_tr93465_c0_g1_i1.p1	Hetdac_DN8331_c0_g1_i1.p1
OG0003051	Shad_tr48715_c0_g1_i6.p1	Hetdac_DN35133_c0_g1_i2.p1
OG0003052	Shad_tr3370_c0_g1_i3.p1	Hetdac_DN8573_c0_g1_i1.p1
OG0003053	Shad_tr9768_c2_g1_i2.p1	Hetdac_DN29649_c0_g1_i1.p1
OG0003054	Shad_tr18502_c0_g1_i1.p1	Hetdac_DN10285_c0_g1_i2.p1
OG0003056	Shad_tr29562_c0_g1_i1.p1	Hetdac_DN89036_c0_g1_i1.p1
OG0003058	Shad_tr9689_c0_g1_i11.p1	Hetdac_DN18451_c0_g1_i3.p1
OG0003059	Shad_tr28935_c0_g2_i4.p1	Hetdac_DN30342_c0_g1_i1.p1, Hetdac_DN66790_c0_g1_i1.p1
OG0003059	Shad_tr28935_c0_g1_i2.p1	Hetdac_DN27231_c0_g1_i2.p1
OG0003060	Shad_tr9983_c1_g2_i1.p1	Hetdac_DN3707_c0_g1_i1.p1
OG0003061	Shad_tr95452_c0_g1_i1.p1	Hetdac_DN56627_c0_g1_i1.p1
OG0003062	Shad_tr10173_c2_g1_i1.p1	Hetdac_DN89763_c0_g1_i1.p1
OG0003063	Shad_tr33480_c0_g1_i1.p1	Hetdac_DN14559_c0_g1_i2.p1
OG0003063	Shad_tr6359_c0_g2_i5.p1	Hetdac_DN8060_c0_g1_i1.p1
OG0003064	Shad_tr6664_c2_g1_i5.p1	Hetdac_DN83976_c0_g1_i1.p1
OG0003065	Shad_tr10519_c1_g1_i1.p1	Hetdac_DN5416_c0_g1_i1.p1
OG0003066	Shad_tr103086_c0_g1_i1.p1	Hetdac_DN11647_c0_g1_i1.p1
OG0003066	Shad_tr81023_c0_g1_i1.p1	Hetdac_DN18095_c0_g1_i1.p1
OG0003067	Shad_tr838_c0_g1_i1.p1	Hetdac_DN15608_c0_g1_i1.p1
OG0003068	Shad_tr55_c0_g1_i1.p1	Hetdac_DN1764_c0_g1_i1.p1
OG0003069	Shad_tr4523_c0_g2_i4.p1	Hetdac_DN9334_c0_g1_i2.p1
OG0003070	Shad_tr1238_c0_g2_i3.p1	Hetdac_DN55871_c0_g1_i1.p1
OG0003071	Shad_tr24595_c0_g1_i3.p1	Hetdac_DN8075_c2_g1_i1.p1
OG0003071	Shad_tr10637_c3_g1_i4.p1	Hetdac_DN26121_c0_g1_i1.p1
OG0003072	Shad_tr21726_c0_g1_i1.p1	Hetdac_DN60202_c0_g1_i1.p1
OG0003073	Shad_tr19698_c0_g2_i4.p1	Hetdac_DN3022_c0_g1_i1.p1
OG0003074	Shad_tr94705_c0_g1_i1.p1	Hetdac_DN88829_c0_g1_i1.p1
OG0003075	Shad_tr23973_c0_g1_i2.p1	Hetdac_DN8975_c0_g1_i1.p1
OG0003076	Shad_tr10097_c0_g1_i4.p1	Hetdac_DN8961_c0_g1_i1.p1
OG0003078	Shad_tr25690_c0_g1_i3.p1	Hetdac_DN48430_c0_g1_i1.p1
OG0003079	Shad_tr9205_c0_g1_i1.p1	Hetdac_DN33446_c0_g1_i1.p1
OG0003080	Shad_tr8504_c0_g1_i1.p1	Hetdac_DN58290_c0_g1_i1.p1
OG0003081	Shad_tr23058_c0_g1_i1.p1	Hetdac_DN9472_c0_g2_i1.p1, Hetdac_DN9472_c0_g1_i1.p1
OG0003082	Shad_tr41790_c0_g1_i1.p1	Hetdac_DN407_c1_g1_i11.p2
OG0003083	Shad_tr25660_c1_g1_i1.p1	Hetdac_DN59314_c0_g1_i1.p1
OG0003084	Shad_tr4452_c2_g1_i11.p1	Hetdac_DN1904_c0_g1_i1.p1
OG0003086	Shad_tr82798_c0_g1_i1.p1, Shad_tr9603_c3_g1_i1.p1	Hetdac_DN454_c0_g1_i3.p1
OG0003087	Shad_tr29898_c0_g1_i1.p1	Hetdac_DN26871_c0_g1_i2.p1
OG0003087	Shad_tr515_c9_g1_i1.p1	Hetdac_DN2145_c0_g1_i1.p1
OG0003088	Shad_tr24728_c0_g1_i1.p1	Hetdac_DN56447_c0_g1_i1.p1
OG0003088	Shad_tr83490_c0_g1_i1.p2	Hetdac_DN28948_c0_g1_i3.p1
OG0003090	Shad_tr88002_c0_g1_i1.p1	Hetdac_DN11124_c0_g1_i1.p1
OG0003092	Shad_tr62203_c0_g1_i1.p1	Hetdac_DN6521_c0_g1_i1.p1
OG0003094	Shad_tr5274_c1_g1_i2.p1	Hetdac_DN4586_c0_g1_i1.p1
OG0003096	Shad_tr54392_c0_g1_i1.p1, Shad_tr10558_c0_g1_i1.p1	Hetdac_DN3441_c0_g1_i2.p1
OG0003097	Shad_tr15239_c0_g2_i1.p1	Hetdac_DN16238_c0_g1_i1.p1
OG0003099	Shad_tr13679_c0_g1_i1.p1	Hetdac_DN26743_c0_g1_i1.p1
OG0003100	Shad_tr1184_c4_g1_i1.p1	Hetdac_DN4302_c0_g1_i1.p1
OG0003101	Shad_tr359_c0_g2_i1.p1	Hetdac_DN1247_c0_g1_i1.p1
OG0003102	Shad_tr5581_c1_g1_i5.p1	Hetdac_DN11909_c0_g1_i5.p1
OG0003103	Shad_tr28271_c0_g1_i2.p1	Hetdac_DN751_c0_g1_i1.p1
OG0003105	Shad_tr3154_c0_g1_i1.p1	Hetdac_DN6294_c0_g1_i1.p1
OG0003106	Shad_tr87670_c0_g1_i1.p1	Hetdac_DN82_c3_g1_i1.p1
OG0003107	Shad_tr9459_c0_g1_i11.p1	Hetdac_DN7644_c0_g1_i2.p1
OG0003108	Shad_tr6384_c0_g1_i1.p1	Hetdac_DN69260_c0_g1_i1.p1
OG0003108	Shad_tr12935_c0_g1_i1.p1	Hetdac_DN11189_c0_g1_i2.p1
OG0003109	Shad_tr883_c0_g1_i1.p1	Hetdac_DN2850_c0_g1_i1.p1
OG0003110	Shad_tr28855_c2_g1_i4.p1, Shad_tr39600_c1_g3_i1.p1	Hetdac_DN379_c0_g1_i2.p1
OG0003110	Shad_tr22813_c0_g1_i2.p1	Hetdac_DN66742_c0_g1_i1.p1
OG0003111	Shad_tr3453_c0_g2_i2.p1	Hetdac_DN2732_c0_g1_i2.p1
OG0003111	Shad_tr38362_c0_g1_i37.p1	Hetdac_DN22619_c0_g1_i6.p1
OG0003112	Shad_tr10085_c2_g1_i2.p1	Hetdac_DN18901_c0_g1_i1.p1
OG0003113	Shad_tr73282_c0_g1_i1.p1	Hetdac_DN58627_c0_g1_i1.p1
OG0003116	Shad_tr8054_c3_g1_i1.p1	Hetdac_DN10297_c0_g1_i2.p1
OG0003119	Shad_tr39392_c0_g1_i2.p1	Hetdac_DN761_c0_g1_i3.p1
OG0003120	Shad_tr16466_c0_g1_i15.p1	Hetdac_DN27452_c0_g1_i1.p1
OG0003121	Shad_tr24329_c0_g1_i1.p1, Shad_tr3081_c1_g1_i2.p1	Hetdac_DN7928_c1_g1_i1.p1
OG0003122	Shad_tr40866_c1_g1_i2.p1, Shad_tr78146_c0_g1_i1.p1	Hetdac_DN19468_c0_g1_i1.p1
OG0003123	Shad_tr15365_c0_g1_i2.p1	Hetdac_DN77200_c0_g1_i1.p1
OG0003125	Shad_tr643_c0_g2_i2.p1	Hetdac_DN2414_c0_g1_i2.p1
OG0003126	Shad_tr7337_c0_g1_i1.p1, Shad_tr7337_c0_g2_i1.p1, Shad_tr309_c14_g1_i10.p1	Hetdac_DN460_c0_g1_i2.p1
OG0003127	Shad_tr7761_c0_g1_i6.p1	Hetdac_DN3996_c0_g1_i5.p1
OG0003128	Shad_tr289_c1_g1_i7.p1	Hetdac_DN1143_c0_g1_i2.p1
OG0003129	Shad_tr10694_c0_g1_i8.p1	Hetdac_DN4405_c0_g1_i1.p1
OG0003130	Shad_tr4351_c0_g1_i20.p1	Hetdac_DN20481_c0_g1_i2.p1
OG0003131	Shad_tr14677_c0_g1_i1.p1	Hetdac_DN13283_c0_g1_i5.p1
OG0003132	Shad_tr3576_c0_g2_i2.p1	Hetdac_DN1260_c1_g1_i1.p1
OG0003133	Shad_tr58410_c0_g2_i1.p1	Hetdac_DN22295_c0_g1_i1.p1
OG0003134	Shad_tr47384_c0_g1_i1.p1	Hetdac_DN20067_c0_g1_i1.p1
OG0003134	Shad_tr39331_c0_g1_i2.p1	Hetdac_DN23881_c0_g1_i1.p1
OG0003136	Shad_tr14241_c3_g1_i4.p1	Hetdac_DN54971_c0_g1_i1.p1
OG0003137	Shad_tr76394_c0_g1_i1.p1	Hetdac_DN27386_c0_g1_i1.p1
OG0003137	Shad_tr80562_c0_g1_i1.p1	Hetdac_DN33523_c0_g1_i1.p1
OG0003141	Shad_tr1749_c1_g1_i13.p1	Hetdac_DN12356_c0_g2_i1.p1
OG0003143	Shad_tr6780_c2_g1_i8.p1	Hetdac_DN87436_c0_g1_i1.p1
OG0003143	Shad_tr16990_c2_g1_i3.p1	Hetdac_DN68763_c0_g1_i1.p1
OG0003143	Shad_tr19945_c0_g1_i1.p1	Hetdac_DN35960_c0_g1_i1.p1
OG0003144	Shad_tr9305_c0_g1_i1.p1, Shad_tr13586_c3_g1_i2.p2	Hetdac_DN23013_c0_g1_i1.p1
OG0003144	Shad_tr24160_c0_g1_i1.p1	Hetdac_DN23013_c0_g2_i1.p1
OG0003148	Shad_tr11928_c0_g1_i1.p1	Hetdac_DN3603_c0_g1_i3.p1
OG0003149	Shad_tr15410_c0_g1_i6.p1	Hetdac_DN11902_c0_g1_i5.p1
OG0003150	Shad_tr17019_c0_g1_i3.p1	Hetdac_DN19612_c1_g1_i1.p1
OG0003151	Shad_tr8391_c0_g1_i5.p1	Hetdac_DN796_c0_g3_i2.p1
OG0003152	Shad_tr21687_c3_g1_i2.p1	Hetdac_DN10539_c0_g1_i1.p1
OG0003153	Shad_tr18957_c0_g1_i14.p1	Hetdac_DN52970_c0_g1_i1.p1
OG0003153	Shad_tr6782_c0_g1_i1.p1	Hetdac_DN37937_c0_g1_i1.p1
OG0003154	Shad_tr11761_c1_g1_i2.p1	Hetdac_DN12282_c0_g1_i1.p1
OG0003155	Shad_tr25886_c0_g2_i3.p1	Hetdac_DN1367_c0_g1_i1.p1
OG0003156	Shad_tr24100_c0_g1_i10.p1	Hetdac_DN15489_c0_g1_i1.p1
OG0003157	Shad_tr3009_c0_g2_i11.p1	Hetdac_DN699_c0_g1_i6.p1
OG0003158	Shad_tr2027_c2_g1_i19.p1	Hetdac_DN3235_c0_g1_i2.p1
OG0003159	Shad_tr751_c0_g1_i1.p1	Hetdac_DN638_c0_g1_i1.p1
OG0003160	Shad_tr6028_c0_g2_i3.p1	Hetdac_DN4386_c0_g1_i1.p1
OG0003161	Shad_tr8248_c1_g1_i23.p1	Hetdac_DN14916_c0_g1_i1.p1
OG0003162	Shad_tr3331_c0_g1_i4.p1	Hetdac_DN3234_c0_g1_i1.p1
OG0003163	Shad_tr5788_c0_g1_i1.p1	Hetdac_DN7993_c0_g1_i2.p1
OG0003164	Shad_tr24367_c1_g1_i3.p1	Hetdac_DN27712_c0_g1_i2.p1
OG0003165	Shad_tr25941_c0_g1_i1.p1	Hetdac_DN7333_c0_g1_i1.p1
OG0003166	Shad_tr9183_c0_g1_i8.p1	Hetdac_DN820_c0_g1_i3.p1
OG0003167	Shad_tr18055_c0_g1_i5.p1	Hetdac_DN12863_c0_g1_i1.p1
OG0003169	Shad_tr14241_c0_g1_i3.p1	Hetdac_DN3078_c0_g1_i1.p1
OG0003170	Shad_tr16457_c0_g2_i4.p1	Hetdac_DN8798_c0_g1_i1.p1
OG0003171	Shad_tr3617_c0_g1_i4.p1	Hetdac_DN13369_c0_g1_i2.p1
OG0003172	Shad_tr1151_c9_g1_i3.p1	Hetdac_DN24572_c0_g1_i1.p1
OG0003173	Shad_tr12403_c0_g1_i71.p1	Hetdac_DN61958_c0_g1_i1.p1
OG0003174	Shad_tr33027_c0_g1_i19.p1	Hetdac_DN20887_c0_g1_i1.p1
OG0003175	Shad_tr7950_c0_g2_i1.p1	Hetdac_DN26887_c0_g1_i1.p1, Hetdac_DN49556_c0_g1_i1.p1, Hetdac_DN24292_c0_g1_i4.p1
OG0003176	Shad_tr6993_c1_g1_i2.p1	Hetdac_DN69802_c0_g1_i1.p1
OG0003177	Shad_tr21111_c2_g1_i4.p1	Hetdac_DN816_c1_g1_i1.p1
OG0003178	Shad_tr25970_c0_g2_i2.p1	Hetdac_DN9536_c0_g1_i2.p1
OG0003179	Shad_tr3841_c0_g1_i1.p1	Hetdac_DN358_c0_g1_i3.p1
OG0003180	Shad_tr16119_c0_g1_i10.p1	Hetdac_DN3643_c0_g1_i1.p1
OG0003181	Shad_tr1387_c6_g1_i2.p1	Hetdac_DN765_c0_g1_i1.p1
OG0003182	Shad_tr4364_c0_g1_i7.p1	Hetdac_DN4133_c0_g1_i1.p1
OG0003183	Shad_tr31182_c0_g1_i2.p1	Hetdac_DN12832_c0_g1_i1.p1
OG0003184	Shad_tr2957_c0_g1_i1.p1	Hetdac_DN18622_c0_g1_i1.p1
OG0003185	Shad_tr197_c3_g2_i6.p1	Hetdac_DN4399_c0_g1_i1.p1
OG0003186	Shad_tr48366_c0_g1_i3.p1	Hetdac_DN8402_c0_g1_i1.p1
OG0003187	Shad_tr7614_c1_g2_i1.p1	Hetdac_DN3818_c0_g1_i1.p1
OG0003188	Shad_tr2533_c0_g1_i4.p1	Hetdac_DN5340_c0_g1_i4.p1
OG0003189	Shad_tr13513_c0_g1_i4.p1	Hetdac_DN9809_c2_g1_i1.p1
OG0003190	Shad_tr5883_c1_g1_i2.p1	Hetdac_DN10559_c1_g1_i3.p1
OG0003191	Shad_tr21636_c0_g3_i2.p1	Hetdac_DN3722_c0_g1_i1.p1
OG0003192	Shad_tr15379_c0_g1_i1.p1	Hetdac_DN15609_c0_g1_i3.p1
OG0003193	Shad_tr1809_c0_g1_i1.p1	Hetdac_DN2272_c0_g1_i7.p1
OG0003194	Shad_tr20508_c0_g1_i4.p1	Hetdac_DN16794_c0_g1_i2.p1
OG0003195	Shad_tr1916_c0_g1_i6.p1	Hetdac_DN13180_c0_g1_i1.p1
OG0003196	Shad_tr7018_c2_g1_i1.p1	Hetdac_DN6154_c0_g1_i2.p1
OG0003197	Shad_tr10803_c0_g1_i19.p1	Hetdac_DN1774_c0_g1_i3.p1
OG0003198	Shad_tr23009_c0_g1_i1.p1, Shad_tr57_c16_g1_i5.p1	Hetdac_DN690_c0_g1_i1.p1
OG0003199	Shad_tr7935_c0_g1_i3.p1	Hetdac_DN1733_c0_g1_i1.p1
OG0003200	Shad_tr10170_c0_g1_i3.p1	Hetdac_DN20892_c0_g1_i1.p1, Hetdac_DN32911_c0_g1_i1.p1
OG0003202	Shad_tr5959_c1_g1_i36.p1	Hetdac_DN34838_c0_g1_i4.p1
OG0003203	Shad_tr10630_c0_g1_i2.p1	Hetdac_DN6321_c0_g1_i1.p1
OG0003204	Shad_tr23879_c0_g1_i2.p1	Hetdac_DN48866_c0_g1_i1.p1, Hetdac_DN58836_c0_g1_i1.p1
OG0003205	Shad_tr9417_c0_g3_i2.p1	Hetdac_DN5509_c0_g1_i1.p1
OG0003206	Shad_tr66021_c0_g1_i2.p1	Hetdac_DN712_c0_g1_i1.p1
OG0003207	Shad_tr1431_c0_g2_i2.p1	Hetdac_DN5385_c0_g1_i1.p1
OG0003208	Shad_tr9787_c0_g1_i14.p1	Hetdac_DN7949_c0_g1_i1.p1
OG0003209	Shad_tr35557_c0_g1_i1.p1	Hetdac_DN5702_c0_g1_i1.p1
OG0003210	Shad_tr1787_c0_g1_i13.p1	Hetdac_DN1220_c0_g1_i2.p1
OG0003211	Shad_tr816_c0_g1_i5.p1	Hetdac_DN11725_c0_g1_i1.p1
OG0003212	Shad_tr1722_c0_g1_i20.p1	Hetdac_DN687_c0_g1_i1.p1
OG0003213	Shad_tr735_c4_g1_i4.p1	Hetdac_DN21198_c0_g1_i2.p1
OG0003214	Shad_tr728_c2_g1_i4.p1	Hetdac_DN4887_c0_g1_i2.p1
OG0003215	Shad_tr14205_c0_g1_i3.p1	Hetdac_DN30903_c0_g1_i1.p1, Hetdac_DN18851_c1_g1_i1.p1, Hetdac_DN18851_c0_g1_i1.p1
OG0003216	Shad_tr2619_c0_g1_i4.p1	Hetdac_DN2323_c0_g1_i2.p1
OG0003217	Shad_tr21561_c0_g1_i9.p1	Hetdac_DN5171_c0_g1_i1.p1
OG0003218	Shad_tr57279_c1_g1_i1.p1	Hetdac_DN27800_c0_g1_i2.p1
OG0003219	Shad_tr10587_c0_g2_i4.p1	Hetdac_DN347_c1_g1_i1.p1
OG0003220	Shad_tr14275_c0_g1_i3.p1	Hetdac_DN512_c0_g1_i3.p1
OG0003221	Shad_tr53790_c0_g1_i1.p1	Hetdac_DN44375_c0_g1_i1.p1
OG0003221	Shad_tr35533_c0_g1_i2.p1	Hetdac_DN63727_c0_g1_i1.p1
OG0003222	Shad_tr14871_c1_g1_i6.p1	Hetdac_DN32443_c0_g1_i1.p1
OG0003223	Shad_tr3704_c0_g1_i5.p1	Hetdac_DN20098_c0_g1_i1.p1
OG0003224	Shad_tr6062_c0_g1_i7.p1	Hetdac_DN2115_c0_g1_i1.p1
OG0003225	Shad_tr81616_c0_g1_i1.p1, Shad_tr8267_c0_g1_i34.p1	Hetdac_DN26055_c0_g1_i1.p1
OG0003226	Shad_tr971_c2_g1_i2.p1	Hetdac_DN8372_c0_g1_i1.p1
OG0003227	Shad_tr4213_c4_g1_i12.p1	Hetdac_DN13047_c0_g1_i2.p1
OG0003228	Shad_tr12687_c0_g2_i2.p1	Hetdac_DN7726_c0_g1_i1.p1
OG0003229	Shad_tr11886_c0_g1_i1.p1	Hetdac_DN5108_c0_g1_i1.p1
OG0003230	Shad_tr10627_c0_g1_i6.p1	Hetdac_DN1182_c0_g1_i1.p1
OG0003231	Shad_tr7141_c0_g1_i1.p1	Hetdac_DN25632_c0_g1_i1.p1
OG0003232	Shad_tr6483_c1_g1_i26.p1	Hetdac_DN26857_c0_g1_i1.p1
