Orthogroup	Stichodactyla_haddoni_longest_pep	Macrodactyla_doreensis_longest_pep
OG0000478	Shad_tr14600_c0_g1_i3.p1	Macdac_DN8318_c0_g1_i1.p1
OG0000478	Shad_tr12318_c0_g1_i4.p1	Macdac_DN4771_c0_g1_i2.p1
OG0000478	Shad_tr16999_c0_g1_i1.p1	Macdac_DN62963_c0_g1_i1.p1
OG0000479	Shad_tr47587_c0_g1_i2.p1	Macdac_DN17405_c0_g2_i2.p1, Macdac_DN17405_c0_g3_i2.p1, Macdac_DN17405_c0_g1_i1.p1
OG0000480	Shad_tr109838_c0_g1_i1.p1	Macdac_DN21101_c0_g1_i1.p1
OG0000480	Shad_tr79570_c0_g1_i1.p1, Shad_tr26820_c0_g1_i14.p1, Shad_tr71615_c0_g1_i1.p1, Shad_tr9993_c0_g1_i7.p1	Macdac_DN11095_c1_g1_i1.p1
OG0000481	Shad_tr16658_c0_g1_i3.p1	Macdac_DN20925_c0_g2_i1.p1, Macdac_DN20925_c0_g1_i1.p1, Macdac_DN13759_c0_g1_i1.p1
OG0000482	Shad_tr2142_c0_g2_i2.p1	Macdac_DN42298_c0_g3_i1.p1
OG0000483	Shad_tr591_c0_g1_i10.p1	Macdac_DN14121_c0_g1_i1.p1, Macdac_DN853_c1_g1_i1.p2
OG0000483	Shad_tr24083_c0_g1_i4.p1	Macdac_DN4742_c0_g1_i2.p1
OG0000484	Shad_tr7333_c0_g3_i2.p1	Macdac_DN39271_c0_g1_i1.p1
OG0000484	Shad_tr45933_c0_g1_i1.p1	Macdac_DN15912_c0_g1_i3.p1
OG0000485	Shad_tr6933_c1_g1_i1.p1	Macdac_DN15824_c0_g1_i3.p1
OG0000485	Shad_tr33311_c0_g1_i2.p1	Macdac_DN458_c0_g2_i2.p1
OG0000485	Shad_tr4391_c0_g1_i2.p1	Macdac_DN6275_c0_g1_i1.p1
OG0000486	Shad_tr3037_c1_g2_i1.p1	Macdac_DN52770_c0_g2_i2.p1, Macdac_DN52770_c0_g1_i1.p1
OG0000486	Shad_tr7208_c0_g2_i6.p1	Macdac_DN24069_c0_g2_i1.p1
OG0000487	Shad_tr309_c6_g1_i5.p1	Macdac_DN6807_c0_g1_i4.p1
OG0000488	Shad_tr479_c6_g1_i2.p1	Macdac_DN628_c3_g1_i2.p1, Macdac_DN4562_c0_g3_i1.p1
OG0000488	Shad_tr12191_c0_g2_i1.p1	Macdac_DN4562_c0_g1_i4.p1
OG0000489	Shad_tr62125_c0_g1_i2.p1	Macdac_DN1706_c0_g1_i2.p1
OG0000489	Shad_tr31713_c0_g1_i3.p1	Macdac_DN25202_c0_g1_i1.p1
OG0000489	Shad_tr7564_c0_g1_i2.p1	Macdac_DN17886_c0_g1_i1.p1
OG0000491	Shad_tr406_c0_g1_i30.p1	Macdac_DN4962_c0_g1_i3.p1
OG0000491	Shad_tr38480_c0_g1_i1.p1, Shad_tr56420_c1_g1_i1.p1, Shad_tr112644_c0_g1_i1.p1	Macdac_DN7032_c0_g2_i1.p1
OG0000491	Shad_tr7310_c1_g1_i3.p1	Macdac_DN63528_c0_g1_i1.p1
OG0000493	Shad_tr112160_c0_g1_i1.p1	Macdac_DN23405_c0_g1_i1.p1
OG0000494	Shad_tr40539_c0_g1_i5.p1	Macdac_DN25883_c0_g4_i1.p1, Macdac_DN25883_c0_g5_i1.p1
OG0000495	Shad_tr4163_c0_g1_i5.p1	Macdac_DN1309_c0_g2_i6.p1
OG0000496	Shad_tr30266_c0_g2_i1.p1	Macdac_DN30892_c0_g1_i3.p1
OG0000496	Shad_tr18103_c0_g1_i5.p1, Shad_tr841_c0_g1_i4.p1	Macdac_DN22932_c0_g2_i5.p1
OG0000499	Shad_tr24067_c0_g1_i1.p1, Shad_tr45906_c0_g1_i1.p1	Macdac_DN6857_c0_g1_i1.p1
OG0000500	Shad_tr2853_c0_g2_i1.p1	Macdac_DN9421_c0_g1_i4.p1
OG0000500	Shad_tr9245_c0_g1_i2.p1	Macdac_DN7390_c0_g1_i3.p1
OG0000500	Shad_tr4878_c0_g1_i12.p1	Macdac_DN2182_c0_g1_i1.p1
OG0000501	Shad_tr22105_c0_g1_i1.p1	Macdac_DN2202_c2_g1_i1.p1
OG0000501	Shad_tr1152_c0_g2_i2.p1	Macdac_DN696_c0_g1_i1.p1
OG0000501	Shad_tr9770_c1_g1_i2.p1	Macdac_DN12457_c0_g5_i1.p1
OG0000502	Shad_tr47058_c0_g2_i1.p1	Macdac_DN13848_c0_g3_i1.p1
OG0000503	Shad_tr11927_c0_g1_i2.p1	Macdac_DN30598_c0_g2_i1.p1
OG0000505	Shad_tr701_c5_g1_i1.p1	Macdac_DN10639_c0_g2_i1.p1
OG0000505	Shad_tr5151_c0_g1_i1.p1	Macdac_DN2800_c1_g2_i2.p1
OG0000506	Shad_tr4817_c0_g2_i1.p1	Macdac_DN1473_c0_g1_i1.p1
OG0000506	Shad_tr11490_c1_g1_i1.p1	Macdac_DN6455_c2_g1_i1.p1
OG0000507	Shad_tr2782_c5_g1_i1.p1	Macdac_DN42294_c0_g1_i3.p1
OG0000509	Shad_tr769_c0_g1_i3.p1	Macdac_DN10513_c0_g3_i1.p1
OG0000510	Shad_tr7004_c0_g1_i4.p1	Macdac_DN6796_c0_g3_i1.p1, Macdac_DN6796_c0_g5_i2.p1, Macdac_DN6796_c0_g2_i2.p1
OG0000511	Shad_tr1202_c1_g1_i3.p1	Macdac_DN48028_c0_g1_i6.p1
OG0000511	Shad_tr3773_c0_g1_i14.p1	Macdac_DN51754_c0_g1_i1.p1
OG0000512	Shad_tr10301_c0_g1_i19.p1	Macdac_DN30823_c0_g3_i1.p1
OG0000513	Shad_tr21_c8_g1_i14.p1	Macdac_DN154_c1_g1_i5.p1
OG0000513	Shad_tr17712_c0_g1_i2.p1	Macdac_DN27870_c0_g3_i1.p1
OG0000514	Shad_tr1339_c1_g1_i2.p1	Macdac_DN3688_c2_g1_i1.p1
OG0000514	Shad_tr36376_c0_g1_i1.p1	Macdac_DN15227_c0_g1_i1.p1
OG0000515	Shad_tr5817_c0_g1_i7.p1, Shad_tr28221_c1_g1_i4.p1, Shad_tr28221_c0_g1_i1.p1	Macdac_DN16441_c0_g2_i1.p1, Macdac_DN4716_c0_g2_i13.p1
OG0000517	Shad_tr74041_c0_g1_i1.p1, Shad_tr42652_c1_g1_i3.p1, Shad_tr33623_c0_g1_i2.p1, Shad_tr108693_c0_g1_i1.p1, Shad_tr30264_c0_g1_i2.p1, Shad_tr34971_c0_g1_i1.p1, Shad_tr41898_c0_g1_i2.p1	Macdac_DN23120_c0_g1_i1.p1
OG0000518	Shad_tr4224_c2_g1_i1.p1	Macdac_DN6340_c0_g2_i1.p1
OG0000518	Shad_tr32191_c0_g1_i1.p1	Macdac_DN29558_c0_g1_i1.p1
OG0000518	Shad_tr43114_c0_g1_i1.p1	Macdac_DN14243_c1_g1_i2.p1, Macdac_DN27070_c0_g1_i1.p1
OG0000519	Shad_tr21482_c0_g1_i2.p1	Macdac_DN33862_c1_g1_i1.p1
OG0000520	Shad_tr6334_c0_g1_i19.p1	Macdac_DN16548_c0_g1_i4.p1, Macdac_DN14054_c0_g1_i10.p1
OG0000520	Shad_tr84354_c0_g1_i1.p1	Macdac_DN9766_c0_g3_i1.p1
OG0000521	Shad_tr10414_c1_g1_i15.p1	Macdac_DN7018_c1_g1_i2.p1
OG0000521	Shad_tr23939_c0_g1_i2.p1	Macdac_DN12002_c0_g1_i1.p1
OG0000521	Shad_tr11193_c0_g1_i7.p1	Macdac_DN7499_c0_g2_i1.p1
OG0000522	Shad_tr12841_c1_g1_i2.p1	Macdac_DN3933_c1_g1_i3.p1
OG0000522	Shad_tr7200_c1_g3_i2.p1	Macdac_DN6974_c0_g1_i8.p1
OG0000522	Shad_tr312_c1_g1_i1.p1	Macdac_DN7644_c1_g2_i1.p1
OG0000523	Shad_tr5018_c0_g1_i11.p1	Macdac_DN8878_c0_g3_i8.p1, Macdac_DN33473_c0_g1_i1.p1
OG0000523	Shad_tr45228_c0_g1_i1.p1	Macdac_DN8878_c0_g2_i1.p1, Macdac_DN33793_c1_g1_i1.p1
OG0000524	Shad_tr14528_c5_g1_i1.p1	Macdac_DN3120_c0_g1_i10.p1
OG0000525	Shad_tr919_c0_g1_i1.p1	Macdac_DN37742_c0_g1_i2.p1
OG0000525	Shad_tr103_c15_g1_i1.p1	Macdac_DN7159_c0_g3_i2.p1
OG0000526	Shad_tr38284_c2_g2_i1.p1	Macdac_DN20973_c0_g2_i1.p1
OG0000528	Shad_tr62188_c0_g1_i1.p1	Macdac_DN9553_c0_g2_i4.p1
OG0000529	Shad_tr2136_c0_g1_i11.p1	Macdac_DN23309_c0_g1_i2.p1
OG0000529	Shad_tr30602_c0_g1_i1.p1	Macdac_DN33505_c0_g1_i2.p1
OG0000530	Shad_tr19849_c0_g1_i2.p1	Macdac_DN821_c4_g2_i3.p1
OG0000530	Shad_tr8762_c0_g1_i1.p1	Macdac_DN22447_c0_g1_i8.p1
OG0000531	Shad_tr8272_c3_g1_i2.p1	Macdac_DN714_c1_g1_i2.p1
OG0000533	Shad_tr2552_c0_g1_i3.p1	Macdac_DN9256_c0_g1_i1.p1
OG0000533	Shad_tr13535_c0_g1_i3.p1	Macdac_DN12123_c0_g1_i5.p1
OG0000533	Shad_tr5169_c0_g1_i1.p1	Macdac_DN2318_c0_g1_i1.p1
OG0000535	Shad_tr14_c12_g1_i2.p1, Shad_tr5438_c0_g1_i1.p2	Macdac_DN642_c0_g1_i13.p1
OG0000535	Shad_tr756_c1_g1_i16.p1	Macdac_DN9338_c0_g1_i1.p1
OG0000536	Shad_tr11918_c0_g1_i8.p1, Shad_tr2748_c1_g1_i1.p1, Shad_tr17280_c0_g1_i1.p1	Macdac_DN32833_c0_g1_i6.p1
OG0000536	Shad_tr16747_c0_g1_i1.p1	Macdac_DN7733_c0_g1_i5.p1
OG0000537	Shad_tr46747_c0_g1_i1.p1	Macdac_DN47767_c2_g1_i1.p1, Macdac_DN47767_c0_g1_i1.p1
OG0000537	Shad_tr9817_c0_g1_i12.p1	Macdac_DN1457_c0_g4_i1.p1
OG0000538	Shad_tr4299_c1_g1_i10.p1, Shad_tr40849_c0_g1_i1.p1	Macdac_DN74_c0_g1_i5.p1
OG0000539	Shad_tr19275_c0_g1_i1.p1	Macdac_DN13043_c0_g1_i2.p1
OG0000540	Shad_tr37035_c1_g1_i1.p1	Macdac_DN11394_c0_g1_i1.p1
OG0000540	Shad_tr24634_c0_g2_i1.p1	Macdac_DN47223_c0_g1_i1.p1, Macdac_DN14130_c0_g1_i3.p1
OG0000542	Shad_tr109560_c0_g1_i1.p1, Shad_tr23611_c0_g1_i3.p1	Macdac_DN20526_c0_g2_i1.p1
OG0000542	Shad_tr11319_c0_g1_i1.p1	Macdac_DN20517_c0_g1_i2.p1
OG0000543	Shad_tr6196_c0_g1_i9.p1	Macdac_DN6588_c1_g3_i3.p1
OG0000543	Shad_tr9572_c1_g1_i14.p1	Macdac_DN9762_c0_g2_i1.p1
OG0000543	Shad_tr1631_c1_g1_i4.p1	Macdac_DN2202_c1_g1_i1.p1
OG0000544	Shad_tr18080_c0_g1_i2.p1, Shad_tr5845_c1_g1_i3.p1	Macdac_DN4761_c0_g2_i5.p1
OG0000544	Shad_tr6431_c0_g2_i6.p1	Macdac_DN30605_c0_g1_i3.p1
OG0000544	Shad_tr701_c9_g1_i7.p1	Macdac_DN20590_c0_g3_i1.p1, Macdac_DN20590_c0_g1_i2.p1
OG0000545	Shad_tr2269_c0_g1_i9.p1	Macdac_DN758_c0_g2_i2.p1
OG0000546	Shad_tr14987_c0_g2_i3.p1	Macdac_DN4597_c0_g1_i8.p1
OG0000546	Shad_tr419_c8_g1_i2.p1	Macdac_DN18637_c0_g1_i1.p1
OG0000547	Shad_tr13634_c0_g3_i1.p1	Macdac_DN35098_c0_g1_i2.p1
OG0000548	Shad_tr2816_c0_g1_i1.p1	Macdac_DN4259_c0_g1_i6.p1
OG0000550	Shad_tr9344_c0_g1_i2.p1	Macdac_DN7821_c0_g1_i1.p1
OG0000550	Shad_tr9344_c0_g2_i1.p1	Macdac_DN5270_c0_g1_i1.p1
OG0000551	Shad_tr4371_c1_g1_i13.p1, Shad_tr26881_c0_g3_i4.p1, Shad_tr32698_c0_g1_i1.p1, Shad_tr108673_c0_g1_i1.p1	Macdac_DN24107_c0_g1_i1.p1
OG0000552	Shad_tr29854_c0_g1_i1.p1	Macdac_DN47350_c0_g1_i2.p1, Macdac_DN33426_c0_g1_i1.p1
OG0000553	Shad_tr25429_c0_g1_i1.p1	Macdac_DN22695_c1_g6_i1.p1
OG0000553	Shad_tr47837_c0_g1_i2.p1	Macdac_DN16268_c0_g1_i1.p1
OG0000553	Shad_tr31325_c0_g2_i1.p1	Macdac_DN4806_c1_g3_i1.p1
OG0000554	Shad_tr3628_c1_g1_i2.p1	Macdac_DN14203_c0_g2_i2.p1
OG0000554	Shad_tr23205_c0_g2_i1.p1	Macdac_DN52672_c0_g1_i1.p1
OG0000554	Shad_tr3811_c3_g1_i2.p1	Macdac_DN12637_c1_g3_i1.p1, Macdac_DN422_c0_g2_i1.p1, Macdac_DN14203_c0_g4_i1.p1
OG0000555	Shad_tr85707_c0_g1_i1.p1	Macdac_DN38122_c0_g2_i1.p1
OG0000557	Shad_tr48833_c0_g1_i2.p1	Macdac_DN49322_c0_g3_i1.p1
OG0000557	Shad_tr88103_c0_g1_i1.p1, Shad_tr29267_c0_g1_i1.p1	Macdac_DN53057_c0_g1_i1.p1
OG0000557	Shad_tr65668_c0_g1_i1.p1	Macdac_DN15427_c0_g1_i3.p1
OG0000557	Shad_tr63481_c0_g1_i1.p1, Shad_tr109124_c0_g1_i1.p1, Shad_tr42407_c0_g1_i1.p1	Macdac_DN53057_c0_g2_i1.p1
OG0000559	Shad_tr93198_c0_g1_i1.p1, Shad_tr50202_c0_g1_i1.p1, Shad_tr12881_c0_g1_i2.p1, Shad_tr93074_c0_g1_i1.p1, Shad_tr80539_c0_g1_i1.p1, Shad_tr83635_c0_g1_i1.p1, Shad_tr32322_c0_g1_i1.p1, Shad_tr13216_c0_g3_i1.p1, Shad_tr3198_c1_g1_i8.p1, Shad_tr37592_c0_g1_i1.p1, Shad_tr13216_c0_g1_i2.p1, Shad_tr13216_c0_g2_i3.p1, Shad_tr7309_c3_g1_i3.p1	Macdac_DN23730_c0_g5_i1.p1, Macdac_DN22465_c0_g1_i1.p1
OG0000561	Shad_tr22385_c1_g1_i1.p1	Macdac_DN32605_c1_g3_i1.p1
OG0000562	Shad_tr4507_c0_g1_i1.p1	Macdac_DN7192_c0_g2_i4.p1
OG0000562	Shad_tr4495_c0_g1_i2.p1	Macdac_DN116_c0_g2_i2.p1
OG0000563	Shad_tr14676_c0_g1_i2.p1	Macdac_DN18157_c0_g1_i1.p1
OG0000564	Shad_tr10065_c1_g2_i1.p1	Macdac_DN12478_c0_g2_i3.p1
OG0000564	Shad_tr6465_c1_g1_i3.p1	Macdac_DN4625_c1_g2_i1.p1
OG0000565	Shad_tr37901_c0_g1_i4.p1	Macdac_DN11114_c0_g1_i3.p1
OG0000565	Shad_tr4538_c0_g1_i13.p1	Macdac_DN4965_c0_g1_i1.p1
OG0000565	Shad_tr6258_c1_g1_i2.p1	Macdac_DN23361_c0_g1_i1.p1
OG0000566	Shad_tr78220_c0_g1_i1.p1	Macdac_DN3466_c0_g1_i3.p1
OG0000566	Shad_tr17169_c0_g1_i5.p1	Macdac_DN37388_c0_g1_i1.p1, Macdac_DN18277_c1_g1_i1.p1
OG0000566	Shad_tr38503_c0_g1_i3.p1	Macdac_DN21835_c0_g2_i1.p1
OG0000567	Shad_tr40899_c3_g1_i1.p1, Shad_tr18236_c5_g1_i1.p1	Macdac_DN18397_c0_g2_i1.p1
OG0000567	Shad_tr31386_c0_g1_i1.p1	Macdac_DN38821_c0_g1_i1.p1
OG0000567	Shad_tr40899_c0_g2_i1.p1	Macdac_DN16839_c0_g1_i1.p1
OG0000568	Shad_tr9373_c0_g1_i16.p1	Macdac_DN9698_c0_g1_i1.p1
OG0000568	Shad_tr36178_c0_g1_i9.p1	Macdac_DN5700_c2_g1_i2.p1
OG0000570	Shad_tr72435_c0_g1_i1.p1, Shad_tr12793_c0_g3_i5.p1, Shad_tr12793_c0_g5_i1.p1	Macdac_DN15583_c0_g2_i1.p1, Macdac_DN15583_c0_g1_i1.p1
OG0000571	Shad_tr8111_c4_g1_i1.p1	Macdac_DN1845_c0_g1_i1.p1
OG0000571	Shad_tr451_c15_g1_i15.p1	Macdac_DN1164_c1_g1_i3.p1
OG0000571	Shad_tr15221_c0_g1_i3.p1	Macdac_DN9719_c0_g2_i1.p1
OG0000572	Shad_tr83670_c0_g1_i1.p1	Macdac_DN13000_c1_g1_i2.p1
OG0000572	Shad_tr34108_c0_g1_i3.p1, Shad_tr1169_c3_g1_i1.p1	Macdac_DN24777_c0_g1_i1.p1
OG0000573	Shad_tr18295_c0_g1_i1.p1	Macdac_DN6032_c0_g3_i1.p2, Macdac_DN6032_c0_g1_i4.p1
OG0000574	Shad_tr2809_c0_g1_i4.p1, Shad_tr2809_c1_g1_i5.p1	Macdac_DN16449_c0_g1_i1.p1, Macdac_DN9058_c0_g1_i10.p1
OG0000575	Shad_tr20495_c0_g1_i18.p1	Macdac_DN12197_c0_g2_i1.p1
OG0000575	Shad_tr94122_c0_g1_i2.p1	Macdac_DN2076_c0_g2_i1.p1
OG0000576	Shad_tr28297_c0_g1_i3.p1	Macdac_DN17579_c0_g1_i2.p1
OG0000576	Shad_tr41263_c0_g1_i1.p1	Macdac_DN8145_c0_g1_i1.p1
OG0000577	Shad_tr5919_c0_g1_i1.p1, Shad_tr209_c10_g1_i1.p1	Macdac_DN2070_c0_g3_i1.p1
OG0000577	Shad_tr36515_c1_g1_i1.p1	Macdac_DN30382_c0_g2_i1.p1
OG0000577	Shad_tr23983_c4_g1_i1.p1	Macdac_DN5920_c0_g2_i1.p1
OG0000577	Shad_tr15033_c1_g2_i1.p1, Shad_tr31680_c0_g1_i2.p1, Shad_tr31680_c0_g2_i1.p1	Macdac_DN32697_c0_g2_i1.p1
OG0000578	Shad_tr494_c0_g1_i10.p1	Macdac_DN1412_c0_g2_i3.p1, Macdac_DN5519_c0_g1_i2.p1
OG0000581	Shad_tr40663_c0_g1_i2.p1	Macdac_DN40778_c0_g1_i2.p1
OG0000581	Shad_tr21980_c1_g1_i28.p1	Macdac_DN8743_c0_g1_i1.p1
OG0000582	Shad_tr9630_c0_g1_i3.p1	Macdac_DN5190_c0_g1_i4.p1
OG0000582	Shad_tr10323_c1_g1_i14.p1	Macdac_DN746_c0_g1_i4.p1
OG0000582	Shad_tr6006_c1_g2_i1.p1	Macdac_DN8864_c2_g1_i1.p1
OG0000583	Shad_tr23907_c1_g1_i2.p1	Macdac_DN1947_c1_g1_i4.p1
OG0000583	Shad_tr13570_c0_g1_i3.p1	Macdac_DN1947_c1_g2_i3.p1
OG0000584	Shad_tr28308_c1_g1_i1.p1	Macdac_DN22063_c1_g1_i2.p1
OG0000584	Shad_tr43568_c0_g1_i1.p1	Macdac_DN10876_c0_g3_i1.p1, Macdac_DN10876_c0_g2_i1.p1
OG0000584	Shad_tr28274_c0_g2_i2.p1	Macdac_DN6058_c0_g3_i1.p1
OG0000585	Shad_tr93844_c0_g1_i1.p1	Macdac_DN15185_c1_g1_i4.p1
OG0000586	Shad_tr3448_c1_g1_i17.p1	Macdac_DN9553_c0_g1_i4.p1
OG0000586	Shad_tr36233_c0_g2_i2.p1, Shad_tr36233_c0_g1_i4.p1	Macdac_DN11561_c0_g2_i1.p1
OG0000588	Shad_tr70677_c0_g1_i1.p1	Macdac_DN32010_c0_g1_i1.p1
OG0000588	Shad_tr50250_c0_g2_i1.p1	Macdac_DN32010_c0_g2_i1.p1
OG0000588	Shad_tr33239_c0_g1_i1.p1, Shad_tr49518_c0_g1_i2.p1	Macdac_DN3678_c0_g2_i3.p2
OG0000590	Shad_tr6097_c3_g1_i1.p1	Macdac_DN8106_c1_g1_i1.p1
OG0000590	Shad_tr13091_c0_g1_i2.p1	Macdac_DN16996_c2_g1_i3.p1
OG0000592	Shad_tr44000_c0_g1_i1.p1	Macdac_DN32952_c1_g1_i1.p1
OG0000593	Shad_tr56063_c0_g1_i1.p1	Macdac_DN5781_c0_g4_i1.p2
OG0000594	Shad_tr28963_c0_g1_i2.p1	Macdac_DN16021_c0_g1_i2.p1, Macdac_DN16021_c0_g2_i1.p1
OG0000594	Shad_tr9881_c0_g1_i23.p1	Macdac_DN44171_c0_g1_i1.p1
OG0000594	Shad_tr31283_c0_g1_i2.p1	Macdac_DN9756_c0_g1_i12.p1
OG0000594	Shad_tr5056_c0_g1_i1.p1, Shad_tr5735_c0_g1_i2.p1, Shad_tr16409_c0_g2_i1.p1	Macdac_DN57614_c0_g1_i1.p1
OG0000596	Shad_tr14417_c5_g1_i9.p1	Macdac_DN10286_c0_g2_i1.p1
OG0000597	Shad_tr14311_c0_g1_i3.p1	Macdac_DN9141_c0_g1_i14.p1
OG0000597	Shad_tr1157_c1_g1_i1.p1	Macdac_DN10110_c0_g1_i1.p1
OG0000598	Shad_tr16664_c0_g2_i3.p1	Macdac_DN22145_c2_g1_i1.p1, Macdac_DN22145_c2_g3_i1.p1, Macdac_DN22145_c2_g2_i1.p1
OG0000598	Shad_tr3360_c1_g1_i3.p1	Macdac_DN19197_c0_g1_i2.p1, Macdac_DN835_c0_g1_i1.p1
OG0000599	Shad_tr13939_c0_g1_i2.p1, Shad_tr99559_c0_g1_i1.p1	Macdac_DN5107_c1_g1_i1.p1
OG0000600	Shad_tr17445_c0_g1_i7.p1	Macdac_DN35479_c0_g3_i1.p1
OG0000601	Shad_tr20081_c0_g1_i3.p1	Macdac_DN5679_c0_g1_i2.p1
OG0000602	Shad_tr6524_c2_g1_i1.p1	Macdac_DN12334_c0_g1_i1.p1
OG0000603	Shad_tr370_c5_g1_i4.p1	Macdac_DN21531_c0_g1_i2.p1
OG0000603	Shad_tr1917_c0_g1_i15.p1, Shad_tr3610_c1_g1_i24.p1	Macdac_DN22963_c0_g1_i1.p1
OG0000604	Shad_tr50145_c1_g1_i1.p1	Macdac_DN35916_c0_g3_i1.p1
OG0000605	Shad_tr24508_c0_g4_i1.p1	Macdac_DN337_c0_g2_i2.p1
OG0000605	Shad_tr1301_c2_g1_i1.p1	Macdac_DN2655_c1_g2_i2.p1, Macdac_DN2655_c1_g3_i1.p1
OG0000605	Shad_tr20890_c1_g1_i1.p1	Macdac_DN4831_c0_g3_i1.p1
OG0000606	Shad_tr29157_c0_g1_i2.p1	Macdac_DN20326_c0_g2_i1.p1
OG0000607	Shad_tr20904_c0_g2_i1.p1	Macdac_DN10211_c0_g2_i2.p1
OG0000607	Shad_tr309_c13_g1_i1.p1	Macdac_DN24562_c0_g1_i1.p1
OG0000607	Shad_tr8326_c2_g1_i2.p1	Macdac_DN20056_c0_g1_i1.p1
OG0000608	Shad_tr17037_c0_g3_i1.p1	Macdac_DN9664_c0_g2_i1.p1
OG0000608	Shad_tr75974_c0_g1_i1.p1	Macdac_DN6547_c0_g1_i1.p1
OG0000608	Shad_tr67419_c0_g1_i1.p1	Macdac_DN53555_c0_g1_i1.p1
OG0000609	Shad_tr57279_c0_g1_i23.p1	Macdac_DN46063_c0_g1_i2.p1
OG0000611	Shad_tr24241_c0_g1_i3.p1	Macdac_DN13040_c0_g1_i1.p1
OG0000611	Shad_tr3079_c2_g1_i1.p1	Macdac_DN11849_c0_g1_i5.p1
OG0000611	Shad_tr482_c5_g1_i1.p1, Shad_tr24679_c0_g1_i8.p1	Macdac_DN11737_c0_g2_i3.p1, Macdac_DN11737_c0_g3_i1.p1
OG0000612	Shad_tr74_c0_g1_i2.p1	Macdac_DN12698_c0_g1_i4.p1
OG0000613	Shad_tr108598_c0_g1_i1.p1	Macdac_DN2025_c0_g2_i1.p1
OG0000613	Shad_tr22701_c0_g1_i2.p1	Macdac_DN14245_c0_g2_i1.p1
OG0000615	Shad_tr22345_c0_g1_i2.p2	Macdac_DN1305_c1_g1_i4.p1
OG0000615	Shad_tr57355_c0_g1_i3.p1	Macdac_DN12417_c0_g1_i1.p1
OG0000615	Shad_tr1584_c0_g2_i1.p1	Macdac_DN49753_c0_g2_i1.p1
OG0000616	Shad_tr1279_c0_g1_i8.p1	Macdac_DN38081_c0_g5_i1.p1
OG0000617	Shad_tr32834_c0_g2_i1.p1	Macdac_DN1687_c1_g1_i4.p1
OG0000618	Shad_tr25666_c0_g1_i5.p1	Macdac_DN34498_c0_g1_i1.p1
OG0000620	Shad_tr16508_c0_g1_i3.p1	Macdac_DN66934_c0_g1_i1.p1
OG0000622	Shad_tr30289_c1_g1_i3.p1	Macdac_DN13977_c0_g1_i1.p1, Macdac_DN67684_c0_g1_i1.p1
OG0000622	Shad_tr7698_c0_g1_i25.p1	Macdac_DN10380_c1_g2_i1.p1, Macdac_DN10380_c1_g1_i2.p1
OG0000623	Shad_tr7065_c0_g1_i11.p1, Shad_tr6212_c1_g1_i2.p1	Macdac_DN1070_c1_g1_i3.p1
OG0000624	Shad_tr45910_c1_g1_i1.p1, Shad_tr266_c0_g1_i1.p1	Macdac_DN7909_c0_g1_i3.p1
OG0000625	Shad_tr16568_c0_g1_i3.p1	Macdac_DN803_c2_g1_i1.p1
OG0000625	Shad_tr45719_c0_g2_i1.p1	Macdac_DN11266_c2_g2_i1.p1
OG0000625	Shad_tr20481_c0_g1_i1.p1	Macdac_DN45794_c1_g1_i1.p1
OG0000626	Shad_tr22933_c1_g1_i1.p1	Macdac_DN37203_c0_g2_i1.p1
OG0000628	Shad_tr4799_c0_g1_i107.p1	Macdac_DN7824_c0_g1_i1.p3
OG0000628	Shad_tr8397_c0_g1_i2.p1	Macdac_DN1222_c0_g1_i20.p1
OG0000629	Shad_tr30957_c0_g1_i3.p1	Macdac_DN4311_c0_g2_i2.p1
OG0000629	Shad_tr25431_c0_g1_i3.p1	Macdac_DN8016_c1_g1_i2.p1
OG0000630	Shad_tr54239_c0_g1_i2.p1	Macdac_DN1882_c0_g2_i4.p1, Macdac_DN1882_c0_g3_i1.p1
OG0000631	Shad_tr11449_c0_g1_i10.p1	Macdac_DN10066_c0_g1_i3.p1
OG0000632	Shad_tr21266_c0_g3_i3.p1	Macdac_DN8214_c2_g1_i1.p1
OG0000633	Shad_tr892_c0_g1_i3.p1	Macdac_DN7095_c0_g2_i1.p1
OG0000633	Shad_tr24447_c0_g1_i2.p1	Macdac_DN5434_c0_g2_i1.p1, Macdac_DN5434_c0_g1_i2.p2
OG0000634	Shad_tr105734_c0_g1_i1.p1	Macdac_DN12177_c0_g1_i1.p2
OG0000634	Shad_tr8712_c2_g1_i1.p1	Macdac_DN12781_c0_g1_i1.p1
OG0000635	Shad_tr25837_c0_g1_i3.p1	Macdac_DN14951_c0_g1_i1.p1
OG0000636	Shad_tr8123_c1_g1_i2.p2	Macdac_DN23769_c1_g3_i2.p1
OG0000636	Shad_tr49781_c1_g1_i1.p1	Macdac_DN2669_c0_g1_i1.p1
OG0000637	Shad_tr40426_c6_g1_i1.p1	Macdac_DN19680_c0_g1_i1.p1
OG0000637	Shad_tr109767_c0_g1_i1.p1, Shad_tr41953_c1_g1_i3.p1	Macdac_DN14734_c0_g1_i1.p1, Macdac_DN35642_c0_g1_i1.p1
OG0000637	Shad_tr89413_c0_g1_i1.p1	Macdac_DN18491_c1_g1_i1.p1
OG0000637	Shad_tr45332_c0_g3_i1.p1	Macdac_DN33946_c0_g2_i1.p1
OG0000638	Shad_tr500_c0_g1_i1.p1	Macdac_DN358_c0_g1_i2.p1
