Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_aurelias_longest_pep
OG0000200	Shad_tr44414_c0_g1_i2.p1, Shad_tr6652_c0_g1_i21.p1	Haur_tr10139_c3_g2_i3.p1
OG0000200	Shad_tr21660_c0_g1_i4.p1, Shad_tr14928_c1_g1_i2.p1	Haur_tr23164_c0_g1_i3.p1, Haur_tr12380_c0_g1_i4.p1, Haur_tr11734_c0_g1_i4.p1
OG0000201	Shad_tr15992_c2_g1_i1.p1	Haur_tr1364_c0_g1_i1.p1
OG0000201	Shad_tr50713_c0_g1_i1.p1	Haur_tr40391_c0_g1_i1.p1, Haur_tr76249_c0_g1_i1.p1, Haur_tr55214_c0_g1_i2.p1, Haur_tr59772_c0_g1_i1.p1, Haur_tr9560_c0_g1_i1.p1
OG0000202	Shad_tr64197_c0_g1_i1.p2	Haur_tr105504_c0_g1_i1.p1
OG0000202	Shad_tr11951_c0_g1_i1.p1	Haur_tr8324_c0_g1_i1.p1
OG0000202	Shad_tr24884_c0_g1_i10.p1	Haur_tr74367_c0_g1_i1.p1
OG0000202	Shad_tr57083_c0_g1_i1.p1	Haur_tr84119_c0_g1_i1.p1
OG0000203	Shad_tr37220_c0_g1_i1.p1, Shad_tr110328_c0_g1_i1.p1	Haur_tr39584_c2_g1_i1.p1
OG0000203	Shad_tr9397_c1_g1_i1.p1	Haur_tr26624_c0_g1_i1.p1
OG0000203	Shad_tr9397_c0_g1_i2.p1	Haur_tr43359_c0_g1_i1.p1
OG0000203	Shad_tr10279_c1_g1_i5.p1, Shad_tr55855_c0_g1_i2.p1	Haur_tr10593_c0_g1_i7.p1
OG0000203	Shad_tr57425_c0_g2_i1.p1	Haur_tr44394_c0_g2_i1.p1
OG0000204	Shad_tr107631_c0_g1_i1.p1	Haur_tr14966_c1_g1_i1.p1
OG0000204	Shad_tr8940_c2_g1_i1.p1	Haur_tr98_c2_g2_i1.p1
OG0000206	Shad_tr301_c0_g4_i1.p1	Haur_tr8535_c4_g1_i1.p1
OG0000206	Shad_tr2090_c2_g1_i1.p1	Haur_tr37198_c3_g2_i1.p1
OG0000206	Shad_tr1208_c0_g1_i1.p1	Haur_tr1219_c1_g1_i2.p1
OG0000206	Shad_tr4608_c0_g1_i23.p1	Haur_tr6626_c0_g1_i14.p1
OG0000206	Shad_tr28399_c0_g1_i3.p1	Haur_tr10148_c0_g1_i2.p1
OG0000207	Shad_tr67527_c0_g1_i1.p1	Haur_tr59130_c0_g1_i1.p1
OG0000208	Shad_tr1253_c7_g1_i2.p1	Haur_tr2999_c0_g4_i1.p1
OG0000208	Shad_tr96_c1_g1_i3.p1	Haur_tr10639_c4_g1_i1.p1, Haur_tr70_c1_g1_i1.p1, Haur_tr41473_c0_g1_i1.p1, Haur_tr65803_c0_g1_i1.p1, Haur_tr11457_c0_g1_i17.p1, Haur_tr74586_c0_g1_i1.p1
OG0000208	Shad_tr21437_c0_g1_i1.p1	Haur_tr8980_c2_g1_i1.p1
OG0000209	Shad_tr2280_c0_g1_i1.p1	Haur_tr687_c0_g1_i2.p1
OG0000209	Shad_tr1725_c0_g1_i11.p1	Haur_tr687_c0_g2_i7.p1
OG0000209	Shad_tr8517_c0_g2_i10.p1	Haur_tr94_c1_g1_i2.p1
OG0000209	Shad_tr5570_c0_g2_i1.p1	Haur_tr1989_c0_g1_i1.p1
OG0000210	Shad_tr4371_c0_g2_i1.p1	Haur_tr4412_c0_g2_i1.p1
OG0000210	Shad_tr4371_c0_g1_i12.p1	Haur_tr7374_c0_g2_i1.p1, Haur_tr7374_c0_g1_i1.p1, Haur_tr69998_c0_g1_i1.p1
OG0000211	Shad_tr17687_c0_g1_i4.p1	Haur_tr4358_c0_g1_i5.p1
OG0000211	Shad_tr38343_c1_g1_i4.p1	Haur_tr9391_c0_g1_i1.p1
OG0000211	Shad_tr11543_c5_g1_i1.p1	Haur_tr26581_c1_g1_i1.p1
OG0000211	Shad_tr18908_c0_g1_i6.p1	Haur_tr45915_c0_g1_i1.p1
OG0000211	Shad_tr26875_c0_g1_i1.p1	Haur_tr14073_c0_g2_i1.p1
OG0000212	Shad_tr15534_c1_g1_i1.p1	Haur_tr14143_c0_g2_i1.p1
OG0000212	Shad_tr24673_c0_g2_i1.p1	Haur_tr47027_c0_g1_i1.p1
OG0000212	Shad_tr69043_c0_g1_i1.p1	Haur_tr76508_c0_g1_i1.p1
OG0000212	Shad_tr8728_c2_g1_i1.p1	Haur_tr33425_c0_g1_i2.p1, Haur_tr33425_c0_g2_i1.p1
OG0000212	Shad_tr23740_c0_g1_i1.p1	Haur_tr19605_c2_g1_i1.p1
OG0000213	Shad_tr13626_c0_g1_i7.p1	Haur_tr688_c2_g1_i5.p1
OG0000213	Shad_tr86030_c0_g1_i1.p1	Haur_tr23015_c0_g1_i1.p1
OG0000213	Shad_tr36282_c0_g1_i1.p1	Haur_tr5218_c1_g1_i1.p1
OG0000213	Shad_tr3722_c0_g2_i1.p1	Haur_tr93760_c0_g1_i1.p1
OG0000214	Shad_tr10767_c3_g1_i1.p1	Haur_tr6958_c1_g1_i1.p1
OG0000214	Shad_tr3537_c0_g1_i2.p1	Haur_tr6958_c1_g2_i1.p1
OG0000214	Shad_tr4071_c3_g2_i5.p1	Haur_tr22519_c0_g1_i3.p1
OG0000214	Shad_tr81930_c0_g1_i1.p1	Haur_tr71874_c0_g1_i1.p1
OG0000214	Shad_tr112134_c0_g1_i1.p1	Haur_tr38325_c2_g1_i1.p1
OG0000214	Shad_tr87277_c0_g1_i1.p1	Haur_tr20744_c0_g1_i1.p1
OG0000215	Shad_tr15621_c0_g1_i1.p1	Haur_tr24567_c0_g2_i3.p1
OG0000215	Shad_tr32033_c0_g1_i10.p1	Haur_tr5264_c2_g1_i1.p1
OG0000215	Shad_tr3510_c0_g1_i1.p1	Haur_tr3980_c1_g1_i2.p1
OG0000215	Shad_tr32033_c0_g3_i1.p1	Haur_tr2309_c0_g2_i1.p1
OG0000216	Shad_tr57_c0_g1_i3.p1, Shad_tr85532_c0_g1_i1.p1	Haur_tr95809_c0_g1_i1.p1
OG0000216	Shad_tr102468_c0_g1_i1.p1	Haur_tr82_c1_g3_i1.p1
OG0000216	Shad_tr27042_c2_g1_i1.p1	Haur_tr27087_c0_g1_i1.p1
OG0000216	Shad_tr88102_c0_g1_i1.p1	Haur_tr231_c0_g1_i1.p1
OG0000217	Shad_tr25637_c0_g4_i1.p1	Haur_tr41794_c0_g1_i1.p1
OG0000217	Shad_tr32903_c0_g2_i1.p1	Haur_tr32672_c0_g1_i1.p1
OG0000218	Shad_tr3031_c0_g1_i5.p1	Haur_tr13732_c0_g3_i2.p1
OG0000218	Shad_tr31278_c0_g1_i2.p1, Shad_tr6055_c2_g1_i1.p1	Haur_tr44397_c0_g1_i2.p1
OG0000218	Shad_tr12961_c8_g1_i1.p1	Haur_tr4490_c2_g1_i5.p1
OG0000218	Shad_tr25725_c4_g1_i1.p1	Haur_tr9790_c2_g1_i3.p1
OG0000218	Shad_tr18727_c1_g1_i1.p1	Haur_tr17849_c0_g2_i1.p1
OG0000218	Shad_tr44324_c1_g2_i1.p1	Haur_tr9790_c6_g1_i1.p1
OG0000218	Shad_tr5649_c1_g2_i1.p1	Haur_tr23490_c1_g2_i2.p1
OG0000219	Shad_tr3329_c5_g1_i1.p1	Haur_tr27037_c1_g1_i1.p1
OG0000219	Shad_tr38590_c2_g1_i2.p1	Haur_tr6284_c0_g1_i1.p1
OG0000219	Shad_tr37422_c0_g1_i1.p1	Haur_tr95481_c0_g1_i1.p1
OG0000219	Shad_tr56846_c1_g1_i1.p1	Haur_tr57536_c0_g1_i1.p1
OG0000219	Shad_tr76780_c0_g1_i1.p1, Shad_tr58510_c0_g3_i1.p1	Haur_tr52912_c0_g1_i1.p1
OG0000220	Shad_tr14082_c0_g1_i2.p1, Shad_tr69644_c0_g1_i1.p1	Haur_tr73905_c0_g1_i1.p1
OG0000220	Shad_tr37139_c0_g2_i4.p1	Haur_tr14595_c1_g1_i2.p1, Haur_tr82181_c0_g1_i1.p1
OG0000221	Shad_tr24699_c0_g1_i1.p1	Haur_tr61298_c0_g1_i1.p1, Haur_tr107909_c0_g1_i1.p2
OG0000221	Shad_tr54849_c1_g1_i1.p1, Shad_tr104497_c0_g1_i1.p1	Haur_tr87497_c0_g1_i1.p1
OG0000222	Shad_tr18217_c1_g3_i1.p1	Haur_tr45777_c1_g1_i2.p1, Haur_tr22086_c4_g1_i1.p1, Haur_tr28977_c1_g1_i1.p1
OG0000222	Shad_tr1418_c0_g2_i1.p1, Shad_tr73_c0_g1_i15.p1, Shad_tr44951_c3_g1_i1.p1, Shad_tr44752_c6_g1_i1.p1, Shad_tr44752_c4_g2_i1.p1, Shad_tr7807_c7_g1_i1.p1	Haur_tr4074_c0_g4_i2.p1, Haur_tr5529_c1_g2_i1.p1
OG0000223	Shad_tr1864_c1_g1_i6.p1, Shad_tr13132_c0_g1_i2.p1	Haur_tr9283_c2_g2_i1.p1
OG0000223	Shad_tr21360_c2_g1_i1.p1	Haur_tr20211_c2_g1_i1.p1
OG0000223	Shad_tr12934_c0_g1_i1.p1	Haur_tr58540_c0_g1_i2.p1
OG0000224	Shad_tr1841_c2_g1_i4.p1	Haur_tr56343_c0_g1_i1.p1
OG0000224	Shad_tr10062_c0_g1_i15.p1	Haur_tr33552_c0_g1_i2.p1
OG0000225	Shad_tr102512_c0_g1_i1.p1	Haur_tr93541_c0_g1_i1.p1
OG0000225	Shad_tr50881_c0_g1_i2.p1	Haur_tr52153_c0_g1_i4.p1
OG0000226	Shad_tr6232_c0_g1_i13.p1, Shad_tr61629_c0_g1_i1.p1, Shad_tr70963_c0_g1_i1.p1	Haur_tr15542_c0_g4_i1.p1
OG0000226	Shad_tr15796_c0_g1_i3.p1, Shad_tr77922_c0_g1_i1.p1	Haur_tr52509_c0_g1_i1.p1
OG0000226	Shad_tr13216_c1_g1_i10.p2	Haur_tr25142_c0_g1_i2.p1
OG0000227	Shad_tr6268_c0_g2_i1.p1	Haur_tr27762_c3_g1_i1.p1, Haur_tr27762_c0_g2_i1.p1, Haur_tr27762_c0_g3_i1.p1
OG0000228	Shad_tr63922_c0_g1_i1.p1	Haur_tr70651_c0_g1_i1.p1, Haur_tr79499_c0_g1_i1.p1
OG0000228	Shad_tr34094_c0_g4_i1.p1	Haur_tr17934_c0_g1_i2.p1
OG0000229	Shad_tr17152_c1_g1_i2.p1	Haur_tr14802_c0_g2_i2.p1
OG0000229	Shad_tr1921_c0_g1_i4.p1	Haur_tr81178_c0_g1_i1.p1, Haur_tr14888_c0_g3_i1.p1
OG0000230	Shad_tr52766_c0_g2_i1.p1	Haur_tr75351_c0_g1_i1.p1
OG0000230	Shad_tr32392_c0_g2_i1.p1	Haur_tr79874_c0_g1_i1.p1
OG0000230	Shad_tr57277_c0_g1_i1.p1	Haur_tr79489_c0_g1_i1.p1
OG0000232	Shad_tr46203_c0_g1_i1.p1, Shad_tr87697_c0_g1_i1.p1, Shad_tr49445_c0_g1_i1.p1	Haur_tr99589_c0_g1_i1.p1
OG0000232	Shad_tr43170_c0_g2_i4.p1, Shad_tr26427_c0_g1_i1.p1	Haur_tr16086_c0_g1_i1.p1
OG0000232	Shad_tr11732_c2_g1_i10.p1	Haur_tr33049_c0_g1_i4.p1
OG0000233	Shad_tr32646_c0_g3_i1.p1	Haur_tr344_c0_g1_i14.p1
OG0000233	Shad_tr11782_c0_g1_i3.p1	Haur_tr1296_c3_g2_i3.p2
OG0000234	Shad_tr1309_c0_g1_i3.p1	Haur_tr62525_c0_g1_i1.p1
OG0000234	Shad_tr8898_c0_g1_i2.p5	Haur_tr269_c0_g1_i2.p1
OG0000234	Shad_tr8898_c1_g3_i3.p1, Shad_tr52510_c0_g1_i1.p1	Haur_tr27573_c0_g1_i1.p1, Haur_tr4274_c0_g3_i1.p1
OG0000236	Shad_tr18091_c0_g1_i1.p1	Haur_tr21629_c0_g1_i2.p1
OG0000236	Shad_tr26016_c0_g1_i1.p1	Haur_tr98917_c0_g1_i1.p1
OG0000236	Shad_tr72726_c0_g1_i1.p1	Haur_tr20148_c0_g1_i5.p1
OG0000236	Shad_tr10834_c0_g1_i9.p1	Haur_tr1662_c0_g1_i10.p1
OG0000237	Shad_tr8737_c2_g1_i1.p1	Haur_tr9939_c0_g2_i1.p1
OG0000237	Shad_tr2661_c0_g2_i2.p1	Haur_tr37565_c0_g1_i2.p1
OG0000237	Shad_tr30283_c0_g1_i1.p1	Haur_tr38026_c0_g2_i2.p1
OG0000237	Shad_tr3397_c0_g1_i2.p1	Haur_tr10554_c1_g1_i2.p1
OG0000237	Shad_tr20319_c0_g1_i4.p1	Haur_tr16210_c0_g1_i1.p1
OG0000238	Shad_tr4491_c0_g1_i2.p1	Haur_tr27542_c0_g1_i1.p1
OG0000238	Shad_tr54933_c0_g1_i1.p1	Haur_tr24878_c0_g1_i2.p1, Haur_tr22748_c0_g1_i10.p1
OG0000239	Shad_tr10650_c1_g3_i1.p1	Haur_tr20194_c0_g4_i1.p1
OG0000239	Shad_tr21067_c0_g1_i1.p1	Haur_tr37877_c0_g1_i1.p1
OG0000239	Shad_tr10829_c0_g3_i1.p1	Haur_tr55410_c0_g1_i1.p1
OG0000239	Shad_tr20111_c0_g1_i2.p1	Haur_tr26453_c0_g1_i1.p1
OG0000240	Shad_tr16557_c0_g1_i1.p1	Haur_tr202_c0_g1_i1.p1
OG0000240	Shad_tr1705_c0_g1_i13.p1	Haur_tr183_c0_g4_i1.p1, Haur_tr183_c0_g2_i1.p1
OG0000240	Shad_tr1238_c0_g1_i5.p1	Haur_tr1210_c0_g3_i1.p1
OG0000240	Shad_tr22700_c0_g1_i1.p1	Haur_tr26509_c0_g2_i2.p1
OG0000240	Shad_tr19508_c0_g1_i1.p1	Haur_tr176_c0_g1_i4.p1
OG0000240	Shad_tr269_c1_g1_i9.p1	Haur_tr59399_c0_g1_i1.p1
OG0000241	Shad_tr56091_c0_g1_i1.p1	Haur_tr44049_c1_g1_i1.p2, Haur_tr19315_c1_g2_i1.p1
OG0000241	Shad_tr5950_c1_g1_i10.p1	Haur_tr15640_c1_g1_i1.p1
OG0000242	Shad_tr20864_c0_g1_i2.p1	Haur_tr18494_c0_g4_i1.p1, Haur_tr27949_c0_g1_i1.p1
OG0000242	Shad_tr7110_c0_g2_i1.p1	Haur_tr10989_c0_g1_i1.p1
OG0000242	Shad_tr106310_c0_g1_i1.p1	Haur_tr2774_c0_g3_i1.p1, Haur_tr2774_c0_g2_i1.p1
OG0000243	Shad_tr31606_c1_g2_i3.p1	Haur_tr26350_c0_g1_i1.p1, Haur_tr9476_c1_g1_i3.p1, Haur_tr3347_c0_g1_i7.p1
OG0000243	Shad_tr105150_c0_g1_i1.p1	Haur_tr33134_c1_g1_i2.p1, Haur_tr9375_c3_g1_i7.p1
OG0000243	Shad_tr8855_c2_g1_i2.p1	Haur_tr9476_c1_g3_i1.p1, Haur_tr9375_c4_g3_i1.p1, Haur_tr30676_c1_g1_i1.p1, Haur_tr9476_c0_g1_i1.p1, Haur_tr9476_c0_g2_i1.p1, Haur_tr26812_c2_g1_i1.p1
OG0000243	Shad_tr8474_c2_g1_i2.p1	Haur_tr15675_c0_g1_i2.p1
OG0000243	Shad_tr6597_c4_g1_i1.p1	Haur_tr14373_c0_g4_i1.p1
OG0000243	Shad_tr36108_c0_g1_i1.p1	Haur_tr33115_c0_g1_i1.p1
OG0000244	Shad_tr29733_c0_g1_i1.p1	Haur_tr44368_c0_g1_i1.p1
OG0000244	Shad_tr34099_c0_g2_i2.p1	Haur_tr67355_c0_g1_i1.p1, Haur_tr11023_c0_g1_i2.p1
OG0000244	Shad_tr25530_c0_g1_i2.p1	Haur_tr20733_c0_g1_i2.p1
OG0000244	Shad_tr21035_c0_g1_i1.p1	Haur_tr34226_c0_g1_i1.p1
OG0000244	Shad_tr33305_c3_g1_i2.p1	Haur_tr20867_c0_g1_i8.p1
OG0000245	Shad_tr11399_c1_g1_i1.p1	Haur_tr5998_c0_g1_i2.p1
OG0000245	Shad_tr9312_c0_g1_i9.p1	Haur_tr18399_c0_g1_i1.p1
OG0000245	Shad_tr33008_c0_g2_i6.p1	Haur_tr9955_c5_g1_i1.p1
OG0000247	Shad_tr15646_c0_g1_i19.p1	Haur_tr2791_c3_g2_i1.p1
OG0000247	Shad_tr5388_c1_g1_i4.p1	Haur_tr11548_c0_g2_i1.p1
OG0000247	Shad_tr7440_c0_g2_i2.p1	Haur_tr2138_c0_g1_i2.p1
OG0000247	Shad_tr6791_c0_g1_i26.p1	Haur_tr1526_c0_g1_i12.p1
OG0000249	Shad_tr8509_c0_g1_i13.p1	Haur_tr24119_c1_g1_i1.p1
OG0000249	Shad_tr4473_c1_g2_i1.p1	Haur_tr5564_c0_g2_i1.p1
OG0000249	Shad_tr93583_c0_g1_i3.p1	Haur_tr32715_c0_g1_i4.p1
OG0000249	Shad_tr36183_c0_g1_i1.p1	Haur_tr36402_c0_g1_i1.p1
OG0000250	Shad_tr2043_c0_g2_i1.p1	Haur_tr30884_c0_g1_i1.p1
OG0000250	Shad_tr1085_c0_g1_i1.p1	Haur_tr8279_c0_g1_i1.p1
OG0000250	Shad_tr17836_c0_g1_i3.p1	Haur_tr8411_c3_g1_i5.p1
OG0000251	Shad_tr60801_c0_g1_i1.p1	Haur_tr34938_c0_g1_i1.p1
OG0000251	Shad_tr18349_c0_g1_i1.p1	Haur_tr10038_c0_g1_i2.p1
OG0000251	Shad_tr30725_c1_g3_i1.p1	Haur_tr4820_c2_g2_i3.p1
OG0000251	Shad_tr20245_c0_g1_i3.p1	Haur_tr10570_c0_g1_i2.p1
OG0000251	Shad_tr32268_c2_g2_i1.p1	Haur_tr105581_c0_g1_i1.p1
OG0000251	Shad_tr11206_c2_g1_i2.p1	Haur_tr910_c4_g2_i2.p1
OG0000252	Shad_tr80077_c0_g1_i1.p1, Shad_tr83552_c0_g1_i1.p1	Haur_tr36857_c0_g1_i1.p1
OG0000252	Shad_tr25813_c0_g1_i15.p1, Shad_tr41312_c0_g1_i1.p1, Shad_tr45415_c0_g1_i1.p1	Haur_tr108350_c0_g1_i1.p1
OG0000252	Shad_tr25146_c0_g1_i1.p1	Haur_tr39378_c3_g1_i1.p1
OG0000252	Shad_tr25813_c0_g2_i2.p1, Shad_tr91108_c0_g1_i1.p1	Haur_tr52636_c0_g1_i1.p1
OG0000253	Shad_tr24938_c1_g2_i1.p1	Haur_tr39729_c0_g1_i1.p1
OG0000254	Shad_tr47252_c0_g2_i1.p1	Haur_tr34980_c0_g1_i4.p1
OG0000254	Shad_tr41728_c0_g3_i6.p1, Shad_tr41728_c0_g2_i1.p1	Haur_tr5537_c1_g1_i7.p1
OG0000255	Shad_tr2916_c8_g1_i1.p1, Shad_tr13029_c3_g1_i1.p1	Haur_tr47149_c0_g1_i1.p1
OG0000255	Shad_tr5371_c0_g1_i1.p1	Haur_tr3005_c0_g1_i1.p1
OG0000255	Shad_tr27651_c0_g1_i2.p1	Haur_tr9405_c0_g2_i3.p1, Haur_tr15577_c0_g1_i1.p1
OG0000257	Shad_tr22016_c0_g1_i2.p1	Haur_tr77795_c0_g1_i1.p1
OG0000257	Shad_tr1981_c1_g1_i2.p1	Haur_tr5218_c0_g3_i1.p1
OG0000257	Shad_tr3117_c0_g1_i1.p1	Haur_tr2189_c1_g1_i2.p1
OG0000258	Shad_tr22616_c0_g2_i1.p1	Haur_tr76409_c0_g1_i1.p1
OG0000258	Shad_tr96155_c0_g1_i1.p1, Shad_tr63503_c0_g1_i1.p1	Haur_tr100816_c0_g1_i1.p1
OG0000258	Shad_tr89443_c0_g1_i1.p1	Haur_tr59266_c0_g1_i1.p1
OG0000258	Shad_tr32303_c0_g1_i2.p1	Haur_tr3499_c0_g3_i1.p1, Haur_tr50765_c0_g1_i1.p1
OG0000258	Shad_tr73118_c0_g1_i1.p1, Shad_tr109949_c0_g1_i1.p1	Haur_tr63512_c0_g1_i1.p1, Haur_tr63512_c0_g2_i1.p1
OG0000258	Shad_tr106247_c0_g1_i1.p1	Haur_tr75243_c0_g1_i1.p1
OG0000259	Shad_tr35295_c0_g1_i3.p1	Haur_tr35212_c1_g1_i1.p1, Haur_tr17622_c0_g2_i1.p1, Haur_tr61622_c1_g1_i1.p1, Haur_tr17622_c0_g1_i2.p1, Haur_tr17622_c0_g3_i1.p1
OG0000259	Shad_tr30662_c0_g2_i1.p1	Haur_tr27395_c0_g2_i1.p1, Haur_tr13136_c1_g1_i2.p1, Haur_tr17665_c1_g1_i1.p1, Haur_tr71348_c0_g1_i1.p1, Haur_tr64019_c1_g1_i1.p1
OG0000259	Shad_tr107260_c0_g1_i1.p1	Haur_tr20400_c1_g1_i1.p1, Haur_tr20400_c0_g1_i1.p1, Haur_tr33050_c0_g1_i2.p1, Haur_tr20400_c1_g2_i5.p1, Haur_tr68098_c0_g1_i1.p2
OG0000260	Shad_tr1344_c21_g1_i1.p1	Haur_tr5228_c1_g1_i7.p1
OG0000260	Shad_tr19742_c0_g1_i4.p1	Haur_tr23884_c0_g1_i1.p1
OG0000261	Shad_tr101486_c0_g1_i1.p1	Haur_tr67068_c0_g1_i3.p1, Haur_tr27886_c1_g1_i1.p1
OG0000262	Shad_tr1781_c4_g1_i2.p1, Shad_tr7909_c0_g3_i2.p1	Haur_tr5831_c0_g2_i2.p1
OG0000263	Shad_tr17286_c0_g1_i1.p1, Shad_tr17286_c0_g2_i2.p1	Haur_tr1055_c0_g1_i1.p1, Haur_tr1270_c0_g3_i1.p1
OG0000263	Shad_tr8153_c0_g1_i4.p1	Haur_tr15620_c0_g1_i1.p1
OG0000264	Shad_tr373_c0_g1_i11.p1	Haur_tr15995_c0_g1_i1.p1
OG0000264	Shad_tr11356_c0_g1_i2.p1, Shad_tr11356_c0_g3_i1.p1, Shad_tr49417_c0_g1_i1.p1	Haur_tr15492_c4_g1_i1.p1
OG0000266	Shad_tr32404_c0_g2_i3.p1	Haur_tr6808_c1_g1_i4.p1
OG0000266	Shad_tr980_c4_g1_i1.p1	Haur_tr170_c1_g1_i1.p1
OG0000267	Shad_tr25714_c0_g2_i1.p1	Haur_tr104141_c0_g1_i1.p1
OG0000267	Shad_tr7581_c2_g1_i2.p1	Haur_tr15656_c3_g2_i2.p1
OG0000267	Shad_tr3624_c1_g1_i12.p1	Haur_tr24470_c0_g1_i2.p1
OG0000267	Shad_tr47328_c0_g1_i1.p1	Haur_tr27708_c0_g1_i1.p1
OG0000267	Shad_tr25660_c7_g1_i1.p1	Haur_tr65699_c0_g1_i1.p1
OG0000268	Shad_tr18192_c0_g1_i4.p1	Haur_tr64128_c0_g1_i1.p1
OG0000268	Shad_tr18192_c0_g3_i1.p1	Haur_tr49823_c0_g2_i1.p1
OG0000268	Shad_tr4315_c2_g1_i2.p1	Haur_tr9735_c0_g1_i1.p1
OG0000268	Shad_tr36855_c0_g2_i1.p1	Haur_tr17413_c0_g2_i1.p1
OG0000269	Shad_tr30186_c0_g2_i1.p1	Haur_tr97312_c0_g1_i1.p1
OG0000269	Shad_tr93810_c0_g1_i1.p1	Haur_tr57538_c0_g1_i1.p1
OG0000269	Shad_tr29454_c0_g1_i2.p1	Haur_tr16426_c1_g2_i1.p1
OG0000269	Shad_tr36727_c2_g1_i1.p1	Haur_tr17832_c0_g1_i2.p1
OG0000270	Shad_tr101923_c0_g1_i1.p1	Haur_tr108_c23_g1_i1.p1
OG0000270	Shad_tr95005_c0_g1_i1.p1	Haur_tr56023_c0_g1_i1.p1, Haur_tr46936_c0_g1_i1.p1
OG0000270	Shad_tr7218_c1_g1_i6.p1	Haur_tr55437_c0_g1_i1.p1
OG0000270	Shad_tr5204_c5_g1_i1.p1	Haur_tr101516_c0_g1_i1.p1
OG0000271	Shad_tr11132_c0_g1_i1.p1, Shad_tr26874_c0_g1_i1.p1, Shad_tr15883_c0_g1_i1.p1	Haur_tr87805_c1_g1_i1.p1
OG0000271	Shad_tr20692_c0_g2_i1.p1	Haur_tr82692_c0_g1_i1.p1
OG0000272	Shad_tr21749_c0_g1_i1.p1	Haur_tr34445_c0_g1_i1.p1
OG0000272	Shad_tr42361_c0_g1_i1.p1	Haur_tr4124_c1_g2_i2.p1, Haur_tr15530_c0_g1_i15.p1
OG0000273	Shad_tr1767_c2_g1_i2.p1, Shad_tr36924_c1_g1_i1.p1, Shad_tr9939_c0_g3_i1.p1	Haur_tr41948_c0_g1_i1.p1
OG0000274	Shad_tr5268_c1_g1_i2.p1	Haur_tr27105_c0_g1_i2.p1
OG0000274	Shad_tr11817_c0_g1_i24.p1	Haur_tr69646_c0_g1_i3.p1
OG0000274	Shad_tr23921_c0_g1_i4.p1	Haur_tr33974_c0_g1_i4.p1
OG0000274	Shad_tr57806_c0_g2_i2.p1	Haur_tr3762_c2_g1_i1.p1
OG0000275	Shad_tr21866_c0_g1_i5.p1	Haur_tr38568_c0_g1_i6.p1
OG0000275	Shad_tr37376_c0_g1_i1.p1	Haur_tr5553_c0_g1_i1.p1
OG0000275	Shad_tr5455_c1_g2_i3.p1	Haur_tr12429_c0_g1_i3.p1
OG0000275	Shad_tr9032_c1_g1_i2.p1	Haur_tr20843_c1_g1_i8.p1
OG0000276	Shad_tr41933_c0_g1_i1.p1	Haur_tr41227_c0_g1_i1.p1
OG0000276	Shad_tr33555_c0_g1_i3.p1	Haur_tr23901_c0_g1_i2.p1
OG0000276	Shad_tr34863_c0_g1_i1.p1	Haur_tr42464_c0_g1_i2.p1
OG0000276	Shad_tr10526_c0_g1_i10.p1	Haur_tr24989_c0_g1_i1.p1
OG0000276	Shad_tr6854_c3_g1_i10.p1	Haur_tr59947_c1_g1_i3.p1
OG0000277	Shad_tr21742_c2_g1_i1.p1, Shad_tr25571_c2_g1_i1.p1	Haur_tr64444_c0_g1_i1.p1
OG0000277	Shad_tr55353_c2_g1_i1.p1	Haur_tr39845_c0_g1_i1.p1
OG0000278	Shad_tr114504_c0_g1_i1.p1, Shad_tr7870_c2_g1_i3.p1	Haur_tr22876_c0_g3_i2.p1
OG0000278	Shad_tr6657_c0_g1_i4.p1	Haur_tr6974_c0_g2_i1.p1
OG0000279	Shad_tr29895_c2_g1_i2.p1	Haur_tr3398_c0_g1_i8.p1
OG0000279	Shad_tr11109_c3_g1_i1.p1	Haur_tr37680_c0_g1_i3.p1
OG0000279	Shad_tr5061_c0_g1_i3.p1	Haur_tr1837_c1_g1_i4.p1
OG0000280	Shad_tr39723_c0_g1_i1.p1, Shad_tr40663_c1_g1_i4.p1, Shad_tr27659_c0_g1_i1.p1	Haur_tr94007_c0_g1_i1.p1
OG0000280	Shad_tr17338_c0_g1_i8.p1	Haur_tr21365_c1_g1_i1.p1
OG0000281	Shad_tr28768_c0_g2_i12.p1	Haur_tr205_c0_g3_i1.p1
OG0000281	Shad_tr11148_c0_g1_i14.p1	Haur_tr17877_c1_g2_i1.p1, Haur_tr101848_c0_g1_i1.p1
OG0000281	Shad_tr11148_c0_g2_i2.p1	Haur_tr17877_c1_g1_i1.p1
OG0000282	Shad_tr4678_c0_g1_i6.p1	Haur_tr15533_c0_g1_i3.p1
OG0000282	Shad_tr5561_c0_g1_i1.p1	Haur_tr39767_c0_g1_i3.p1, Haur_tr11549_c0_g1_i1.p1
OG0000282	Shad_tr13562_c0_g1_i1.p1	Haur_tr11549_c0_g2_i4.p1
OG0000283	Shad_tr16989_c1_g1_i1.p1	Haur_tr69246_c0_g1_i1.p1
OG0000283	Shad_tr61441_c0_g1_i1.p1	Haur_tr1335_c43_g1_i1.p1
OG0000283	Shad_tr18857_c2_g1_i1.p1	Haur_tr21966_c0_g1_i1.p1
