Orthogroup	Stichodactyla_haddoni_longest_pep	Galaxea_fascicularis_longest_pep
OG0000104	Shad_tr7200_c1_g1_i3.p1	Gafa_DN19054_c0_g1_i5.p1
OG0000104	Shad_tr8912_c6_g1_i1.p1	Gafa_DN19425_c0_g1_i4.p1
OG0000104	Shad_tr67366_c0_g1_i1.p1	Gafa_DN14427_c0_g1_i5.p1
OG0000105	Shad_tr89197_c0_g1_i1.p1, Shad_tr7625_c0_g1_i1.p1	Gafa_DN6092_c0_g1_i7.p1, Gafa_DN6092_c0_g3_i1.p1, Gafa_DN15367_c0_g1_i6.p1
OG0000105	Shad_tr100954_c0_g1_i1.p1	Gafa_DN72711_c0_g2_i1.p1
OG0000106	Shad_tr10091_c4_g1_i1.p1, Shad_tr18414_c0_g1_i13.p1	Gafa_DN102954_c0_g1_i4.p1, Gafa_DN91540_c0_g2_i1.p1, Gafa_DN33594_c0_g1_i1.p1
OG0000106	Shad_tr13333_c0_g2_i1.p1, Shad_tr59005_c4_g1_i1.p1, Shad_tr1061_c0_g1_i2.p1	Gafa_DN26616_c0_g2_i1.p1, Gafa_DN66219_c0_g1_i2.p1
OG0000107	Shad_tr8733_c0_g1_i1.p1	Gafa_DN3631_c0_g3_i1.p1, Gafa_DN47163_c0_g1_i1.p1
OG0000107	Shad_tr7565_c0_g1_i2.p1	Gafa_DN31715_c0_g1_i1.p1, Gafa_DN36435_c0_g1_i1.p1, Gafa_DN31715_c0_g2_i1.p1
OG0000107	Shad_tr3560_c1_g1_i1.p1	Gafa_DN3459_c0_g1_i2.p1
OG0000107	Shad_tr20058_c0_g1_i1.p1	Gafa_DN34326_c0_g1_i7.p1
OG0000108	Shad_tr41918_c1_g1_i3.p1	Gafa_DN18278_c0_g3_i1.p1
OG0000108	Shad_tr62904_c0_g1_i1.p1	Gafa_DN91499_c0_g1_i1.p1
OG0000108	Shad_tr101890_c0_g1_i1.p1	Gafa_DN5588_c0_g1_i2.p1
OG0000108	Shad_tr7572_c0_g1_i3.p1	Gafa_DN64717_c0_g1_i3.p1
OG0000108	Shad_tr30050_c0_g1_i1.p1, Shad_tr58105_c0_g1_i1.p1	Gafa_DN19064_c0_g1_i10.p1
OG0000108	Shad_tr17788_c0_g4_i1.p1	Gafa_DN3735_c2_g1_i1.p1
OG0000110	Shad_tr244_c10_g1_i1.p1	Gafa_DN18626_c0_g3_i3.p1
OG0000110	Shad_tr94407_c0_g1_i1.p1	Gafa_DN18626_c0_g1_i1.p1
OG0000110	Shad_tr4272_c0_g1_i1.p1	Gafa_DN22948_c0_g1_i3.p1
OG0000110	Shad_tr7210_c1_g5_i1.p1	Gafa_DN6078_c0_g1_i11.p1
OG0000110	Shad_tr51845_c0_g1_i1.p1	Gafa_DN108884_c0_g1_i1.p1
OG0000110	Shad_tr69465_c0_g1_i1.p1	Gafa_DN55064_c0_g4_i1.p1, Gafa_DN65152_c0_g1_i2.p1
OG0000110	Shad_tr50_c0_g1_i1.p1	Gafa_DN57570_c0_g1_i1.p1
OG0000111	Shad_tr22089_c0_g1_i1.p1	Gafa_DN120159_c0_g1_i1.p1
OG0000111	Shad_tr50988_c0_g1_i1.p1	Gafa_DN68844_c0_g1_i1.p1
OG0000111	Shad_tr50728_c0_g1_i1.p1	Gafa_DN10499_c0_g1_i4.p2
OG0000111	Shad_tr19259_c0_g1_i2.p1, Shad_tr4517_c2_g1_i10.p1, Shad_tr107415_c0_g1_i1.p1	Gafa_DN18282_c0_g1_i1.p1
OG0000112	Shad_tr9252_c1_g1_i1.p1	Gafa_DN40298_c0_g3_i1.p1
OG0000112	Shad_tr44644_c0_g1_i1.p1, Shad_tr26400_c1_g2_i6.p1	Gafa_DN42168_c0_g1_i2.p1
OG0000112	Shad_tr7264_c0_g1_i18.p1	Gafa_DN40298_c0_g1_i5.p1
OG0000113	Shad_tr36372_c1_g1_i1.p1	Gafa_DN1629_c0_g5_i1.p1
OG0000113	Shad_tr6927_c0_g1_i2.p1, Shad_tr42195_c1_g1_i2.p1, Shad_tr42195_c0_g1_i2.p1, Shad_tr26632_c0_g1_i5.p1, Shad_tr50851_c0_g1_i1.p1	Gafa_DN21150_c0_g1_i4.p1, Gafa_DN22237_c0_g4_i1.p1
OG0000113	Shad_tr18473_c0_g2_i3.p1	Gafa_DN27148_c0_g1_i2.p1, Gafa_DN9069_c0_g2_i2.p1, Gafa_DN235_c0_g1_i1.p1
OG0000113	Shad_tr26209_c1_g3_i1.p1	Gafa_DN64707_c0_g1_i3.p1
OG0000113	Shad_tr27850_c3_g1_i1.p1	Gafa_DN8829_c0_g1_i1.p1, Gafa_DN3887_c2_g1_i2.p1, Gafa_DN15478_c0_g3_i1.p1
OG0000113	Shad_tr48787_c0_g1_i1.p2	Gafa_DN70704_c0_g1_i1.p1, Gafa_DN495_c4_g1_i1.p1, Gafa_DN22358_c0_g2_i1.p1, Gafa_DN66689_c0_g1_i1.p1
OG0000114	Shad_tr32717_c0_g1_i1.p1	Gafa_DN1629_c0_g1_i2.p1, Gafa_DN45793_c0_g2_i12.p1, Gafa_DN45793_c0_g1_i3.p1, Gafa_DN7965_c0_g1_i12.p1, Gafa_DN16790_c0_g2_i1.p1, Gafa_DN131842_c0_g1_i1.p1
OG0000114	Shad_tr6148_c2_g1_i10.p1	Gafa_DN26353_c0_g1_i1.p1
OG0000115	Shad_tr17073_c1_g1_i1.p1, Shad_tr17073_c0_g1_i1.p1, Shad_tr40158_c0_g1_i1.p1	Gafa_DN1582_c1_g1_i5.p1
OG0000115	Shad_tr35077_c0_g2_i1.p1, Shad_tr68650_c0_g1_i2.p1, Shad_tr20709_c0_g1_i6.p1	Gafa_DN35081_c0_g1_i3.p1
OG0000115	Shad_tr28015_c0_g1_i2.p1	Gafa_DN30127_c1_g1_i1.p1
OG0000115	Shad_tr13988_c1_g1_i2.p1	Gafa_DN97569_c0_g1_i1.p1
OG0000115	Shad_tr29555_c0_g1_i6.p1	Gafa_DN30847_c0_g2_i1.p1, Gafa_DN30847_c0_g1_i2.p1
OG0000116	Shad_tr19520_c4_g1_i4.p1, Shad_tr1348_c0_g1_i1.p1, Shad_tr27814_c0_g1_i1.p1, Shad_tr19520_c1_g2_i1.p1, Shad_tr15127_c4_g1_i1.p1, Shad_tr15243_c0_g1_i1.p1, Shad_tr15243_c0_g2_i2.p1, Shad_tr32231_c4_g1_i1.p1, Shad_tr36296_c2_g2_i1.p1	Gafa_DN68212_c0_g2_i1.p1, Gafa_DN14394_c0_g1_i2.p1, Gafa_DN25176_c0_g5_i1.p1
OG0000116	Shad_tr22556_c0_g1_i2.p1, Shad_tr209_c0_g1_i18.p1, Shad_tr57328_c0_g1_i1.p1, Shad_tr44805_c0_g1_i1.p1, Shad_tr15311_c0_g1_i1.p1, Shad_tr39993_c0_g1_i1.p1, Shad_tr8585_c0_g1_i6.p1	Gafa_DN9306_c1_g2_i1.p1
OG0000117	Shad_tr53902_c0_g1_i1.p1	Gafa_DN37705_c0_g2_i1.p1
OG0000117	Shad_tr114256_c0_g1_i1.p1	Gafa_DN94249_c0_g1_i1.p1
OG0000117	Shad_tr14451_c0_g1_i2.p1	Gafa_DN27996_c0_g2_i1.p1
OG0000118	Shad_tr5680_c0_g1_i5.p1	Gafa_DN2454_c0_g1_i14.p1
OG0000118	Shad_tr85419_c0_g1_i1.p1	Gafa_DN125489_c0_g1_i1.p1
OG0000118	Shad_tr71644_c0_g1_i1.p1	Gafa_DN19940_c0_g2_i2.p1
OG0000118	Shad_tr4306_c1_g2_i1.p1	Gafa_DN3891_c0_g3_i2.p1
OG0000118	Shad_tr43060_c0_g1_i5.p1	Gafa_DN37537_c0_g1_i5.p1, Gafa_DN16599_c0_g1_i3.p1, Gafa_DN10796_c0_g3_i8.p1
OG0000118	Shad_tr20898_c0_g2_i1.p1	Gafa_DN19521_c0_g1_i3.p1
OG0000119	Shad_tr48245_c0_g1_i3.p1, Shad_tr109004_c0_g1_i1.p1, Shad_tr40984_c1_g2_i1.p1, Shad_tr40984_c1_g1_i1.p1, Shad_tr40984_c0_g1_i1.p1, Shad_tr16609_c0_g2_i1.p1, Shad_tr40984_c3_g1_i1.p1	Gafa_DN37047_c0_g1_i11.p1, Gafa_DN35885_c0_g1_i4.p1, Gafa_DN94251_c0_g2_i1.p1, Gafa_DN47212_c0_g1_i3.p1, Gafa_DN19463_c0_g2_i3.p1, Gafa_DN44319_c0_g1_i4.p1, Gafa_DN1551_c0_g1_i1.p1, Gafa_DN41473_c1_g1_i1.p1, Gafa_DN32531_c0_g1_i1.p1, Gafa_DN49140_c0_g1_i2.p1
OG0000119	Shad_tr19085_c1_g2_i2.p1, Shad_tr51294_c0_g1_i1.p1, Shad_tr14116_c0_g3_i2.p1, Shad_tr46053_c1_g1_i1.p1, Shad_tr51538_c0_g1_i1.p1, Shad_tr13159_c1_g2_i1.p1, Shad_tr3936_c2_g2_i1.p1	Gafa_DN51294_c0_g4_i1.p1, Gafa_DN51845_c0_g1_i2.p1
OG0000121	Shad_tr27955_c0_g1_i1.p1, Shad_tr7435_c0_g2_i1.p1, Shad_tr4241_c1_g3_i3.p1, Shad_tr18268_c0_g1_i2.p1	Gafa_DN15344_c0_g2_i1.p1, Gafa_DN52722_c1_g1_i1.p1
OG0000125	Shad_tr3940_c3_g1_i1.p1, Shad_tr44636_c0_g2_i3.p1	Gafa_DN13195_c0_g2_i1.p1
OG0000125	Shad_tr980_c0_g1_i8.p1	Gafa_DN5293_c0_g2_i4.p1
OG0000125	Shad_tr13427_c0_g1_i1.p1	Gafa_DN51730_c0_g1_i1.p1
OG0000125	Shad_tr13262_c0_g1_i2.p1	Gafa_DN5184_c0_g2_i3.p1
OG0000125	Shad_tr26193_c0_g1_i1.p1	Gafa_DN1458_c0_g3_i1.p1
OG0000125	Shad_tr47428_c0_g1_i1.p1	Gafa_DN17263_c0_g2_i3.p2
OG0000126	Shad_tr2141_c1_g1_i24.p1	Gafa_DN13375_c0_g1_i11.p1
OG0000126	Shad_tr46007_c0_g1_i7.p1, Shad_tr23604_c0_g1_i2.p1	Gafa_DN8781_c0_g1_i3.p1
OG0000127	Shad_tr26881_c0_g1_i5.p1, Shad_tr37440_c0_g1_i1.p1	Gafa_DN1979_c1_g3_i1.p1
OG0000127	Shad_tr14388_c0_g1_i1.p1, Shad_tr15431_c0_g1_i11.p1	Gafa_DN6744_c1_g1_i1.p1
OG0000127	Shad_tr83130_c0_g1_i1.p1	Gafa_DN72965_c0_g2_i1.p1
OG0000127	Shad_tr53023_c0_g1_i1.p1	Gafa_DN4640_c0_g1_i2.p1, Gafa_DN77367_c0_g1_i1.p1
OG0000127	Shad_tr109277_c0_g1_i1.p1	Gafa_DN115652_c0_g1_i1.p1
OG0000127	Shad_tr1506_c8_g1_i3.p1	Gafa_DN28869_c0_g2_i2.p1, Gafa_DN86759_c0_g1_i2.p1, Gafa_DN1804_c0_g1_i2.p1, Gafa_DN127559_c0_g1_i1.p1
OG0000128	Shad_tr58810_c0_g1_i2.p1	Gafa_DN18493_c0_g1_i1.p1
OG0000128	Shad_tr21917_c1_g1_i3.p1	Gafa_DN81875_c0_g1_i3.p1
OG0000128	Shad_tr26945_c0_g1_i3.p1, Shad_tr25732_c0_g1_i1.p1	Gafa_DN17619_c0_g1_i4.p1
OG0000128	Shad_tr36748_c0_g2_i1.p1	Gafa_DN9998_c1_g1_i5.p1
OG0000129	Shad_tr22925_c2_g1_i1.p1	Gafa_DN31718_c0_g1_i3.p1
OG0000129	Shad_tr15211_c0_g1_i5.p1, Shad_tr83566_c0_g1_i1.p1	Gafa_DN43954_c0_g2_i1.p1
OG0000129	Shad_tr5825_c1_g1_i2.p1, Shad_tr110789_c0_g1_i1.p1	Gafa_DN76204_c0_g3_i1.p1
OG0000129	Shad_tr104916_c0_g1_i1.p1	Gafa_DN9806_c1_g1_i1.p1
OG0000129	Shad_tr111853_c0_g1_i1.p2	Gafa_DN45487_c0_g1_i3.p1
OG0000129	Shad_tr26822_c1_g1_i4.p1	Gafa_DN27586_c0_g1_i5.p1
OG0000132	Shad_tr11728_c0_g1_i11.p1	Gafa_DN6573_c0_g1_i4.p1
OG0000132	Shad_tr20044_c0_g1_i7.p1	Gafa_DN9698_c0_g2_i1.p1
OG0000132	Shad_tr69055_c0_g1_i1.p1, Shad_tr41042_c0_g2_i1.p1, Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1	Gafa_DN8670_c0_g1_i12.p1, Gafa_DN2984_c0_g1_i9.p1
OG0000132	Shad_tr6461_c0_g1_i4.p1	Gafa_DN42057_c0_g1_i11.p1, Gafa_DN1502_c3_g1_i12.p1, Gafa_DN26251_c0_g1_i3.p1
OG0000133	Shad_tr113914_c0_g1_i1.p1, Shad_tr27012_c1_g1_i2.p1	Gafa_DN21004_c0_g1_i1.p1
OG0000133	Shad_tr113952_c0_g1_i1.p1	Gafa_DN56889_c0_g3_i1.p1, Gafa_DN23624_c0_g1_i7.p1
OG0000134	Shad_tr18850_c1_g1_i4.p1, Shad_tr15442_c0_g1_i2.p1	Gafa_DN123886_c0_g1_i1.p1
OG0000134	Shad_tr28807_c1_g2_i2.p1	Gafa_DN83334_c0_g4_i1.p1
OG0000134	Shad_tr108530_c0_g1_i1.p1	Gafa_DN35259_c0_g3_i1.p1
OG0000134	Shad_tr102175_c0_g1_i1.p1	Gafa_DN104828_c0_g1_i1.p1
OG0000134	Shad_tr58308_c0_g1_i1.p1, Shad_tr33023_c0_g2_i2.p1, Shad_tr33023_c0_g1_i2.p1	Gafa_DN46826_c1_g1_i1.p1, Gafa_DN62357_c1_g1_i1.p1
OG0000134	Shad_tr7429_c1_g2_i1.p1, Shad_tr113576_c0_g1_i1.p1	Gafa_DN135384_c0_g1_i1.p1
OG0000134	Shad_tr19094_c1_g2_i1.p1	Gafa_DN46310_c0_g4_i1.p2, Gafa_DN107171_c0_g1_i1.p1
OG0000134	Shad_tr98291_c0_g1_i1.p1	Gafa_DN41403_c0_g1_i1.p2
OG0000135	Shad_tr82871_c0_g1_i1.p1, Shad_tr13035_c4_g1_i2.p1	Gafa_DN51106_c0_g1_i1.p1
OG0000135	Shad_tr6983_c0_g1_i2.p4, Shad_tr6983_c0_g2_i1.p1	Gafa_DN5260_c2_g1_i1.p1, Gafa_DN25324_c1_g1_i1.p1
OG0000135	Shad_tr17824_c0_g1_i2.p1, Shad_tr50535_c1_g1_i1.p1	Gafa_DN6589_c0_g1_i3.p1
OG0000136	Shad_tr83748_c0_g1_i1.p1, Shad_tr58094_c1_g1_i1.p1, Shad_tr105812_c0_g1_i1.p1, Shad_tr94985_c0_g1_i1.p1, Shad_tr10250_c3_g1_i1.p1, Shad_tr111656_c0_g1_i1.p1, Shad_tr41909_c0_g1_i1.p1, Shad_tr20943_c0_g1_i2.p1, Shad_tr103902_c0_g1_i1.p1, Shad_tr31473_c0_g1_i3.p1, Shad_tr31473_c1_g1_i2.p1, Shad_tr32891_c3_g1_i7.p1, Shad_tr18510_c2_g1_i1.p1, Shad_tr110615_c0_g1_i1.p1, Shad_tr44896_c0_g1_i2.p1, Shad_tr31617_c1_g1_i1.p1, Shad_tr82063_c0_g1_i1.p1, Shad_tr37619_c1_g1_i1.p1, Shad_tr37619_c0_g1_i2.p1, Shad_tr37619_c0_g2_i1.p1	Gafa_DN52747_c0_g1_i1.p1
OG0000137	Shad_tr54014_c0_g1_i1.p1, Shad_tr6917_c2_g1_i1.p1, Shad_tr27405_c0_g1_i1.p1, Shad_tr27405_c0_g2_i2.p1, Shad_tr2647_c1_g1_i2.p1, Shad_tr20791_c1_g1_i1.p1, Shad_tr2916_c9_g1_i1.p1, Shad_tr17882_c0_g1_i2.p1, Shad_tr29397_c0_g1_i2.p1, Shad_tr2647_c3_g1_i1.p1, Shad_tr931_c4_g2_i1.p1, Shad_tr33760_c0_g1_i1.p2, Shad_tr6917_c0_g2_i1.p1, Shad_tr6917_c0_g1_i2.p1, Shad_tr19181_c0_g2_i1.p1, Shad_tr29159_c0_g1_i5.p1, Shad_tr13166_c0_g2_i1.p1, Shad_tr28697_c0_g1_i1.p1	Gafa_DN39486_c0_g1_i2.p1, Gafa_DN28000_c0_g3_i2.p1, Gafa_DN28000_c0_g2_i1.p1, Gafa_DN38906_c0_g3_i2.p1, Gafa_DN39486_c0_g2_i1.p1, Gafa_DN48858_c0_g1_i1.p1, Gafa_DN84694_c0_g1_i10.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Gafa_DN34780_c0_g1_i1.p1, Gafa_DN94486_c0_g2_i1.p1, Gafa_DN6644_c0_g1_i1.p1
OG0000138	Shad_tr1339_c2_g1_i1.p1	Gafa_DN2469_c0_g2_i1.p1
OG0000138	Shad_tr5222_c0_g1_i3.p2	Gafa_DN2469_c3_g1_i1.p1, Gafa_DN89550_c0_g2_i1.p1, Gafa_DN54403_c1_g3_i1.p1, Gafa_DN143431_c0_g1_i1.p1, Gafa_DN114831_c0_g1_i1.p1, Gafa_DN89550_c0_g1_i1.p1, Gafa_DN88014_c0_g1_i1.p2
OG0000138	Shad_tr3025_c0_g1_i5.p1	Gafa_DN42066_c0_g2_i5.p1
OG0000138	Shad_tr98_c0_g1_i3.p1	Gafa_DN4053_c0_g4_i1.p1, Gafa_DN4789_c0_g1_i4.p1
OG0000139	Shad_tr84797_c0_g1_i1.p1	Gafa_DN79932_c0_g1_i1.p1
OG0000139	Shad_tr46634_c0_g1_i1.p2	Gafa_DN103865_c0_g2_i1.p1
OG0000140	Shad_tr20825_c0_g1_i1.p2, Shad_tr49665_c1_g1_i1.p1	Gafa_DN34396_c0_g2_i1.p1
OG0000140	Shad_tr41859_c0_g1_i2.p1	Gafa_DN46951_c1_g4_i1.p1
OG0000140	Shad_tr35394_c0_g1_i6.p1, Shad_tr35394_c3_g1_i1.p1	Gafa_DN60624_c0_g1_i1.p1
OG0000140	Shad_tr68146_c0_g1_i1.p2, Shad_tr94028_c0_g1_i1.p1	Gafa_DN77969_c0_g1_i1.p1
OG0000140	Shad_tr44810_c0_g1_i1.p2	Gafa_DN85165_c0_g1_i1.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1	Gafa_DN21112_c0_g2_i3.p1
OG0000141	Shad_tr14223_c1_g1_i11.p1	Gafa_DN1605_c0_g1_i11.p1
OG0000141	Shad_tr19931_c1_g1_i7.p1	Gafa_DN70367_c0_g1_i1.p1
OG0000141	Shad_tr1313_c0_g1_i3.p1	Gafa_DN3303_c0_g2_i3.p1
OG0000141	Shad_tr15403_c0_g2_i3.p1, Shad_tr3473_c0_g3_i3.p1	Gafa_DN907_c0_g3_i2.p1
OG0000142	Shad_tr10677_c0_g1_i1.p1, Shad_tr23667_c0_g2_i1.p1, Shad_tr23667_c0_g1_i12.p1, Shad_tr16102_c0_g1_i11.p1, Shad_tr42306_c0_g1_i1.p1, Shad_tr15102_c0_g1_i4.p1, Shad_tr7850_c0_g1_i1.p1, Shad_tr1689_c0_g1_i21.p1, Shad_tr10489_c0_g1_i1.p1, Shad_tr32736_c0_g1_i5.p1, Shad_tr32736_c0_g2_i1.p1, Shad_tr36980_c0_g1_i1.p1, Shad_tr1689_c4_g1_i1.p1, Shad_tr34880_c2_g1_i30.p1, Shad_tr10995_c0_g2_i4.p1, Shad_tr3237_c0_g1_i1.p1	Gafa_DN87115_c0_g2_i1.p1, Gafa_DN87115_c0_g1_i1.p1, Gafa_DN98679_c0_g1_i1.p1, Gafa_DN1283_c1_g3_i1.p1, Gafa_DN7444_c0_g1_i4.p1
OG0000143	Shad_tr94048_c0_g1_i1.p1	Gafa_DN34576_c0_g2_i1.p1
OG0000143	Shad_tr58499_c0_g1_i1.p1	Gafa_DN75296_c0_g2_i1.p1, Gafa_DN82863_c0_g3_i1.p1, Gafa_DN82863_c0_g1_i2.p1
OG0000143	Shad_tr45533_c0_g2_i1.p1	Gafa_DN12029_c0_g1_i5.p1
OG0000144	Shad_tr24531_c0_g1_i1.p1	Gafa_DN41672_c0_g4_i1.p2
OG0000144	Shad_tr23090_c0_g3_i2.p1	Gafa_DN23455_c2_g1_i1.p1
OG0000144	Shad_tr20450_c0_g1_i2.p1	Gafa_DN121187_c0_g1_i1.p1
OG0000144	Shad_tr21938_c0_g2_i1.p1, Shad_tr27481_c0_g1_i5.p1	Gafa_DN31637_c0_g1_i7.p1
OG0000144	Shad_tr27481_c1_g1_i3.p1	Gafa_DN17000_c3_g1_i5.p1
OG0000144	Shad_tr22968_c3_g1_i1.p2	Gafa_DN41672_c0_g1_i2.p1
OG0000145	Shad_tr65125_c0_g1_i1.p1, Shad_tr24767_c0_g3_i1.p1	Gafa_DN27640_c0_g2_i2.p1
OG0000145	Shad_tr6278_c0_g1_i1.p1	Gafa_DN30601_c0_g1_i2.p1
OG0000145	Shad_tr19918_c0_g1_i11.p1	Gafa_DN12932_c0_g1_i7.p1
OG0000145	Shad_tr49953_c1_g1_i1.p2	Gafa_DN11057_c1_g1_i3.p1
OG0000145	Shad_tr81020_c0_g1_i1.p1	Gafa_DN75074_c1_g1_i1.p1, Gafa_DN11069_c3_g1_i1.p1, Gafa_DN60979_c0_g2_i2.p1, Gafa_DN136222_c0_g1_i1.p1
OG0000146	Shad_tr13493_c1_g1_i2.p1	Gafa_DN70442_c0_g1_i3.p1
OG0000146	Shad_tr26002_c0_g1_i2.p1	Gafa_DN52143_c0_g1_i2.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Gafa_DN1008_c0_g1_i7.p1
OG0000146	Shad_tr25340_c0_g1_i16.p1	Gafa_DN61440_c0_g1_i3.p1
OG0000146	Shad_tr29873_c0_g1_i2.p1, Shad_tr28184_c0_g1_i14.p1	Gafa_DN97585_c0_g1_i2.p1
OG0000147	Shad_tr1000_c0_g1_i4.p1	Gafa_DN3040_c0_g2_i1.p1
OG0000147	Shad_tr41596_c0_g1_i2.p1	Gafa_DN38754_c0_g3_i1.p1
OG0000147	Shad_tr28634_c0_g2_i23.p1	Gafa_DN19144_c0_g1_i1.p1
OG0000147	Shad_tr1019_c3_g1_i8.p1	Gafa_DN78029_c0_g1_i6.p1
OG0000147	Shad_tr11950_c0_g1_i8.p1, Shad_tr927_c5_g1_i2.p1	Gafa_DN5396_c0_g2_i1.p1
OG0000148	Shad_tr54082_c0_g2_i1.p1, Shad_tr54082_c0_g1_i1.p1, Shad_tr27951_c0_g1_i1.p1, Shad_tr28566_c5_g1_i1.p1, Shad_tr28566_c0_g1_i1.p1, Shad_tr6311_c0_g1_i5.p1, Shad_tr105111_c0_g1_i1.p1, Shad_tr6311_c7_g1_i1.p1	Gafa_DN74639_c0_g1_i1.p1, Gafa_DN57369_c0_g1_i1.p1, Gafa_DN9568_c0_g2_i1.p1, Gafa_DN18285_c1_g1_i1.p1, Gafa_DN70310_c0_g1_i1.p1, Gafa_DN45969_c0_g1_i1.p1, Gafa_DN11256_c0_g3_i12.p1, Gafa_DN5580_c0_g2_i2.p1, Gafa_DN61962_c0_g1_i2.p1, Gafa_DN5580_c0_g1_i1.p1, Gafa_DN18285_c0_g1_i3.p1, Gafa_DN52152_c0_g1_i2.p1, Gafa_DN40350_c0_g1_i1.p1, Gafa_DN9568_c1_g1_i4.p1
OG0000149	Shad_tr14988_c0_g1_i14.p1	Gafa_DN26771_c0_g1_i1.p1
OG0000149	Shad_tr11762_c1_g1_i6.p1, Shad_tr28029_c0_g1_i3.p1	Gafa_DN125490_c0_g1_i1.p1, Gafa_DN100134_c0_g1_i1.p1, Gafa_DN11773_c0_g2_i1.p1, Gafa_DN11773_c1_g2_i1.p1, Gafa_DN17978_c0_g1_i3.p1, Gafa_DN2422_c2_g1_i5.p1
OG0000149	Shad_tr886_c1_g1_i10.p1	Gafa_DN32275_c0_g1_i5.p1
OG0000149	Shad_tr13906_c0_g1_i1.p1, Shad_tr3057_c0_g3_i2.p1, Shad_tr1026_c0_g1_i10.p1	Gafa_DN1593_c0_g1_i1.p1, Gafa_DN5746_c0_g1_i5.p1
OG0000150	Shad_tr21821_c1_g4_i1.p1	Gafa_DN120896_c0_g1_i1.p1
OG0000150	Shad_tr59335_c0_g1_i2.p1	Gafa_DN41059_c0_g1_i5.p1, Gafa_DN80638_c0_g2_i1.p1, Gafa_DN62348_c0_g1_i1.p1
OG0000150	Shad_tr32708_c0_g1_i1.p1	Gafa_DN49614_c0_g1_i1.p1
OG0000150	Shad_tr6702_c4_g1_i2.p1	Gafa_DN75532_c0_g1_i1.p1
OG0000150	Shad_tr49548_c0_g1_i1.p1, Shad_tr103915_c0_g1_i1.p1	Gafa_DN75985_c0_g1_i1.p1
OG0000150	Shad_tr83907_c0_g1_i1.p1	Gafa_DN27302_c0_g1_i1.p1, Gafa_DN97495_c0_g1_i1.p1, Gafa_DN92799_c0_g2_i1.p1, Gafa_DN24740_c0_g1_i1.p1
OG0000151	Shad_tr28202_c1_g1_i1.p1	Gafa_DN9568_c0_g1_i13.p1, Gafa_DN44662_c0_g1_i2.p1, Gafa_DN43511_c0_g1_i1.p1, Gafa_DN18804_c0_g2_i4.p1, Gafa_DN11304_c0_g1_i1.p1
OG0000152	Shad_tr15382_c0_g1_i2.p1	Gafa_DN11364_c0_g2_i5.p1, Gafa_DN25975_c0_g1_i1.p1
OG0000153	Shad_tr1282_c1_g1_i6.p1, Shad_tr103322_c0_g1_i1.p1	Gafa_DN12013_c0_g1_i5.p1
OG0000153	Shad_tr32436_c0_g3_i1.p2	Gafa_DN26343_c0_g1_i6.p1, Gafa_DN31739_c2_g1_i1.p1
OG0000154	Shad_tr15381_c0_g1_i10.p1	Gafa_DN58255_c0_g1_i4.p2
OG0000154	Shad_tr23061_c0_g1_i1.p1	Gafa_DN89290_c0_g1_i1.p1
OG0000154	Shad_tr22817_c0_g1_i1.p1	Gafa_DN64518_c0_g2_i1.p1
OG0000154	Shad_tr31082_c0_g1_i3.p1, Shad_tr30685_c0_g1_i1.p2	Gafa_DN46992_c0_g1_i9.p1
OG0000154	Shad_tr4852_c0_g1_i4.p1	Gafa_DN94833_c0_g1_i3.p2
OG0000154	Shad_tr30685_c0_g2_i2.p2	Gafa_DN65601_c0_g1_i1.p1
OG0000154	Shad_tr5155_c1_g1_i2.p1	Gafa_DN31105_c0_g1_i2.p2, Gafa_DN39087_c0_g1_i11.p1
OG0000154	Shad_tr23190_c0_g1_i1.p2	Gafa_DN94833_c1_g1_i1.p1
OG0000156	Shad_tr1090_c1_g1_i2.p1	Gafa_DN10996_c0_g1_i1.p1
OG0000156	Shad_tr23275_c0_g1_i14.p1	Gafa_DN5814_c0_g1_i2.p1
OG0000157	Shad_tr24325_c1_g1_i4.p1	Gafa_DN4498_c0_g1_i6.p1
OG0000157	Shad_tr7357_c0_g1_i2.p1	Gafa_DN18056_c1_g1_i1.p1
OG0000157	Shad_tr3726_c1_g1_i8.p1, Shad_tr62536_c0_g1_i1.p1	Gafa_DN9638_c0_g1_i1.p1, Gafa_DN20902_c0_g2_i1.p1, Gafa_DN63345_c0_g1_i10.p1
OG0000157	Shad_tr12189_c0_g1_i10.p1, Shad_tr14964_c0_g1_i3.p1	Gafa_DN16284_c0_g1_i6.p1
OG0000158	Shad_tr32268_c1_g1_i4.p1, Shad_tr45016_c0_g1_i5.p1, Shad_tr1953_c0_g2_i6.p1	Gafa_DN63566_c1_g1_i2.p1
OG0000159	Shad_tr3696_c0_g1_i20.p1	Gafa_DN94633_c0_g1_i2.p2
OG0000159	Shad_tr56097_c1_g1_i1.p1	Gafa_DN77274_c0_g1_i1.p1
OG0000159	Shad_tr37579_c0_g2_i1.p1	Gafa_DN88724_c0_g2_i1.p1
OG0000160	Shad_tr24058_c0_g1_i1.p1, Shad_tr49167_c0_g1_i1.p1, Shad_tr51_c0_g1_i1.p1	Gafa_DN6677_c0_g2_i5.p1
