Orthogroup	Stichodactyla_haddoni_longest_pep	Anthopleura_dowii_longest_pep
OG0000472	Shad_tr5952_c0_g1_i2.p1, Shad_tr2880_c0_g1_i1.p1	Ando_DN6494_c0_g2_i1.p1, Ando_DN24769_c0_g1_i1.p1, Ando_DN5422_c1_g1_i2.p1
OG0000473	Shad_tr9375_c1_g2_i3.p1	Ando_DN22873_c1_g1_i1.p1
OG0000473	Shad_tr8352_c0_g1_i7.p1	Ando_DN22873_c0_g2_i1.p1
OG0000474	Shad_tr7133_c0_g1_i1.p1	Ando_DN26513_c0_g1_i1.p1
OG0000474	Shad_tr26913_c0_g1_i1.p1	Ando_DN21320_c0_g1_i1.p1, Ando_DN21320_c0_g2_i1.p1
OG0000474	Shad_tr20183_c0_g1_i1.p1	Ando_DN4919_c0_g1_i1.p1
OG0000474	Shad_tr14912_c0_g2_i1.p1	Ando_DN23628_c0_g1_i1.p1
OG0000475	Shad_tr16354_c0_g1_i3.p1	Ando_DN14115_c0_g2_i1.p1
OG0000476	Shad_tr8222_c1_g1_i1.p1	Ando_DN14668_c1_g1_i1.p1
OG0000476	Shad_tr6875_c1_g1_i11.p1	Ando_DN10284_c0_g1_i1.p1
OG0000477	Shad_tr39_c0_g2_i3.p1	Ando_DN146_c0_g1_i1.p1
OG0000478	Shad_tr14600_c0_g1_i3.p1	Ando_DN26198_c0_g1_i1.p1
OG0000478	Shad_tr12318_c0_g1_i4.p1	Ando_DN24584_c0_g1_i1.p1
OG0000478	Shad_tr16999_c0_g1_i1.p1	Ando_DN4612_c0_g1_i1.p1
OG0000479	Shad_tr47587_c0_g1_i2.p1	Ando_DN1873_c0_g1_i2.p1, Ando_DN10828_c0_g1_i1.p1, Ando_DN7531_c0_g1_i1.p1, Ando_DN7531_c0_g2_i1.p1, Ando_DN653_c0_g1_i14.p1
OG0000479	Shad_tr9526_c1_g1_i1.p1	Ando_DN639_c0_g1_i2.p1
OG0000482	Shad_tr5134_c2_g1_i4.p1	Ando_DN8041_c0_g1_i1.p1
OG0000483	Shad_tr591_c0_g1_i10.p1	Ando_DN97_c0_g1_i2.p1
OG0000483	Shad_tr24083_c0_g1_i4.p1	Ando_DN4673_c0_g1_i2.p1
OG0000483	Shad_tr9055_c0_g1_i4.p1	Ando_DN6153_c0_g1_i1.p1
OG0000484	Shad_tr42149_c1_g1_i1.p1	Ando_DN26219_c0_g1_i1.p1
OG0000484	Shad_tr11062_c0_g1_i4.p1	Ando_DN26229_c0_g1_i1.p1
OG0000485	Shad_tr31138_c0_g1_i7.p1	Ando_DN21977_c0_g2_i1.p1, Ando_DN21977_c0_g1_i1.p1
OG0000485	Shad_tr6933_c1_g1_i1.p1	Ando_DN26696_c0_g1_i1.p1
OG0000485	Shad_tr4391_c0_g1_i2.p1	Ando_DN9709_c0_g1_i1.p1
OG0000486	Shad_tr3037_c1_g2_i1.p1	Ando_DN18332_c0_g1_i1.p1
OG0000487	Shad_tr309_c6_g1_i5.p1	Ando_DN8993_c0_g1_i2.p1
OG0000488	Shad_tr479_c6_g1_i2.p1	Ando_DN26286_c0_g1_i1.p1, Ando_DN224_c0_g1_i15.p1
OG0000488	Shad_tr3875_c1_g1_i1.p1	Ando_DN4756_c0_g1_i3.p1
OG0000489	Shad_tr62125_c0_g1_i2.p1	Ando_DN2087_c0_g2_i1.p1
OG0000489	Shad_tr7564_c0_g1_i2.p1	Ando_DN16142_c0_g1_i1.p1
OG0000492	Shad_tr41834_c1_g2_i1.p1	Ando_DN4086_c0_g2_i3.p1
OG0000495	Shad_tr4163_c0_g1_i5.p1	Ando_DN12036_c0_g1_i4.p1, Ando_DN12036_c0_g2_i1.p1
OG0000495	Shad_tr26767_c0_g1_i1.p1	Ando_DN20573_c0_g1_i1.p1
OG0000495	Shad_tr27095_c0_g1_i6.p1	Ando_DN26626_c0_g1_i1.p1
OG0000497	Shad_tr27732_c0_g1_i1.p1, Shad_tr505_c2_g1_i1.p1, Shad_tr109145_c0_g1_i1.p1	Ando_DN857_c0_g1_i1.p1
OG0000498	Shad_tr1175_c1_g3_i1.p1	Ando_DN3175_c0_g1_i7.p1
OG0000499	Shad_tr45906_c0_g1_i1.p1	Ando_DN22845_c0_g1_i1.p1
OG0000500	Shad_tr2853_c0_g2_i1.p1	Ando_DN191_c0_g1_i1.p1
OG0000500	Shad_tr9245_c0_g1_i2.p1	Ando_DN324_c0_g1_i1.p1
OG0000500	Shad_tr4878_c0_g1_i12.p1	Ando_DN15859_c0_g1_i1.p1
OG0000501	Shad_tr22105_c0_g1_i1.p1	Ando_DN7956_c0_g1_i1.p1
OG0000501	Shad_tr1152_c0_g2_i2.p1	Ando_DN2373_c0_g1_i3.p1
OG0000501	Shad_tr22819_c0_g1_i1.p1	Ando_DN21544_c0_g1_i1.p1
OG0000501	Shad_tr9770_c1_g1_i2.p1	Ando_DN10419_c0_g1_i1.p1
OG0000504	Shad_tr28892_c0_g1_i2.p1	Ando_DN7395_c0_g1_i1.p1
OG0000505	Shad_tr701_c5_g1_i1.p1	Ando_DN30_c1_g2_i2.p1
OG0000505	Shad_tr5151_c0_g1_i1.p1	Ando_DN901_c1_g1_i1.p1
OG0000506	Shad_tr4817_c0_g2_i1.p1	Ando_DN671_c0_g2_i1.p1
OG0000506	Shad_tr113316_c0_g1_i1.p1	Ando_DN5545_c1_g1_i1.p1
OG0000506	Shad_tr11490_c1_g1_i1.p1	Ando_DN9333_c0_g1_i1.p1
OG0000507	Shad_tr2782_c5_g1_i1.p1	Ando_DN6415_c0_g1_i2.p1
OG0000510	Shad_tr7004_c0_g1_i4.p1	Ando_DN12122_c0_g2_i1.p1, Ando_DN12122_c0_g1_i1.p1, Ando_DN12122_c0_g4_i1.p1
OG0000511	Shad_tr1202_c1_g1_i3.p1	Ando_DN13871_c0_g1_i1.p1
OG0000511	Shad_tr3773_c0_g1_i14.p1	Ando_DN11954_c0_g1_i1.p1
OG0000513	Shad_tr21_c8_g1_i14.p1	Ando_DN210_c0_g2_i2.p1, Ando_DN27257_c0_g1_i1.p1
OG0000513	Shad_tr17712_c0_g1_i2.p1	Ando_DN26566_c0_g1_i1.p1
OG0000514	Shad_tr1339_c1_g1_i2.p1	Ando_DN5763_c0_g1_i1.p1
OG0000514	Shad_tr11261_c0_g1_i1.p1	Ando_DN12476_c0_g1_i1.p1
OG0000514	Shad_tr32259_c0_g1_i1.p1, Shad_tr35651_c1_g1_i1.p1	Ando_DN6935_c0_g1_i1.p1
OG0000515	Shad_tr98772_c0_g1_i1.p1, Shad_tr5817_c0_g1_i7.p1, Shad_tr28221_c1_g1_i4.p1, Shad_tr28221_c0_g1_i1.p1	Ando_DN21800_c0_g1_i1.p1
OG0000518	Shad_tr18457_c0_g3_i1.p1	Ando_DN7514_c0_g2_i1.p1
OG0000518	Shad_tr4224_c2_g1_i1.p1	Ando_DN8711_c1_g1_i1.p1
OG0000518	Shad_tr32191_c0_g1_i1.p1	Ando_DN3743_c0_g1_i1.p1
OG0000518	Shad_tr43114_c0_g1_i1.p1	Ando_DN8063_c0_g2_i1.p1, Ando_DN9526_c0_g1_i2.p1
OG0000519	Shad_tr80593_c0_g1_i2.p1	Ando_DN21571_c0_g1_i1.p1
OG0000519	Shad_tr9695_c0_g1_i6.p1	Ando_DN22138_c0_g1_i1.p1
OG0000519	Shad_tr21482_c0_g1_i2.p1	Ando_DN1926_c1_g1_i1.p1
OG0000520	Shad_tr6334_c0_g1_i19.p1	Ando_DN21777_c0_g1_i1.p1, Ando_DN8205_c0_g1_i18.p1
OG0000521	Shad_tr10414_c1_g1_i15.p1	Ando_DN11738_c0_g2_i2.p1
OG0000521	Shad_tr23939_c0_g1_i2.p1	Ando_DN16322_c0_g2_i1.p1
OG0000521	Shad_tr11193_c0_g1_i7.p1	Ando_DN5430_c1_g1_i1.p1
OG0000522	Shad_tr12841_c1_g1_i2.p1	Ando_DN3026_c0_g2_i1.p1
OG0000522	Shad_tr7200_c1_g3_i2.p1	Ando_DN14414_c0_g1_i1.p1, Ando_DN24964_c0_g1_i1.p1
OG0000522	Shad_tr312_c1_g1_i1.p1	Ando_DN651_c0_g1_i1.p1
OG0000523	Shad_tr5018_c0_g1_i11.p1	Ando_DN6199_c0_g2_i2.p1
OG0000523	Shad_tr45228_c0_g1_i1.p1	Ando_DN6199_c0_g1_i2.p1
OG0000525	Shad_tr12020_c0_g1_i1.p1	Ando_DN8026_c3_g1_i1.p1
OG0000525	Shad_tr919_c0_g1_i1.p1	Ando_DN732_c0_g1_i1.p1
OG0000525	Shad_tr103_c15_g1_i1.p1	Ando_DN2297_c0_g1_i1.p1
OG0000526	Shad_tr45279_c0_g1_i1.p1	Ando_DN25545_c0_g1_i1.p1
OG0000528	Shad_tr6727_c0_g1_i1.p1	Ando_DN27003_c0_g1_i1.p1
OG0000528	Shad_tr62188_c0_g1_i1.p1	Ando_DN925_c0_g2_i3.p1
OG0000530	Shad_tr19849_c0_g1_i2.p1	Ando_DN7878_c0_g1_i2.p1
OG0000530	Shad_tr8762_c0_g1_i1.p1	Ando_DN15574_c0_g1_i1.p1
OG0000531	Shad_tr9729_c0_g2_i1.p1, Shad_tr9729_c0_g1_i5.p1	Ando_DN7503_c0_g2_i1.p1
OG0000531	Shad_tr8272_c3_g1_i2.p1	Ando_DN1773_c0_g1_i1.p1
OG0000533	Shad_tr2552_c0_g1_i3.p1	Ando_DN26561_c0_g1_i1.p1
OG0000533	Shad_tr13535_c0_g1_i3.p1	Ando_DN727_c0_g1_i1.p1
OG0000533	Shad_tr5169_c0_g1_i1.p1	Ando_DN1831_c0_g1_i1.p1
OG0000534	Shad_tr9327_c0_g2_i1.p1	Ando_DN21930_c0_g1_i2.p1
OG0000535	Shad_tr14_c12_g1_i2.p1, Shad_tr5438_c0_g1_i1.p2	Ando_DN7012_c0_g1_i1.p1
OG0000535	Shad_tr756_c1_g1_i16.p1	Ando_DN2009_c0_g1_i3.p1
OG0000536	Shad_tr11918_c0_g1_i8.p1	Ando_DN1863_c0_g1_i10.p1
OG0000536	Shad_tr16385_c3_g1_i1.p3	Ando_DN13389_c0_g1_i1.p1
OG0000538	Shad_tr12100_c0_g2_i3.p1	Ando_DN3447_c0_g2_i1.p1
OG0000538	Shad_tr4299_c1_g1_i10.p1, Shad_tr40849_c0_g1_i1.p1	Ando_DN3447_c0_g1_i3.p1
OG0000539	Shad_tr19275_c0_g1_i1.p1	Ando_DN3695_c0_g1_i2.p1
OG0000542	Shad_tr23611_c0_g1_i3.p1	Ando_DN20624_c0_g3_i1.p1
OG0000542	Shad_tr11319_c0_g1_i1.p1	Ando_DN14932_c0_g1_i1.p1
OG0000543	Shad_tr6196_c0_g1_i9.p1	Ando_DN2050_c2_g2_i1.p1
OG0000543	Shad_tr9572_c1_g1_i14.p1	Ando_DN5267_c0_g1_i1.p1
OG0000543	Shad_tr1631_c1_g1_i4.p1	Ando_DN538_c1_g1_i1.p1
OG0000544	Shad_tr18080_c0_g1_i2.p1, Shad_tr5845_c1_g1_i3.p1	Ando_DN2484_c0_g1_i5.p1, Ando_DN934_c1_g1_i1.p1
OG0000544	Shad_tr6431_c0_g2_i6.p1	Ando_DN17161_c0_g1_i2.p1
OG0000544	Shad_tr701_c9_g1_i7.p1	Ando_DN1801_c0_g1_i2.p1
OG0000545	Shad_tr7141_c2_g1_i4.p1	Ando_DN3372_c0_g1_i1.p1
OG0000545	Shad_tr2269_c0_g1_i9.p1	Ando_DN9298_c0_g1_i1.p1
OG0000546	Shad_tr14987_c0_g2_i3.p1	Ando_DN5106_c1_g1_i3.p1
OG0000547	Shad_tr13634_c0_g1_i1.p1	Ando_DN2583_c1_g3_i1.p1
OG0000552	Shad_tr29854_c0_g1_i1.p1	Ando_DN12847_c0_g1_i1.p1
OG0000553	Shad_tr25429_c0_g1_i1.p1	Ando_DN5831_c0_g1_i2.p1
OG0000553	Shad_tr47837_c0_g1_i2.p1	Ando_DN6124_c0_g1_i1.p1
OG0000554	Shad_tr3628_c1_g1_i2.p1	Ando_DN7623_c0_g1_i2.p1
OG0000554	Shad_tr36034_c0_g2_i1.p1	Ando_DN4050_c0_g1_i1.p1
OG0000554	Shad_tr23205_c0_g2_i1.p1	Ando_DN9159_c0_g1_i1.p1
OG0000561	Shad_tr22385_c1_g1_i1.p1	Ando_DN24615_c0_g1_i1.p1
OG0000562	Shad_tr4507_c0_g1_i1.p1	Ando_DN16645_c0_g1_i1.p1, Ando_DN13309_c0_g1_i1.p1
OG0000562	Shad_tr4495_c0_g1_i2.p1	Ando_DN2754_c0_g1_i1.p1
OG0000563	Shad_tr14676_c0_g1_i2.p1, Shad_tr226_c33_g1_i1.p1	Ando_DN524_c0_g1_i1.p1
OG0000564	Shad_tr6465_c1_g1_i3.p1	Ando_DN4410_c0_g1_i6.p1
OG0000565	Shad_tr37901_c0_g1_i4.p1	Ando_DN4982_c0_g1_i3.p1
OG0000565	Shad_tr4538_c0_g1_i13.p1	Ando_DN5927_c0_g2_i1.p1
OG0000565	Shad_tr6258_c1_g1_i2.p1	Ando_DN3318_c0_g1_i2.p1
OG0000566	Shad_tr78220_c0_g1_i1.p1	Ando_DN9242_c0_g1_i1.p1
OG0000566	Shad_tr94503_c0_g1_i1.p1	Ando_DN10434_c0_g1_i3.p1
OG0000566	Shad_tr38503_c0_g1_i3.p1	Ando_DN10434_c0_g2_i1.p1
OG0000567	Shad_tr31386_c0_g1_i1.p1	Ando_DN19429_c0_g2_i1.p1
OG0000567	Shad_tr40899_c0_g2_i1.p1	Ando_DN17847_c0_g1_i1.p1
OG0000568	Shad_tr9373_c0_g1_i16.p1	Ando_DN3856_c0_g1_i2.p1
OG0000570	Shad_tr12793_c0_g5_i1.p1	Ando_DN15155_c0_g2_i1.p1
OG0000571	Shad_tr8111_c4_g1_i1.p1	Ando_DN6249_c1_g2_i2.p1
OG0000571	Shad_tr451_c15_g1_i15.p1	Ando_DN26_c0_g2_i2.p1
OG0000571	Shad_tr15221_c0_g1_i3.p1	Ando_DN1165_c0_g3_i4.p1
OG0000573	Shad_tr57927_c0_g1_i1.p1, Shad_tr32042_c0_g2_i2.p1	Ando_DN11000_c0_g1_i1.p1
OG0000573	Shad_tr18295_c0_g1_i1.p1	Ando_DN7199_c0_g2_i1.p1
OG0000574	Shad_tr2809_c0_g1_i4.p1, Shad_tr2809_c1_g1_i5.p1	Ando_DN2414_c0_g1_i3.p1, Ando_DN68_c0_g1_i5.p2, Ando_DN2155_c0_g1_i4.p1, Ando_DN2414_c1_g1_i3.p1
OG0000575	Shad_tr29859_c0_g1_i5.p1	Ando_DN27415_c0_g1_i1.p1
OG0000577	Shad_tr5919_c0_g1_i1.p1, Shad_tr209_c10_g1_i1.p1	Ando_DN7164_c0_g2_i1.p1, Ando_DN7164_c0_g5_i2.p1
OG0000577	Shad_tr36515_c1_g1_i1.p1	Ando_DN7164_c0_g3_i1.p1
OG0000577	Shad_tr23983_c4_g1_i1.p1	Ando_DN7164_c0_g1_i1.p1
OG0000578	Shad_tr494_c0_g1_i10.p1	Ando_DN604_c0_g1_i1.p1
OG0000581	Shad_tr40663_c0_g1_i2.p1	Ando_DN19772_c0_g1_i1.p1
OG0000581	Shad_tr21980_c1_g1_i28.p1	Ando_DN13254_c0_g1_i1.p1
OG0000582	Shad_tr10323_c1_g1_i14.p1	Ando_DN2354_c0_g1_i2.p1, Ando_DN2354_c1_g1_i3.p1
OG0000582	Shad_tr6006_c1_g2_i1.p1	Ando_DN12047_c0_g2_i2.p1
OG0000583	Shad_tr23907_c1_g1_i2.p1	Ando_DN6420_c1_g2_i1.p1
OG0000583	Shad_tr13570_c0_g1_i3.p1, Shad_tr7902_c0_g1_i4.p1	Ando_DN3683_c0_g1_i7.p1
OG0000584	Shad_tr80031_c0_g1_i1.p1, Shad_tr28274_c0_g4_i1.p1, Shad_tr28308_c1_g1_i1.p1, Shad_tr78676_c0_g1_i1.p1	Ando_DN27386_c0_g1_i1.p1
OG0000584	Shad_tr28274_c0_g2_i2.p1	Ando_DN1079_c0_g1_i11.p1
OG0000585	Shad_tr17959_c2_g1_i3.p1	Ando_DN10998_c1_g1_i1.p1
OG0000585	Shad_tr9451_c0_g1_i1.p1	Ando_DN6014_c0_g1_i5.p1
OG0000586	Shad_tr3448_c1_g1_i17.p1	Ando_DN1604_c0_g1_i1.p1
OG0000586	Shad_tr78963_c0_g1_i1.p1	Ando_DN11452_c0_g2_i1.p1
OG0000586	Shad_tr36233_c0_g2_i2.p1, Shad_tr36233_c0_g1_i4.p1	Ando_DN20094_c0_g1_i3.p1
OG0000589	Shad_tr10719_c0_g1_i1.p1	Ando_DN8812_c0_g1_i1.p1
OG0000589	Shad_tr65756_c0_g1_i1.p1	Ando_DN2349_c0_g1_i2.p1
OG0000590	Shad_tr68033_c0_g1_i1.p1	Ando_DN12285_c0_g1_i1.p1
OG0000590	Shad_tr13091_c0_g1_i2.p1	Ando_DN823_c0_g1_i1.p1
OG0000596	Shad_tr15053_c0_g1_i1.p1	Ando_DN3472_c0_g1_i15.p1
OG0000597	Shad_tr14311_c0_g1_i3.p1	Ando_DN13882_c0_g1_i1.p1
OG0000597	Shad_tr1157_c1_g1_i1.p1	Ando_DN11540_c0_g1_i1.p1
OG0000598	Shad_tr16664_c0_g2_i3.p1	Ando_DN24078_c0_g1_i1.p1, Ando_DN24078_c0_g2_i1.p1
OG0000598	Shad_tr3360_c1_g1_i3.p1	Ando_DN21185_c0_g1_i1.p1, Ando_DN12849_c0_g1_i1.p1
OG0000599	Shad_tr13939_c0_g1_i2.p1, Shad_tr99559_c0_g1_i1.p1	Ando_DN12255_c0_g2_i1.p1
OG0000600	Shad_tr17445_c0_g1_i7.p1	Ando_DN5844_c0_g3_i1.p1
OG0000600	Shad_tr4631_c0_g1_i6.p1	Ando_DN5844_c0_g1_i4.p1
OG0000601	Shad_tr20081_c0_g1_i3.p1	Ando_DN8857_c0_g1_i2.p1
OG0000601	Shad_tr13183_c4_g1_i1.p1	Ando_DN1257_c0_g1_i1.p1
OG0000603	Shad_tr370_c5_g1_i4.p1	Ando_DN606_c1_g1_i3.p1
OG0000603	Shad_tr3610_c1_g1_i24.p1	Ando_DN1457_c0_g3_i1.p1
OG0000604	Shad_tr44960_c0_g2_i3.p1	Ando_DN18071_c0_g1_i1.p1
OG0000605	Shad_tr24508_c0_g4_i1.p1	Ando_DN3489_c0_g1_i1.p1
OG0000605	Shad_tr1301_c2_g1_i1.p1	Ando_DN16265_c0_g2_i1.p1, Ando_DN27232_c0_g1_i1.p1
OG0000605	Shad_tr20890_c1_g1_i1.p1	Ando_DN1482_c0_g1_i1.p1
OG0000606	Shad_tr29157_c0_g1_i2.p1	Ando_DN12564_c0_g1_i1.p1
OG0000607	Shad_tr20904_c0_g2_i1.p1	Ando_DN14299_c0_g1_i2.p1
OG0000607	Shad_tr8326_c2_g1_i2.p1	Ando_DN8476_c0_g1_i1.p1
OG0000608	Shad_tr17037_c0_g3_i1.p1	Ando_DN3932_c0_g1_i1.p1
OG0000608	Shad_tr75974_c0_g1_i1.p1	Ando_DN26668_c0_g1_i1.p1
OG0000608	Shad_tr67419_c0_g1_i1.p1	Ando_DN15912_c0_g1_i1.p1
OG0000609	Shad_tr57279_c0_g1_i23.p1	Ando_DN23447_c0_g1_i1.p1
OG0000610	Shad_tr7743_c0_g1_i11.p1	Ando_DN1560_c0_g1_i1.p1
OG0000610	Shad_tr20349_c0_g1_i1.p1	Ando_DN6315_c0_g1_i12.p1
OG0000611	Shad_tr3079_c0_g1_i1.p1	Ando_DN2807_c0_g1_i6.p1
OG0000611	Shad_tr482_c5_g1_i1.p1, Shad_tr24679_c0_g1_i8.p1	Ando_DN331_c0_g1_i5.p1
OG0000612	Shad_tr40123_c0_g1_i1.p1, Shad_tr87464_c1_g1_i1.p1	Ando_DN25698_c0_g1_i1.p1
OG0000612	Shad_tr74_c0_g1_i2.p1	Ando_DN288_c0_g1_i3.p1
OG0000613	Shad_tr20750_c0_g2_i1.p1	Ando_DN15132_c0_g1_i3.p1
OG0000615	Shad_tr22345_c0_g1_i2.p2	Ando_DN485_c0_g1_i9.p1
OG0000615	Shad_tr57355_c0_g1_i3.p1	Ando_DN5755_c0_g1_i1.p1
OG0000619	Shad_tr3795_c0_g3_i1.p1, Shad_tr14025_c0_g1_i7.p1, Shad_tr17053_c0_g1_i1.p1, Shad_tr113835_c0_g1_i1.p1, Shad_tr13938_c0_g1_i1.p1, Shad_tr40141_c0_g1_i7.p1, Shad_tr3795_c0_g1_i2.p1, Shad_tr3795_c0_g2_i6.p1, Shad_tr13938_c0_g2_i8.p1	Ando_DN3516_c0_g1_i3.p1
OG0000622	Shad_tr30289_c1_g1_i3.p1	Ando_DN21006_c0_g1_i1.p1, Ando_DN14859_c0_g2_i1.p1
OG0000622	Shad_tr7698_c0_g1_i25.p1	Ando_DN24167_c0_g1_i1.p1, Ando_DN7021_c0_g1_i2.p1, Ando_DN12101_c0_g1_i1.p1
OG0000623	Shad_tr7065_c0_g1_i11.p1	Ando_DN2217_c1_g1_i1.p1
OG0000623	Shad_tr6212_c1_g1_i2.p1	Ando_DN2217_c0_g4_i1.p1
OG0000624	Shad_tr45910_c1_g1_i1.p1, Shad_tr266_c0_g1_i1.p1	Ando_DN1423_c0_g1_i1.p1
OG0000625	Shad_tr16568_c0_g1_i3.p1	Ando_DN3399_c1_g1_i1.p1
OG0000625	Shad_tr45719_c0_g2_i1.p1	Ando_DN445_c2_g1_i2.p1
OG0000626	Shad_tr22933_c1_g1_i1.p1	Ando_DN6722_c0_g1_i1.p1
OG0000628	Shad_tr18853_c0_g1_i1.p1	Ando_DN24133_c0_g1_i1.p1
OG0000628	Shad_tr4799_c0_g1_i107.p1	Ando_DN25395_c0_g1_i1.p1
OG0000628	Shad_tr8397_c0_g1_i2.p1	Ando_DN2638_c0_g1_i3.p1
OG0000629	Shad_tr30957_c0_g1_i3.p1	Ando_DN4514_c0_g1_i6.p1
OG0000630	Shad_tr7707_c1_g2_i1.p1	Ando_DN21752_c0_g1_i1.p1
OG0000630	Shad_tr5711_c0_g2_i3.p1	Ando_DN2611_c0_g1_i2.p1
OG0000633	Shad_tr892_c0_g1_i3.p1	Ando_DN7818_c0_g1_i17.p1
OG0000633	Shad_tr24447_c0_g1_i2.p1	Ando_DN478_c0_g1_i1.p1
OG0000634	Shad_tr8712_c2_g1_i1.p1	Ando_DN8965_c0_g2_i1.p1
OG0000635	Shad_tr25837_c0_g1_i3.p1	Ando_DN5712_c0_g1_i4.p1
OG0000638	Shad_tr500_c0_g1_i1.p1	Ando_DN1061_c0_g4_i1.p1
OG0000639	Shad_tr5850_c4_g1_i1.p1	Ando_DN9183_c0_g1_i1.p1
OG0000639	Shad_tr79177_c0_g1_i1.p1	Ando_DN18035_c0_g1_i1.p1
OG0000640	Shad_tr10079_c2_g1_i1.p1, Shad_tr96696_c0_g1_i1.p1, Shad_tr1040_c0_g3_i1.p1, Shad_tr13020_c0_g1_i1.p1	Ando_DN16_c0_g1_i1.p1
OG0000645	Shad_tr1372_c0_g1_i1.p1	Ando_DN1345_c0_g1_i1.p1
OG0000645	Shad_tr6235_c0_g1_i3.p1	Ando_DN20975_c0_g1_i1.p1
OG0000646	Shad_tr16065_c0_g1_i7.p1	Ando_DN6655_c0_g1_i2.p1
OG0000647	Shad_tr14192_c1_g2_i1.p1	Ando_DN24317_c0_g1_i1.p1
OG0000647	Shad_tr4460_c20_g1_i2.p1	Ando_DN21186_c0_g1_i1.p1
OG0000648	Shad_tr4228_c0_g1_i8.p1	Ando_DN3024_c0_g1_i1.p1
OG0000648	Shad_tr23079_c0_g1_i1.p1	Ando_DN4268_c0_g1_i1.p1
OG0000649	Shad_tr32301_c0_g1_i3.p1	Ando_DN2762_c0_g1_i5.p1
OG0000649	Shad_tr26129_c0_g1_i1.p1	Ando_DN5297_c0_g3_i1.p1
OG0000649	Shad_tr8011_c0_g1_i11.p1	Ando_DN616_c0_g5_i1.p1
OG0000649	Shad_tr7668_c1_g1_i2.p1	Ando_DN2375_c0_g1_i2.p1
OG0000650	Shad_tr11275_c0_g1_i4.p1	Ando_DN1199_c0_g1_i2.p1
OG0000650	Shad_tr982_c1_g1_i9.p1	Ando_DN539_c1_g1_i1.p1
OG0000651	Shad_tr43627_c1_g1_i1.p1	Ando_DN6014_c0_g2_i3.p1, Ando_DN6014_c0_g4_i1.p1
OG0000653	Shad_tr35439_c0_g1_i1.p1	Ando_DN3772_c0_g1_i1.p1
OG0000654	Shad_tr51915_c0_g1_i1.p1, Shad_tr65069_c0_g1_i1.p1, Shad_tr55587_c0_g1_i1.p1	Ando_DN10674_c0_g2_i1.p1
OG0000655	Shad_tr17865_c0_g1_i3.p1, Shad_tr2953_c2_g4_i4.p1	Ando_DN8023_c1_g2_i1.p1
OG0000657	Shad_tr7226_c8_g1_i1.p2	Ando_DN1223_c0_g1_i1.p1
OG0000657	Shad_tr61790_c0_g1_i1.p1	Ando_DN1402_c0_g1_i1.p2
OG0000658	Shad_tr32969_c3_g1_i3.p1, Shad_tr13103_c0_g1_i13.p1	Ando_DN6200_c0_g1_i9.p1
OG0000658	Shad_tr35572_c0_g1_i2.p1	Ando_DN24339_c0_g1_i2.p1
OG0000659	Shad_tr18072_c0_g1_i1.p1, Shad_tr1453_c1_g1_i13.p1, Shad_tr18072_c0_g2_i1.p1	Ando_DN8545_c0_g1_i2.p1
OG0000659	Shad_tr107148_c0_g1_i1.p1	Ando_DN15330_c0_g2_i1.p1
OG0000659	Shad_tr34680_c0_g1_i1.p1	Ando_DN2193_c1_g1_i2.p1
OG0000661	Shad_tr6290_c0_g3_i1.p1	Ando_DN3496_c0_g1_i3.p1
OG0000663	Shad_tr39201_c0_g2_i2.p1	Ando_DN14697_c0_g1_i1.p1
OG0000664	Shad_tr13712_c0_g1_i1.p1	Ando_DN850_c0_g2_i2.p1
OG0000664	Shad_tr40813_c1_g1_i11.p1	Ando_DN26412_c0_g1_i1.p1
OG0000666	Shad_tr6689_c0_g1_i9.p1, Shad_tr68752_c0_g1_i1.p1	Ando_DN5967_c0_g2_i7.p1
OG0000667	Shad_tr8248_c3_g2_i1.p1	Ando_DN17620_c0_g2_i2.p1, Ando_DN17620_c0_g1_i1.p1
OG0000667	Shad_tr16506_c3_g1_i1.p1	Ando_DN27637_c0_g1_i1.p1
OG0000668	Shad_tr12785_c0_g1_i6.p1	Ando_DN12511_c0_g1_i1.p1
OG0000669	Shad_tr31533_c0_g1_i1.p1	Ando_DN10698_c0_g1_i1.p1
OG0000669	Shad_tr42276_c0_g1_i2.p1	Ando_DN6577_c0_g2_i1.p1, Ando_DN6577_c0_g1_i1.p1
OG0000670	Shad_tr21783_c0_g1_i1.p1	Ando_DN19947_c0_g1_i4.p1
OG0000671	Shad_tr4142_c1_g1_i1.p1	Ando_DN457_c0_g1_i5.p1
OG0000671	Shad_tr16011_c0_g1_i4.p1, Shad_tr32171_c0_g1_i1.p1	Ando_DN6914_c0_g1_i4.p1
OG0000672	Shad_tr67270_c0_g1_i2.p1	Ando_DN8235_c0_g1_i1.p1
OG0000672	Shad_tr67315_c0_g1_i2.p1	Ando_DN15567_c0_g1_i1.p1
OG0000673	Shad_tr28073_c1_g1_i1.p1	Ando_DN20582_c0_g1_i1.p1
OG0000673	Shad_tr15716_c2_g1_i3.p1	Ando_DN1189_c1_g2_i1.p1
OG0000674	Shad_tr72803_c0_g1_i1.p1, Shad_tr3345_c5_g1_i1.p1, Shad_tr3345_c1_g1_i2.p1, Shad_tr35632_c0_g1_i1.p1, Shad_tr42_c1_g1_i1.p1, Shad_tr50333_c0_g1_i1.p1	Ando_DN2334_c0_g1_i1.p1
OG0000676	Shad_tr16185_c0_g1_i1.p1	Ando_DN8646_c0_g2_i1.p1
