Orthogroup	Stichodactyla_haddoni_longest_pep	Stichidactyla_gigantea_longest_pep
OG0000042	Shad_tr11106_c0_g1_i14.p1	Sgig_tr4404_c2_g1_i5.p1
OG0000043	Shad_tr21372_c0_g1_i10.p1	Sgig_tr9205_c1_g1_i7.p1
OG0000043	Shad_tr55304_c1_g1_i1.p1	Sgig_tr22273_c0_g1_i1.p1
OG0000043	Shad_tr23076_c0_g1_i5.p1, Shad_tr3171_c1_g1_i2.p1	Sgig_tr1439_c0_g1_i21.p1
OG0000043	Shad_tr27109_c0_g1_i2.p1, Shad_tr31847_c0_g1_i3.p1, Shad_tr18489_c0_g1_i1.p1	Sgig_tr4196_c1_g1_i2.p1
OG0000043	Shad_tr1605_c0_g2_i4.p1	Sgig_tr1735_c0_g3_i4.p1
OG0000043	Shad_tr33792_c1_g1_i1.p1	Sgig_tr12982_c0_g1_i3.p1
OG0000043	Shad_tr43878_c1_g1_i1.p1	Sgig_tr16449_c0_g2_i2.p1
OG0000043	Shad_tr8790_c0_g2_i2.p1	Sgig_tr3189_c0_g1_i2.p1
OG0000044	Shad_tr1997_c5_g1_i1.p1, Shad_tr10802_c0_g1_i3.p1	Sgig_tr22445_c0_g1_i2.p1
OG0000044	Shad_tr14023_c0_g2_i1.p1	Sgig_tr39263_c0_g1_i1.p1
OG0000044	Shad_tr23541_c0_g1_i17.p1	Sgig_tr4448_c0_g1_i2.p1
OG0000044	Shad_tr35004_c0_g1_i1.p1	Sgig_tr49005_c0_g2_i1.p1
OG0000044	Shad_tr11428_c0_g1_i10.p1, Shad_tr8983_c0_g2_i1.p1	Sgig_tr49005_c0_g1_i2.p1
OG0000044	Shad_tr4163_c0_g2_i3.p1	Sgig_tr10272_c0_g1_i1.p1
OG0000044	Shad_tr8983_c0_g1_i1.p1, Shad_tr7537_c0_g2_i2.p1, Shad_tr17329_c0_g1_i3.p1	Sgig_tr17004_c0_g1_i4.p1
OG0000044	Shad_tr8983_c0_g3_i5.p1	Sgig_tr13221_c3_g1_i1.p1
OG0000044	Shad_tr1000_c1_g2_i1.p1, Shad_tr1000_c1_g1_i1.p1, Shad_tr3135_c2_g1_i1.p1	Sgig_tr15954_c0_g1_i1.p1
OG0000045	Shad_tr20172_c0_g1_i1.p1	Sgig_tr5831_c0_g2_i2.p1
OG0000045	Shad_tr44010_c1_g2_i1.p1	Sgig_tr6044_c0_g2_i1.p1
OG0000045	Shad_tr46214_c0_g1_i7.p1	Sgig_tr28071_c0_g1_i1.p1
OG0000045	Shad_tr15464_c1_g1_i1.p1	Sgig_tr11928_c2_g4_i7.p1
OG0000045	Shad_tr12347_c0_g2_i2.p1	Sgig_tr105373_c0_g1_i1.p1
OG0000045	Shad_tr6827_c2_g1_i3.p1	Sgig_tr25756_c0_g1_i1.p1
OG0000045	Shad_tr1830_c0_g1_i5.p1	Sgig_tr13106_c0_g1_i8.p1
OG0000045	Shad_tr5492_c2_g1_i2.p1	Sgig_tr2393_c0_g1_i3.p1
OG0000045	Shad_tr89183_c0_g1_i1.p1	Sgig_tr20657_c2_g2_i2.p1
OG0000045	Shad_tr4735_c1_g1_i2.p1	Sgig_tr14570_c6_g1_i2.p1
OG0000045	Shad_tr2168_c1_g2_i1.p1	Sgig_tr36017_c0_g2_i2.p1
OG0000045	Shad_tr10409_c1_g1_i5.p1	Sgig_tr93894_c0_g1_i1.p1, Sgig_tr102957_c0_g1_i1.p1
OG0000045	Shad_tr12116_c5_g1_i1.p1	Sgig_tr24775_c0_g4_i1.p1
OG0000045	Shad_tr16855_c0_g3_i1.p1	Sgig_tr50094_c0_g1_i1.p1
OG0000045	Shad_tr6864_c4_g1_i2.p1	Sgig_tr8459_c0_g3_i1.p1
OG0000046	Shad_tr1688_c0_g2_i1.p1	Sgig_tr3357_c3_g1_i1.p1
OG0000046	Shad_tr3029_c0_g1_i2.p1, Shad_tr18970_c0_g1_i1.p1, Shad_tr3029_c1_g2_i1.p1	Sgig_tr14698_c1_g1_i8.p1
OG0000046	Shad_tr9191_c1_g1_i1.p1	Sgig_tr2923_c0_g1_i4.p1
OG0000046	Shad_tr3029_c2_g1_i1.p1	Sgig_tr14698_c0_g1_i2.p1
OG0000046	Shad_tr30679_c0_g1_i3.p1	Sgig_tr10880_c0_g1_i1.p1
OG0000046	Shad_tr15266_c0_g1_i5.p1	Sgig_tr25512_c0_g1_i1.p1
OG0000046	Shad_tr24787_c0_g1_i1.p1	Sgig_tr901_c0_g1_i2.p1
OG0000047	Shad_tr7688_c2_g1_i6.p1	Sgig_tr65631_c0_g1_i1.p1
OG0000047	Shad_tr15057_c0_g1_i1.p1	Sgig_tr99958_c0_g1_i1.p1
OG0000047	Shad_tr14771_c0_g4_i2.p1	Sgig_tr96744_c0_g1_i1.p1, Sgig_tr58573_c0_g1_i1.p1
OG0000048	Shad_tr102617_c0_g1_i1.p1	Sgig_tr26285_c0_g1_i1.p1
OG0000048	Shad_tr72497_c0_g1_i1.p1	Sgig_tr39308_c0_g2_i2.p1
OG0000048	Shad_tr25485_c0_g1_i1.p1	Sgig_tr18718_c0_g1_i1.p1
OG0000048	Shad_tr11241_c0_g2_i1.p1	Sgig_tr97865_c0_g1_i1.p1
OG0000048	Shad_tr11245_c0_g1_i8.p1	Sgig_tr16584_c0_g1_i8.p1
OG0000048	Shad_tr50242_c0_g1_i2.p4	Sgig_tr25072_c0_g1_i1.p4
OG0000048	Shad_tr18345_c0_g1_i3.p1	Sgig_tr97161_c0_g1_i1.p1, Sgig_tr14891_c0_g2_i1.p1
OG0000049	Shad_tr5640_c0_g1_i2.p1	Sgig_tr7986_c0_g1_i15.p1
OG0000049	Shad_tr13226_c0_g4_i1.p1	Sgig_tr8821_c0_g2_i2.p1
OG0000049	Shad_tr39593_c0_g1_i6.p1	Sgig_tr2673_c0_g1_i1.p1
OG0000049	Shad_tr3486_c0_g1_i22.p1	Sgig_tr8821_c1_g1_i1.p1
OG0000049	Shad_tr41382_c0_g1_i1.p1	Sgig_tr136_c0_g1_i10.p1
OG0000050	Shad_tr6086_c5_g1_i1.p1	Sgig_tr6578_c0_g1_i1.p1
OG0000050	Shad_tr31247_c0_g1_i2.p1	Sgig_tr67560_c0_g1_i1.p1
OG0000050	Shad_tr40084_c1_g1_i1.p1	Sgig_tr394_c0_g3_i1.p1
OG0000050	Shad_tr26423_c0_g1_i1.p1	Sgig_tr7711_c7_g1_i1.p1
OG0000050	Shad_tr35064_c0_g1_i1.p1	Sgig_tr23544_c0_g1_i2.p1
OG0000050	Shad_tr9225_c1_g4_i1.p1	Sgig_tr41266_c0_g1_i1.p1
OG0000050	Shad_tr5253_c3_g1_i5.p1	Sgig_tr16004_c0_g1_i6.p1
OG0000050	Shad_tr15441_c0_g1_i4.p1	Sgig_tr24330_c0_g1_i2.p1
OG0000050	Shad_tr38780_c0_g2_i1.p1	Sgig_tr79048_c0_g1_i1.p1
OG0000050	Shad_tr111177_c0_g1_i1.p1	Sgig_tr105123_c0_g1_i1.p1
OG0000050	Shad_tr50844_c1_g1_i2.p1	Sgig_tr22605_c0_g1_i4.p1
OG0000050	Shad_tr13608_c0_g1_i8.p1	Sgig_tr38022_c0_g1_i3.p1
OG0000051	Shad_tr4827_c7_g1_i1.p1	Sgig_tr1905_c4_g1_i1.p1
OG0000051	Shad_tr80_c0_g1_i1.p1	Sgig_tr64_c0_g1_i1.p1
OG0000051	Shad_tr31011_c0_g3_i1.p1	Sgig_tr28343_c0_g2_i1.p2
OG0000051	Shad_tr31011_c0_g2_i1.p1, Shad_tr31011_c0_g1_i1.p1	Sgig_tr28343_c0_g3_i1.p1
OG0000051	Shad_tr112401_c0_g1_i1.p1	Sgig_tr43832_c0_g1_i1.p1
OG0000052	Shad_tr40016_c0_g3_i1.p1	Sgig_tr17863_c0_g2_i1.p1
OG0000052	Shad_tr23666_c0_g1_i3.p1	Sgig_tr15719_c0_g1_i2.p1, Sgig_tr55470_c0_g1_i14.p1, Sgig_tr35458_c0_g1_i2.p1
OG0000052	Shad_tr3559_c1_g1_i12.p1, Shad_tr1245_c0_g1_i24.p1	Sgig_tr85_c3_g1_i8.p1
OG0000052	Shad_tr17707_c1_g1_i11.p1	Sgig_tr11065_c0_g1_i1.p1
OG0000052	Shad_tr35256_c0_g2_i4.p1, Shad_tr29323_c1_g1_i2.p1, Shad_tr59391_c0_g1_i1.p1	Sgig_tr20824_c1_g1_i3.p1
OG0000052	Shad_tr37419_c0_g1_i4.p1	Sgig_tr52501_c0_g1_i1.p1, Sgig_tr30029_c0_g1_i1.p1
OG0000052	Shad_tr74663_c0_g1_i3.p1	Sgig_tr30834_c0_g1_i11.p1
OG0000052	Shad_tr35741_c0_g1_i1.p1	Sgig_tr20824_c0_g1_i5.p1
OG0000052	Shad_tr10665_c2_g1_i1.p1	Sgig_tr1052_c0_g1_i1.p1
OG0000052	Shad_tr16707_c4_g1_i7.p1	Sgig_tr11158_c0_g1_i4.p1, Sgig_tr42303_c0_g1_i1.p1
OG0000052	Shad_tr111860_c0_g1_i1.p1, Shad_tr30493_c0_g1_i1.p1	Sgig_tr5474_c1_g1_i3.p1
OG0000052	Shad_tr4084_c0_g2_i20.p1	Sgig_tr98181_c0_g1_i1.p1
OG0000053	Shad_tr25962_c5_g1_i1.p1	Sgig_tr7682_c0_g1_i5.p1
OG0000053	Shad_tr34539_c1_g1_i3.p1	Sgig_tr18051_c0_g1_i1.p1
OG0000053	Shad_tr17175_c0_g2_i7.p1	Sgig_tr7410_c0_g3_i1.p1
OG0000053	Shad_tr17518_c0_g1_i1.p1, Shad_tr17518_c0_g2_i1.p1	Sgig_tr54677_c0_g1_i1.p2
OG0000053	Shad_tr20594_c0_g1_i1.p1	Sgig_tr31937_c2_g1_i1.p1
OG0000053	Shad_tr9895_c2_g3_i1.p1	Sgig_tr44374_c0_g1_i1.p1
OG0000053	Shad_tr31633_c0_g2_i2.p1	Sgig_tr20930_c0_g1_i4.p1
OG0000053	Shad_tr37058_c3_g1_i1.p1	Sgig_tr8308_c1_g3_i1.p1
OG0000054	Shad_tr13110_c0_g1_i2.p1	Sgig_tr11178_c0_g1_i7.p1, Sgig_tr22292_c0_g1_i1.p1
OG0000054	Shad_tr5667_c0_g1_i3.p1	Sgig_tr11178_c0_g4_i1.p1
OG0000054	Shad_tr25849_c1_g1_i1.p1	Sgig_tr2044_c2_g1_i2.p1, Sgig_tr27683_c0_g1_i1.p1
OG0000054	Shad_tr35515_c0_g1_i1.p1	Sgig_tr19573_c0_g1_i1.p2
OG0000054	Shad_tr26307_c1_g1_i1.p2	Sgig_tr15084_c2_g1_i1.p2
OG0000054	Shad_tr4015_c0_g1_i6.p1, Shad_tr8117_c0_g1_i1.p1	Sgig_tr316_c1_g1_i1.p1
OG0000055	Shad_tr3336_c0_g1_i10.p1, Shad_tr58042_c0_g1_i1.p1, Shad_tr3336_c4_g1_i7.p1	Sgig_tr37180_c0_g1_i2.p1, Sgig_tr37180_c0_g2_i1.p1
OG0000055	Shad_tr17028_c0_g1_i2.p1	Sgig_tr3435_c1_g1_i13.p1
OG0000055	Shad_tr26368_c0_g3_i1.p1	Sgig_tr30490_c0_g1_i1.p1
OG0000055	Shad_tr35492_c0_g2_i2.p1	Sgig_tr57158_c0_g1_i1.p1
OG0000055	Shad_tr21564_c1_g1_i4.p1	Sgig_tr25681_c0_g1_i7.p1
OG0000055	Shad_tr5823_c0_g1_i8.p1	Sgig_tr22692_c0_g1_i3.p1
OG0000056	Shad_tr57830_c0_g1_i1.p1	Sgig_tr89952_c0_g1_i1.p1
OG0000056	Shad_tr10258_c2_g1_i1.p1, Shad_tr28301_c2_g1_i3.p1, Shad_tr10258_c1_g1_i1.p1	Sgig_tr42815_c0_g1_i1.p1
OG0000056	Shad_tr98391_c0_g1_i1.p1	Sgig_tr25709_c0_g1_i1.p1
OG0000056	Shad_tr2626_c0_g1_i6.p1	Sgig_tr20740_c0_g1_i1.p1
OG0000056	Shad_tr15285_c0_g1_i1.p1	Sgig_tr9116_c0_g1_i1.p1
OG0000056	Shad_tr5042_c0_g2_i12.p1	Sgig_tr2239_c1_g1_i13.p1
OG0000057	Shad_tr10405_c0_g2_i1.p1	Sgig_tr10961_c0_g1_i11.p1
OG0000057	Shad_tr23098_c0_g1_i3.p1	Sgig_tr8166_c0_g1_i6.p1
OG0000057	Shad_tr11711_c0_g2_i1.p1	Sgig_tr28632_c0_g1_i1.p1
OG0000057	Shad_tr45760_c0_g1_i5.p1	Sgig_tr19636_c0_g1_i1.p1
OG0000057	Shad_tr11711_c0_g1_i5.p1	Sgig_tr16794_c0_g1_i1.p1
OG0000057	Shad_tr3815_c0_g1_i2.p1	Sgig_tr2407_c0_g1_i1.p1
OG0000057	Shad_tr86_c4_g1_i2.p1	Sgig_tr12454_c0_g2_i1.p1
OG0000057	Shad_tr45376_c0_g1_i2.p1	Sgig_tr1261_c0_g2_i6.p1, Sgig_tr37550_c0_g1_i2.p1
OG0000057	Shad_tr8649_c7_g1_i1.p1	Sgig_tr5438_c0_g2_i2.p1
OG0000057	Shad_tr9316_c0_g1_i1.p1	Sgig_tr26461_c0_g1_i2.p1
OG0000057	Shad_tr9316_c0_g2_i2.p1	Sgig_tr2853_c1_g1_i1.p1, Sgig_tr17538_c0_g2_i3.p1
OG0000057	Shad_tr1190_c2_g1_i1.p1	Sgig_tr8166_c0_g3_i2.p1, Sgig_tr14604_c1_g2_i1.p1
OG0000057	Shad_tr9316_c0_g3_i1.p1	Sgig_tr17168_c0_g1_i1.p1
OG0000057	Shad_tr9052_c0_g1_i10.p1	Sgig_tr2853_c0_g1_i14.p1
OG0000057	Shad_tr8644_c1_g1_i2.p1, Shad_tr14855_c0_g1_i1.p1	Sgig_tr6566_c0_g1_i1.p1
OG0000058	Shad_tr8257_c5_g1_i6.p1, Shad_tr12149_c0_g1_i2.p1	Sgig_tr8312_c0_g1_i1.p1, Sgig_tr3151_c0_g1_i1.p1
OG0000058	Shad_tr17295_c0_g1_i7.p1	Sgig_tr2924_c2_g1_i2.p1
OG0000058	Shad_tr12557_c0_g1_i7.p1	Sgig_tr21410_c0_g1_i1.p1, Sgig_tr6914_c0_g1_i7.p1, Sgig_tr30995_c0_g2_i1.p1
OG0000058	Shad_tr8257_c0_g1_i6.p1	Sgig_tr12676_c0_g1_i2.p1
OG0000058	Shad_tr2175_c5_g1_i25.p1	Sgig_tr14688_c0_g1_i17.p1
OG0000058	Shad_tr56141_c0_g1_i1.p1	Sgig_tr24233_c0_g1_i2.p1
OG0000058	Shad_tr12000_c0_g3_i1.p1, Shad_tr36854_c0_g1_i3.p1	Sgig_tr3923_c1_g1_i9.p1
OG0000058	Shad_tr23136_c0_g1_i1.p1	Sgig_tr11396_c4_g1_i1.p1
OG0000058	Shad_tr56141_c1_g1_i1.p1	Sgig_tr22795_c0_g1_i1.p1
OG0000059	Shad_tr12314_c0_g1_i1.p1	Sgig_tr9957_c0_g1_i4.p1
OG0000059	Shad_tr1473_c0_g3_i2.p1	Sgig_tr1153_c1_g1_i1.p1
OG0000059	Shad_tr93714_c0_g1_i1.p1	Sgig_tr6152_c0_g1_i1.p1
OG0000059	Shad_tr6778_c1_g1_i29.p1	Sgig_tr5741_c1_g1_i4.p1
OG0000059	Shad_tr11544_c0_g1_i7.p1	Sgig_tr3991_c1_g1_i8.p1
OG0000059	Shad_tr9768_c0_g1_i4.p1	Sgig_tr43392_c0_g1_i2.p1
OG0000059	Shad_tr10655_c3_g1_i2.p1	Sgig_tr11456_c1_g2_i2.p1
OG0000059	Shad_tr27210_c0_g1_i2.p1	Sgig_tr3439_c0_g1_i11.p1
OG0000059	Shad_tr5520_c5_g1_i1.p1	Sgig_tr27425_c2_g1_i1.p1
OG0000059	Shad_tr38367_c0_g2_i2.p1	Sgig_tr59235_c0_g1_i2.p1
OG0000059	Shad_tr80838_c0_g1_i1.p1, Shad_tr3907_c5_g1_i1.p1	Sgig_tr52295_c0_g1_i1.p2
OG0000059	Shad_tr31128_c0_g1_i6.p1	Sgig_tr62639_c0_g1_i1.p1, Sgig_tr81405_c0_g1_i1.p1
OG0000060	Shad_tr19539_c1_g1_i1.p2	Sgig_tr46644_c0_g1_i1.p1
OG0000060	Shad_tr31072_c0_g1_i1.p1	Sgig_tr51534_c2_g1_i1.p1
OG0000060	Shad_tr46214_c1_g1_i3.p1	Sgig_tr56_c0_g2_i1.p1
OG0000060	Shad_tr47276_c0_g2_i3.p1	Sgig_tr53567_c0_g1_i2.p1, Sgig_tr10051_c0_g1_i8.p1
OG0000060	Shad_tr19040_c1_g1_i2.p1	Sgig_tr1280_c0_g1_i51.p1
OG0000060	Shad_tr29830_c0_g1_i3.p1	Sgig_tr42659_c2_g1_i1.p1
OG0000060	Shad_tr71414_c0_g1_i1.p1	Sgig_tr43726_c0_g1_i1.p1
OG0000060	Shad_tr37730_c0_g1_i3.p2	Sgig_tr21463_c0_g1_i1.p1
OG0000060	Shad_tr34747_c0_g1_i2.p1	Sgig_tr40910_c0_g1_i2.p1
OG0000060	Shad_tr13170_c0_g1_i4.p1	Sgig_tr16156_c0_g3_i2.p1
OG0000061	Shad_tr21739_c0_g1_i1.p1	Sgig_tr374_c5_g1_i2.p1
OG0000061	Shad_tr45539_c0_g2_i1.p1, Shad_tr45066_c0_g1_i1.p1, Shad_tr1019_c1_g1_i7.p1, Shad_tr100622_c0_g1_i1.p1, Shad_tr16220_c0_g1_i4.p1	Sgig_tr48673_c0_g1_i1.p1
OG0000061	Shad_tr5228_c1_g1_i3.p1	Sgig_tr18731_c0_g1_i1.p1
OG0000061	Shad_tr14914_c0_g2_i1.p1	Sgig_tr12476_c0_g1_i9.p1
OG0000061	Shad_tr9083_c0_g1_i1.p1	Sgig_tr4206_c0_g1_i13.p1
OG0000061	Shad_tr57450_c0_g1_i1.p1, Shad_tr7307_c0_g1_i2.p1	Sgig_tr22755_c0_g1_i1.p1
OG0000061	Shad_tr8607_c0_g2_i2.p2	Sgig_tr44451_c0_g1_i1.p2
OG0000062	Shad_tr83745_c0_g1_i1.p1	Sgig_tr50880_c0_g2_i1.p1, Sgig_tr83282_c0_g1_i1.p1
OG0000062	Shad_tr68199_c0_g1_i1.p1	Sgig_tr47830_c0_g1_i1.p1
OG0000062	Shad_tr28593_c0_g1_i2.p1, Shad_tr86846_c0_g1_i1.p1	Sgig_tr109502_c0_g1_i1.p1
OG0000062	Shad_tr94036_c0_g1_i1.p1, Shad_tr84375_c0_g1_i1.p1	Sgig_tr63449_c0_g1_i1.p1
OG0000062	Shad_tr61188_c0_g1_i1.p1	Sgig_tr54459_c0_g1_i1.p2
OG0000062	Shad_tr101924_c0_g1_i1.p1	Sgig_tr91471_c0_g1_i1.p1
OG0000062	Shad_tr112259_c0_g1_i1.p1	Sgig_tr54961_c0_g1_i1.p1
OG0000063	Shad_tr75897_c0_g1_i1.p1	Sgig_tr17856_c0_g1_i1.p1
OG0000063	Shad_tr62115_c0_g1_i1.p1	Sgig_tr46901_c0_g1_i1.p1
OG0000063	Shad_tr105177_c0_g1_i1.p1	Sgig_tr64257_c0_g1_i1.p1
OG0000063	Shad_tr102598_c0_g1_i1.p1	Sgig_tr98152_c0_g1_i1.p1
OG0000063	Shad_tr49683_c1_g1_i1.p1	Sgig_tr56059_c0_g1_i1.p1
OG0000063	Shad_tr98149_c0_g1_i1.p1	Sgig_tr39816_c0_g1_i1.p1
OG0000063	Shad_tr39729_c0_g2_i4.p1	Sgig_tr99994_c0_g1_i1.p1
OG0000063	Shad_tr30482_c1_g1_i1.p1	Sgig_tr25101_c1_g1_i9.p1
OG0000063	Shad_tr66811_c0_g1_i1.p1	Sgig_tr69453_c0_g1_i1.p1
OG0000063	Shad_tr50251_c0_g1_i1.p1	Sgig_tr62061_c0_g1_i1.p1
OG0000063	Shad_tr63276_c0_g1_i1.p1	Sgig_tr62078_c0_g1_i1.p1
OG0000064	Shad_tr39013_c0_g2_i1.p1	Sgig_tr27168_c1_g1_i1.p1
OG0000064	Shad_tr31401_c5_g1_i1.p1	Sgig_tr55307_c0_g1_i1.p1
OG0000064	Shad_tr11821_c0_g1_i4.p1	Sgig_tr49335_c0_g1_i1.p1
OG0000064	Shad_tr4315_c0_g1_i3.p1	Sgig_tr2610_c2_g1_i1.p1
OG0000064	Shad_tr36557_c0_g1_i1.p1	Sgig_tr27699_c0_g1_i1.p1
OG0000065	Shad_tr46194_c4_g1_i2.p1, Shad_tr57351_c0_g1_i1.p1	Sgig_tr28322_c1_g1_i2.p1
OG0000065	Shad_tr21742_c0_g2_i1.p1	Sgig_tr10120_c7_g1_i2.p1
OG0000065	Shad_tr903_c1_g1_i3.p1	Sgig_tr90530_c0_g1_i1.p1
OG0000065	Shad_tr31379_c0_g2_i1.p1	Sgig_tr31441_c0_g1_i2.p1
OG0000065	Shad_tr53791_c0_g1_i1.p1	Sgig_tr24941_c0_g2_i2.p1
OG0000065	Shad_tr33063_c0_g1_i1.p1	Sgig_tr13242_c1_g1_i2.p1, Sgig_tr5930_c1_g2_i2.p1
OG0000065	Shad_tr78673_c0_g1_i1.p1	Sgig_tr45717_c1_g1_i1.p1
OG0000065	Shad_tr73089_c0_g1_i1.p1	Sgig_tr14244_c1_g3_i2.p1
OG0000065	Shad_tr26780_c0_g1_i1.p1	Sgig_tr35309_c0_g2_i1.p1
OG0000066	Shad_tr38427_c0_g5_i1.p2, Shad_tr38427_c0_g4_i1.p1	Sgig_tr8142_c1_g1_i1.p1
OG0000066	Shad_tr29287_c1_g1_i1.p1	Sgig_tr8142_c0_g1_i6.p1
OG0000066	Shad_tr16256_c0_g2_i1.p1	Sgig_tr18967_c0_g1_i1.p1
OG0000066	Shad_tr90326_c0_g1_i1.p1	Sgig_tr19073_c0_g3_i1.p1
OG0000066	Shad_tr87563_c0_g1_i2.p1	Sgig_tr19073_c0_g1_i2.p1
OG0000066	Shad_tr16256_c0_g3_i1.p1	Sgig_tr18967_c0_g2_i1.p1
OG0000066	Shad_tr11726_c0_g1_i4.p1	Sgig_tr11016_c0_g2_i1.p1, Sgig_tr1053_c0_g3_i1.p1
OG0000066	Shad_tr48792_c0_g1_i1.p1	Sgig_tr44463_c0_g1_i1.p1
OG0000066	Shad_tr21286_c0_g1_i6.p1	Sgig_tr6797_c0_g1_i7.p1, Sgig_tr13087_c1_g1_i1.p1, Sgig_tr13087_c0_g1_i1.p1
OG0000066	Shad_tr802_c1_g1_i30.p1, Shad_tr2647_c2_g1_i5.p1	Sgig_tr2612_c2_g1_i1.p1
OG0000066	Shad_tr19181_c1_g1_i1.p1, Shad_tr21528_c0_g1_i1.p1	Sgig_tr11095_c0_g1_i6.p1, Sgig_tr13083_c0_g1_i1.p1
OG0000066	Shad_tr65320_c0_g1_i1.p1	Sgig_tr55143_c0_g1_i1.p1
OG0000067	Shad_tr5331_c0_g2_i3.p1	Sgig_tr3658_c2_g1_i1.p1, Sgig_tr25133_c1_g1_i1.p1, Sgig_tr24060_c0_g2_i6.p1, Sgig_tr33572_c0_g1_i1.p1, Sgig_tr18669_c0_g1_i2.p1, Sgig_tr2456_c4_g1_i1.p1
OG0000067	Shad_tr694_c0_g1_i19.p1	Sgig_tr16478_c2_g1_i1.p1, Sgig_tr2444_c0_g1_i2.p1, Sgig_tr45031_c0_g1_i2.p1
OG0000067	Shad_tr18360_c1_g1_i1.p1	Sgig_tr221_c2_g1_i3.p1
OG0000067	Shad_tr694_c2_g1_i1.p1	Sgig_tr58241_c0_g1_i1.p1
OG0000067	Shad_tr608_c0_g1_i3.p1	Sgig_tr26193_c0_g1_i1.p1
OG0000067	Shad_tr14505_c0_g1_i1.p1	Sgig_tr3727_c0_g1_i6.p1
OG0000067	Shad_tr21802_c1_g2_i1.p1	Sgig_tr28776_c0_g4_i1.p1
OG0000068	Shad_tr22306_c0_g1_i13.p1	Sgig_tr15950_c0_g1_i1.p1
OG0000069	Shad_tr25765_c1_g1_i2.p1	Sgig_tr108528_c0_g1_i1.p1
OG0000069	Shad_tr79255_c0_g1_i1.p1	Sgig_tr8047_c2_g1_i6.p1
OG0000069	Shad_tr16913_c0_g1_i8.p1	Sgig_tr38330_c0_g1_i1.p1
OG0000069	Shad_tr30202_c0_g2_i1.p1	Sgig_tr93260_c0_g1_i1.p1, Sgig_tr2400_c1_g1_i2.p1
OG0000069	Shad_tr28328_c0_g1_i10.p1, Shad_tr16913_c0_g2_i1.p1	Sgig_tr95293_c0_g1_i1.p1
OG0000069	Shad_tr47790_c0_g1_i2.p2	Sgig_tr29309_c0_g1_i1.p1
OG0000069	Shad_tr101118_c0_g1_i1.p1	Sgig_tr25290_c0_g2_i2.p1
OG0000069	Shad_tr56695_c0_g1_i1.p1	Sgig_tr44060_c3_g1_i1.p1
OG0000069	Shad_tr111107_c0_g1_i1.p1, Shad_tr85915_c0_g1_i1.p1, Shad_tr29504_c0_g1_i3.p1	Sgig_tr109399_c0_g1_i1.p1
OG0000069	Shad_tr110196_c0_g1_i1.p1	Sgig_tr81760_c0_g1_i1.p1
OG0000069	Shad_tr10847_c1_g1_i1.p1	Sgig_tr15121_c1_g1_i22.p1
OG0000069	Shad_tr20360_c2_g1_i1.p1	Sgig_tr37474_c0_g2_i2.p1, Sgig_tr37474_c0_g1_i4.p1
OG0000069	Shad_tr46297_c0_g1_i1.p1, Shad_tr41920_c0_g1_i1.p1	Sgig_tr92876_c0_g1_i1.p1
OG0000069	Shad_tr58790_c0_g1_i3.p1	Sgig_tr22710_c1_g2_i1.p1
OG0000069	Shad_tr64666_c0_g1_i1.p1, Shad_tr88887_c0_g1_i1.p1	Sgig_tr14936_c0_g1_i1.p1
OG0000069	Shad_tr114320_c0_g1_i1.p1	Sgig_tr32822_c0_g1_i1.p1
OG0000069	Shad_tr92784_c0_g1_i1.p1	Sgig_tr93458_c0_g1_i1.p1
OG0000070	Shad_tr20052_c0_g1_i3.p1	Sgig_tr5164_c1_g1_i12.p1
OG0000070	Shad_tr52314_c0_g1_i1.p1	Sgig_tr90823_c0_g1_i1.p1
OG0000070	Shad_tr12228_c0_g1_i29.p1	Sgig_tr17457_c0_g1_i1.p1, Sgig_tr105490_c0_g1_i1.p1
OG0000070	Shad_tr115178_c0_g1_i1.p1	Sgig_tr79400_c0_g1_i1.p1
OG0000070	Shad_tr27479_c0_g1_i1.p1	Sgig_tr4319_c0_g1_i12.p1
OG0000070	Shad_tr62011_c0_g1_i1.p1	Sgig_tr25721_c1_g1_i1.p1
OG0000071	Shad_tr76521_c0_g1_i1.p1, Shad_tr105623_c0_g1_i1.p1	Sgig_tr72593_c0_g1_i1.p1
OG0000071	Shad_tr15476_c1_g2_i1.p1	Sgig_tr17006_c6_g1_i1.p1
OG0000071	Shad_tr75103_c0_g1_i1.p1	Sgig_tr46053_c0_g1_i1.p1
OG0000071	Shad_tr35979_c0_g2_i2.p1	Sgig_tr19092_c0_g2_i1.p1
OG0000071	Shad_tr44137_c0_g3_i1.p1	Sgig_tr35022_c0_g1_i2.p1
OG0000071	Shad_tr19143_c0_g1_i6.p1	Sgig_tr10259_c1_g1_i7.p1
OG0000071	Shad_tr23568_c2_g1_i1.p1	Sgig_tr26861_c1_g1_i1.p1
OG0000071	Shad_tr54514_c0_g1_i2.p1	Sgig_tr38448_c0_g1_i1.p1
OG0000072	Shad_tr56213_c0_g3_i4.p1	Sgig_tr7796_c1_g1_i2.p1
OG0000072	Shad_tr7543_c0_g1_i8.p1	Sgig_tr971_c1_g1_i5.p1
OG0000072	Shad_tr7543_c0_g4_i1.p1	Sgig_tr971_c1_g2_i1.p1
OG0000072	Shad_tr3797_c1_g1_i2.p1	Sgig_tr4483_c0_g2_i7.p1
OG0000072	Shad_tr4564_c0_g1_i2.p1	Sgig_tr10432_c0_g1_i2.p1
