Orthogroup	Stichodactyla_haddoni_longest_pep	Stichodactyla_mertensi_longest_pep
OG0000933	Shad_tr2812_c0_g4_i1.p1	Smer_tr7937_c0_g1_i2.p1
OG0000933	Shad_tr16686_c0_g1_i3.p1	Smer_tr9450_c0_g1_i8.p1
OG0000934	Shad_tr12173_c0_g1_i4.p1	Smer_tr14668_c0_g3_i1.p1
OG0000935	Shad_tr16383_c0_g1_i4.p1	Smer_tr21372_c0_g1_i5.p1
OG0000935	Shad_tr32821_c0_g1_i1.p1	Smer_tr2113_c3_g1_i1.p1
OG0000937	Shad_tr8614_c1_g1_i1.p1	Smer_tr3010_c1_g1_i1.p1
OG0000937	Shad_tr62123_c0_g1_i1.p1	Smer_tr74261_c1_g1_i1.p1
OG0000937	Shad_tr31562_c0_g1_i1.p1	Smer_tr158_c2_g1_i1.p1
OG0000938	Shad_tr11792_c0_g1_i1.p1	Smer_tr18984_c4_g1_i3.p1
OG0000939	Shad_tr773_c2_g1_i1.p1	Smer_tr97_c0_g1_i1.p1
OG0000939	Shad_tr41375_c0_g1_i1.p1	Smer_tr30441_c0_g1_i1.p1
OG0000939	Shad_tr1491_c0_g1_i1.p1	Smer_tr207_c0_g1_i1.p1
OG0000940	Shad_tr56322_c0_g1_i1.p1, Shad_tr44310_c0_g1_i1.p1	Smer_tr66014_c0_g1_i1.p1, Smer_tr85455_c0_g1_i1.p1
OG0000940	Shad_tr78466_c0_g1_i1.p1	Smer_tr86347_c0_g1_i1.p1
OG0000941	Shad_tr110376_c0_g1_i1.p1	Smer_tr24457_c3_g1_i1.p1
OG0000941	Shad_tr99136_c0_g1_i1.p1	Smer_tr89711_c0_g1_i1.p1, Smer_tr56466_c0_g1_i1.p1, Smer_tr77360_c0_g1_i1.p1, Smer_tr89233_c0_g1_i1.p1, Smer_tr76404_c0_g1_i1.p1
OG0000943	Shad_tr36263_c0_g1_i2.p1	Smer_tr21160_c0_g1_i2.p1
OG0000944	Shad_tr39042_c0_g1_i2.p1	Smer_tr31445_c0_g1_i1.p1
OG0000945	Shad_tr16848_c0_g1_i4.p1	Smer_tr15999_c0_g5_i1.p1
OG0000945	Shad_tr34468_c0_g1_i1.p1, Shad_tr20385_c0_g3_i1.p1	Smer_tr15999_c0_g2_i1.p1
OG0000945	Shad_tr6032_c0_g1_i8.p1, Shad_tr6872_c0_g1_i1.p1	Smer_tr8501_c0_g1_i6.p1
OG0000946	Shad_tr113023_c0_g1_i1.p1	Smer_tr12988_c0_g1_i5.p1, Smer_tr90998_c0_g1_i1.p1, Smer_tr17534_c0_g1_i2.p1, Smer_tr39876_c0_g1_i2.p1
OG0000946	Shad_tr108991_c0_g1_i1.p1	Smer_tr56798_c0_g1_i1.p1
OG0000946	Shad_tr99763_c0_g1_i1.p1	Smer_tr39743_c0_g1_i2.p1, Smer_tr22739_c0_g1_i1.p2, Smer_tr77465_c0_g1_i1.p1, Smer_tr22174_c0_g4_i1.p1
OG0000948	Shad_tr71251_c0_g1_i1.p1	Smer_tr95985_c0_g1_i1.p1
OG0000948	Shad_tr383_c0_g1_i1.p1	Smer_tr2674_c0_g1_i1.p1
OG0000950	Shad_tr19144_c0_g1_i7.p1	Smer_tr33212_c0_g1_i1.p1
OG0000951	Shad_tr2555_c2_g1_i6.p1	Smer_tr18563_c1_g1_i1.p1
OG0000951	Shad_tr6148_c1_g1_i1.p1	Smer_tr43165_c0_g1_i1.p1, Smer_tr43165_c0_g2_i1.p1
OG0000952	Shad_tr34779_c0_g1_i1.p1	Smer_tr13704_c0_g1_i2.p1
OG0000952	Shad_tr2486_c0_g1_i13.p1	Smer_tr1799_c0_g1_i4.p1
OG0000953	Shad_tr15857_c0_g1_i3.p1	Smer_tr27628_c0_g1_i9.p1
OG0000955	Shad_tr3493_c3_g1_i2.p1, Shad_tr22540_c0_g1_i3.p1	Smer_tr44979_c0_g1_i1.p1
OG0000955	Shad_tr15819_c0_g2_i2.p1	Smer_tr25026_c0_g1_i11.p1
OG0000956	Shad_tr14417_c2_g1_i1.p1	Smer_tr17468_c0_g1_i2.p1
OG0000956	Shad_tr13000_c0_g1_i16.p1	Smer_tr1973_c0_g2_i1.p1
OG0000957	Shad_tr1403_c0_g1_i4.p1	Smer_tr12529_c0_g2_i4.p1
OG0000958	Shad_tr26753_c0_g2_i1.p1	Smer_tr5688_c7_g1_i1.p1
OG0000959	Shad_tr18660_c0_g1_i1.p1	Smer_tr40665_c0_g1_i7.p1
OG0000959	Shad_tr7479_c0_g1_i5.p1	Smer_tr12436_c0_g1_i3.p1
OG0000960	Shad_tr7688_c0_g1_i5.p1	Smer_tr1226_c0_g1_i8.p1
OG0000960	Shad_tr45997_c0_g1_i1.p1	Smer_tr34634_c1_g1_i2.p1
OG0000961	Shad_tr62982_c0_g1_i1.p1	Smer_tr28198_c0_g1_i35.p1
OG0000961	Shad_tr591_c2_g1_i1.p1	Smer_tr615_c0_g1_i1.p1
OG0000962	Shad_tr5475_c1_g1_i2.p1	Smer_tr19324_c0_g1_i1.p1, Smer_tr17949_c0_g1_i1.p1
OG0000962	Shad_tr8223_c0_g1_i4.p1	Smer_tr16095_c0_g1_i2.p1
OG0000963	Shad_tr5502_c0_g2_i3.p1	Smer_tr29147_c0_g1_i2.p1
OG0000965	Shad_tr29120_c0_g1_i1.p1	Smer_tr37673_c0_g1_i1.p1
OG0000965	Shad_tr69592_c0_g1_i1.p1	Smer_tr47161_c0_g1_i1.p1
OG0000967	Shad_tr11111_c6_g1_i1.p1	Smer_tr24262_c0_g2_i1.p1
OG0000968	Shad_tr20311_c0_g1_i1.p1	Smer_tr10687_c0_g1_i1.p1
OG0000968	Shad_tr68097_c0_g1_i1.p1	Smer_tr13633_c3_g1_i1.p1
OG0000969	Shad_tr10178_c0_g1_i2.p1	Smer_tr12547_c0_g2_i3.p1
OG0000969	Shad_tr1560_c18_g1_i1.p1	Smer_tr72716_c0_g1_i1.p1
OG0000969	Shad_tr16037_c0_g3_i1.p1	Smer_tr12729_c0_g1_i2.p1
OG0000969	Shad_tr87599_c0_g1_i1.p1	Smer_tr29695_c0_g1_i1.p1
OG0000969	Shad_tr16037_c0_g1_i5.p1	Smer_tr12729_c0_g2_i1.p1
OG0000970	Shad_tr9183_c1_g2_i8.p1	Smer_tr12775_c1_g1_i1.p1
OG0000971	Shad_tr9302_c0_g1_i4.p1	Smer_tr38189_c0_g1_i1.p1
OG0000971	Shad_tr56538_c0_g2_i3.p1	Smer_tr24794_c0_g1_i1.p1
OG0000973	Shad_tr7443_c0_g2_i1.p1	Smer_tr13881_c0_g1_i3.p1
OG0000973	Shad_tr30219_c0_g1_i11.p1	Smer_tr1724_c6_g1_i1.p1
OG0000973	Shad_tr7697_c0_g1_i2.p1	Smer_tr43247_c0_g2_i1.p1
OG0000974	Shad_tr112036_c0_g1_i1.p1	Smer_tr44343_c1_g1_i15.p1
OG0000974	Shad_tr6718_c1_g1_i7.p1	Smer_tr13803_c0_g1_i2.p1
OG0000975	Shad_tr79870_c0_g1_i1.p1	Smer_tr61350_c0_g1_i1.p1
OG0000976	Shad_tr16520_c0_g1_i1.p1	Smer_tr15499_c0_g1_i7.p1
OG0000976	Shad_tr18816_c1_g1_i3.p1	Smer_tr15283_c2_g1_i1.p1
OG0000976	Shad_tr24448_c1_g5_i1.p1	Smer_tr9766_c0_g1_i4.p1
OG0000977	Shad_tr71232_c0_g1_i1.p1, Shad_tr98661_c0_g1_i1.p1	Smer_tr10867_c0_g2_i2.p1
OG0000978	Shad_tr41587_c0_g1_i1.p1	Smer_tr13342_c0_g1_i1.p1
OG0000979	Shad_tr5950_c0_g1_i2.p1	Smer_tr40334_c0_g2_i3.p1
OG0000980	Shad_tr22664_c0_g2_i1.p1	Smer_tr33224_c0_g1_i1.p1
OG0000980	Shad_tr39481_c3_g1_i2.p1	Smer_tr10073_c1_g1_i1.p1
OG0000981	Shad_tr21407_c0_g1_i2.p1	Smer_tr636_c4_g1_i2.p1
OG0000981	Shad_tr17155_c0_g1_i7.p1	Smer_tr7396_c0_g1_i1.p1
OG0000982	Shad_tr63890_c0_g1_i1.p1	Smer_tr77925_c0_g1_i2.p1
OG0000982	Shad_tr13238_c0_g2_i1.p1	Smer_tr20754_c2_g1_i1.p1
OG0000982	Shad_tr34776_c0_g4_i2.p1	Smer_tr39430_c4_g1_i1.p1
OG0000983	Shad_tr19967_c0_g1_i1.p1	Smer_tr33078_c0_g1_i1.p1
OG0000983	Shad_tr7630_c3_g1_i3.p1	Smer_tr62681_c0_g1_i1.p1
OG0000984	Shad_tr20392_c1_g1_i1.p1	Smer_tr4703_c0_g2_i1.p1
OG0000984	Shad_tr5771_c1_g1_i3.p1	Smer_tr35079_c1_g1_i1.p1
OG0000985	Shad_tr19328_c0_g2_i5.p1	Smer_tr22683_c0_g1_i2.p1
OG0000985	Shad_tr9924_c2_g2_i1.p1	Smer_tr75808_c0_g1_i1.p1
OG0000986	Shad_tr4234_c0_g1_i7.p1	Smer_tr720_c0_g1_i1.p1
OG0000986	Shad_tr10575_c0_g1_i3.p1	Smer_tr26581_c0_g2_i3.p1
OG0000987	Shad_tr32461_c0_g1_i1.p1	Smer_tr14961_c3_g1_i1.p2
OG0000987	Shad_tr18585_c3_g1_i2.p1	Smer_tr1676_c0_g1_i4.p1
OG0000987	Shad_tr14823_c0_g1_i1.p1	Smer_tr22147_c0_g1_i1.p1
OG0000988	Shad_tr16636_c0_g1_i2.p1	Smer_tr97276_c0_g1_i1.p1
OG0000989	Shad_tr18627_c2_g1_i2.p1	Smer_tr87476_c0_g1_i1.p1
OG0000989	Shad_tr3820_c0_g2_i2.p1	Smer_tr6867_c0_g1_i2.p1
OG0000990	Shad_tr12313_c0_g1_i11.p1	Smer_tr39284_c0_g2_i5.p1
OG0000990	Shad_tr3652_c2_g3_i1.p1	Smer_tr23075_c0_g1_i2.p1
OG0000990	Shad_tr102790_c0_g1_i1.p1	Smer_tr57173_c0_g1_i1.p1
OG0000991	Shad_tr10167_c0_g1_i4.p1	Smer_tr31365_c1_g3_i1.p1
OG0000992	Shad_tr1521_c0_g1_i2.p1	Smer_tr26268_c0_g3_i3.p1
OG0000993	Shad_tr100628_c0_g1_i1.p1	Smer_tr53942_c0_g1_i1.p1
OG0000993	Shad_tr42287_c0_g1_i2.p1	Smer_tr37206_c0_g2_i1.p1
OG0000994	Shad_tr19125_c0_g1_i2.p1	Smer_tr15761_c0_g1_i4.p1
OG0000994	Shad_tr1710_c0_g1_i1.p1	Smer_tr9360_c0_g1_i5.p1
OG0000994	Shad_tr6445_c0_g1_i4.p1	Smer_tr17651_c1_g2_i5.p1
OG0000994	Shad_tr460_c11_g1_i2.p1	Smer_tr13847_c0_g1_i1.p1
OG0000995	Shad_tr18593_c0_g1_i7.p1	Smer_tr25228_c0_g2_i2.p1
OG0000996	Shad_tr20499_c0_g1_i5.p1	Smer_tr20361_c0_g2_i5.p1
OG0000997	Shad_tr20211_c0_g2_i2.p1	Smer_tr28387_c0_g2_i1.p1
OG0000998	Shad_tr4836_c0_g1_i1.p1	Smer_tr5144_c1_g1_i8.p1
OG0000998	Shad_tr17167_c1_g1_i1.p1	Smer_tr56595_c0_g1_i1.p1
OG0000999	Shad_tr64805_c0_g1_i1.p1	Smer_tr79112_c0_g1_i1.p1
OG0000999	Shad_tr24228_c0_g1_i1.p1	Smer_tr77689_c0_g1_i1.p1
OG0001000	Shad_tr14028_c0_g1_i2.p1	Smer_tr14987_c0_g1_i1.p1
OG0001000	Shad_tr46065_c0_g3_i1.p1	Smer_tr23123_c1_g1_i2.p1
OG0001001	Shad_tr16235_c0_g1_i10.p1	Smer_tr46821_c0_g1_i1.p1
OG0001001	Shad_tr20627_c0_g1_i4.p1	Smer_tr39716_c0_g2_i1.p1
OG0001001	Shad_tr108585_c0_g1_i1.p1	Smer_tr19133_c0_g3_i1.p1
OG0001002	Shad_tr10160_c1_g1_i1.p1	Smer_tr66443_c0_g1_i1.p1
OG0001003	Shad_tr162_c7_g1_i1.p1	Smer_tr6083_c0_g1_i1.p1, Smer_tr84224_c0_g1_i1.p1
OG0001003	Shad_tr5700_c0_g1_i49.p1, Shad_tr5700_c0_g2_i1.p1	Smer_tr513_c0_g1_i16.p1
OG0001004	Shad_tr6894_c0_g2_i1.p1	Smer_tr850_c2_g2_i5.p1
OG0001004	Shad_tr13389_c0_g1_i25.p1	Smer_tr31407_c0_g1_i39.p1
OG0001005	Shad_tr5298_c0_g1_i4.p1	Smer_tr274_c7_g2_i3.p1
OG0001006	Shad_tr39627_c0_g1_i1.p1	Smer_tr53202_c0_g1_i1.p1
OG0001006	Shad_tr28096_c0_g1_i5.p1	Smer_tr36658_c2_g1_i8.p1
OG0001007	Shad_tr35581_c0_g1_i1.p1	Smer_tr21552_c0_g1_i4.p1
OG0001007	Shad_tr3791_c4_g1_i3.p1	Smer_tr10657_c3_g1_i1.p1
OG0001008	Shad_tr16417_c0_g1_i1.p1	Smer_tr25800_c2_g1_i1.p1
OG0001009	Shad_tr3107_c1_g2_i2.p1	Smer_tr16342_c0_g1_i10.p1
OG0001009	Shad_tr5498_c0_g1_i7.p1, Shad_tr6612_c5_g1_i1.p1, Shad_tr8041_c0_g1_i2.p1	Smer_tr25151_c0_g1_i1.p1
OG0001010	Shad_tr5563_c0_g1_i1.p1	Smer_tr7800_c1_g1_i6.p1
OG0001010	Shad_tr3699_c1_g1_i11.p1	Smer_tr6758_c0_g1_i3.p1
OG0001011	Shad_tr341_c0_g1_i1.p1	Smer_tr11274_c0_g1_i1.p1
OG0001011	Shad_tr11234_c1_g1_i1.p1	Smer_tr11241_c1_g1_i1.p1
OG0001012	Shad_tr47_c3_g1_i1.p1	Smer_tr391_c0_g1_i6.p1
OG0001012	Shad_tr42225_c0_g1_i2.p1	Smer_tr33143_c0_g1_i1.p1
OG0001013	Shad_tr4164_c0_g1_i2.p1, Shad_tr4164_c0_g2_i10.p1	Smer_tr65421_c0_g1_i1.p1
OG0001014	Shad_tr51447_c1_g1_i11.p1	Smer_tr25937_c0_g2_i2.p1
OG0001014	Shad_tr21855_c0_g1_i1.p1	Smer_tr41066_c0_g1_i3.p1
OG0001015	Shad_tr1864_c2_g1_i1.p1	Smer_tr1319_c0_g1_i3.p1
OG0001015	Shad_tr15186_c0_g1_i3.p1	Smer_tr46639_c0_g1_i2.p1
OG0001016	Shad_tr6397_c0_g2_i1.p1	Smer_tr22905_c0_g1_i4.p1
OG0001017	Shad_tr25411_c2_g1_i7.p1	Smer_tr10954_c0_g4_i2.p1
OG0001017	Shad_tr2784_c0_g2_i10.p1	Smer_tr10954_c0_g2_i1.p1
OG0001017	Shad_tr1164_c0_g6_i1.p1	Smer_tr1308_c0_g2_i2.p1
OG0001018	Shad_tr4464_c0_g1_i1.p1	Smer_tr6122_c0_g1_i2.p1
OG0001018	Shad_tr4637_c0_g2_i1.p1	Smer_tr8470_c2_g1_i4.p1
OG0001019	Shad_tr89942_c0_g1_i1.p1	Smer_tr10979_c0_g1_i4.p1
OG0001020	Shad_tr13757_c0_g3_i2.p1	Smer_tr12451_c1_g1_i2.p1
OG0001020	Shad_tr8598_c5_g1_i1.p1	Smer_tr4677_c0_g1_i1.p1
OG0001021	Shad_tr816_c4_g1_i33.p1	Smer_tr25352_c1_g1_i6.p1
OG0001021	Shad_tr3243_c3_g1_i1.p1	Smer_tr19422_c0_g2_i1.p1
OG0001021	Shad_tr44693_c0_g1_i3.p1	Smer_tr19422_c0_g1_i8.p1
OG0001022	Shad_tr26362_c0_g2_i10.p1	Smer_tr7620_c0_g1_i1.p1
OG0001023	Shad_tr28471_c0_g1_i1.p1	Smer_tr23463_c1_g1_i1.p1
OG0001023	Shad_tr42455_c0_g1_i1.p1	Smer_tr23611_c0_g1_i1.p1
OG0001024	Shad_tr105900_c0_g1_i1.p1	Smer_tr7082_c1_g1_i1.p1
OG0001024	Shad_tr64824_c0_g1_i5.p1	Smer_tr58438_c0_g1_i1.p1
OG0001024	Shad_tr4383_c0_g4_i2.p1	Smer_tr4216_c0_g1_i12.p1
OG0001026	Shad_tr57989_c0_g1_i1.p1	Smer_tr71_c0_g1_i1.p1
OG0001026	Shad_tr20_c0_g3_i1.p1	Smer_tr18_c0_g1_i1.p1
OG0001026	Shad_tr47413_c0_g1_i1.p1	Smer_tr16556_c0_g1_i1.p1
OG0001027	Shad_tr14220_c0_g2_i1.p1	Smer_tr11_c4_g1_i1.p1
OG0001028	Shad_tr63941_c0_g1_i1.p1	Smer_tr10084_c0_g2_i1.p1
OG0001031	Shad_tr11421_c1_g1_i1.p1	Smer_tr73980_c0_g1_i1.p1
OG0001031	Shad_tr11214_c0_g1_i1.p1	Smer_tr2229_c1_g5_i1.p1
OG0001032	Shad_tr7261_c1_g1_i4.p2	Smer_tr35710_c0_g1_i3.p1
OG0001032	Shad_tr7159_c0_g1_i3.p1	Smer_tr4066_c0_g2_i4.p1
OG0001033	Shad_tr35132_c1_g1_i1.p1	Smer_tr41999_c0_g1_i1.p1
OG0001034	Shad_tr48030_c1_g1_i1.p1	Smer_tr39059_c0_g2_i1.p1
OG0001034	Shad_tr50739_c1_g1_i2.p1	Smer_tr23844_c2_g1_i10.p1
OG0001034	Shad_tr45613_c0_g6_i1.p1	Smer_tr95424_c0_g1_i1.p1
OG0001034	Shad_tr48030_c2_g1_i1.p1	Smer_tr30937_c2_g2_i1.p1
OG0001035	Shad_tr5237_c0_g2_i2.p3	Smer_tr8210_c2_g1_i1.p2
OG0001036	Shad_tr3820_c0_g1_i1.p1	Smer_tr1964_c0_g1_i1.p2
OG0001037	Shad_tr1812_c4_g1_i6.p1, Shad_tr17402_c0_g3_i1.p1	Smer_tr48832_c0_g1_i1.p1
OG0001038	Shad_tr6061_c3_g1_i1.p1	Smer_tr5534_c2_g2_i2.p1
OG0001038	Shad_tr26402_c0_g1_i2.p2	Smer_tr5534_c2_g1_i4.p1
OG0001040	Shad_tr26527_c2_g1_i1.p1	Smer_tr22880_c0_g1_i1.p1
OG0001041	Shad_tr8060_c0_g1_i18.p1	Smer_tr2436_c1_g1_i13.p1
OG0001041	Shad_tr8060_c2_g1_i1.p1	Smer_tr34601_c0_g1_i13.p1, Smer_tr16349_c0_g3_i2.p1
OG0001041	Shad_tr4904_c2_g1_i1.p1, Shad_tr12732_c2_g1_i1.p1, Shad_tr20823_c0_g1_i3.p1, Shad_tr12732_c0_g2_i1.p1, Shad_tr18214_c0_g1_i1.p1	Smer_tr23105_c0_g1_i5.p1
OG0001042	Shad_tr761_c13_g1_i3.p1	Smer_tr11943_c0_g1_i1.p1
OG0001043	Shad_tr23565_c1_g1_i2.p1	Smer_tr9421_c0_g1_i6.p1
OG0001043	Shad_tr6311_c1_g1_i1.p1	Smer_tr14151_c0_g1_i2.p1
OG0001044	Shad_tr824_c1_g1_i1.p1	Smer_tr2821_c1_g1_i1.p1
OG0001044	Shad_tr5405_c6_g2_i1.p1	Smer_tr30249_c0_g1_i2.p1
OG0001045	Shad_tr8563_c0_g1_i5.p1	Smer_tr21675_c1_g1_i4.p1
OG0001046	Shad_tr12614_c0_g1_i42.p1	Smer_tr19508_c0_g2_i5.p1
OG0001047	Shad_tr5419_c2_g1_i1.p1	Smer_tr12623_c0_g1_i4.p1
OG0001048	Shad_tr13850_c0_g1_i1.p1	Smer_tr24941_c0_g2_i3.p1
OG0001048	Shad_tr6640_c0_g2_i25.p1	Smer_tr10180_c4_g1_i27.p1
OG0001049	Shad_tr1600_c0_g1_i11.p1	Smer_tr17339_c0_g1_i9.p1
OG0001049	Shad_tr36214_c0_g1_i5.p1	Smer_tr71473_c0_g1_i1.p1, Smer_tr1729_c3_g1_i2.p1
OG0001050	Shad_tr36765_c0_g1_i2.p1	Smer_tr41560_c0_g1_i3.p1
OG0001051	Shad_tr1489_c15_g1_i2.p1	Smer_tr48048_c0_g1_i2.p1
OG0001052	Shad_tr26194_c0_g1_i1.p1, Shad_tr40887_c0_g3_i1.p1	Smer_tr97233_c0_g1_i1.p1
OG0001052	Shad_tr11254_c0_g2_i2.p1	Smer_tr4930_c0_g1_i8.p1
OG0001053	Shad_tr3850_c1_g1_i13.p1	Smer_tr6686_c0_g1_i8.p1
OG0001053	Shad_tr8466_c0_g2_i1.p1	Smer_tr8331_c2_g1_i2.p1
OG0001054	Shad_tr24467_c0_g1_i1.p1	Smer_tr11193_c0_g1_i7.p1
OG0001054	Shad_tr12423_c0_g1_i14.p1	Smer_tr5462_c1_g1_i3.p1
OG0001055	Shad_tr49172_c0_g1_i1.p1, Shad_tr26955_c0_g2_i4.p1	Smer_tr38822_c0_g1_i1.p1
OG0001055	Shad_tr5003_c0_g2_i27.p1	Smer_tr15058_c0_g2_i1.p1
OG0001055	Shad_tr33712_c0_g1_i4.p1	Smer_tr20803_c0_g1_i9.p1
OG0001056	Shad_tr2419_c3_g1_i10.p1	Smer_tr469_c1_g1_i1.p1
OG0001056	Shad_tr13979_c0_g1_i25.p1	Smer_tr1847_c0_g1_i4.p1
OG0001057	Shad_tr9683_c0_g1_i3.p1	Smer_tr80946_c0_g1_i2.p1
OG0001057	Shad_tr3289_c0_g1_i3.p1	Smer_tr11868_c0_g1_i8.p1
OG0001058	Shad_tr104859_c0_g1_i1.p1	Smer_tr42820_c0_g1_i1.p1
OG0001058	Shad_tr10112_c1_g2_i1.p1	Smer_tr39835_c0_g1_i1.p1
OG0001059	Shad_tr41468_c0_g1_i1.p1	Smer_tr38517_c0_g1_i1.p1
OG0001059	Shad_tr23777_c0_g1_i5.p1	Smer_tr9043_c0_g1_i1.p1
OG0001060	Shad_tr5331_c2_g1_i5.p1	Smer_tr22610_c0_g1_i1.p1
OG0001060	Shad_tr289_c0_g3_i1.p1	Smer_tr2936_c0_g1_i28.p1
OG0001061	Shad_tr31578_c0_g1_i2.p1	Smer_tr17010_c0_g2_i3.p1
OG0001061	Shad_tr439_c3_g1_i2.p1	Smer_tr53776_c0_g1_i1.p1
OG0001062	Shad_tr29488_c0_g1_i1.p1	Smer_tr56160_c0_g1_i1.p1
OG0001062	Shad_tr19975_c0_g1_i10.p1	Smer_tr24144_c0_g1_i3.p1
OG0001063	Shad_tr57947_c0_g1_i1.p1	Smer_tr65327_c0_g1_i1.p1
OG0001063	Shad_tr22217_c1_g1_i1.p1	Smer_tr2652_c0_g2_i4.p1
OG0001064	Shad_tr1881_c2_g1_i11.p1	Smer_tr4266_c0_g3_i1.p1
OG0001065	Shad_tr7509_c0_g2_i3.p1	Smer_tr4062_c1_g1_i5.p1
OG0001065	Shad_tr55898_c0_g1_i1.p1	Smer_tr7198_c2_g1_i1.p1
OG0001065	Shad_tr10634_c0_g2_i8.p1	Smer_tr7198_c0_g1_i1.p1
OG0001066	Shad_tr23267_c0_g1_i1.p1	Smer_tr22403_c0_g1_i1.p1
OG0001066	Shad_tr6533_c0_g1_i1.p1	Smer_tr11167_c0_g1_i3.p1
OG0001067	Shad_tr4992_c1_g1_i1.p1	Smer_tr2242_c9_g1_i4.p1
OG0001068	Shad_tr15085_c0_g2_i1.p1	Smer_tr20087_c3_g1_i1.p1
OG0001068	Shad_tr8847_c0_g1_i1.p1	Smer_tr31576_c1_g1_i1.p1
OG0001068	Shad_tr33675_c0_g1_i1.p1	Smer_tr27037_c0_g1_i2.p1
OG0001069	Shad_tr1270_c0_g1_i12.p1	Smer_tr21754_c0_g1_i1.p1
OG0001070	Shad_tr56572_c0_g2_i1.p1	Smer_tr60553_c0_g1_i1.p1
OG0001070	Shad_tr105005_c0_g1_i1.p1	Smer_tr93216_c0_g1_i1.p1
OG0001071	Shad_tr3323_c0_g1_i2.p1	Smer_tr609_c7_g1_i1.p1
OG0001071	Shad_tr14462_c0_g1_i4.p1	Smer_tr12251_c0_g1_i2.p1
OG0001071	Shad_tr11947_c0_g1_i1.p1	Smer_tr2545_c1_g1_i1.p1
OG0001072	Shad_tr7242_c0_g2_i4.p1	Smer_tr34062_c1_g1_i1.p1
OG0001072	Shad_tr96_c0_g1_i4.p1	Smer_tr5468_c1_g1_i1.p1, Smer_tr5468_c0_g1_i2.p1, Smer_tr76_c0_g1_i1.p1
OG0001073	Shad_tr1527_c1_g1_i1.p1	Smer_tr8354_c0_g1_i2.p1
OG0001073	Shad_tr70549_c0_g1_i1.p1	Smer_tr88493_c0_g1_i1.p1
OG0001074	Shad_tr47512_c1_g1_i2.p1	Smer_tr6248_c0_g1_i3.p1
OG0001075	Shad_tr51247_c0_g1_i1.p1	Smer_tr45288_c2_g1_i1.p1, Smer_tr90724_c0_g1_i1.p1, Smer_tr45288_c3_g1_i1.p1
OG0001075	Shad_tr74830_c0_g1_i1.p1	Smer_tr38109_c0_g1_i1.p1
OG0001076	Shad_tr30115_c0_g1_i1.p1	Smer_tr11841_c0_g1_i14.p1
OG0001076	Shad_tr34142_c0_g1_i1.p1	Smer_tr62485_c0_g1_i1.p1
OG0001076	Shad_tr39746_c0_g1_i1.p1	Smer_tr55616_c0_g1_i1.p1
OG0001077	Shad_tr27461_c0_g1_i1.p1	Smer_tr19235_c0_g1_i4.p1
OG0001077	Shad_tr8645_c0_g1_i1.p1	Smer_tr11838_c4_g1_i1.p1
OG0001078	Shad_tr46647_c0_g1_i1.p1	Smer_tr96782_c0_g1_i1.p1
OG0001078	Shad_tr84350_c0_g1_i1.p1	Smer_tr4782_c0_g3_i1.p2
OG0001078	Shad_tr66830_c0_g1_i1.p1	Smer_tr54951_c0_g1_i1.p1
OG0001078	Shad_tr71514_c0_g1_i1.p1	Smer_tr65928_c0_g1_i1.p1
OG0001078	Shad_tr32527_c0_g4_i2.p1	Smer_tr10612_c3_g1_i1.p1
OG0001079	Shad_tr21114_c0_g1_i1.p1	Smer_tr13842_c1_g1_i1.p1
OG0001080	Shad_tr816_c5_g1_i1.p1	Smer_tr18071_c0_g1_i2.p1
OG0001080	Shad_tr16866_c0_g2_i3.p1	Smer_tr21974_c0_g1_i12.p1
OG0001081	Shad_tr23379_c0_g3_i1.p1	Smer_tr35487_c0_g1_i1.p1
OG0001081	Shad_tr23379_c0_g2_i2.p1	Smer_tr35487_c0_g2_i1.p1
OG0001082	Shad_tr42049_c0_g2_i2.p1	Smer_tr28919_c0_g1_i13.p1
OG0001084	Shad_tr78936_c0_g1_i1.p1	Smer_tr72457_c0_g1_i1.p1
OG0001084	Shad_tr88894_c0_g1_i1.p1	Smer_tr41568_c0_g1_i1.p1, Smer_tr48283_c7_g1_i1.p1
OG0001084	Shad_tr73894_c0_g1_i1.p1	Smer_tr45224_c0_g2_i1.p1, Smer_tr92104_c0_g1_i1.p1
OG0001085	Shad_tr5424_c5_g1_i1.p1	Smer_tr10720_c2_g1_i5.p1
OG0001085	Shad_tr28512_c4_g1_i1.p1	Smer_tr27569_c0_g1_i7.p1
OG0001085	Shad_tr19745_c0_g1_i1.p1	Smer_tr6961_c0_g3_i1.p1
OG0001087	Shad_tr2056_c0_g1_i1.p2	Smer_tr20905_c0_g2_i3.p1
OG0001087	Shad_tr33029_c0_g1_i1.p1	Smer_tr18564_c0_g2_i1.p1
OG0001088	Shad_tr42014_c0_g1_i3.p1, Shad_tr34210_c0_g2_i1.p1	Smer_tr5394_c1_g1_i4.p1
OG0001088	Shad_tr110401_c0_g1_i1.p1	Smer_tr34167_c1_g1_i1.p1
OG0001089	Shad_tr85472_c0_g1_i1.p1, Shad_tr80317_c0_g1_i1.p1	Smer_tr22736_c1_g1_i3.p1
OG0001090	Shad_tr100514_c0_g1_i1.p1	Smer_tr59895_c0_g1_i1.p1
OG0001090	Shad_tr87734_c0_g1_i1.p1	Smer_tr2392_c0_g1_i3.p1
OG0001090	Shad_tr89824_c0_g1_i1.p1	Smer_tr60353_c0_g1_i1.p1
