Orthogroup	Stichodactyla_haddoni_longest_pep	Nematostella_vectensis_longest_pep
OG0000638	Shad_tr500_c0_g1_i1.p1, Shad_tr1274_c0_g1_i12.p1	Neva_DN1049_c0_g1_i4.p1, Neva_DN1049_c0_g2_i3.p1
OG0000639	Shad_tr5850_c4_g1_i1.p1	Neva_DN2439_c0_g1_i1.p1
OG0000639	Shad_tr79177_c0_g1_i1.p1	Neva_DN44763_c0_g1_i1.p1
OG0000640	Shad_tr10079_c2_g1_i1.p1, Shad_tr96696_c0_g1_i1.p1, Shad_tr1040_c0_g3_i1.p1, Shad_tr13020_c0_g1_i1.p1	Neva_DN1486_c0_g2_i1.p1, Neva_DN7203_c0_g2_i1.p1, Neva_DN1443_c0_g3_i2.p1
OG0000645	Shad_tr1372_c0_g1_i1.p1	Neva_DN167_c0_g1_i8.p1
OG0000645	Shad_tr6235_c0_g1_i3.p1	Neva_DN7982_c0_g1_i10.p1
OG0000646	Shad_tr16065_c0_g1_i7.p1	Neva_DN2559_c0_g1_i13.p1
OG0000646	Shad_tr16215_c1_g1_i8.p1	Neva_DN1114_c1_g1_i1.p1
OG0000647	Shad_tr14192_c1_g2_i1.p1	Neva_DN9985_c0_g1_i8.p1
OG0000647	Shad_tr35279_c0_g1_i1.p1	Neva_DN5185_c2_g1_i1.p1
OG0000647	Shad_tr4460_c20_g1_i2.p1	Neva_DN1391_c0_g2_i2.p1
OG0000648	Shad_tr4228_c0_g1_i8.p1	Neva_DN81_c0_g1_i13.p1
OG0000648	Shad_tr23079_c0_g1_i1.p1	Neva_DN5969_c0_g1_i8.p1
OG0000650	Shad_tr11275_c0_g1_i4.p1	Neva_DN18218_c0_g1_i4.p1
OG0000650	Shad_tr982_c1_g1_i9.p1	Neva_DN7516_c0_g2_i7.p1
OG0000651	Shad_tr43627_c1_g1_i1.p1, Shad_tr10288_c0_g2_i3.p1	Neva_DN6044_c0_g1_i8.p1
OG0000653	Shad_tr1128_c0_g2_i3.p1, Shad_tr37615_c0_g1_i1.p1	Neva_DN3940_c0_g2_i3.p1
OG0000653	Shad_tr87233_c1_g1_i1.p1, Shad_tr100855_c0_g1_i1.p1	Neva_DN36071_c0_g1_i1.p1, Neva_DN55199_c0_g1_i1.p1
OG0000654	Shad_tr24760_c1_g1_i1.p1	Neva_DN55284_c0_g1_i4.p1
OG0000655	Shad_tr2953_c3_g1_i5.p1, Shad_tr17865_c1_g2_i1.p1, Shad_tr17865_c1_g3_i1.p2, Shad_tr17865_c0_g1_i3.p1, Shad_tr2953_c2_g4_i4.p1	Neva_DN2540_c0_g2_i3.p1
OG0000656	Shad_tr24601_c0_g1_i1.p1	Neva_DN116038_c0_g1_i1.p1
OG0000657	Shad_tr7226_c8_g1_i1.p2	Neva_DN21590_c1_g1_i3.p1
OG0000657	Shad_tr9373_c1_g1_i3.p1	Neva_DN1970_c0_g2_i1.p1
OG0000657	Shad_tr3415_c4_g1_i1.p1, Shad_tr61790_c0_g1_i1.p1	Neva_DN1748_c0_g2_i1.p1
OG0000658	Shad_tr32969_c3_g1_i3.p1, Shad_tr13103_c0_g1_i13.p1, Shad_tr35572_c0_g1_i2.p1, Shad_tr31024_c0_g1_i7.p1	Neva_DN82_c3_g1_i7.p1
OG0000659	Shad_tr18072_c0_g1_i1.p1, Shad_tr1453_c1_g1_i13.p1, Shad_tr18072_c0_g2_i1.p1	Neva_DN47251_c0_g1_i2.p1
OG0000659	Shad_tr34680_c0_g1_i1.p1	Neva_DN135075_c0_g2_i5.p1
OG0000661	Shad_tr6290_c0_g3_i1.p1	Neva_DN2701_c0_g1_i4.p1
OG0000661	Shad_tr1501_c0_g1_i4.p1	Neva_DN28239_c0_g1_i2.p1
OG0000662	Shad_tr46920_c0_g1_i1.p1	Neva_DN1257_c0_g3_i2.p1
OG0000663	Shad_tr6803_c0_g1_i11.p1	Neva_DN3537_c0_g1_i6.p1
OG0000663	Shad_tr39201_c0_g3_i1.p1	Neva_DN3609_c0_g1_i1.p1
OG0000664	Shad_tr13712_c0_g1_i1.p1	Neva_DN441_c9_g1_i2.p1
OG0000665	Shad_tr50600_c0_g1_i1.p1	Neva_DN1184_c0_g1_i12.p1
OG0000665	Shad_tr46562_c0_g1_i1.p1	Neva_DN3807_c1_g1_i1.p1
OG0000666	Shad_tr6689_c0_g1_i9.p1, Shad_tr68752_c0_g1_i1.p1	Neva_DN18203_c0_g2_i1.p1
OG0000667	Shad_tr8248_c3_g2_i1.p1	Neva_DN13931_c0_g1_i1.p1
OG0000667	Shad_tr16506_c3_g1_i1.p1	Neva_DN1746_c0_g1_i2.p1
OG0000669	Shad_tr31533_c0_g1_i1.p1, Shad_tr42276_c0_g1_i2.p1	Neva_DN2245_c0_g1_i5.p1, Neva_DN16645_c0_g1_i1.p1
OG0000670	Shad_tr12309_c0_g1_i1.p1, Shad_tr12309_c0_g2_i6.p1	Neva_DN893_c0_g1_i5.p1, Neva_DN2346_c1_g1_i3.p1
OG0000670	Shad_tr21783_c0_g1_i1.p1	Neva_DN996_c0_g1_i12.p1
OG0000670	Shad_tr30272_c0_g1_i1.p1	Neva_DN5073_c0_g1_i4.p1, Neva_DN14213_c0_g1_i11.p1
OG0000671	Shad_tr7295_c0_g1_i15.p1, Shad_tr16011_c0_g1_i4.p1, Shad_tr32171_c0_g1_i1.p1	Neva_DN58_c0_g1_i3.p1
OG0000672	Shad_tr67270_c0_g1_i2.p1	Neva_DN61762_c0_g1_i1.p1
OG0000672	Shad_tr67315_c0_g1_i2.p1	Neva_DN3023_c1_g1_i5.p1
OG0000673	Shad_tr28073_c1_g1_i1.p1	Neva_DN26986_c0_g3_i1.p1
OG0000673	Shad_tr15716_c2_g1_i3.p1	Neva_DN25168_c0_g1_i4.p1
OG0000674	Shad_tr3345_c1_g1_i2.p1, Shad_tr35632_c0_g1_i1.p1	Neva_DN53854_c0_g1_i1.p1
OG0000674	Shad_tr50333_c0_g1_i1.p1	Neva_DN53854_c0_g3_i1.p1, Neva_DN129180_c0_g1_i1.p1
OG0000676	Shad_tr16185_c0_g1_i1.p1	Neva_DN48550_c0_g1_i5.p1
OG0000676	Shad_tr25056_c4_g1_i2.p1	Neva_DN1977_c0_g1_i3.p1, Neva_DN5296_c0_g2_i1.p1
OG0000677	Shad_tr23194_c0_g1_i1.p1	Neva_DN1299_c0_g1_i1.p1
OG0000677	Shad_tr15963_c1_g1_i1.p1	Neva_DN26528_c0_g1_i1.p1
OG0000678	Shad_tr27332_c0_g2_i1.p1, Shad_tr27332_c3_g1_i1.p1	Neva_DN15906_c0_g1_i1.p1
OG0000679	Shad_tr3770_c2_g1_i1.p1	Neva_DN9978_c0_g1_i5.p1
OG0000679	Shad_tr15735_c0_g1_i3.p1	Neva_DN5384_c0_g1_i4.p1
OG0000680	Shad_tr1933_c6_g1_i1.p1	Neva_DN35764_c0_g1_i4.p1
OG0000681	Shad_tr19403_c0_g1_i1.p2	Neva_DN23806_c0_g1_i3.p1
OG0000685	Shad_tr1262_c5_g1_i2.p1	Neva_DN56_c1_g1_i12.p1
OG0000685	Shad_tr9200_c0_g1_i5.p1	Neva_DN8766_c1_g1_i6.p1
OG0000686	Shad_tr143_c3_g1_i6.p1	Neva_DN59368_c0_g1_i5.p1, Neva_DN2264_c6_g1_i1.p1
OG0000686	Shad_tr2455_c3_g1_i3.p1	Neva_DN4430_c0_g2_i1.p1
OG0000687	Shad_tr8276_c0_g1_i3.p1	Neva_DN5626_c0_g1_i3.p1
OG0000688	Shad_tr8554_c0_g2_i1.p1	Neva_DN9411_c0_g1_i1.p1
OG0000688	Shad_tr21184_c0_g2_i2.p1	Neva_DN44529_c0_g2_i5.p1
OG0000689	Shad_tr15002_c1_g1_i1.p1, Shad_tr15002_c0_g1_i3.p1	Neva_DN61381_c0_g1_i1.p1
OG0000689	Shad_tr13931_c2_g1_i17.p1	Neva_DN4308_c0_g1_i4.p1
OG0000691	Shad_tr45384_c0_g1_i1.p1, Shad_tr45384_c0_g2_i1.p1	Neva_DN9614_c0_g1_i6.p1
OG0000692	Shad_tr7867_c0_g1_i5.p1, Shad_tr11448_c0_g1_i2.p1	Neva_DN21759_c0_g1_i1.p1, Neva_DN10156_c0_g1_i4.p1
OG0000693	Shad_tr39033_c0_g1_i1.p1	Neva_DN26916_c0_g1_i4.p1
OG0000694	Shad_tr33896_c0_g1_i2.p1, Shad_tr33896_c0_g3_i1.p1, Shad_tr38948_c0_g1_i5.p1, Shad_tr25438_c1_g1_i1.p1, Shad_tr25438_c0_g1_i12.p1	Neva_DN20334_c0_g1_i3.p1
OG0000695	Shad_tr69291_c0_g1_i1.p1	Neva_DN3427_c2_g1_i2.p1
OG0000695	Shad_tr37083_c4_g1_i1.p1	Neva_DN4916_c0_g1_i10.p2
OG0000696	Shad_tr38691_c0_g3_i1.p1, Shad_tr38691_c0_g1_i1.p1, Shad_tr26533_c0_g1_i1.p1, Shad_tr5195_c0_g1_i2.p1, Shad_tr36369_c0_g2_i4.p1	Neva_DN29909_c0_g1_i1.p1, Neva_DN127969_c0_g2_i1.p1, Neva_DN2079_c1_g1_i1.p1, Neva_DN743_c0_g1_i12.p1
OG0000701	Shad_tr37016_c0_g1_i1.p1, Shad_tr16973_c0_g1_i1.p1, Shad_tr10085_c1_g2_i1.p1, Shad_tr1919_c0_g1_i1.p1, Shad_tr32309_c0_g1_i1.p1	Neva_DN1025_c0_g1_i8.p1
OG0000703	Shad_tr508_c0_g1_i1.p1, Shad_tr10058_c0_g2_i5.p1	Neva_DN172384_c0_g1_i1.p1
OG0000704	Shad_tr9257_c1_g1_i1.p1	Neva_DN239_c0_g1_i1.p1
OG0000704	Shad_tr32991_c0_g2_i1.p1	Neva_DN121466_c0_g1_i1.p1
OG0000705	Shad_tr368_c0_g1_i1.p1	Neva_DN732_c18_g1_i1.p1
OG0000706	Shad_tr12793_c0_g4_i1.p1, Shad_tr1514_c0_g1_i10.p1, Shad_tr1157_c3_g1_i4.p1	Neva_DN4521_c0_g1_i2.p1
OG0000707	Shad_tr36217_c0_g1_i1.p1	Neva_DN19256_c0_g2_i2.p1
OG0000708	Shad_tr30114_c0_g1_i2.p1	Neva_DN14559_c0_g1_i3.p1
OG0000708	Shad_tr68627_c0_g1_i1.p1	Neva_DN133512_c0_g1_i2.p1
OG0000710	Shad_tr15041_c0_g1_i1.p1	Neva_DN526_c10_g1_i4.p1
OG0000710	Shad_tr67649_c0_g1_i1.p1, Shad_tr53258_c0_g2_i1.p1	Neva_DN2205_c0_g1_i4.p1
OG0000711	Shad_tr197_c0_g1_i3.p1	Neva_DN1278_c0_g3_i2.p1
OG0000713	Shad_tr26961_c2_g1_i10.p1	Neva_DN12926_c1_g1_i2.p1, Neva_DN1044_c0_g1_i12.p1, Neva_DN5450_c0_g2_i4.p1
OG0000715	Shad_tr10772_c0_g1_i1.p1	Neva_DN84137_c0_g1_i1.p1
OG0000715	Shad_tr59342_c0_g1_i1.p1	Neva_DN66406_c0_g1_i1.p1
OG0000715	Shad_tr23140_c0_g1_i1.p1	Neva_DN11993_c0_g2_i2.p1
OG0000716	Shad_tr6622_c0_g2_i7.p1	Neva_DN3213_c12_g1_i3.p1
OG0000716	Shad_tr71697_c0_g1_i1.p1	Neva_DN94_c1_g2_i1.p1
OG0000717	Shad_tr61376_c0_g1_i1.p1	Neva_DN11101_c0_g1_i4.p1
OG0000717	Shad_tr46235_c0_g2_i1.p1	Neva_DN75768_c0_g1_i1.p1
OG0000717	Shad_tr5079_c0_g1_i15.p1	Neva_DN2077_c0_g1_i3.p1
OG0000719	Shad_tr8266_c0_g1_i1.p1, Shad_tr78526_c0_g1_i1.p1	Neva_DN10503_c1_g1_i1.p1, Neva_DN10503_c0_g1_i2.p1, Neva_DN22936_c0_g1_i3.p1
OG0000720	Shad_tr58195_c0_g1_i1.p1, Shad_tr2144_c1_g1_i4.p1	Neva_DN86200_c0_g1_i1.p1
OG0000720	Shad_tr70053_c0_g1_i1.p1	Neva_DN73960_c0_g1_i1.p1
OG0000720	Shad_tr451_c6_g2_i1.p1	Neva_DN16197_c0_g2_i5.p1
OG0000721	Shad_tr40083_c0_g1_i1.p1, Shad_tr100244_c0_g1_i2.p1, Shad_tr37150_c0_g1_i1.p1, Shad_tr5373_c0_g1_i1.p1	Neva_DN643_c0_g1_i10.p1
OG0000721	Shad_tr40083_c0_g2_i2.p1	Neva_DN54496_c0_g1_i3.p1
OG0000724	Shad_tr8365_c0_g1_i1.p1	Neva_DN3654_c0_g2_i13.p3
OG0000724	Shad_tr29638_c4_g1_i1.p1	Neva_DN9996_c0_g1_i3.p1
OG0000724	Shad_tr21557_c0_g1_i1.p1	Neva_DN12_c30_g1_i1.p1
OG0000724	Shad_tr77910_c0_g1_i1.p1	Neva_DN86079_c0_g2_i1.p1
OG0000728	Shad_tr107459_c0_g1_i1.p1	Neva_DN71265_c0_g1_i1.p1
OG0000728	Shad_tr98942_c0_g1_i1.p1	Neva_DN21818_c0_g1_i7.p2
OG0000728	Shad_tr59817_c0_g1_i1.p1, Shad_tr113909_c0_g1_i1.p1	Neva_DN3098_c2_g1_i2.p1
OG0000731	Shad_tr20887_c2_g1_i6.p1	Neva_DN2796_c0_g1_i4.p1
OG0000731	Shad_tr1062_c2_g1_i3.p1	Neva_DN8511_c0_g1_i4.p1
OG0000732	Shad_tr2340_c0_g1_i2.p1	Neva_DN41035_c9_g1_i1.p1
OG0000732	Shad_tr4756_c2_g1_i16.p1	Neva_DN5109_c0_g1_i14.p1
OG0000734	Shad_tr28043_c1_g3_i2.p1	Neva_DN89529_c0_g3_i1.p1
OG0000734	Shad_tr3134_c0_g1_i13.p1	Neva_DN15779_c0_g1_i11.p1
OG0000735	Shad_tr13241_c0_g1_i54.p1	Neva_DN11278_c0_g1_i7.p1
OG0000735	Shad_tr6026_c1_g1_i13.p1	Neva_DN4185_c0_g1_i14.p1
OG0000736	Shad_tr81535_c0_g1_i1.p1	Neva_DN39192_c1_g2_i1.p1
OG0000736	Shad_tr51390_c0_g1_i2.p1	Neva_DN29309_c0_g1_i2.p1
OG0000738	Shad_tr12654_c0_g1_i4.p1	Neva_DN33111_c0_g1_i1.p1
OG0000739	Shad_tr28191_c0_g1_i4.p1	Neva_DN72452_c0_g1_i1.p1
OG0000740	Shad_tr1340_c0_g1_i2.p1	Neva_DN63399_c0_g1_i3.p1
OG0000741	Shad_tr12477_c0_g1_i17.p1, Shad_tr45229_c0_g1_i1.p1	Neva_DN333_c0_g1_i1.p1
OG0000742	Shad_tr4085_c0_g2_i1.p1, Shad_tr56917_c0_g1_i6.p1	Neva_DN3422_c0_g1_i4.p1
OG0000742	Shad_tr31765_c0_g3_i9.p1	Neva_DN4771_c0_g1_i3.p1, Neva_DN26610_c0_g1_i6.p1
OG0000743	Shad_tr52171_c0_g1_i1.p1, Shad_tr88120_c0_g1_i1.p1	Neva_DN1354_c0_g1_i1.p1
OG0000745	Shad_tr41269_c0_g1_i1.p1	Neva_DN33027_c0_g2_i1.p1, Neva_DN33027_c0_g1_i4.p1
OG0000745	Shad_tr7494_c0_g1_i21.p1	Neva_DN48117_c0_g1_i1.p1
OG0000745	Shad_tr25443_c0_g1_i2.p1	Neva_DN536_c5_g1_i1.p1
OG0000746	Shad_tr39891_c1_g1_i5.p1	Neva_DN3118_c0_g1_i1.p1
OG0000746	Shad_tr38727_c1_g1_i1.p1	Neva_DN12796_c0_g3_i1.p1
OG0000747	Shad_tr50158_c0_g1_i1.p1, Shad_tr26685_c0_g1_i1.p1, Shad_tr88242_c0_g1_i1.p1, Shad_tr10914_c0_g1_i4.p1, Shad_tr10914_c0_g2_i1.p1	Neva_DN6555_c0_g1_i9.p1
OG0000750	Shad_tr30538_c0_g1_i1.p1, Shad_tr8253_c3_g1_i1.p1, Shad_tr73452_c0_g1_i1.p1, Shad_tr969_c7_g1_i3.p1, Shad_tr71853_c0_g1_i1.p1, Shad_tr16094_c0_g1_i1.p1	Neva_DN30561_c0_g1_i1.p2
OG0000753	Shad_tr35900_c0_g1_i1.p1	Neva_DN13904_c0_g1_i1.p1
OG0000753	Shad_tr8060_c3_g1_i1.p2	Neva_DN30909_c0_g1_i1.p1
OG0000753	Shad_tr69589_c0_g1_i1.p1	Neva_DN59420_c0_g1_i1.p1
OG0000759	Shad_tr9347_c0_g1_i1.p1	Neva_DN1883_c0_g1_i2.p1
OG0000759	Shad_tr1387_c3_g1_i1.p1	Neva_DN32179_c0_g1_i1.p1
OG0000760	Shad_tr84223_c0_g1_i1.p1	Neva_DN12333_c0_g2_i1.p1
OG0000765	Shad_tr30488_c0_g1_i1.p1	Neva_DN12231_c0_g1_i1.p1
OG0000765	Shad_tr30487_c0_g1_i1.p1, Shad_tr8348_c0_g1_i15.p1	Neva_DN1238_c0_g1_i7.p1
OG0000766	Shad_tr49911_c0_g1_i8.p1	Neva_DN131_c0_g2_i3.p1
OG0000769	Shad_tr13428_c0_g2_i10.p1	Neva_DN14648_c1_g1_i2.p1
OG0000769	Shad_tr10368_c0_g1_i3.p1	Neva_DN7328_c0_g1_i14.p1
OG0000770	Shad_tr11548_c0_g1_i1.p1	Neva_DN2198_c0_g1_i4.p1
OG0000770	Shad_tr14363_c0_g1_i11.p1	Neva_DN2433_c0_g3_i1.p1
OG0000771	Shad_tr44195_c0_g1_i7.p2	Neva_DN7246_c0_g1_i3.p1
OG0000772	Shad_tr96_c7_g1_i1.p1	Neva_DN6651_c0_g1_i3.p1
OG0000773	Shad_tr22419_c0_g1_i2.p1	Neva_DN4172_c0_g1_i2.p1
OG0000773	Shad_tr41644_c0_g1_i1.p1	Neva_DN38811_c0_g1_i7.p1
OG0000773	Shad_tr5335_c0_g1_i37.p1, Shad_tr34958_c0_g1_i1.p1	Neva_DN21893_c0_g1_i2.p1
OG0000774	Shad_tr5294_c2_g1_i3.p1, Shad_tr5294_c2_g2_i2.p1	Neva_DN844_c0_g1_i15.p1
OG0000774	Shad_tr40064_c0_g1_i1.p1	Neva_DN70244_c0_g1_i1.p1
OG0000775	Shad_tr55608_c0_g1_i1.p1, Shad_tr42142_c0_g1_i1.p1	Neva_DN170042_c0_g1_i1.p1
OG0000775	Shad_tr103711_c0_g1_i1.p1	Neva_DN115643_c0_g1_i1.p1
OG0000776	Shad_tr107453_c0_g1_i1.p1	Neva_DN710_c0_g1_i1.p1
OG0000777	Shad_tr31443_c1_g1_i4.p1, Shad_tr226_c9_g2_i3.p1, Shad_tr57176_c3_g1_i1.p1, Shad_tr14656_c2_g1_i1.p1, Shad_tr52381_c2_g1_i1.p1, Shad_tr52381_c0_g1_i2.p1	Neva_DN2821_c0_g3_i1.p1, Neva_DN9885_c0_g1_i1.p1, Neva_DN1274_c0_g1_i1.p1
OG0000780	Shad_tr108146_c0_g1_i1.p1	Neva_DN34879_c2_g1_i4.p1
OG0000780	Shad_tr20188_c0_g1_i3.p1	Neva_DN607_c0_g1_i2.p1
OG0000781	Shad_tr494_c2_g1_i1.p1	Neva_DN1524_c0_g1_i1.p1
OG0000781	Shad_tr1463_c0_g1_i4.p1	Neva_DN2861_c0_g1_i9.p1
OG0000782	Shad_tr1382_c1_g1_i1.p1	Neva_DN6074_c0_g1_i2.p1
OG0000782	Shad_tr66261_c0_g1_i1.p1	Neva_DN148780_c0_g1_i1.p1
OG0000782	Shad_tr59909_c0_g1_i1.p1	Neva_DN3730_c1_g1_i3.p1
OG0000782	Shad_tr89995_c0_g1_i1.p1	Neva_DN55770_c0_g1_i1.p1
OG0000783	Shad_tr19769_c0_g1_i1.p1	Neva_DN4571_c1_g1_i4.p1
OG0000783	Shad_tr9271_c0_g1_i1.p1	Neva_DN421_c1_g1_i1.p1
OG0000785	Shad_tr4412_c2_g1_i1.p1, Shad_tr38646_c5_g2_i1.p1, Shad_tr38646_c3_g1_i1.p1	Neva_DN19811_c0_g1_i1.p1
OG0000791	Shad_tr7806_c1_g1_i2.p1	Neva_DN6699_c1_g1_i11.p1
OG0000791	Shad_tr21036_c0_g1_i3.p1	Neva_DN2208_c0_g1_i6.p1
OG0000792	Shad_tr50873_c0_g1_i1.p1	Neva_DN17539_c0_g1_i7.p1
OG0000793	Shad_tr2280_c5_g1_i6.p1	Neva_DN50242_c0_g1_i5.p1
OG0000793	Shad_tr35492_c0_g1_i10.p1	Neva_DN6785_c3_g1_i11.p1
OG0000794	Shad_tr4898_c0_g1_i1.p1	Neva_DN135_c0_g1_i1.p1
OG0000794	Shad_tr8843_c2_g1_i22.p1	Neva_DN1958_c0_g1_i3.p1
OG0000796	Shad_tr9943_c0_g1_i1.p1	Neva_DN888_c0_g1_i13.p1, Neva_DN135_c1_g1_i4.p1
OG0000796	Shad_tr2050_c7_g1_i4.p1	Neva_DN11979_c0_g1_i2.p1
OG0000799	Shad_tr12721_c0_g1_i1.p1	Neva_DN10276_c0_g2_i1.p1
OG0000799	Shad_tr93795_c0_g1_i1.p1	Neva_DN4354_c1_g2_i1.p1
OG0000799	Shad_tr19983_c0_g1_i1.p1	Neva_DN5332_c1_g1_i10.p1
OG0000800	Shad_tr14456_c0_g1_i3.p1, Shad_tr30409_c0_g1_i6.p1	Neva_DN1034_c0_g1_i8.p1
OG0000803	Shad_tr5181_c0_g2_i1.p1	Neva_DN2381_c3_g1_i1.p1
OG0000804	Shad_tr1229_c2_g1_i1.p1	Neva_DN20224_c0_g1_i4.p1
OG0000805	Shad_tr4444_c0_g4_i3.p1, Shad_tr4444_c0_g5_i2.p1	Neva_DN2448_c0_g1_i21.p1
OG0000805	Shad_tr4444_c0_g3_i1.p1	Neva_DN2448_c0_g2_i2.p1
OG0000807	Shad_tr6405_c0_g2_i1.p1	Neva_DN4311_c1_g1_i7.p1
OG0000807	Shad_tr19230_c4_g1_i7.p1	Neva_DN3319_c0_g1_i8.p1
OG0000809	Shad_tr11185_c2_g1_i2.p1, Shad_tr4071_c3_g1_i1.p1	Neva_DN12212_c0_g3_i3.p1
OG0000809	Shad_tr16594_c6_g1_i1.p1	Neva_DN8892_c2_g1_i7.p1
OG0000810	Shad_tr11041_c0_g1_i3.p1	Neva_DN14070_c0_g1_i2.p1
OG0000810	Shad_tr14216_c0_g2_i1.p1	Neva_DN48583_c0_g1_i1.p1
OG0000811	Shad_tr26480_c0_g1_i2.p1	Neva_DN1175_c0_g1_i10.p1
OG0000811	Shad_tr88227_c0_g1_i1.p1	Neva_DN37300_c0_g2_i1.p1
OG0000812	Shad_tr32752_c0_g4_i4.p1	Neva_DN25833_c0_g1_i1.p1
OG0000812	Shad_tr32752_c0_g2_i1.p1	Neva_DN3483_c1_g1_i2.p1
OG0000813	Shad_tr52693_c0_g1_i1.p1, Shad_tr19416_c0_g2_i1.p1, Shad_tr669_c3_g1_i2.p1, Shad_tr95009_c0_g1_i1.p1, Shad_tr58547_c0_g1_i1.p1, Shad_tr102893_c0_g1_i1.p1, Shad_tr18836_c0_g2_i4.p1	Neva_DN4529_c0_g1_i3.p1
OG0000814	Shad_tr3217_c1_g1_i3.p1	Neva_DN7567_c0_g1_i11.p1
OG0000817	Shad_tr200_c0_g1_i2.p1	Neva_DN3330_c0_g1_i5.p1
OG0000817	Shad_tr48074_c0_g1_i1.p1, Shad_tr15814_c1_g1_i1.p1	Neva_DN51991_c0_g1_i1.p1
OG0000818	Shad_tr14393_c0_g1_i1.p1	Neva_DN1744_c21_g1_i2.p1
OG0000818	Shad_tr28347_c0_g1_i1.p1	Neva_DN127228_c0_g1_i1.p1
OG0000818	Shad_tr50571_c0_g1_i1.p1	Neva_DN2777_c0_g1_i12.p1, Neva_DN1157_c0_g1_i9.p1
OG0000819	Shad_tr2770_c0_g1_i3.p1, Shad_tr3977_c0_g1_i1.p1, Shad_tr96_c0_g2_i1.p1	Neva_DN637_c0_g2_i6.p1
OG0000820	Shad_tr3273_c0_g3_i2.p1	Neva_DN3545_c0_g1_i14.p1
OG0000820	Shad_tr7137_c1_g1_i3.p1	Neva_DN4199_c0_g1_i2.p2
OG0000821	Shad_tr22794_c0_g1_i10.p1	Neva_DN2115_c1_g1_i1.p1
OG0000821	Shad_tr1836_c0_g1_i33.p1	Neva_DN393_c0_g1_i4.p1
OG0000822	Shad_tr33467_c1_g1_i62.p1	Neva_DN1482_c0_g1_i12.p1
OG0000822	Shad_tr901_c1_g1_i9.p1	Neva_DN4818_c0_g1_i4.p1
OG0000824	Shad_tr388_c5_g1_i13.p1	Neva_DN1284_c0_g4_i1.p1
OG0000824	Shad_tr4619_c2_g1_i2.p1	Neva_DN3393_c0_g1_i1.p1
OG0000825	Shad_tr40118_c0_g1_i2.p1	Neva_DN1481_c0_g1_i15.p1
OG0000825	Shad_tr2904_c2_g1_i12.p1, Shad_tr22157_c0_g1_i7.p1	Neva_DN2263_c0_g1_i10.p1
OG0000826	Shad_tr1511_c0_g2_i1.p1	Neva_DN10860_c0_g1_i11.p1, Neva_DN83867_c2_g2_i5.p1
OG0000827	Shad_tr9548_c0_g1_i15.p1	Neva_DN1429_c0_g1_i3.p1
OG0000827	Shad_tr19858_c0_g2_i1.p1	Neva_DN28956_c0_g1_i12.p1
OG0000828	Shad_tr32405_c0_g1_i4.p1	Neva_DN15341_c0_g2_i2.p1
OG0000828	Shad_tr22063_c0_g2_i1.p1	Neva_DN7285_c0_g2_i3.p1, Neva_DN7921_c0_g1_i10.p1, Neva_DN4057_c2_g1_i1.p1, Neva_DN12355_c0_g2_i1.p1, Neva_DN11274_c0_g1_i4.p1
OG0000831	Shad_tr63556_c0_g1_i1.p1	Neva_DN873_c0_g1_i10.p1
OG0000831	Shad_tr5660_c0_g1_i10.p1, Shad_tr98628_c0_g1_i1.p1	Neva_DN28204_c0_g1_i2.p1
OG0000832	Shad_tr10830_c0_g1_i16.p1, Shad_tr2906_c7_g1_i3.p1	Neva_DN19621_c0_g1_i2.p1
OG0000833	Shad_tr3833_c0_g2_i3.p1	Neva_DN73672_c0_g2_i1.p1
OG0000833	Shad_tr42575_c0_g1_i1.p1	Neva_DN73672_c0_g1_i1.p1
OG0000834	Shad_tr3146_c0_g2_i2.p2, Shad_tr3146_c0_g1_i12.p1	Neva_DN3376_c0_g1_i8.p1
OG0000834	Shad_tr14758_c1_g1_i1.p1	Neva_DN6943_c0_g1_i2.p1
OG0000835	Shad_tr11481_c0_g2_i5.p1, Shad_tr84214_c0_g1_i1.p1, Shad_tr26882_c1_g1_i1.p1, Shad_tr7073_c0_g1_i1.p1	Neva_DN2810_c0_g1_i1.p1, Neva_DN2880_c0_g1_i16.p1, Neva_DN22806_c0_g1_i5.p1, Neva_DN2441_c0_g1_i11.p1
OG0000836	Shad_tr778_c4_g1_i2.p1, Shad_tr40262_c0_g1_i2.p1	Neva_DN4597_c1_g1_i2.p1
OG0000836	Shad_tr15800_c0_g2_i1.p1, Shad_tr15800_c1_g1_i1.p1, Shad_tr15800_c0_g1_i8.p1	Neva_DN2496_c0_g1_i1.p1
OG0000837	Shad_tr96953_c0_g1_i1.p1, Shad_tr52169_c0_g1_i1.p1, Shad_tr25713_c3_g2_i1.p1, Shad_tr58851_c0_g1_i1.p1	Neva_DN75030_c0_g2_i1.p1
OG0000839	Shad_tr92170_c0_g1_i1.p1	Neva_DN14328_c0_g1_i5.p1
OG0000839	Shad_tr26966_c0_g1_i1.p1	Neva_DN20676_c0_g1_i1.p1
OG0000840	Shad_tr44788_c0_g1_i1.p1, Shad_tr31254_c0_g3_i1.p1	Neva_DN72_c4_g1_i1.p1
OG0000840	Shad_tr45988_c0_g1_i8.p1	Neva_DN412_c0_g1_i6.p1
OG0000841	Shad_tr19390_c0_g1_i1.p1	Neva_DN25121_c0_g1_i1.p1
OG0000842	Shad_tr6057_c0_g1_i1.p1	Neva_DN5021_c5_g1_i4.p1
