Orthogroup	Stichodactyla_haddoni_longest_pep	Oulactis_longest_pep
OG0000457	Shad_tr48030_c0_g3_i1.p1	Oula_DN772_c0_g1_i10.p1
OG0000457	Shad_tr50739_c0_g1_i4.p1	Oula_DN22422_c1_g1_i1.p1
OG0000457	Shad_tr43598_c0_g1_i8.p1	Oula_DN20271_c0_g2_i1.p1
OG0000458	Shad_tr61846_c0_g1_i1.p1	Oula_DN10403_c0_g1_i7.p1
OG0000459	Shad_tr107578_c0_g1_i1.p1, Shad_tr43944_c0_g1_i1.p1	Oula_DN1083_c0_g1_i2.p1
OG0000459	Shad_tr21626_c0_g2_i5.p1	Oula_DN1034_c0_g2_i1.p1
OG0000459	Shad_tr4617_c0_g1_i9.p1	Oula_DN2196_c0_g1_i6.p1
OG0000459	Shad_tr99214_c0_g1_i1.p1	Oula_DN43527_c0_g1_i1.p1
OG0000460	Shad_tr16561_c0_g1_i2.p1	Oula_DN13967_c0_g3_i2.p1, Oula_DN21062_c0_g1_i2.p1, Oula_DN29055_c1_g2_i1.p1
OG0000461	Shad_tr81665_c0_g1_i1.p1, Shad_tr93674_c0_g1_i1.p1	Oula_DN44429_c0_g1_i1.p1, Oula_DN10850_c0_g2_i1.p1
OG0000461	Shad_tr11805_c0_g1_i4.p1	Oula_DN27942_c0_g1_i3.p1
OG0000461	Shad_tr88787_c0_g1_i1.p1	Oula_DN37960_c0_g1_i1.p1
OG0000462	Shad_tr9393_c0_g1_i1.p1, Shad_tr5210_c0_g1_i19.p1, Shad_tr86_c0_g1_i1.p1, Shad_tr6272_c0_g1_i1.p1, Shad_tr18743_c0_g1_i7.p1, Shad_tr13283_c0_g1_i2.p1, Shad_tr13283_c0_g3_i1.p1, Shad_tr2976_c0_g2_i1.p1	Oula_DN35357_c1_g1_i2.p1, Oula_DN8123_c5_g1_i1.p1, Oula_DN3159_c1_g1_i1.p1, Oula_DN19562_c0_g2_i1.p1, Oula_DN6547_c3_g1_i1.p1, Oula_DN29887_c0_g1_i1.p1
OG0000463	Shad_tr37617_c0_g4_i2.p1	Oula_DN3299_c0_g1_i1.p1
OG0000464	Shad_tr44146_c1_g1_i2.p1, Shad_tr88170_c0_g1_i1.p1	Oula_DN46283_c0_g1_i2.p1
OG0000464	Shad_tr17708_c1_g1_i3.p1	Oula_DN47104_c0_g1_i1.p1
OG0000466	Shad_tr16431_c0_g2_i1.p1, Shad_tr24187_c0_g1_i2.p1, Shad_tr16431_c0_g1_i1.p1, Shad_tr21666_c0_g1_i1.p1	Oula_DN32387_c0_g4_i1.p1
OG0000466	Shad_tr11374_c1_g1_i3.p1	Oula_DN32387_c0_g3_i1.p1
OG0000467	Shad_tr48482_c0_g1_i1.p1	Oula_DN23925_c0_g1_i4.p1
OG0000468	Shad_tr34472_c0_g3_i1.p1	Oula_DN7261_c0_g3_i1.p1
OG0000468	Shad_tr24642_c1_g2_i2.p1	Oula_DN5252_c0_g1_i6.p1
OG0000468	Shad_tr8436_c3_g1_i4.p1	Oula_DN7261_c0_g1_i1.p1
OG0000469	Shad_tr2198_c4_g1_i9.p1	Oula_DN15132_c0_g1_i4.p1
OG0000470	Shad_tr466_c0_g1_i15.p1	Oula_DN12477_c0_g1_i2.p1, Oula_DN65_c0_g2_i1.p1
OG0000472	Shad_tr5952_c0_g1_i2.p1, Shad_tr2880_c0_g1_i1.p1	Oula_DN11139_c0_g2_i1.p1, Oula_DN24393_c0_g1_i1.p1, Oula_DN735_c0_g1_i6.p1, Oula_DN11139_c0_g1_i1.p1, Oula_DN14316_c0_g1_i6.p1
OG0000473	Shad_tr9375_c1_g2_i3.p1	Oula_DN15329_c0_g1_i1.p1
OG0000473	Shad_tr8352_c0_g1_i7.p1	Oula_DN7917_c0_g1_i11.p1
OG0000474	Shad_tr7133_c0_g1_i1.p1	Oula_DN5540_c0_g1_i1.p1
OG0000474	Shad_tr26913_c0_g1_i1.p1	Oula_DN25685_c0_g1_i6.p1
OG0000474	Shad_tr20183_c0_g1_i1.p1	Oula_DN15906_c0_g1_i1.p1
OG0000475	Shad_tr16354_c0_g1_i3.p1	Oula_DN947_c0_g1_i6.p1
OG0000475	Shad_tr34342_c0_g1_i2.p1	Oula_DN3397_c0_g2_i1.p1
OG0000475	Shad_tr49676_c0_g1_i1.p1	Oula_DN32345_c0_g1_i1.p1
OG0000475	Shad_tr17515_c0_g4_i1.p1	Oula_DN10323_c0_g1_i5.p1
OG0000476	Shad_tr8222_c1_g1_i1.p1	Oula_DN13558_c0_g2_i1.p1
OG0000476	Shad_tr6875_c1_g1_i11.p1	Oula_DN21586_c0_g1_i2.p1
OG0000477	Shad_tr39_c0_g2_i3.p1	Oula_DN7512_c0_g1_i3.p1
OG0000478	Shad_tr14600_c0_g1_i3.p1	Oula_DN5613_c0_g1_i1.p1
OG0000478	Shad_tr12318_c0_g1_i4.p1	Oula_DN3141_c0_g1_i1.p1
OG0000478	Shad_tr16999_c0_g1_i1.p1	Oula_DN6179_c0_g1_i1.p1
OG0000479	Shad_tr47587_c0_g1_i2.p1	Oula_DN2427_c1_g2_i4.p1, Oula_DN2427_c1_g4_i1.p1, Oula_DN2728_c0_g2_i1.p1, Oula_DN2728_c0_g1_i2.p1, Oula_DN2427_c0_g2_i2.p1, Oula_DN19925_c0_g1_i1.p1
OG0000479	Shad_tr9526_c1_g1_i1.p1	Oula_DN6637_c1_g1_i10.p1
OG0000481	Shad_tr16658_c0_g1_i3.p1	Oula_DN15703_c0_g1_i2.p1
OG0000482	Shad_tr2142_c0_g2_i2.p1	Oula_DN27292_c0_g1_i2.p1
OG0000482	Shad_tr5134_c2_g1_i4.p1	Oula_DN5356_c0_g1_i7.p1, Oula_DN30305_c0_g1_i1.p1
OG0000483	Shad_tr591_c0_g1_i10.p1	Oula_DN288_c0_g1_i2.p1
OG0000483	Shad_tr24083_c0_g1_i4.p1	Oula_DN7383_c0_g1_i2.p1
OG0000483	Shad_tr9055_c0_g1_i4.p1	Oula_DN22805_c0_g1_i8.p1
OG0000484	Shad_tr42149_c1_g1_i1.p1	Oula_DN47236_c0_g1_i1.p1
OG0000484	Shad_tr45933_c0_g2_i1.p1	Oula_DN46791_c0_g1_i1.p1
OG0000485	Shad_tr31138_c0_g1_i7.p1	Oula_DN45430_c0_g1_i1.p1, Oula_DN42874_c0_g1_i1.p1
OG0000485	Shad_tr6933_c1_g1_i1.p1	Oula_DN3563_c0_g1_i3.p1
OG0000485	Shad_tr33311_c0_g1_i2.p1	Oula_DN43879_c0_g2_i1.p1
OG0000485	Shad_tr4391_c0_g1_i2.p1	Oula_DN13031_c0_g1_i1.p1
OG0000486	Shad_tr3037_c1_g2_i1.p1	Oula_DN8762_c0_g1_i1.p1
OG0000486	Shad_tr7208_c0_g2_i6.p1	Oula_DN4463_c1_g1_i7.p1
OG0000486	Shad_tr4078_c0_g3_i4.p1	Oula_DN11135_c0_g2_i3.p1
OG0000487	Shad_tr309_c6_g1_i5.p1	Oula_DN2998_c0_g1_i1.p1
OG0000487	Shad_tr91485_c0_g1_i1.p1	Oula_DN42946_c0_g1_i1.p1
OG0000488	Shad_tr479_c6_g1_i2.p1	Oula_DN8582_c0_g1_i3.p1
OG0000488	Shad_tr3875_c1_g1_i1.p1	Oula_DN26037_c0_g1_i3.p1
OG0000488	Shad_tr3875_c1_g2_i1.p1	Oula_DN26037_c0_g2_i2.p1
OG0000489	Shad_tr62125_c0_g1_i2.p1	Oula_DN7810_c0_g1_i1.p1
OG0000489	Shad_tr31713_c0_g1_i3.p1	Oula_DN8234_c0_g1_i11.p1
OG0000489	Shad_tr7564_c0_g1_i2.p1	Oula_DN2182_c0_g1_i1.p1
OG0000495	Shad_tr4163_c0_g1_i5.p1	Oula_DN6034_c0_g1_i7.p1
OG0000496	Shad_tr30266_c0_g2_i1.p1	Oula_DN14674_c0_g1_i11.p1
OG0000496	Shad_tr18544_c0_g1_i3.p1	Oula_DN23540_c0_g1_i1.p1
OG0000496	Shad_tr18103_c0_g1_i5.p1, Shad_tr841_c0_g1_i4.p1	Oula_DN32387_c0_g2_i1.p1
OG0000497	Shad_tr27732_c0_g1_i1.p1, Shad_tr505_c2_g1_i1.p1, Shad_tr109145_c0_g1_i1.p1	Oula_DN356_c0_g2_i3.p1
OG0000498	Shad_tr1175_c1_g3_i1.p1	Oula_DN10748_c0_g1_i1.p1
OG0000499	Shad_tr71_c2_g1_i1.p1, Shad_tr24067_c0_g1_i1.p1, Shad_tr45906_c0_g1_i1.p1	Oula_DN1969_c1_g1_i1.p1
OG0000500	Shad_tr2853_c0_g2_i1.p1	Oula_DN133_c0_g1_i3.p1
OG0000500	Shad_tr9245_c0_g1_i2.p1	Oula_DN1592_c4_g1_i1.p1
OG0000500	Shad_tr4878_c0_g1_i12.p1	Oula_DN133_c0_g2_i2.p1
OG0000501	Shad_tr22105_c0_g1_i1.p1	Oula_DN24561_c0_g1_i4.p1
OG0000501	Shad_tr1152_c0_g2_i2.p1	Oula_DN13466_c0_g1_i1.p1, Oula_DN1204_c0_g1_i4.p1
OG0000501	Shad_tr9770_c1_g1_i2.p1	Oula_DN12883_c0_g1_i6.p1
OG0000502	Shad_tr2176_c1_g1_i2.p1, Shad_tr22321_c0_g1_i16.p1	Oula_DN20374_c0_g2_i2.p1
OG0000502	Shad_tr78891_c0_g1_i1.p1	Oula_DN8384_c1_g1_i1.p1
OG0000503	Shad_tr10354_c0_g1_i2.p1	Oula_DN18000_c0_g1_i1.p1
OG0000503	Shad_tr11927_c0_g1_i2.p1	Oula_DN2513_c1_g3_i2.p1
OG0000504	Shad_tr28892_c0_g1_i2.p1	Oula_DN22818_c0_g1_i1.p1, Oula_DN31035_c0_g1_i2.p1
OG0000505	Shad_tr701_c5_g1_i1.p1	Oula_DN1178_c0_g2_i2.p1
OG0000505	Shad_tr5151_c0_g1_i1.p1	Oula_DN4173_c0_g1_i1.p1
OG0000506	Shad_tr4817_c0_g2_i1.p1	Oula_DN233_c0_g3_i1.p1
OG0000506	Shad_tr113316_c0_g1_i1.p1	Oula_DN4640_c0_g1_i1.p1, Oula_DN17679_c0_g1_i1.p1
OG0000506	Shad_tr11490_c1_g1_i1.p1	Oula_DN4017_c0_g1_i2.p1
OG0000507	Shad_tr2782_c5_g1_i1.p1	Oula_DN4192_c0_g1_i1.p1
OG0000507	Shad_tr4433_c0_g1_i20.p1	Oula_DN7341_c0_g1_i6.p1
OG0000509	Shad_tr23246_c0_g3_i2.p1, Shad_tr25387_c1_g1_i2.p1	Oula_DN25804_c0_g3_i1.p1, Oula_DN36232_c0_g1_i1.p1
OG0000509	Shad_tr99642_c0_g1_i1.p1, Shad_tr46978_c0_g1_i1.p1	Oula_DN45275_c0_g2_i1.p1, Oula_DN39691_c0_g1_i1.p1, Oula_DN47785_c0_g1_i1.p1
OG0000510	Shad_tr7004_c0_g1_i4.p1	Oula_DN27219_c0_g1_i6.p1, Oula_DN7553_c0_g1_i5.p1
OG0000511	Shad_tr1202_c1_g1_i3.p1	Oula_DN33687_c0_g1_i5.p1
OG0000511	Shad_tr3773_c0_g1_i14.p1	Oula_DN9448_c2_g1_i1.p1
OG0000512	Shad_tr10301_c0_g1_i19.p1	Oula_DN11779_c0_g1_i3.p1
OG0000513	Shad_tr6242_c0_g1_i8.p1	Oula_DN13877_c0_g1_i1.p1
OG0000513	Shad_tr21_c8_g1_i14.p1	Oula_DN1597_c0_g1_i5.p1
OG0000513	Shad_tr17712_c0_g1_i2.p1	Oula_DN1597_c0_g2_i1.p1
OG0000514	Shad_tr1339_c1_g1_i2.p1	Oula_DN17641_c0_g1_i1.p1
OG0000514	Shad_tr36376_c0_g1_i1.p1	Oula_DN9383_c0_g1_i1.p1
OG0000514	Shad_tr11261_c0_g1_i1.p1	Oula_DN12247_c0_g1_i3.p1
OG0000514	Shad_tr1339_c1_g2_i1.p1, Shad_tr40418_c0_g1_i1.p1	Oula_DN14603_c0_g1_i6.p1, Oula_DN21869_c0_g2_i2.p1, Oula_DN22512_c0_g1_i2.p1
OG0000515	Shad_tr98772_c0_g1_i1.p1	Oula_DN40425_c0_g1_i1.p1
OG0000515	Shad_tr21758_c1_g1_i2.p1	Oula_DN16193_c0_g1_i6.p1
OG0000517	Shad_tr30264_c0_g1_i2.p1, Shad_tr34971_c0_g1_i1.p1	Oula_DN8534_c0_g3_i4.p1
OG0000518	Shad_tr18457_c0_g3_i1.p1	Oula_DN16617_c0_g1_i3.p1
OG0000518	Shad_tr4224_c2_g1_i1.p1	Oula_DN8759_c0_g1_i6.p1
OG0000518	Shad_tr32191_c0_g1_i1.p1	Oula_DN7433_c0_g1_i1.p1
OG0000518	Shad_tr43114_c0_g1_i1.p1	Oula_DN10092_c0_g1_i2.p1, Oula_DN27396_c1_g1_i1.p1
OG0000519	Shad_tr9695_c0_g1_i6.p1	Oula_DN30151_c0_g1_i1.p1
OG0000519	Shad_tr110381_c0_g1_i1.p1	Oula_DN18750_c0_g2_i1.p1
OG0000519	Shad_tr21482_c0_g1_i2.p1	Oula_DN7992_c0_g1_i1.p1
OG0000520	Shad_tr6334_c0_g1_i19.p1	Oula_DN12753_c0_g2_i2.p1, Oula_DN6810_c0_g1_i1.p1
OG0000521	Shad_tr10414_c1_g1_i15.p1	Oula_DN23391_c0_g1_i1.p1
OG0000521	Shad_tr23939_c0_g1_i2.p1	Oula_DN6841_c0_g1_i3.p1
OG0000521	Shad_tr11193_c0_g1_i7.p1	Oula_DN30506_c0_g1_i1.p1, Oula_DN7636_c0_g1_i11.p1
OG0000522	Shad_tr12841_c1_g1_i2.p1	Oula_DN4907_c0_g1_i8.p1
OG0000522	Shad_tr7200_c1_g3_i2.p1	Oula_DN10066_c0_g1_i1.p1
OG0000522	Shad_tr312_c1_g1_i1.p1	Oula_DN642_c1_g1_i2.p1
OG0000523	Shad_tr5018_c0_g1_i11.p1	Oula_DN11499_c1_g1_i15.p1
OG0000523	Shad_tr33896_c1_g1_i1.p1, Shad_tr35781_c0_g1_i1.p1	Oula_DN9582_c0_g1_i11.p1
OG0000523	Shad_tr45228_c0_g1_i1.p1	Oula_DN44625_c0_g1_i1.p1
OG0000524	Shad_tr14528_c5_g1_i1.p1	Oula_DN12530_c0_g1_i2.p1
OG0000524	Shad_tr680_c0_g1_i3.p1	Oula_DN2230_c0_g1_i4.p1
OG0000525	Shad_tr12020_c0_g1_i1.p1	Oula_DN10042_c0_g1_i2.p1
OG0000525	Shad_tr919_c0_g1_i1.p1	Oula_DN5459_c0_g1_i1.p1
OG0000525	Shad_tr103_c15_g1_i1.p1	Oula_DN5189_c0_g1_i2.p1
OG0000528	Shad_tr6727_c0_g1_i1.p1	Oula_DN1490_c0_g1_i1.p1
OG0000528	Shad_tr62188_c0_g1_i1.p1	Oula_DN33329_c0_g1_i1.p1
OG0000529	Shad_tr6138_c0_g1_i1.p1	Oula_DN4304_c0_g1_i1.p1
OG0000529	Shad_tr2136_c0_g1_i11.p1	Oula_DN110_c0_g1_i3.p1
OG0000529	Shad_tr30602_c0_g1_i1.p1	Oula_DN11884_c0_g1_i13.p1
OG0000530	Shad_tr19849_c0_g1_i2.p1	Oula_DN3607_c0_g2_i1.p1
OG0000530	Shad_tr8762_c0_g1_i1.p1	Oula_DN10915_c0_g1_i9.p1
OG0000531	Shad_tr10242_c0_g2_i1.p1	Oula_DN20885_c0_g1_i1.p1
OG0000531	Shad_tr8272_c3_g1_i2.p1	Oula_DN1640_c1_g1_i1.p1, Oula_DN1640_c0_g1_i8.p1
OG0000532	Shad_tr23724_c1_g1_i1.p1	Oula_DN36721_c0_g2_i1.p1
OG0000533	Shad_tr2552_c0_g1_i3.p1	Oula_DN2437_c0_g1_i1.p1
OG0000533	Shad_tr13535_c0_g1_i3.p1	Oula_DN6644_c0_g1_i1.p1
OG0000533	Shad_tr5169_c0_g1_i1.p1	Oula_DN1310_c0_g1_i2.p1
OG0000534	Shad_tr24445_c0_g1_i2.p1, Shad_tr9327_c1_g1_i1.p1, Shad_tr9327_c0_g1_i1.p1, Shad_tr9327_c0_g4_i1.p1, Shad_tr9327_c0_g3_i1.p1, Shad_tr9327_c0_g2_i1.p1	Oula_DN9132_c0_g1_i5.p1
OG0000535	Shad_tr14_c12_g1_i2.p1, Shad_tr5438_c0_g1_i1.p2	Oula_DN172_c0_g1_i1.p1
OG0000535	Shad_tr756_c1_g1_i16.p1	Oula_DN1236_c0_g1_i10.p1
OG0000536	Shad_tr11918_c0_g1_i8.p1	Oula_DN1054_c0_g1_i2.p1
OG0000536	Shad_tr2748_c1_g1_i1.p1, Shad_tr17280_c0_g1_i1.p1	Oula_DN345_c2_g1_i4.p1
OG0000536	Shad_tr16385_c3_g1_i1.p3	Oula_DN16367_c0_g1_i1.p1
OG0000537	Shad_tr46747_c0_g1_i1.p1	Oula_DN13568_c0_g1_i1.p1, Oula_DN13568_c0_g2_i1.p1
OG0000537	Shad_tr38180_c2_g1_i1.p1, Shad_tr9817_c0_g1_i12.p1	Oula_DN30413_c0_g1_i1.p1
OG0000538	Shad_tr80534_c0_g1_i1.p1, Shad_tr12100_c2_g1_i1.p1, Shad_tr12100_c0_g2_i3.p1, Shad_tr40849_c0_g2_i1.p1, Shad_tr4299_c1_g1_i10.p1, Shad_tr40849_c0_g1_i1.p1	Oula_DN770_c0_g1_i3.p1
OG0000539	Shad_tr19275_c0_g1_i1.p1	Oula_DN3637_c0_g1_i1.p1
OG0000539	Shad_tr12633_c0_g2_i2.p1	Oula_DN24842_c2_g1_i1.p1
OG0000539	Shad_tr107524_c0_g1_i1.p1	Oula_DN37118_c0_g1_i1.p1
OG0000542	Shad_tr23611_c0_g1_i3.p1	Oula_DN7205_c1_g1_i5.p1
OG0000542	Shad_tr11319_c0_g1_i1.p1	Oula_DN8177_c0_g1_i1.p1
OG0000543	Shad_tr6196_c0_g1_i9.p1	Oula_DN265_c0_g1_i2.p1
OG0000543	Shad_tr9572_c1_g1_i14.p1	Oula_DN11783_c0_g1_i2.p1
OG0000543	Shad_tr1631_c1_g1_i4.p1	Oula_DN11734_c0_g1_i2.p1
OG0000544	Shad_tr18080_c0_g1_i2.p1, Shad_tr5845_c1_g1_i3.p1	Oula_DN3594_c0_g1_i12.p1, Oula_DN18625_c0_g1_i2.p1, Oula_DN15873_c0_g1_i1.p1
OG0000544	Shad_tr6431_c0_g2_i6.p1	Oula_DN5583_c0_g1_i1.p1
OG0000544	Shad_tr701_c9_g1_i7.p1	Oula_DN4764_c0_g1_i1.p1
OG0000545	Shad_tr7141_c2_g1_i4.p1	Oula_DN6083_c1_g1_i1.p1
OG0000545	Shad_tr83848_c0_g1_i1.p1	Oula_DN8477_c0_g1_i3.p1
OG0000545	Shad_tr2269_c0_g1_i9.p1	Oula_DN2566_c0_g2_i1.p1
OG0000546	Shad_tr14987_c0_g2_i3.p1	Oula_DN76_c0_g2_i1.p1, Oula_DN76_c0_g1_i6.p1
OG0000546	Shad_tr419_c8_g1_i2.p1	Oula_DN27562_c0_g1_i1.p1
OG0000547	Shad_tr13634_c0_g1_i1.p1	Oula_DN11454_c0_g1_i4.p1
OG0000547	Shad_tr13634_c0_g3_i1.p1, Shad_tr15904_c1_g1_i1.p1, Shad_tr13634_c0_g2_i14.p1	Oula_DN13215_c0_g2_i2.p1
OG0000548	Shad_tr2816_c0_g1_i1.p1	Oula_DN28902_c0_g1_i1.p1
OG0000548	Shad_tr90400_c0_g1_i1.p1	Oula_DN4022_c1_g1_i2.p1
OG0000550	Shad_tr69249_c0_g1_i1.p1	Oula_DN44174_c0_g3_i1.p1
OG0000550	Shad_tr9344_c0_g1_i2.p1	Oula_DN35080_c0_g2_i1.p1
OG0000550	Shad_tr9344_c0_g2_i1.p1	Oula_DN44174_c0_g2_i1.p1
OG0000552	Shad_tr29854_c0_g1_i1.p1	Oula_DN25720_c0_g1_i7.p1
OG0000553	Shad_tr25429_c0_g1_i1.p1	Oula_DN16016_c0_g2_i1.p1
OG0000553	Shad_tr47837_c0_g1_i2.p1	Oula_DN16344_c0_g1_i5.p1
OG0000553	Shad_tr31325_c0_g2_i1.p1	Oula_DN3340_c0_g2_i2.p1
OG0000554	Shad_tr23205_c0_g2_i1.p1	Oula_DN9562_c0_g1_i4.p1
OG0000554	Shad_tr3811_c3_g1_i2.p1	Oula_DN19044_c0_g1_i1.p1
OG0000555	Shad_tr85707_c0_g1_i1.p1	Oula_DN23975_c0_g1_i2.p1
OG0000557	Shad_tr48833_c0_g1_i2.p1	Oula_DN18977_c0_g1_i1.p1
OG0000557	Shad_tr88103_c0_g1_i1.p1, Shad_tr29267_c0_g1_i1.p1, Shad_tr65668_c0_g1_i1.p1, Shad_tr63481_c0_g1_i1.p1, Shad_tr109124_c0_g1_i1.p1, Shad_tr42407_c0_g1_i1.p1	Oula_DN29735_c0_g1_i1.p1
OG0000561	Shad_tr22385_c1_g1_i1.p1	Oula_DN18139_c0_g1_i3.p1, Oula_DN7489_c0_g1_i9.p1
OG0000562	Shad_tr4507_c0_g1_i1.p1	Oula_DN9943_c0_g1_i1.p1
OG0000562	Shad_tr4495_c0_g1_i2.p1	Oula_DN1881_c0_g1_i3.p1
OG0000563	Shad_tr14676_c0_g1_i2.p1, Shad_tr226_c33_g1_i1.p1	Oula_DN667_c0_g1_i1.p1
OG0000564	Shad_tr10065_c1_g2_i1.p1	Oula_DN17909_c0_g2_i1.p1
OG0000564	Shad_tr6465_c1_g1_i3.p1	Oula_DN11286_c0_g1_i4.p1
OG0000565	Shad_tr37901_c0_g1_i4.p1	Oula_DN11113_c0_g1_i1.p1
OG0000565	Shad_tr4538_c0_g1_i13.p1	Oula_DN13970_c0_g1_i1.p1
OG0000565	Shad_tr6258_c1_g1_i2.p1	Oula_DN11292_c0_g1_i4.p1
OG0000566	Shad_tr78220_c0_g1_i1.p1	Oula_DN30809_c0_g1_i5.p1
OG0000566	Shad_tr94503_c0_g1_i1.p1	Oula_DN24317_c0_g1_i1.p1
OG0000566	Shad_tr17169_c0_g1_i5.p1	Oula_DN2930_c0_g2_i1.p1
OG0000566	Shad_tr38503_c0_g1_i3.p1	Oula_DN10423_c1_g1_i7.p1, Oula_DN14599_c0_g1_i4.p1
OG0000567	Shad_tr10430_c0_g1_i4.p1	Oula_DN16288_c0_g1_i5.p1, Oula_DN11223_c0_g1_i11.p1
OG0000567	Shad_tr31386_c0_g1_i1.p1	Oula_DN14588_c0_g1_i3.p1
OG0000567	Shad_tr40899_c0_g2_i1.p1	Oula_DN7891_c0_g1_i12.p1
OG0000568	Shad_tr9373_c0_g1_i16.p1	Oula_DN3844_c0_g1_i1.p1
OG0000568	Shad_tr36178_c0_g1_i9.p1	Oula_DN20542_c0_g1_i10.p1
OG0000570	Shad_tr12793_c0_g3_i5.p1	Oula_DN9205_c0_g1_i2.p1
OG0000571	Shad_tr8111_c4_g1_i1.p1	Oula_DN779_c0_g1_i5.p1
OG0000571	Shad_tr451_c15_g1_i15.p1	Oula_DN3045_c0_g1_i3.p1
OG0000571	Shad_tr15221_c0_g1_i3.p1	Oula_DN6428_c0_g1_i1.p1
OG0000572	Shad_tr34108_c0_g1_i3.p1, Shad_tr1169_c3_g1_i1.p1	Oula_DN48801_c0_g1_i1.p1
OG0000573	Shad_tr29718_c0_g1_i1.p1	Oula_DN41246_c0_g1_i1.p1
OG0000573	Shad_tr57927_c0_g1_i1.p1	Oula_DN28363_c0_g1_i2.p1
OG0000573	Shad_tr32042_c0_g2_i2.p1	Oula_DN3133_c1_g1_i1.p1
OG0000573	Shad_tr18295_c0_g1_i1.p1	Oula_DN10929_c2_g1_i1.p1
OG0000574	Shad_tr2809_c0_g1_i4.p1, Shad_tr2809_c1_g1_i5.p1	Oula_DN33951_c0_g1_i2.p1, Oula_DN7644_c0_g2_i1.p1, Oula_DN7644_c0_g1_i4.p1
OG0000575	Shad_tr20495_c0_g1_i18.p1	Oula_DN9542_c0_g1_i9.p1
OG0000576	Shad_tr28297_c0_g1_i3.p1	Oula_DN14814_c0_g2_i3.p1
OG0000576	Shad_tr21180_c1_g1_i1.p1	Oula_DN14814_c0_g1_i1.p1
OG0000577	Shad_tr5919_c0_g1_i1.p1, Shad_tr209_c10_g1_i1.p1	Oula_DN2498_c0_g1_i6.p1
OG0000577	Shad_tr36515_c1_g1_i1.p1	Oula_DN22820_c0_g1_i3.p1, Oula_DN2716_c0_g1_i3.p1
OG0000577	Shad_tr15033_c1_g2_i1.p1, Shad_tr31680_c0_g1_i2.p1, Shad_tr31680_c0_g2_i1.p1	Oula_DN15449_c0_g1_i2.p1
OG0000578	Shad_tr494_c0_g1_i10.p1	Oula_DN4343_c0_g1_i5.p1
OG0000579	Shad_tr44377_c0_g1_i1.p1	Oula_DN11905_c0_g1_i3.p1
OG0000579	Shad_tr50578_c0_g1_i1.p1	Oula_DN16045_c0_g1_i1.p1
OG0000581	Shad_tr8712_c0_g2_i2.p1	Oula_DN8050_c1_g1_i8.p1
OG0000581	Shad_tr42164_c0_g1_i1.p1	Oula_DN25696_c0_g1_i1.p1
OG0000581	Shad_tr40663_c0_g1_i2.p1	Oula_DN4641_c0_g1_i9.p1
OG0000581	Shad_tr21980_c1_g1_i28.p1	Oula_DN33162_c0_g1_i1.p1
OG0000582	Shad_tr9630_c0_g1_i3.p1	Oula_DN3093_c0_g1_i6.p1
OG0000582	Shad_tr10323_c1_g1_i14.p1	Oula_DN28811_c0_g1_i1.p1, Oula_DN30774_c0_g1_i1.p1, Oula_DN19589_c0_g1_i1.p1
OG0000582	Shad_tr6006_c1_g2_i1.p1	Oula_DN17055_c0_g1_i4.p1
OG0000583	Shad_tr23907_c1_g1_i2.p1	Oula_DN26117_c0_g1_i1.p1
OG0000583	Shad_tr13570_c0_g1_i3.p1	Oula_DN220_c0_g1_i12.p1, Oula_DN18229_c0_g1_i1.p1
OG0000583	Shad_tr7902_c0_g1_i4.p1	Oula_DN28358_c0_g3_i1.p1, Oula_DN28358_c0_g2_i1.p1, Oula_DN28553_c0_g1_i2.p1
OG0000584	Shad_tr28274_c0_g4_i1.p1	Oula_DN26811_c0_g2_i1.p1
OG0000584	Shad_tr43568_c0_g1_i1.p1	Oula_DN37078_c0_g1_i1.p1
OG0000584	Shad_tr28274_c0_g2_i2.p1	Oula_DN15063_c0_g1_i4.p1
OG0000585	Shad_tr17959_c2_g1_i3.p1	Oula_DN14147_c0_g1_i1.p1
OG0000585	Shad_tr9451_c0_g1_i1.p1	Oula_DN19744_c0_g1_i11.p1
OG0000585	Shad_tr93844_c0_g1_i1.p1	Oula_DN10185_c0_g1_i1.p1
OG0000586	Shad_tr3448_c1_g1_i17.p1	Oula_DN4319_c0_g2_i1.p1
OG0000586	Shad_tr6909_c3_g1_i1.p1, Shad_tr78963_c0_g1_i1.p1	Oula_DN525_c1_g1_i3.p1
OG0000586	Shad_tr36233_c0_g2_i2.p1, Shad_tr36233_c0_g1_i4.p1	Oula_DN11040_c0_g1_i1.p1
OG0000587	Shad_tr99704_c0_g1_i1.p1	Oula_DN48502_c0_g1_i1.p1
OG0000587	Shad_tr29353_c0_g1_i5.p1, Shad_tr4627_c0_g1_i1.p1, Shad_tr47224_c1_g1_i4.p1, Shad_tr21200_c0_g1_i6.p1	Oula_DN21311_c0_g1_i2.p1
OG0000587	Shad_tr36962_c0_g1_i1.p2	Oula_DN28134_c0_g1_i1.p1
OG0000589	Shad_tr10719_c0_g1_i1.p1	Oula_DN3083_c0_g1_i4.p1
OG0000589	Shad_tr65756_c0_g1_i1.p1	Oula_DN412_c0_g1_i15.p1
OG0000590	Shad_tr68033_c0_g1_i1.p1	Oula_DN31260_c0_g1_i1.p1
OG0000590	Shad_tr6097_c3_g1_i1.p1	Oula_DN11066_c0_g1_i1.p1
