Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractic_macgnifica_longest_pep
OG0000570	Shad_tr12793_c0_g5_i1.p1	Hmag_tr32495_c1_g1_i1.p1
OG0000571	Shad_tr8111_c4_g1_i1.p1	Hmag_tr559_c0_g1_i1.p1
OG0000571	Shad_tr15221_c0_g1_i3.p1	Hmag_tr4152_c0_g1_i21.p1
OG0000572	Shad_tr34108_c0_g1_i3.p1	Hmag_tr48461_c0_g2_i2.p1
OG0000572	Shad_tr1169_c3_g1_i1.p1	Hmag_tr33148_c0_g2_i1.p2
OG0000572	Shad_tr22799_c0_g1_i2.p1	Hmag_tr32864_c0_g1_i3.p1
OG0000573	Shad_tr39852_c0_g2_i1.p1	Hmag_tr41443_c0_g1_i1.p1
OG0000573	Shad_tr32042_c0_g2_i2.p1	Hmag_tr24431_c0_g1_i2.p1
OG0000573	Shad_tr18295_c0_g1_i1.p1	Hmag_tr58925_c0_g1_i1.p1
OG0000574	Shad_tr2809_c0_g1_i4.p1	Hmag_tr572_c0_g1_i3.p1
OG0000574	Shad_tr2809_c1_g1_i5.p1	Hmag_tr2683_c0_g1_i8.p1
OG0000575	Shad_tr20495_c0_g1_i18.p1	Hmag_tr36539_c0_g1_i2.p1, Hmag_tr11254_c0_g1_i5.p1
OG0000575	Shad_tr94122_c0_g1_i2.p1	Hmag_tr96898_c0_g1_i1.p1
OG0000575	Shad_tr10048_c3_g1_i1.p1	Hmag_tr28843_c0_g2_i1.p1, Hmag_tr27592_c0_g1_i3.p1
OG0000575	Shad_tr30388_c1_g1_i6.p1	Hmag_tr3674_c7_g1_i2.p1
OG0000575	Shad_tr29859_c0_g1_i5.p1	Hmag_tr27425_c0_g1_i2.p1
OG0000575	Shad_tr37484_c0_g1_i2.p1, Shad_tr28639_c0_g1_i13.p1	Hmag_tr50568_c0_g2_i2.p1
OG0000576	Shad_tr28297_c0_g1_i3.p1	Hmag_tr3667_c0_g1_i2.p1
OG0000577	Shad_tr5919_c0_g1_i1.p1, Shad_tr209_c10_g1_i1.p1	Hmag_tr6506_c5_g1_i1.p1
OG0000577	Shad_tr36515_c1_g1_i1.p1	Hmag_tr12652_c1_g2_i1.p1, Hmag_tr12652_c1_g1_i1.p1
OG0000577	Shad_tr23983_c4_g1_i1.p1	Hmag_tr3601_c1_g1_i1.p1
OG0000577	Shad_tr15033_c1_g2_i1.p1, Shad_tr31680_c0_g1_i2.p1, Shad_tr31680_c0_g2_i1.p1	Hmag_tr99011_c0_g1_i1.p1
OG0000578	Shad_tr494_c0_g1_i10.p1	Hmag_tr79225_c0_g1_i1.p1
OG0000578	Shad_tr72304_c0_g1_i1.p1	Hmag_tr104485_c0_g1_i1.p1
OG0000579	Shad_tr44377_c0_g1_i1.p1	Hmag_tr89089_c0_g1_i1.p1
OG0000579	Shad_tr50578_c0_g1_i1.p1	Hmag_tr71744_c0_g1_i1.p1
OG0000581	Shad_tr8712_c0_g2_i2.p1	Hmag_tr1066_c3_g1_i3.p1
OG0000581	Shad_tr40663_c0_g1_i2.p1	Hmag_tr11981_c0_g2_i1.p1
OG0000581	Shad_tr21980_c1_g1_i28.p1	Hmag_tr10888_c0_g1_i1.p1
OG0000582	Shad_tr9630_c0_g1_i3.p1	Hmag_tr6422_c0_g1_i3.p1
OG0000582	Shad_tr10323_c1_g1_i14.p1	Hmag_tr3378_c0_g1_i3.p1
OG0000582	Shad_tr6006_c1_g2_i1.p1	Hmag_tr1967_c0_g2_i1.p1
OG0000583	Shad_tr23907_c1_g1_i2.p1	Hmag_tr4822_c0_g1_i3.p1
OG0000583	Shad_tr13570_c0_g1_i3.p1	Hmag_tr3212_c0_g1_i8.p1
OG0000584	Shad_tr28308_c1_g1_i1.p1	Hmag_tr35196_c0_g1_i1.p1, Hmag_tr3124_c0_g2_i11.p1
OG0000584	Shad_tr43568_c0_g1_i1.p1	Hmag_tr49242_c3_g1_i1.p1
OG0000584	Shad_tr28274_c0_g2_i2.p1	Hmag_tr10546_c0_g1_i10.p1
OG0000585	Shad_tr17959_c2_g1_i3.p1	Hmag_tr14924_c1_g1_i7.p1
OG0000585	Shad_tr9451_c0_g1_i1.p1	Hmag_tr82376_c0_g1_i1.p1
OG0000585	Shad_tr93844_c0_g1_i1.p1	Hmag_tr15914_c0_g1_i4.p1
OG0000586	Shad_tr6909_c3_g1_i1.p1	Hmag_tr804_c1_g1_i1.p1
OG0000586	Shad_tr78963_c0_g1_i1.p1	Hmag_tr92318_c0_g1_i1.p1
OG0000586	Shad_tr36233_c0_g2_i2.p1, Shad_tr36233_c0_g1_i4.p1	Hmag_tr22877_c0_g1_i2.p1
OG0000587	Shad_tr47224_c1_g1_i4.p1	Hmag_tr13303_c0_g1_i1.p1
OG0000587	Shad_tr21200_c0_g1_i6.p1	Hmag_tr11273_c0_g1_i7.p1, Hmag_tr8277_c0_g1_i2.p1, Hmag_tr51030_c0_g1_i1.p1, Hmag_tr3397_c2_g1_i7.p1
OG0000587	Shad_tr36736_c1_g1_i2.p1	Hmag_tr6348_c0_g2_i15.p1
OG0000588	Shad_tr78745_c0_g1_i1.p1	Hmag_tr95762_c0_g1_i1.p1, Hmag_tr97975_c0_g1_i1.p1
OG0000588	Shad_tr70677_c0_g1_i1.p1	Hmag_tr100253_c0_g1_i1.p1, Hmag_tr91383_c0_g1_i1.p1
OG0000588	Shad_tr50250_c0_g2_i1.p1	Hmag_tr15888_c0_g1_i3.p1
OG0000589	Shad_tr10719_c0_g1_i1.p1	Hmag_tr3464_c0_g1_i2.p1
OG0000590	Shad_tr6097_c3_g1_i1.p1	Hmag_tr1582_c5_g1_i1.p1
OG0000590	Shad_tr13091_c0_g1_i2.p1	Hmag_tr28706_c0_g1_i1.p1
OG0000592	Shad_tr38317_c0_g1_i1.p1	Hmag_tr73534_c0_g1_i1.p1
OG0000592	Shad_tr44000_c0_g1_i1.p1	Hmag_tr70802_c0_g1_i1.p1
OG0000592	Shad_tr18172_c0_g1_i13.p1	Hmag_tr53433_c0_g1_i1.p1
OG0000592	Shad_tr88955_c0_g1_i1.p1, Shad_tr64224_c0_g1_i1.p1	Hmag_tr1031_c0_g1_i9.p1
OG0000592	Shad_tr101218_c0_g1_i1.p1	Hmag_tr67398_c0_g1_i1.p1
OG0000592	Shad_tr36281_c0_g1_i1.p1	Hmag_tr84691_c0_g1_i1.p2, Hmag_tr47078_c0_g1_i1.p1
OG0000593	Shad_tr57903_c0_g1_i1.p1	Hmag_tr64369_c0_g1_i1.p1, Hmag_tr44654_c0_g1_i1.p1, Hmag_tr69640_c0_g1_i1.p1
OG0000593	Shad_tr54405_c0_g1_i3.p1	Hmag_tr45054_c0_g1_i1.p1, Hmag_tr26466_c0_g1_i3.p1
OG0000594	Shad_tr28963_c0_g1_i2.p1	Hmag_tr56404_c0_g1_i2.p1
OG0000594	Shad_tr26421_c0_g1_i5.p2, Shad_tr23067_c0_g1_i2.p1, Shad_tr31283_c0_g1_i2.p1, Shad_tr5056_c0_g1_i1.p1, Shad_tr5735_c0_g1_i2.p1, Shad_tr16409_c0_g2_i1.p1	Hmag_tr10687_c0_g1_i1.p1
OG0000596	Shad_tr15053_c0_g1_i1.p1	Hmag_tr20393_c0_g1_i4.p1
OG0000596	Shad_tr417_c0_g1_i15.p1	Hmag_tr281_c0_g1_i1.p1
OG0000596	Shad_tr14417_c5_g1_i9.p1	Hmag_tr1317_c0_g1_i1.p1
OG0000597	Shad_tr14311_c0_g1_i3.p1	Hmag_tr6319_c0_g1_i2.p1
OG0000597	Shad_tr1157_c1_g1_i1.p1	Hmag_tr11583_c1_g3_i2.p1
OG0000598	Shad_tr16664_c0_g2_i3.p1	Hmag_tr9046_c2_g2_i2.p1
OG0000598	Shad_tr3360_c1_g1_i3.p1	Hmag_tr16210_c0_g1_i15.p1, Hmag_tr3743_c2_g1_i3.p1
OG0000599	Shad_tr13939_c0_g1_i2.p1, Shad_tr99559_c0_g1_i1.p1	Hmag_tr1741_c0_g1_i19.p1
OG0000600	Shad_tr4631_c0_g1_i6.p1	Hmag_tr32365_c0_g2_i4.p1
OG0000601	Shad_tr20081_c0_g1_i3.p1	Hmag_tr8244_c0_g1_i5.p1
OG0000601	Shad_tr13183_c4_g1_i1.p1	Hmag_tr231_c0_g1_i5.p1
OG0000602	Shad_tr2467_c0_g1_i6.p1	Hmag_tr9404_c0_g1_i10.p1
OG0000602	Shad_tr6524_c2_g1_i1.p1	Hmag_tr31192_c0_g1_i14.p1
OG0000602	Shad_tr22265_c0_g1_i6.p1	Hmag_tr80918_c0_g1_i2.p1
OG0000603	Shad_tr370_c5_g1_i4.p1	Hmag_tr94_c0_g1_i2.p1
OG0000603	Shad_tr1917_c0_g1_i15.p1	Hmag_tr880_c0_g1_i11.p1
OG0000603	Shad_tr3610_c1_g1_i24.p1	Hmag_tr4651_c0_g1_i11.p1
OG0000604	Shad_tr44960_c0_g2_i3.p1	Hmag_tr41807_c1_g1_i1.p1
OG0000604	Shad_tr50145_c1_g1_i1.p1	Hmag_tr57571_c0_g1_i1.p1
OG0000605	Shad_tr24508_c0_g4_i1.p1	Hmag_tr37742_c0_g5_i1.p1
OG0000605	Shad_tr1301_c2_g1_i1.p1	Hmag_tr10454_c0_g2_i1.p1
OG0000605	Shad_tr20890_c1_g1_i1.p1	Hmag_tr4750_c2_g1_i20.p1
OG0000606	Shad_tr29157_c0_g1_i2.p1	Hmag_tr33022_c0_g1_i1.p1, Hmag_tr52843_c0_g1_i1.p1
OG0000607	Shad_tr20904_c0_g2_i1.p1	Hmag_tr31681_c0_g1_i1.p1
OG0000607	Shad_tr309_c13_g1_i1.p1	Hmag_tr10725_c3_g1_i1.p1
OG0000607	Shad_tr8326_c2_g1_i2.p1	Hmag_tr17591_c0_g1_i1.p1
OG0000608	Shad_tr17037_c0_g3_i1.p1	Hmag_tr15448_c3_g1_i1.p1
OG0000608	Shad_tr75974_c0_g1_i1.p1	Hmag_tr4579_c0_g1_i1.p1
OG0000608	Shad_tr67419_c0_g1_i1.p1	Hmag_tr61055_c0_g1_i1.p1
OG0000609	Shad_tr57279_c0_g1_i23.p1	Hmag_tr12620_c0_g1_i12.p1
OG0000609	Shad_tr7494_c1_g1_i5.p1	Hmag_tr1432_c1_g1_i1.p1
OG0000609	Shad_tr19093_c0_g1_i2.p1	Hmag_tr71263_c0_g1_i1.p1
OG0000610	Shad_tr7743_c0_g1_i11.p1	Hmag_tr195_c11_g2_i1.p1
OG0000610	Shad_tr8268_c0_g1_i13.p1	Hmag_tr8044_c0_g1_i3.p1
OG0000610	Shad_tr20349_c0_g1_i1.p1	Hmag_tr23754_c0_g2_i2.p1
OG0000611	Shad_tr20679_c0_g1_i8.p1	Hmag_tr28905_c1_g1_i8.p1
OG0000611	Shad_tr3079_c2_g1_i1.p1	Hmag_tr15480_c0_g1_i1.p1
OG0000611	Shad_tr3079_c0_g1_i1.p1	Hmag_tr3916_c0_g1_i11.p1
OG0000611	Shad_tr24679_c0_g1_i8.p1	Hmag_tr4332_c0_g1_i14.p1
OG0000612	Shad_tr40123_c0_g1_i1.p1	Hmag_tr28083_c0_g1_i1.p1
OG0000612	Shad_tr87464_c1_g1_i1.p1	Hmag_tr27_c1_g1_i1.p1
OG0000612	Shad_tr233_c3_g2_i3.p1	Hmag_tr81_c0_g1_i1.p1
OG0000612	Shad_tr74_c0_g1_i2.p1	Hmag_tr17422_c0_g1_i3.p1
OG0000613	Shad_tr37564_c0_g1_i1.p1	Hmag_tr3816_c1_g2_i1.p1
OG0000613	Shad_tr40534_c1_g1_i1.p1	Hmag_tr7622_c0_g1_i5.p1
OG0000613	Shad_tr57730_c0_g1_i1.p1	Hmag_tr40206_c0_g2_i2.p1
OG0000613	Shad_tr108598_c0_g1_i1.p1	Hmag_tr3109_c3_g1_i4.p1
OG0000613	Shad_tr35626_c0_g1_i1.p1	Hmag_tr62315_c0_g1_i1.p1
OG0000614	Shad_tr11166_c3_g1_i2.p1, Shad_tr1338_c0_g1_i16.p1	Hmag_tr61_c0_g1_i2.p1
OG0000615	Shad_tr22345_c0_g1_i2.p2	Hmag_tr20076_c0_g2_i2.p1
OG0000615	Shad_tr57355_c0_g1_i3.p1	Hmag_tr3744_c0_g1_i1.p1
OG0000615	Shad_tr1584_c0_g2_i1.p1	Hmag_tr672_c3_g1_i1.p1
OG0000616	Shad_tr15042_c0_g2_i1.p1	Hmag_tr9863_c0_g1_i6.p1, Hmag_tr75544_c0_g1_i1.p1
OG0000616	Shad_tr1279_c0_g1_i8.p1	Hmag_tr45833_c0_g1_i1.p1, Hmag_tr14840_c0_g1_i6.p1
OG0000617	Shad_tr103753_c0_g1_i1.p1	Hmag_tr69626_c0_g1_i1.p1
OG0000618	Shad_tr48064_c0_g1_i1.p1	Hmag_tr7666_c1_g1_i6.p1, Hmag_tr37100_c0_g1_i1.p1
OG0000619	Shad_tr3795_c0_g3_i1.p1	Hmag_tr2971_c0_g1_i1.p1
OG0000619	Shad_tr14025_c0_g1_i7.p1	Hmag_tr556_c0_g1_i7.p1
OG0000619	Shad_tr17053_c0_g1_i1.p1	Hmag_tr14202_c0_g2_i1.p1
OG0000619	Shad_tr113835_c0_g1_i1.p1	Hmag_tr16144_c0_g1_i1.p1
OG0000619	Shad_tr40141_c0_g1_i7.p1, Shad_tr3795_c0_g1_i2.p1	Hmag_tr8531_c0_g1_i3.p1
OG0000619	Shad_tr3795_c0_g2_i6.p1	Hmag_tr14202_c0_g1_i1.p1
OG0000619	Shad_tr13938_c0_g2_i8.p1	Hmag_tr4627_c0_g1_i13.p1, Hmag_tr24883_c0_g1_i7.p1
OG0000620	Shad_tr86504_c0_g1_i1.p1	Hmag_tr42578_c0_g1_i1.p1
OG0000620	Shad_tr89728_c0_g1_i1.p1, Shad_tr20956_c0_g1_i3.p1, Shad_tr77345_c0_g1_i1.p1, Shad_tr33114_c0_g1_i1.p1, Shad_tr76783_c0_g1_i2.p1, Shad_tr30119_c0_g1_i3.p1	Hmag_tr16224_c0_g1_i4.p1
OG0000621	Shad_tr30588_c1_g2_i5.p1	Hmag_tr48213_c0_g1_i1.p1, Hmag_tr51125_c0_g1_i1.p1
OG0000622	Shad_tr30289_c1_g1_i3.p1	Hmag_tr4073_c0_g1_i12.p1
OG0000622	Shad_tr7698_c0_g1_i25.p1	Hmag_tr7760_c1_g1_i5.p1
OG0000623	Shad_tr6212_c1_g1_i2.p1	Hmag_tr10541_c0_g1_i3.p1
OG0000624	Shad_tr45910_c2_g1_i1.p1	Hmag_tr19678_c0_g1_i1.p1
OG0000624	Shad_tr266_c0_g1_i1.p1	Hmag_tr537_c0_g1_i1.p1
OG0000624	Shad_tr45910_c0_g1_i1.p1	Hmag_tr32046_c0_g1_i1.p1
OG0000625	Shad_tr16568_c0_g1_i3.p1	Hmag_tr13783_c0_g2_i1.p1
OG0000625	Shad_tr45719_c0_g2_i1.p1	Hmag_tr14335_c0_g1_i5.p1
OG0000625	Shad_tr20481_c0_g1_i1.p1	Hmag_tr3538_c0_g1_i6.p1
OG0000626	Shad_tr22933_c1_g1_i1.p1	Hmag_tr2890_c1_g2_i1.p1
OG0000627	Shad_tr64339_c0_g1_i1.p1	Hmag_tr25926_c0_g2_i1.p1
OG0000627	Shad_tr12581_c0_g1_i7.p1	Hmag_tr80798_c0_g1_i1.p1
OG0000627	Shad_tr88415_c0_g1_i1.p1	Hmag_tr95630_c0_g1_i1.p1
OG0000628	Shad_tr18853_c0_g1_i1.p1	Hmag_tr31872_c0_g1_i1.p1
OG0000628	Shad_tr8397_c0_g1_i2.p1	Hmag_tr1258_c0_g1_i1.p1
OG0000629	Shad_tr18925_c1_g1_i4.p1	Hmag_tr6641_c2_g1_i2.p1
OG0000629	Shad_tr15312_c0_g1_i15.p1	Hmag_tr13107_c0_g1_i22.p1
OG0000629	Shad_tr25431_c0_g1_i3.p1	Hmag_tr10133_c1_g1_i1.p1, Hmag_tr7264_c0_g1_i6.p1, Hmag_tr527_c1_g1_i1.p1
OG0000630	Shad_tr7707_c1_g2_i1.p1	Hmag_tr9417_c1_g1_i1.p1
OG0000630	Shad_tr5711_c0_g2_i3.p1	Hmag_tr18662_c0_g1_i1.p1
OG0000631	Shad_tr11449_c0_g1_i10.p1	Hmag_tr20507_c0_g1_i3.p1
OG0000631	Shad_tr38819_c1_g1_i4.p1	Hmag_tr20507_c0_g2_i1.p1
OG0000632	Shad_tr21266_c0_g3_i3.p1	Hmag_tr10888_c1_g2_i2.p1
OG0000633	Shad_tr892_c0_g1_i3.p1	Hmag_tr4005_c0_g1_i1.p1, Hmag_tr222_c0_g1_i12.p1
OG0000633	Shad_tr24447_c0_g1_i2.p1	Hmag_tr7677_c0_g2_i2.p1
OG0000634	Shad_tr105734_c0_g1_i1.p1	Hmag_tr31990_c0_g1_i6.p2
OG0000634	Shad_tr26765_c4_g1_i2.p1	Hmag_tr35649_c1_g1_i2.p1
OG0000634	Shad_tr8712_c2_g1_i1.p1	Hmag_tr28991_c2_g1_i1.p1
OG0000635	Shad_tr74964_c0_g1_i1.p1	Hmag_tr2805_c7_g1_i1.p1
OG0000635	Shad_tr25837_c0_g1_i3.p1	Hmag_tr8918_c0_g1_i2.p1
OG0000636	Shad_tr8123_c1_g1_i2.p2	Hmag_tr39266_c0_g1_i19.p1
OG0000636	Shad_tr49781_c1_g1_i1.p1	Hmag_tr13326_c0_g1_i13.p1
OG0000637	Shad_tr109767_c0_g1_i1.p1, Shad_tr41953_c1_g1_i3.p1	Hmag_tr17022_c0_g1_i1.p1
OG0000638	Shad_tr500_c0_g1_i1.p1	Hmag_tr3040_c0_g1_i4.p1
OG0000638	Shad_tr1274_c0_g1_i12.p1	Hmag_tr1557_c0_g2_i2.p1
OG0000640	Shad_tr10079_c2_g1_i1.p1	Hmag_tr79322_c0_g1_i1.p1
OG0000640	Shad_tr96696_c0_g1_i1.p1	Hmag_tr88067_c0_g1_i1.p1
OG0000640	Shad_tr1040_c0_g3_i1.p1	Hmag_tr4877_c0_g1_i1.p1
OG0000640	Shad_tr13020_c0_g1_i1.p1	Hmag_tr625_c0_g3_i1.p1
OG0000642	Shad_tr33493_c0_g1_i1.p1	Hmag_tr63823_c0_g1_i1.p1
OG0000643	Shad_tr12304_c0_g1_i1.p1	Hmag_tr12081_c0_g1_i1.p1
OG0000644	Shad_tr38842_c0_g2_i1.p1	Hmag_tr15136_c0_g1_i1.p1, Hmag_tr12017_c2_g1_i1.p1
OG0000644	Shad_tr9641_c0_g1_i15.p2	Hmag_tr12017_c0_g1_i1.p1
OG0000645	Shad_tr1372_c0_g1_i1.p1	Hmag_tr3260_c0_g1_i3.p1
OG0000645	Shad_tr6235_c0_g1_i3.p1	Hmag_tr15031_c0_g2_i1.p1
OG0000646	Shad_tr16065_c0_g1_i7.p1	Hmag_tr11891_c4_g1_i1.p1
OG0000646	Shad_tr16215_c1_g1_i8.p1	Hmag_tr4059_c2_g1_i3.p1
OG0000647	Shad_tr35279_c0_g1_i1.p1	Hmag_tr15605_c0_g1_i4.p1
OG0000647	Shad_tr4460_c20_g1_i2.p1	Hmag_tr68424_c0_g1_i1.p1
OG0000648	Shad_tr4228_c0_g1_i8.p1	Hmag_tr5660_c0_g1_i9.p1
OG0000648	Shad_tr23079_c0_g1_i1.p1	Hmag_tr5798_c0_g1_i1.p1
OG0000648	Shad_tr92554_c0_g1_i1.p1	Hmag_tr1628_c0_g1_i2.p1
OG0000649	Shad_tr32301_c0_g1_i3.p1	Hmag_tr12514_c0_g1_i7.p1
OG0000649	Shad_tr26129_c0_g1_i1.p1	Hmag_tr3843_c3_g1_i1.p1
OG0000649	Shad_tr8011_c0_g1_i11.p1	Hmag_tr9097_c1_g1_i2.p1
OG0000649	Shad_tr7668_c1_g1_i2.p1	Hmag_tr80816_c0_g1_i1.p1
OG0000650	Shad_tr43254_c0_g1_i1.p1	Hmag_tr6530_c0_g1_i1.p1
OG0000650	Shad_tr11275_c0_g1_i4.p1	Hmag_tr8620_c0_g1_i1.p1
OG0000650	Shad_tr982_c1_g1_i9.p1	Hmag_tr473_c1_g1_i11.p1
OG0000651	Shad_tr43627_c1_g1_i1.p1	Hmag_tr22620_c0_g1_i2.p1
OG0000651	Shad_tr10288_c0_g2_i3.p1	Hmag_tr210_c5_g1_i3.p1
OG0000652	Shad_tr11278_c0_g2_i1.p2	Hmag_tr32445_c0_g1_i1.p1
OG0000652	Shad_tr7440_c0_g1_i2.p1	Hmag_tr16924_c0_g1_i8.p1
OG0000652	Shad_tr33606_c0_g1_i2.p1	Hmag_tr6952_c1_g1_i1.p1
OG0000653	Shad_tr37615_c0_g1_i1.p1	Hmag_tr12221_c0_g1_i2.p1, Hmag_tr24727_c0_g1_i1.p1
OG0000653	Shad_tr100855_c0_g1_i1.p1	Hmag_tr8263_c0_g1_i1.p1
OG0000654	Shad_tr17285_c0_g2_i1.p1	Hmag_tr47733_c0_g2_i1.p1
OG0000654	Shad_tr46029_c1_g1_i1.p1, Shad_tr19824_c1_g1_i3.p1, Shad_tr83012_c0_g1_i1.p1	Hmag_tr26104_c0_g1_i10.p1
OG0000655	Shad_tr2953_c3_g1_i5.p1	Hmag_tr966_c0_g3_i5.p1
OG0000655	Shad_tr17865_c1_g2_i1.p1	Hmag_tr15874_c0_g1_i3.p1, Hmag_tr15874_c1_g1_i2.p1, Hmag_tr966_c0_g2_i2.p1
OG0000655	Shad_tr17865_c0_g1_i3.p1	Hmag_tr966_c0_g1_i2.p1
OG0000655	Shad_tr2953_c2_g4_i4.p1	Hmag_tr7919_c1_g2_i1.p1, Hmag_tr7919_c1_g1_i1.p1, Hmag_tr335_c0_g2_i1.p1
OG0000656	Shad_tr97894_c0_g1_i1.p1	Hmag_tr23804_c0_g1_i1.p1
OG0000656	Shad_tr39087_c0_g2_i2.p1	Hmag_tr56722_c0_g1_i1.p1
OG0000656	Shad_tr110826_c0_g1_i1.p1	Hmag_tr29795_c2_g1_i1.p1
OG0000657	Shad_tr7226_c8_g1_i1.p2	Hmag_tr282_c0_g1_i1.p1
OG0000657	Shad_tr9373_c1_g1_i3.p1	Hmag_tr514_c0_g1_i1.p1
OG0000657	Shad_tr3415_c4_g1_i1.p1	Hmag_tr184_c0_g1_i1.p1
OG0000657	Shad_tr61790_c0_g1_i1.p1	Hmag_tr96157_c0_g1_i1.p1
OG0000658	Shad_tr32969_c3_g1_i3.p1	Hmag_tr4805_c0_g2_i2.p1
OG0000658	Shad_tr13103_c0_g1_i13.p1	Hmag_tr4805_c0_g1_i3.p1
OG0000658	Shad_tr35572_c0_g1_i2.p1	Hmag_tr28751_c0_g1_i1.p1
OG0000658	Shad_tr31024_c0_g1_i7.p1	Hmag_tr11652_c0_g1_i11.p1
OG0000659	Shad_tr18072_c0_g2_i1.p1	Hmag_tr3289_c0_g1_i12.p1
OG0000659	Shad_tr107148_c0_g1_i1.p1	Hmag_tr2493_c1_g1_i1.p1
OG0000659	Shad_tr34680_c0_g1_i1.p1	Hmag_tr24541_c0_g1_i4.p1
OG0000660	Shad_tr1634_c0_g1_i5.p1	Hmag_tr1183_c0_g1_i1.p1
OG0000661	Shad_tr6290_c0_g3_i1.p1	Hmag_tr1084_c0_g1_i6.p1
OG0000661	Shad_tr1501_c0_g1_i4.p1	Hmag_tr11035_c1_g1_i4.p1
OG0000661	Shad_tr70906_c0_g1_i1.p1	Hmag_tr4795_c0_g1_i2.p1
OG0000662	Shad_tr46920_c0_g1_i1.p1	Hmag_tr3702_c4_g1_i2.p1, Hmag_tr24168_c0_g1_i1.p1, Hmag_tr85273_c0_g1_i1.p1
OG0000662	Shad_tr31132_c0_g1_i1.p1	Hmag_tr88203_c0_g1_i1.p2, Hmag_tr52198_c0_g2_i1.p1
OG0000662	Shad_tr28552_c0_g1_i1.p1	Hmag_tr78033_c0_g1_i1.p1
OG0000663	Shad_tr6803_c0_g1_i11.p1	Hmag_tr7137_c0_g1_i8.p1
OG0000663	Shad_tr39201_c0_g2_i2.p1	Hmag_tr20269_c0_g1_i2.p1
OG0000663	Shad_tr39201_c0_g3_i1.p1	Hmag_tr20449_c1_g1_i2.p1
OG0000664	Shad_tr13712_c0_g1_i1.p1	Hmag_tr190_c4_g1_i1.p1
OG0000664	Shad_tr40813_c1_g1_i11.p1	Hmag_tr815_c6_g1_i3.p1
OG0000665	Shad_tr50600_c0_g1_i1.p1	Hmag_tr50462_c0_g1_i3.p1
OG0000665	Shad_tr98927_c0_g1_i1.p1	Hmag_tr88783_c0_g1_i1.p1
OG0000665	Shad_tr46562_c0_g1_i1.p1	Hmag_tr46064_c0_g1_i1.p1
OG0000667	Shad_tr8248_c3_g2_i1.p1	Hmag_tr27735_c0_g1_i5.p1
OG0000668	Shad_tr6027_c1_g2_i1.p1	Hmag_tr23770_c0_g1_i8.p1
OG0000668	Shad_tr15357_c0_g2_i3.p1	Hmag_tr32610_c0_g1_i1.p1
OG0000669	Shad_tr31533_c0_g1_i1.p1	Hmag_tr36613_c1_g1_i4.p1
OG0000669	Shad_tr42276_c0_g1_i2.p1	Hmag_tr10752_c1_g1_i4.p1
OG0000670	Shad_tr12309_c0_g2_i6.p1	Hmag_tr10650_c0_g1_i15.p1
OG0000670	Shad_tr21783_c0_g1_i1.p1	Hmag_tr6701_c0_g3_i1.p1
OG0000670	Shad_tr30272_c0_g1_i1.p1	Hmag_tr72896_c0_g1_i1.p1
OG0000671	Shad_tr4142_c1_g1_i1.p1	Hmag_tr3839_c0_g1_i11.p1
OG0000671	Shad_tr39364_c0_g2_i8.p1	Hmag_tr4313_c0_g1_i12.p1
OG0000671	Shad_tr7295_c0_g1_i15.p1, Shad_tr16011_c0_g1_i4.p1, Shad_tr32171_c0_g1_i1.p1	Hmag_tr6071_c0_g1_i11.p1
OG0000672	Shad_tr67270_c0_g1_i2.p1	Hmag_tr9028_c0_g1_i1.p1
OG0000672	Shad_tr67315_c0_g1_i2.p1	Hmag_tr3417_c1_g1_i1.p1
OG0000673	Shad_tr28073_c1_g1_i1.p1	Hmag_tr13530_c2_g2_i3.p1
OG0000673	Shad_tr15716_c2_g1_i3.p1	Hmag_tr637_c0_g1_i3.p1
OG0000674	Shad_tr3345_c1_g1_i2.p1, Shad_tr35632_c0_g1_i1.p1	Hmag_tr77008_c0_g1_i1.p1
OG0000674	Shad_tr50333_c0_g1_i1.p1	Hmag_tr28125_c0_g1_i1.p1
OG0000675	Shad_tr2631_c0_g1_i6.p1	Hmag_tr15020_c1_g3_i1.p1
OG0000676	Shad_tr16185_c0_g1_i1.p1	Hmag_tr82612_c0_g1_i1.p1
OG0000676	Shad_tr25056_c4_g1_i2.p1	Hmag_tr528_c1_g1_i1.p1
OG0000676	Shad_tr9973_c0_g1_i1.p1	Hmag_tr9915_c3_g2_i1.p1
OG0000677	Shad_tr23194_c0_g1_i1.p1	Hmag_tr1057_c1_g1_i1.p1
OG0000677	Shad_tr15963_c1_g1_i1.p1	Hmag_tr1831_c4_g2_i1.p1
OG0000678	Shad_tr21818_c1_g1_i1.p1	Hmag_tr32143_c0_g1_i3.p1
OG0000678	Shad_tr40516_c0_g3_i1.p1	Hmag_tr50212_c0_g1_i1.p1, Hmag_tr35315_c0_g1_i1.p1
OG0000678	Shad_tr17508_c1_g1_i16.p1	Hmag_tr29521_c3_g1_i1.p1
OG0000678	Shad_tr50784_c0_g1_i1.p1	Hmag_tr66055_c0_g1_i1.p1
OG0000678	Shad_tr27332_c0_g2_i1.p1, Shad_tr27332_c3_g1_i1.p1	Hmag_tr66559_c0_g1_i1.p2
OG0000679	Shad_tr3770_c2_g1_i1.p1	Hmag_tr6748_c1_g1_i1.p1
OG0000679	Shad_tr15735_c0_g1_i3.p1	Hmag_tr22810_c1_g1_i3.p1
