Orthogroup	Stichodactyla_haddoni_longest_pep	Actinia_tenebrosa_longest_pep
OG0000849	Shad_tr5882_c0_g1_i4.p1	Acte_DN2156_c0_g1_i4.p1
OG0000849	Shad_tr387_c1_g1_i1.p1	Acte_DN3045_c0_g1_i1.p1
OG0000850	Shad_tr2171_c1_g1_i1.p1	Acte_DN659_c0_g1_i8.p1
OG0000850	Shad_tr8312_c0_g1_i1.p1	Acte_DN659_c0_g2_i1.p1
OG0000851	Shad_tr6576_c0_g1_i17.p1	Acte_DN17371_c0_g5_i1.p1
OG0000851	Shad_tr21257_c0_g1_i3.p1	Acte_DN13281_c0_g5_i1.p1
OG0000852	Shad_tr4868_c2_g1_i4.p1	Acte_DN8925_c0_g2_i3.p1
OG0000852	Shad_tr4868_c2_g2_i1.p1	Acte_DN6368_c0_g1_i1.p1
OG0000853	Shad_tr21793_c0_g1_i9.p1	Acte_DN2820_c0_g1_i2.p1
OG0000853	Shad_tr24453_c1_g1_i4.p1	Acte_DN3090_c0_g1_i7.p1
OG0000854	Shad_tr5284_c0_g1_i2.p1	Acte_DN2383_c0_g1_i6.p1
OG0000854	Shad_tr2759_c0_g1_i1.p1	Acte_DN4080_c1_g1_i1.p1
OG0000855	Shad_tr183_c1_g1_i11.p1	Acte_DN8516_c0_g1_i5.p1
OG0000855	Shad_tr37611_c0_g1_i16.p1	Acte_DN6840_c0_g1_i1.p1
OG0000856	Shad_tr11480_c2_g1_i6.p1	Acte_DN6180_c0_g1_i10.p1
OG0000857	Shad_tr3473_c0_g1_i11.p1	Acte_DN7977_c0_g1_i1.p1
OG0000857	Shad_tr20739_c0_g1_i1.p1	Acte_DN6621_c0_g1_i6.p1
OG0000858	Shad_tr59208_c0_g1_i1.p1	Acte_DN377_c0_g4_i1.p1
OG0000858	Shad_tr12934_c1_g1_i1.p1, Shad_tr29743_c0_g1_i1.p1, Shad_tr12934_c5_g1_i1.p1	Acte_DN1385_c0_g1_i1.p1
OG0000859	Shad_tr6614_c2_g1_i6.p1	Acte_DN862_c0_g1_i5.p1
OG0000861	Shad_tr20182_c0_g1_i6.p1	Acte_DN5300_c0_g1_i1.p1
OG0000861	Shad_tr10006_c0_g1_i2.p1	Acte_DN3282_c1_g1_i2.p1
OG0000861	Shad_tr22283_c0_g1_i5.p1	Acte_DN3995_c0_g1_i1.p1
OG0000862	Shad_tr35829_c0_g1_i2.p1	Acte_DN37850_c0_g1_i1.p1
OG0000863	Shad_tr737_c0_g1_i1.p1	Acte_DN1524_c0_g2_i1.p1
OG0000863	Shad_tr11000_c0_g1_i8.p1	Acte_DN1772_c1_g1_i7.p1
OG0000864	Shad_tr5235_c0_g1_i10.p1	Acte_DN3295_c2_g3_i1.p1
OG0000864	Shad_tr10729_c0_g1_i7.p1	Acte_DN1529_c0_g1_i1.p1
OG0000865	Shad_tr16373_c0_g1_i10.p1	Acte_DN167_c2_g1_i6.p1
OG0000865	Shad_tr5742_c0_g1_i2.p1	Acte_DN1744_c0_g1_i14.p1
OG0000866	Shad_tr14562_c0_g1_i1.p1	Acte_DN14563_c0_g2_i3.p1
OG0000867	Shad_tr3308_c3_g1_i1.p1	Acte_DN12078_c2_g1_i1.p1
OG0000867	Shad_tr3388_c0_g1_i14.p1	Acte_DN19753_c0_g1_i1.p1
OG0000868	Shad_tr7747_c0_g1_i5.p1	Acte_DN752_c0_g1_i2.p1
OG0000868	Shad_tr2610_c0_g1_i20.p1	Acte_DN25406_c0_g1_i2.p1
OG0000868	Shad_tr30656_c0_g1_i7.p1	Acte_DN22441_c0_g1_i1.p1
OG0000869	Shad_tr1199_c4_g1_i6.p1	Acte_DN5834_c1_g1_i3.p1
OG0000870	Shad_tr36378_c2_g2_i2.p1	Acte_DN1751_c0_g1_i6.p1
OG0000871	Shad_tr14757_c1_g1_i14.p1	Acte_DN6773_c2_g2_i3.p1
OG0000871	Shad_tr53331_c0_g2_i1.p1	Acte_DN26232_c0_g1_i2.p1
OG0000872	Shad_tr33195_c0_g1_i3.p1, Shad_tr6879_c0_g1_i4.p1	Acte_DN3041_c0_g1_i3.p1
OG0000873	Shad_tr851_c0_g1_i1.p1	Acte_DN4114_c0_g1_i5.p1
OG0000873	Shad_tr851_c0_g2_i1.p1	Acte_DN4114_c0_g2_i1.p1
OG0000873	Shad_tr44684_c1_g4_i1.p1	Acte_DN2360_c1_g1_i1.p1
OG0000874	Shad_tr25074_c0_g1_i1.p1	Acte_DN8628_c1_g1_i1.p1
OG0000875	Shad_tr8345_c0_g2_i4.p1, Shad_tr14915_c2_g1_i3.p1, Shad_tr8345_c0_g1_i2.p1	Acte_DN23796_c0_g1_i1.p1
OG0000876	Shad_tr5593_c0_g1_i1.p1	Acte_DN12930_c1_g2_i1.p1
OG0000877	Shad_tr28193_c0_g1_i1.p1, Shad_tr11379_c0_g2_i3.p1	Acte_DN532_c0_g1_i1.p1
OG0000877	Shad_tr28324_c0_g1_i1.p1	Acte_DN9269_c0_g1_i1.p1
OG0000877	Shad_tr33141_c2_g1_i2.p1	Acte_DN335_c2_g2_i2.p1
OG0000879	Shad_tr27621_c0_g1_i1.p1, Shad_tr3559_c0_g1_i3.p1	Acte_DN1822_c0_g4_i1.p1
OG0000879	Shad_tr93445_c0_g1_i1.p1, Shad_tr78092_c0_g1_i1.p1	Acte_DN22448_c0_g1_i1.p1
OG0000880	Shad_tr26901_c1_g2_i3.p1, Shad_tr26901_c1_g1_i12.p1	Acte_DN3293_c0_g1_i11.p1
OG0000880	Shad_tr106733_c0_g1_i1.p1, Shad_tr31574_c0_g1_i1.p1	Acte_DN1124_c1_g6_i3.p1
OG0000881	Shad_tr11249_c0_g1_i2.p1	Acte_DN5873_c0_g3_i1.p1
OG0000881	Shad_tr96157_c0_g1_i1.p1	Acte_DN6492_c0_g1_i3.p1
OG0000882	Shad_tr4935_c0_g1_i11.p1	Acte_DN2367_c0_g2_i1.p1
OG0000882	Shad_tr6612_c3_g1_i1.p1	Acte_DN9815_c0_g1_i1.p1
OG0000883	Shad_tr6542_c0_g1_i2.p1	Acte_DN38366_c0_g1_i1.p1
OG0000884	Shad_tr21216_c1_g2_i4.p1, Shad_tr21216_c1_g1_i2.p1, Shad_tr23245_c0_g1_i2.p1, Shad_tr20422_c0_g1_i2.p1	Acte_DN10584_c1_g1_i1.p1
OG0000885	Shad_tr12248_c0_g1_i2.p1	Acte_DN3586_c2_g2_i2.p1
OG0000885	Shad_tr12441_c0_g1_i12.p1	Acte_DN661_c1_g1_i2.p1
OG0000886	Shad_tr66888_c0_g1_i1.p1	Acte_DN25463_c0_g1_i3.p1
OG0000888	Shad_tr15907_c2_g3_i1.p1	Acte_DN34616_c0_g1_i1.p1
OG0000889	Shad_tr13041_c0_g1_i4.p1	Acte_DN4170_c0_g3_i1.p1
OG0000890	Shad_tr27488_c0_g1_i4.p1	Acte_DN22967_c0_g1_i1.p1
OG0000890	Shad_tr87231_c0_g1_i2.p1	Acte_DN7976_c0_g2_i1.p1
OG0000891	Shad_tr9807_c1_g1_i4.p1	Acte_DN6856_c1_g1_i1.p1
OG0000891	Shad_tr818_c8_g1_i6.p1	Acte_DN17126_c2_g1_i1.p1
OG0000892	Shad_tr112308_c0_g1_i1.p1	Acte_DN4527_c1_g2_i1.p1
OG0000892	Shad_tr52176_c1_g1_i1.p1	Acte_DN2609_c1_g2_i2.p1
OG0000893	Shad_tr20552_c0_g1_i1.p1	Acte_DN33467_c0_g1_i1.p1
OG0000893	Shad_tr20014_c0_g1_i1.p1	Acte_DN37125_c0_g1_i1.p1
OG0000894	Shad_tr2953_c2_g2_i1.p1	Acte_DN1553_c0_g1_i2.p1
OG0000894	Shad_tr34426_c0_g1_i3.p1	Acte_DN7832_c0_g1_i1.p1
OG0000895	Shad_tr5960_c1_g1_i2.p1, Shad_tr12_c0_g1_i1.p1, Shad_tr22374_c0_g1_i2.p1	Acte_DN23867_c0_g1_i2.p1
OG0000896	Shad_tr22525_c0_g1_i2.p1	Acte_DN20452_c0_g1_i2.p2
OG0000897	Shad_tr16233_c0_g1_i6.p1	Acte_DN3559_c1_g1_i1.p1
OG0000897	Shad_tr27156_c0_g1_i1.p1	Acte_DN38967_c0_g1_i1.p1
OG0000897	Shad_tr110815_c0_g1_i1.p1	Acte_DN35040_c0_g1_i1.p1
OG0000898	Shad_tr37115_c0_g1_i1.p1	Acte_DN15099_c2_g2_i1.p1
OG0000905	Shad_tr38365_c0_g1_i3.p1	Acte_DN2986_c0_g1_i8.p1
OG0000906	Shad_tr3672_c0_g1_i1.p1	Acte_DN3105_c0_g1_i2.p1
OG0000906	Shad_tr47797_c0_g1_i2.p1	Acte_DN4280_c0_g1_i4.p1
OG0000907	Shad_tr14406_c0_g1_i13.p1	Acte_DN3742_c0_g4_i2.p1
OG0000907	Shad_tr30967_c0_g3_i1.p1	Acte_DN3742_c0_g1_i2.p1
OG0000908	Shad_tr9439_c0_g1_i11.p1	Acte_DN34537_c1_g2_i1.p1
OG0000909	Shad_tr253_c0_g1_i6.p1	Acte_DN1570_c2_g1_i1.p1
OG0000909	Shad_tr15859_c0_g2_i1.p1	Acte_DN15576_c0_g1_i2.p1
OG0000910	Shad_tr13482_c0_g1_i1.p1	Acte_DN20159_c0_g1_i1.p1
OG0000910	Shad_tr585_c14_g1_i5.p1	Acte_DN3691_c0_g2_i1.p1
OG0000911	Shad_tr12454_c0_g1_i6.p1	Acte_DN14964_c0_g1_i1.p1, Acte_DN3892_c0_g1_i7.p1
OG0000911	Shad_tr2471_c0_g1_i1.p1	Acte_DN11603_c0_g2_i1.p1
OG0000912	Shad_tr1423_c0_g1_i1.p1	Acte_DN4048_c0_g1_i1.p1
OG0000912	Shad_tr17326_c1_g1_i3.p1, Shad_tr17326_c2_g1_i1.p1	Acte_DN4042_c1_g1_i1.p1
OG0000913	Shad_tr3196_c2_g1_i19.p1	Acte_DN10450_c0_g1_i3.p1
OG0000913	Shad_tr3203_c5_g1_i7.p1	Acte_DN2600_c0_g1_i8.p1
OG0000914	Shad_tr59655_c0_g1_i1.p1	Acte_DN35336_c0_g1_i1.p1
OG0000914	Shad_tr75482_c0_g1_i1.p1	Acte_DN3794_c0_g3_i1.p1
OG0000915	Shad_tr33682_c0_g1_i2.p1, Shad_tr3677_c2_g1_i1.p1	Acte_DN12319_c0_g1_i5.p1
OG0000916	Shad_tr22623_c0_g1_i2.p1, Shad_tr18955_c1_g1_i9.p1, Shad_tr20548_c0_g1_i2.p1, Shad_tr7783_c0_g1_i14.p1	Acte_DN2771_c1_g1_i1.p1
OG0000917	Shad_tr3577_c0_g1_i1.p1	Acte_DN5306_c1_g1_i3.p1
OG0000917	Shad_tr12744_c0_g1_i2.p1	Acte_DN386_c2_g1_i2.p1
OG0000918	Shad_tr907_c0_g2_i4.p1	Acte_DN9320_c0_g1_i3.p1
OG0000919	Shad_tr46068_c0_g1_i1.p1	Acte_DN17074_c0_g1_i1.p1, Acte_DN17074_c0_g2_i1.p1
OG0000919	Shad_tr32727_c0_g2_i1.p1	Acte_DN35667_c0_g2_i1.p1
OG0000920	Shad_tr30484_c0_g1_i5.p1	Acte_DN7386_c0_g1_i1.p1
OG0000920	Shad_tr9924_c0_g1_i1.p1	Acte_DN3705_c0_g2_i1.p1
OG0000921	Shad_tr19597_c0_g1_i3.p1	Acte_DN9311_c0_g1_i1.p1
OG0000923	Shad_tr2263_c0_g1_i4.p1	Acte_DN203_c0_g1_i6.p1
OG0000925	Shad_tr4775_c1_g1_i1.p1	Acte_DN5787_c0_g1_i2.p1
OG0000925	Shad_tr147_c3_g1_i6.p1	Acte_DN130_c0_g3_i1.p1
OG0000926	Shad_tr37915_c0_g1_i1.p1	Acte_DN1445_c0_g4_i1.p1, Acte_DN5916_c0_g1_i1.p1, Acte_DN1819_c0_g1_i8.p1
OG0000927	Shad_tr439_c0_g1_i10.p1	Acte_DN2843_c0_g2_i2.p1
OG0000927	Shad_tr28476_c1_g1_i1.p1, Shad_tr8438_c0_g1_i15.p1	Acte_DN4043_c0_g1_i5.p1
OG0000928	Shad_tr58374_c0_g1_i2.p1, Shad_tr25998_c0_g1_i1.p1, Shad_tr24583_c0_g1_i2.p1, Shad_tr107710_c0_g1_i1.p1	Acte_DN2130_c0_g1_i4.p1
OG0000929	Shad_tr12483_c2_g1_i1.p1	Acte_DN14483_c0_g1_i1.p1, Acte_DN17356_c0_g1_i1.p1
OG0000930	Shad_tr277_c0_g1_i2.p1	Acte_DN605_c0_g4_i2.p1
OG0000930	Shad_tr18307_c0_g1_i2.p1	Acte_DN2376_c4_g1_i1.p1
OG0000932	Shad_tr3289_c1_g1_i1.p1	Acte_DN2_c0_g3_i1.p1
OG0000933	Shad_tr1597_c1_g1_i5.p1, Shad_tr2812_c0_g4_i1.p1	Acte_DN4303_c0_g1_i5.p1
OG0000934	Shad_tr7854_c1_g1_i1.p1	Acte_DN18591_c0_g1_i1.p1, Acte_DN6277_c0_g1_i1.p1
OG0000935	Shad_tr16383_c0_g1_i4.p1	Acte_DN5097_c1_g1_i2.p1
OG0000935	Shad_tr32821_c0_g1_i1.p1	Acte_DN462_c3_g1_i2.p1
OG0000937	Shad_tr62123_c0_g1_i1.p1, Shad_tr31562_c0_g1_i1.p1	Acte_DN6387_c0_g2_i1.p1
OG0000938	Shad_tr11792_c0_g1_i1.p1	Acte_DN3816_c1_g2_i1.p1
OG0000939	Shad_tr773_c2_g1_i1.p1, Shad_tr41375_c0_g1_i1.p1	Acte_DN11763_c0_g1_i1.p1
OG0000939	Shad_tr1491_c0_g1_i1.p1	Acte_DN3370_c0_g1_i2.p1
OG0000940	Shad_tr85904_c0_g1_i1.p2	Acte_DN21047_c0_g4_i1.p1
OG0000941	Shad_tr28753_c0_g2_i1.p1, Shad_tr104992_c0_g1_i1.p1, Shad_tr94749_c0_g1_i1.p1, Shad_tr110376_c0_g1_i1.p1, Shad_tr99136_c0_g1_i1.p1, Shad_tr197_c3_g3_i1.p1	Acte_DN15827_c0_g1_i9.p1, Acte_DN15329_c0_g1_i2.p1
OG0000948	Shad_tr383_c0_g1_i1.p1	Acte_DN2096_c0_g1_i7.p1
OG0000950	Shad_tr19144_c0_g1_i7.p1	Acte_DN559_c0_g1_i10.p1
OG0000951	Shad_tr2555_c2_g1_i6.p1	Acte_DN8466_c0_g1_i1.p1
OG0000951	Shad_tr6148_c1_g1_i1.p1	Acte_DN21867_c0_g1_i1.p1
OG0000952	Shad_tr23022_c0_g1_i1.p1	Acte_DN20089_c0_g4_i1.p1
OG0000953	Shad_tr15857_c0_g1_i3.p1	Acte_DN2006_c0_g2_i4.p1
OG0000954	Shad_tr23339_c0_g1_i4.p1	Acte_DN3514_c0_g2_i2.p1
OG0000955	Shad_tr3493_c3_g1_i2.p1, Shad_tr22540_c0_g1_i3.p1	Acte_DN17489_c0_g1_i1.p1, Acte_DN709_c0_g1_i6.p1, Acte_DN17792_c0_g1_i1.p1
OG0000955	Shad_tr15819_c0_g1_i2.p1, Shad_tr15819_c0_g2_i2.p1	Acte_DN18532_c0_g1_i5.p1
OG0000956	Shad_tr14417_c2_g1_i1.p1	Acte_DN9327_c0_g1_i2.p1
OG0000956	Shad_tr13000_c0_g1_i16.p1	Acte_DN768_c0_g1_i9.p1
OG0000957	Shad_tr1403_c0_g1_i4.p1	Acte_DN3055_c0_g2_i4.p1
OG0000958	Shad_tr45759_c1_g1_i1.p1	Acte_DN18389_c0_g1_i2.p1
OG0000958	Shad_tr26753_c0_g2_i1.p1	Acte_DN11275_c0_g1_i1.p1
OG0000959	Shad_tr18660_c0_g1_i1.p1	Acte_DN12538_c0_g3_i2.p1
OG0000959	Shad_tr7479_c0_g1_i5.p1	Acte_DN21585_c1_g1_i5.p1
OG0000960	Shad_tr7688_c0_g1_i5.p1	Acte_DN13280_c0_g1_i2.p1
OG0000960	Shad_tr45997_c0_g1_i1.p1	Acte_DN38328_c0_g1_i1.p1
OG0000961	Shad_tr62982_c0_g1_i1.p1	Acte_DN17709_c0_g4_i1.p1
OG0000961	Shad_tr591_c2_g1_i1.p1	Acte_DN368_c0_g1_i13.p1
OG0000962	Shad_tr5475_c1_g1_i2.p1	Acte_DN2845_c2_g1_i2.p1
OG0000962	Shad_tr8223_c0_g1_i4.p1	Acte_DN1112_c2_g1_i1.p1
OG0000963	Shad_tr5502_c0_g5_i1.p1	Acte_DN781_c3_g1_i3.p1
OG0000964	Shad_tr25461_c0_g1_i1.p1	Acte_DN17067_c0_g1_i1.p1
OG0000965	Shad_tr29120_c0_g1_i1.p1	Acte_DN5900_c0_g1_i2.p1
OG0000965	Shad_tr69592_c0_g1_i1.p1	Acte_DN5900_c0_g2_i1.p1
OG0000967	Shad_tr11111_c6_g1_i1.p1	Acte_DN3688_c1_g2_i1.p1
OG0000968	Shad_tr20311_c0_g1_i1.p1	Acte_DN6318_c1_g1_i1.p1
OG0000968	Shad_tr68097_c0_g1_i1.p1	Acte_DN802_c0_g1_i3.p1
OG0000969	Shad_tr10178_c0_g1_i2.p1	Acte_DN1447_c1_g2_i2.p1
OG0000969	Shad_tr87599_c0_g1_i1.p1	Acte_DN1412_c0_g1_i7.p1
OG0000970	Shad_tr9183_c1_g2_i8.p1	Acte_DN1308_c1_g3_i1.p1
OG0000971	Shad_tr9302_c0_g1_i4.p1	Acte_DN18193_c2_g1_i2.p1
OG0000971	Shad_tr56538_c0_g2_i3.p1	Acte_DN11799_c0_g1_i1.p1
OG0000973	Shad_tr7443_c0_g2_i1.p1	Acte_DN2733_c2_g1_i2.p1
OG0000973	Shad_tr30219_c0_g1_i11.p1	Acte_DN6670_c0_g1_i1.p2
OG0000973	Shad_tr7697_c0_g1_i2.p1	Acte_DN1462_c0_g1_i6.p1
OG0000974	Shad_tr112036_c0_g1_i1.p1	Acte_DN24116_c0_g1_i1.p1
OG0000974	Shad_tr6718_c1_g1_i7.p1	Acte_DN10299_c0_g1_i2.p1
OG0000975	Shad_tr28439_c0_g2_i1.p1	Acte_DN13096_c1_g2_i2.p1
OG0000975	Shad_tr28439_c0_g1_i1.p1	Acte_DN25289_c0_g1_i1.p1
OG0000975	Shad_tr58884_c0_g1_i1.p1, Shad_tr79870_c0_g1_i1.p1	Acte_DN11199_c0_g1_i1.p1
OG0000976	Shad_tr16520_c0_g1_i1.p1	Acte_DN5848_c1_g1_i1.p1
OG0000976	Shad_tr18816_c1_g1_i3.p1	Acte_DN30294_c0_g2_i1.p1, Acte_DN30294_c0_g1_i1.p1
OG0000976	Shad_tr24448_c1_g5_i1.p1	Acte_DN4724_c0_g2_i1.p1
OG0000977	Shad_tr71232_c0_g1_i1.p1, Shad_tr98661_c0_g1_i1.p1	Acte_DN30212_c0_g1_i1.p1
OG0000979	Shad_tr5950_c0_g1_i2.p1	Acte_DN84_c0_g1_i10.p1
OG0000980	Shad_tr39481_c3_g1_i2.p1	Acte_DN23558_c0_g1_i1.p1
OG0000981	Shad_tr21407_c0_g1_i2.p1	Acte_DN15674_c0_g1_i3.p1
OG0000981	Shad_tr8454_c2_g1_i5.p1, Shad_tr1597_c7_g1_i1.p1, Shad_tr86872_c0_g1_i1.p2	Acte_DN6557_c0_g1_i1.p1
OG0000982	Shad_tr63890_c0_g1_i1.p1	Acte_DN20179_c0_g1_i1.p1
OG0000982	Shad_tr13238_c0_g2_i1.p1	Acte_DN3586_c2_g3_i1.p1
OG0000982	Shad_tr34776_c0_g4_i2.p1	Acte_DN36603_c0_g1_i1.p1
OG0000983	Shad_tr81595_c0_g1_i1.p1	Acte_DN16362_c0_g3_i1.p1
OG0000983	Shad_tr19967_c0_g1_i1.p1	Acte_DN7964_c0_g2_i1.p1
OG0000983	Shad_tr7630_c3_g1_i3.p1	Acte_DN25481_c0_g2_i1.p1
OG0000984	Shad_tr5771_c1_g1_i3.p1	Acte_DN7907_c0_g1_i2.p1
OG0000985	Shad_tr19328_c0_g2_i5.p1	Acte_DN10423_c0_g1_i2.p1
OG0000986	Shad_tr4234_c0_g1_i7.p1	Acte_DN3629_c0_g1_i5.p1
OG0000986	Shad_tr10575_c0_g1_i3.p1	Acte_DN4443_c0_g1_i2.p1
OG0000987	Shad_tr18585_c3_g1_i2.p1	Acte_DN320_c2_g1_i1.p1
OG0000988	Shad_tr16636_c0_g1_i2.p1	Acte_DN10541_c0_g1_i1.p1
OG0000989	Shad_tr57882_c0_g1_i1.p1	Acte_DN11642_c0_g2_i1.p1
OG0000989	Shad_tr18627_c2_g1_i2.p1	Acte_DN31943_c0_g1_i1.p1
OG0000989	Shad_tr3820_c0_g2_i2.p1	Acte_DN233_c0_g1_i1.p1
OG0000990	Shad_tr12313_c0_g1_i11.p1, Shad_tr3652_c2_g3_i1.p1, Shad_tr82852_c0_g1_i1.p1, Shad_tr79952_c0_g1_i1.p1, Shad_tr62249_c0_g1_i1.p1, Shad_tr102790_c0_g1_i1.p1	Acte_DN28916_c0_g1_i1.p1
OG0000993	Shad_tr100628_c0_g1_i1.p1, Shad_tr89171_c0_g1_i1.p1, Shad_tr42287_c0_g1_i2.p1	Acte_DN1537_c1_g1_i8.p1
OG0000994	Shad_tr19125_c0_g1_i2.p1	Acte_DN18787_c0_g2_i2.p1
OG0000994	Shad_tr1710_c0_g1_i1.p1	Acte_DN4181_c0_g1_i13.p1
OG0000994	Shad_tr460_c11_g1_i2.p1	Acte_DN672_c0_g1_i8.p1
OG0000995	Shad_tr18593_c0_g1_i7.p1	Acte_DN8340_c0_g1_i2.p1
OG0000996	Shad_tr20499_c0_g1_i5.p1	Acte_DN9071_c0_g1_i1.p1
OG0000997	Shad_tr20211_c0_g2_i2.p1	Acte_DN2258_c0_g1_i11.p1, Acte_DN14_c0_g2_i1.p1
OG0000998	Shad_tr4836_c0_g1_i1.p1	Acte_DN310_c1_g1_i1.p1
OG0000998	Shad_tr17167_c1_g1_i1.p1	Acte_DN24059_c0_g1_i1.p1
OG0000999	Shad_tr24228_c0_g1_i1.p1	Acte_DN12858_c0_g1_i9.p1
OG0001000	Shad_tr14028_c0_g1_i2.p1	Acte_DN7389_c0_g1_i1.p1
OG0001000	Shad_tr46065_c0_g2_i1.p1	Acte_DN22923_c0_g1_i3.p1
OG0001001	Shad_tr20627_c0_g1_i4.p1	Acte_DN12521_c0_g3_i1.p1
OG0001001	Shad_tr108585_c0_g1_i1.p1	Acte_DN20614_c0_g1_i3.p1
OG0001002	Shad_tr10160_c1_g1_i1.p1	Acte_DN22247_c0_g1_i1.p1, Acte_DN1993_c0_g3_i1.p1
OG0001003	Shad_tr162_c7_g1_i1.p1	Acte_DN5625_c0_g1_i2.p1
OG0001004	Shad_tr6894_c0_g2_i1.p1	Acte_DN2517_c2_g1_i1.p1
OG0001004	Shad_tr13389_c0_g1_i25.p1	Acte_DN7819_c0_g2_i2.p1
OG0001005	Shad_tr5298_c0_g1_i4.p1	Acte_DN2748_c0_g2_i1.p1, Acte_DN1426_c1_g1_i14.p1
OG0001006	Shad_tr39627_c0_g1_i1.p1	Acte_DN2844_c0_g1_i3.p1
OG0001006	Shad_tr28096_c0_g1_i5.p1	Acte_DN5282_c0_g1_i4.p1
OG0001007	Shad_tr35581_c0_g1_i1.p1	Acte_DN32242_c0_g1_i2.p1
OG0001007	Shad_tr3791_c4_g1_i3.p1	Acte_DN10249_c0_g1_i2.p1
OG0001008	Shad_tr16417_c0_g1_i1.p1, Shad_tr10235_c0_g1_i13.p1	Acte_DN14553_c0_g1_i2.p1, Acte_DN9753_c0_g1_i5.p1, Acte_DN14553_c0_g2_i1.p1, Acte_DN12611_c0_g1_i1.p1, Acte_DN19793_c0_g2_i1.p1, Acte_DN19793_c0_g1_i1.p1, Acte_DN1545_c0_g1_i6.p1, Acte_DN234_c2_g1_i2.p1, Acte_DN22175_c0_g1_i1.p1, Acte_DN3959_c0_g1_i13.p1
OG0001010	Shad_tr5563_c0_g1_i1.p1	Acte_DN3015_c1_g2_i1.p1
OG0001010	Shad_tr3699_c1_g1_i11.p1	Acte_DN284_c0_g1_i1.p1
OG0001011	Shad_tr341_c0_g1_i1.p1	Acte_DN1716_c0_g1_i1.p2
OG0001011	Shad_tr11234_c1_g1_i1.p1	Acte_DN3643_c0_g1_i1.p1
OG0001012	Shad_tr83855_c0_g1_i1.p1, Shad_tr47_c3_g1_i1.p1	Acte_DN2590_c0_g1_i4.p1
OG0001012	Shad_tr42225_c0_g1_i2.p1	Acte_DN5655_c0_g1_i5.p1
OG0001014	Shad_tr51447_c1_g1_i11.p1	Acte_DN3001_c1_g2_i3.p1
OG0001014	Shad_tr21855_c0_g1_i1.p1	Acte_DN32126_c0_g2_i2.p1
OG0001015	Shad_tr1864_c2_g1_i1.p1	Acte_DN16154_c0_g1_i1.p1
OG0001015	Shad_tr15186_c0_g1_i3.p1	Acte_DN2009_c0_g1_i1.p1
OG0001016	Shad_tr6397_c0_g2_i1.p1	Acte_DN1905_c0_g1_i6.p1
OG0001017	Shad_tr2784_c0_g2_i10.p1	Acte_DN993_c0_g1_i7.p1
OG0001017	Shad_tr1164_c0_g6_i1.p1	Acte_DN6998_c0_g1_i1.p1
OG0001018	Shad_tr4464_c0_g1_i1.p1	Acte_DN18105_c0_g1_i1.p1
OG0001019	Shad_tr109012_c0_g1_i1.p1	Acte_DN6338_c0_g4_i3.p1
OG0001020	Shad_tr13757_c0_g3_i2.p1	Acte_DN3808_c0_g1_i2.p1
OG0001020	Shad_tr8598_c5_g1_i1.p1	Acte_DN1450_c0_g3_i1.p1
OG0001021	Shad_tr3243_c3_g1_i1.p1	Acte_DN5285_c0_g2_i2.p1
OG0001021	Shad_tr44693_c0_g1_i3.p1	Acte_DN10937_c0_g1_i10.p1
OG0001022	Shad_tr104252_c0_g1_i1.p1, Shad_tr55693_c0_g1_i1.p1	Acte_DN8283_c0_g1_i1.p1
OG0001022	Shad_tr52879_c0_g1_i1.p1	Acte_DN12838_c1_g2_i1.p1
OG0001022	Shad_tr26362_c0_g2_i10.p1	Acte_DN19526_c0_g1_i1.p1
OG0001023	Shad_tr42455_c0_g1_i1.p1	Acte_DN12989_c0_g1_i2.p1
OG0001023	Shad_tr78085_c0_g1_i1.p1	Acte_DN20134_c0_g1_i1.p1
OG0001024	Shad_tr4383_c0_g4_i2.p1	Acte_DN5006_c0_g1_i1.p1
OG0001025	Shad_tr31357_c0_g1_i4.p1	Acte_DN30992_c0_g1_i1.p1
OG0001026	Shad_tr47413_c0_g1_i1.p1	Acte_DN11668_c0_g1_i1.p1
OG0001027	Shad_tr14220_c0_g2_i1.p1, Shad_tr46582_c0_g1_i1.p1, Shad_tr39863_c0_g1_i1.p1	Acte_DN2908_c0_g1_i3.p1
OG0001028	Shad_tr72872_c0_g1_i1.p1	Acte_DN5109_c0_g1_i5.p1
OG0001028	Shad_tr63941_c0_g1_i1.p1	Acte_DN5109_c0_g2_i1.p1
OG0001029	Shad_tr37373_c0_g1_i1.p1	Acte_DN9150_c0_g1_i1.p1
OG0001030	Shad_tr91842_c0_g1_i1.p1	Acte_DN38556_c0_g1_i1.p1
OG0001030	Shad_tr109793_c0_g1_i1.p1	Acte_DN14130_c0_g1_i1.p1
OG0001030	Shad_tr22525_c0_g2_i2.p1	Acte_DN14074_c0_g1_i1.p1
OG0001030	Shad_tr24174_c0_g1_i3.p1, Shad_tr24174_c0_g2_i1.p1	Acte_DN22376_c0_g1_i1.p1, Acte_DN11398_c0_g1_i2.p1
OG0001031	Shad_tr11421_c1_g1_i1.p1	Acte_DN8978_c0_g1_i1.p1
OG0001032	Shad_tr7261_c1_g1_i4.p2, Shad_tr7159_c0_g3_i1.p1, Shad_tr7159_c0_g1_i3.p1	Acte_DN312_c1_g1_i1.p1
OG0001034	Shad_tr27591_c1_g2_i1.p1, Shad_tr48030_c1_g1_i1.p1	Acte_DN6960_c1_g2_i1.p1
