Orthogroup	Stichodactyla_haddoni_longest_pep	Heteractis_crispa_longest_pep
OG0000094	Shad_tr9889_c0_g1_i11.p1	Hcri_tr71342_c0_g1_i3.p1, Hcri_tr7164_c0_g1_i2.p1
OG0000094	Shad_tr10460_c1_g1_i1.p1	Hcri_tr38193_c0_g2_i1.p1
OG0000094	Shad_tr107999_c0_g1_i1.p1, Shad_tr27853_c0_g2_i1.p1	Hcri_tr77587_c0_g1_i1.p1
OG0000094	Shad_tr3941_c0_g1_i11.p1	Hcri_tr11241_c0_g1_i1.p1
OG0000094	Shad_tr105986_c0_g1_i1.p1, Shad_tr38004_c0_g1_i1.p1, Shad_tr25736_c0_g1_i2.p1, Shad_tr82661_c0_g1_i1.p1	Hcri_tr26536_c0_g1_i1.p1
OG0000095	Shad_tr104091_c0_g1_i1.p1	Hcri_tr13679_c1_g1_i1.p1, Hcri_tr13679_c0_g3_i1.p1
OG0000095	Shad_tr78900_c0_g1_i1.p1, Shad_tr62877_c0_g1_i1.p1	Hcri_tr85294_c0_g1_i1.p1
OG0000095	Shad_tr40518_c0_g3_i1.p1, Shad_tr22937_c2_g1_i1.p1, Shad_tr49756_c0_g1_i1.p1, Shad_tr57540_c0_g2_i1.p1	Hcri_tr53029_c0_g1_i1.p1
OG0000095	Shad_tr40518_c0_g2_i4.p1	Hcri_tr13679_c0_g2_i1.p1
OG0000095	Shad_tr7585_c0_g1_i22.p1	Hcri_tr13679_c0_g1_i10.p1
OG0000096	Shad_tr16043_c0_g1_i2.p1	Hcri_tr43265_c0_g1_i1.p1
OG0000096	Shad_tr80919_c0_g1_i1.p1	Hcri_tr83294_c0_g1_i1.p1
OG0000097	Shad_tr39031_c0_g1_i5.p1	Hcri_tr38911_c0_g2_i1.p1, Hcri_tr846_c1_g1_i2.p1
OG0000097	Shad_tr1040_c1_g1_i8.p1	Hcri_tr5682_c0_g1_i6.p1
OG0000097	Shad_tr48260_c0_g1_i1.p1	Hcri_tr19635_c0_g1_i5.p1
OG0000097	Shad_tr25967_c0_g1_i6.p1	Hcri_tr16579_c1_g1_i2.p1
OG0000097	Shad_tr28406_c0_g1_i1.p1	Hcri_tr13560_c0_g1_i3.p1
OG0000098	Shad_tr81806_c0_g1_i1.p1	Hcri_tr7658_c0_g1_i7.p1
OG0000098	Shad_tr24630_c0_g2_i5.p1	Hcri_tr29918_c0_g1_i1.p1
OG0000098	Shad_tr110268_c0_g1_i1.p1	Hcri_tr12276_c1_g1_i1.p1
OG0000098	Shad_tr109878_c0_g1_i1.p1	Hcri_tr23123_c0_g1_i1.p1
OG0000098	Shad_tr29234_c0_g1_i2.p1	Hcri_tr3313_c1_g1_i1.p1
OG0000098	Shad_tr48524_c0_g1_i1.p1	Hcri_tr71330_c0_g1_i1.p1
OG0000099	Shad_tr1354_c2_g1_i4.p1	Hcri_tr8449_c0_g1_i1.p1
OG0000099	Shad_tr22723_c0_g1_i8.p1	Hcri_tr13122_c0_g1_i5.p1
OG0000099	Shad_tr2579_c0_g3_i7.p1	Hcri_tr40896_c0_g1_i1.p1, Hcri_tr71601_c0_g1_i1.p1
OG0000099	Shad_tr20098_c0_g1_i5.p1	Hcri_tr5820_c1_g1_i3.p1
OG0000099	Shad_tr46932_c2_g1_i1.p1	Hcri_tr13381_c0_g1_i1.p1
OG0000099	Shad_tr94658_c0_g1_i1.p1	Hcri_tr67001_c0_g1_i2.p1
OG0000099	Shad_tr2093_c2_g3_i2.p1	Hcri_tr42693_c0_g1_i2.p1
OG0000099	Shad_tr20761_c0_g1_i16.p1	Hcri_tr10538_c3_g1_i1.p1
OG0000100	Shad_tr11400_c1_g1_i3.p1	Hcri_tr17456_c0_g1_i4.p1
OG0000100	Shad_tr22178_c0_g3_i1.p1	Hcri_tr16519_c0_g1_i1.p2
OG0000100	Shad_tr33886_c0_g2_i1.p1	Hcri_tr24061_c1_g1_i1.p1
OG0000100	Shad_tr12434_c2_g1_i1.p1, Shad_tr29780_c0_g2_i1.p1	Hcri_tr17315_c1_g1_i3.p3
OG0000100	Shad_tr12961_c2_g4_i2.p1, Shad_tr84426_c0_g1_i1.p2, Shad_tr14124_c0_g2_i1.p1	Hcri_tr40929_c0_g1_i1.p1
OG0000100	Shad_tr21009_c1_g1_i1.p1, Shad_tr16642_c0_g1_i2.p1	Hcri_tr30605_c0_g4_i1.p1, Hcri_tr25514_c0_g1_i3.p1
OG0000100	Shad_tr14124_c3_g1_i1.p1	Hcri_tr28012_c0_g1_i7.p1
OG0000101	Shad_tr44407_c1_g1_i1.p1	Hcri_tr32719_c0_g1_i1.p1
OG0000101	Shad_tr6572_c0_g3_i1.p1	Hcri_tr19274_c0_g1_i3.p1
OG0000102	Shad_tr47252_c0_g1_i1.p1	Hcri_tr64720_c0_g1_i1.p1
OG0000102	Shad_tr25319_c0_g1_i1.p1	Hcri_tr56299_c0_g1_i1.p1, Hcri_tr85196_c0_g1_i1.p1
OG0000102	Shad_tr49806_c0_g1_i1.p1, Shad_tr84247_c0_g1_i1.p1, Shad_tr63841_c0_g1_i1.p1, Shad_tr57362_c0_g1_i3.p1	Hcri_tr88352_c0_g1_i1.p1
OG0000103	Shad_tr38594_c1_g1_i1.p1	Hcri_tr86743_c0_g1_i1.p1
OG0000103	Shad_tr83785_c0_g1_i1.p1	Hcri_tr86056_c0_g1_i1.p1
OG0000104	Shad_tr75005_c0_g1_i1.p1	Hcri_tr24327_c0_g1_i6.p1
OG0000104	Shad_tr7200_c1_g1_i3.p1	Hcri_tr15915_c0_g1_i3.p1
OG0000104	Shad_tr8912_c6_g1_i1.p1	Hcri_tr18367_c0_g1_i10.p1
OG0000104	Shad_tr67366_c0_g1_i1.p1	Hcri_tr35863_c0_g1_i2.p1
OG0000104	Shad_tr28968_c0_g1_i2.p1	Hcri_tr30276_c0_g1_i1.p1
OG0000105	Shad_tr6617_c0_g2_i1.p1	Hcri_tr8462_c0_g1_i3.p1, Hcri_tr8462_c0_g2_i2.p1
OG0000105	Shad_tr89197_c0_g1_i1.p1, Shad_tr7625_c0_g1_i1.p1	Hcri_tr21733_c0_g1_i5.p1
OG0000105	Shad_tr17319_c0_g1_i4.p1	Hcri_tr21091_c0_g2_i2.p1
OG0000105	Shad_tr100954_c0_g1_i1.p1	Hcri_tr18550_c5_g1_i3.p1
OG0000105	Shad_tr16333_c0_g1_i1.p1	Hcri_tr35795_c4_g1_i1.p1
OG0000106	Shad_tr18414_c0_g1_i13.p1	Hcri_tr5979_c0_g2_i5.p1
OG0000106	Shad_tr45528_c0_g1_i1.p1	Hcri_tr35734_c0_g2_i1.p1
OG0000106	Shad_tr75894_c0_g1_i1.p1	Hcri_tr16169_c0_g1_i11.p1
OG0000106	Shad_tr114221_c0_g1_i1.p1	Hcri_tr941_c5_g1_i1.p1
OG0000106	Shad_tr13333_c0_g2_i1.p1, Shad_tr59005_c4_g1_i1.p1, Shad_tr1061_c0_g1_i2.p1	Hcri_tr33130_c0_g1_i1.p1, Hcri_tr34504_c1_g1_i1.p1
OG0000107	Shad_tr8733_c0_g1_i1.p1	Hcri_tr4253_c0_g1_i1.p1
OG0000107	Shad_tr7565_c0_g1_i2.p1	Hcri_tr254_c0_g1_i3.p1
OG0000107	Shad_tr3560_c1_g1_i1.p1	Hcri_tr5287_c0_g1_i2.p1
OG0000107	Shad_tr686_c6_g1_i1.p1	Hcri_tr6963_c0_g1_i2.p1
OG0000107	Shad_tr24038_c1_g1_i2.p1	Hcri_tr19315_c1_g1_i1.p1
OG0000107	Shad_tr10291_c0_g1_i1.p1	Hcri_tr13468_c0_g1_i1.p1
OG0000107	Shad_tr20058_c0_g1_i1.p1	Hcri_tr15835_c0_g4_i2.p1
OG0000108	Shad_tr41918_c1_g1_i3.p1	Hcri_tr36859_c0_g1_i2.p1
OG0000108	Shad_tr59589_c0_g2_i1.p1	Hcri_tr66769_c0_g1_i1.p2
OG0000108	Shad_tr62904_c0_g1_i1.p1	Hcri_tr36668_c0_g1_i1.p1
OG0000108	Shad_tr7572_c0_g1_i3.p1	Hcri_tr22008_c0_g1_i2.p1
OG0000108	Shad_tr58105_c0_g1_i1.p1	Hcri_tr23407_c0_g1_i8.p1
OG0000108	Shad_tr17788_c0_g4_i1.p1	Hcri_tr8013_c0_g1_i7.p1
OG0000109	Shad_tr2703_c0_g1_i9.p1, Shad_tr28044_c0_g1_i1.p1, Shad_tr654_c0_g1_i3.p1	Hcri_tr22375_c0_g1_i1.p1
OG0000109	Shad_tr42594_c0_g1_i1.p1	Hcri_tr3853_c0_g1_i2.p1, Hcri_tr28229_c0_g1_i1.p1, Hcri_tr4830_c0_g1_i1.p1
OG0000110	Shad_tr244_c10_g1_i1.p1	Hcri_tr2307_c0_g2_i2.p1
OG0000110	Shad_tr94407_c0_g1_i1.p1	Hcri_tr49889_c0_g1_i1.p1
OG0000110	Shad_tr4272_c0_g1_i1.p1	Hcri_tr6172_c0_g2_i1.p1
OG0000110	Shad_tr7210_c1_g5_i1.p1	Hcri_tr10704_c0_g1_i1.p1
OG0000110	Shad_tr50_c0_g1_i1.p1	Hcri_tr25363_c0_g1_i3.p1
OG0000111	Shad_tr22089_c0_g1_i1.p1	Hcri_tr29080_c0_g1_i1.p1
OG0000111	Shad_tr101416_c0_g1_i1.p1	Hcri_tr69077_c0_g1_i1.p1
OG0000111	Shad_tr16896_c1_g1_i3.p1, Shad_tr50728_c0_g1_i1.p1	Hcri_tr12243_c0_g1_i2.p1
OG0000111	Shad_tr21168_c0_g1_i2.p1, Shad_tr50728_c1_g1_i1.p1	Hcri_tr27032_c0_g1_i1.p1
OG0000111	Shad_tr4517_c2_g1_i10.p1	Hcri_tr49330_c0_g1_i2.p1
OG0000112	Shad_tr101414_c0_g1_i1.p1, Shad_tr32450_c0_g1_i1.p1, Shad_tr84078_c0_g1_i1.p1	Hcri_tr57006_c0_g1_i1.p1
OG0000112	Shad_tr13510_c1_g1_i4.p1	Hcri_tr33725_c0_g1_i1.p1
OG0000113	Shad_tr50851_c0_g1_i1.p1	Hcri_tr11881_c0_g2_i3.p1
OG0000113	Shad_tr26905_c0_g1_i5.p1, Shad_tr10910_c1_g1_i2.p1	Hcri_tr41388_c0_g1_i1.p1
OG0000113	Shad_tr4666_c2_g1_i2.p1	Hcri_tr31595_c2_g1_i1.p1
OG0000114	Shad_tr84365_c0_g1_i1.p1	Hcri_tr86895_c0_g1_i1.p1
OG0000114	Shad_tr47226_c0_g2_i1.p1	Hcri_tr71732_c0_g1_i1.p1
OG0000114	Shad_tr111327_c0_g1_i1.p1	Hcri_tr33480_c0_g1_i1.p1, Hcri_tr73546_c0_g1_i1.p1
OG0000114	Shad_tr32717_c0_g1_i1.p1	Hcri_tr11707_c0_g1_i3.p1
OG0000115	Shad_tr40158_c0_g1_i1.p1	Hcri_tr3712_c7_g1_i1.p1
OG0000115	Shad_tr35077_c0_g2_i1.p1, Shad_tr68650_c0_g1_i2.p1, Shad_tr20709_c0_g1_i6.p1, Shad_tr28015_c0_g1_i2.p1	Hcri_tr14205_c1_g2_i6.p1, Hcri_tr14205_c3_g1_i1.p1
OG0000115	Shad_tr13988_c1_g1_i2.p1	Hcri_tr6135_c1_g1_i3.p1
OG0000115	Shad_tr29555_c0_g1_i6.p1	Hcri_tr69813_c0_g1_i1.p1
OG0000116	Shad_tr19520_c4_g1_i4.p1, Shad_tr1348_c0_g1_i1.p1, Shad_tr27814_c0_g1_i1.p1, Shad_tr19520_c1_g2_i1.p1, Shad_tr15127_c4_g1_i1.p1	Hcri_tr22813_c0_g2_i4.p1, Hcri_tr3286_c0_g1_i1.p1
OG0000116	Shad_tr15243_c0_g1_i1.p1, Shad_tr15243_c0_g2_i2.p1	Hcri_tr13043_c0_g1_i2.p1
OG0000116	Shad_tr22556_c0_g1_i2.p1, Shad_tr209_c0_g1_i18.p1	Hcri_tr25893_c0_g1_i4.p1
OG0000117	Shad_tr53902_c0_g1_i1.p1	Hcri_tr86021_c0_g1_i1.p2, Hcri_tr32395_c1_g1_i2.p2, Hcri_tr72129_c0_g1_i1.p1, Hcri_tr37327_c0_g3_i1.p1
OG0000117	Shad_tr3325_c0_g2_i1.p1	Hcri_tr16023_c0_g2_i1.p1
OG0000117	Shad_tr27639_c0_g1_i3.p2	Hcri_tr76107_c0_g1_i1.p1
OG0000117	Shad_tr28331_c2_g2_i1.p1	Hcri_tr55196_c0_g1_i1.p1
OG0000117	Shad_tr114256_c0_g1_i1.p1, Shad_tr19199_c0_g1_i12.p1, Shad_tr8598_c1_g1_i11.p1	Hcri_tr10833_c0_g1_i12.p1
OG0000118	Shad_tr5680_c0_g1_i5.p1	Hcri_tr16217_c0_g1_i1.p1
OG0000118	Shad_tr45407_c0_g1_i1.p1	Hcri_tr35858_c3_g1_i2.p1, Hcri_tr35858_c1_g1_i2.p1
OG0000118	Shad_tr4306_c1_g2_i1.p1	Hcri_tr35679_c0_g4_i2.p2
OG0000118	Shad_tr43060_c0_g1_i5.p1	Hcri_tr24653_c4_g1_i1.p1
OG0000118	Shad_tr20898_c0_g2_i1.p1	Hcri_tr13329_c0_g2_i1.p1
OG0000119	Shad_tr48245_c0_g1_i3.p1, Shad_tr109004_c0_g1_i1.p1	Hcri_tr24355_c0_g1_i1.p1
OG0000119	Shad_tr16609_c0_g2_i1.p1, Shad_tr40984_c3_g1_i1.p1	Hcri_tr13194_c5_g1_i4.p1
OG0000119	Shad_tr51294_c0_g1_i1.p1	Hcri_tr15925_c0_g2_i1.p1
OG0000119	Shad_tr14116_c0_g3_i2.p1	Hcri_tr10713_c0_g1_i1.p1
OG0000119	Shad_tr46053_c1_g1_i1.p1, Shad_tr51538_c0_g1_i1.p1	Hcri_tr15925_c0_g1_i3.p1
OG0000119	Shad_tr13159_c1_g2_i1.p1	Hcri_tr77215_c0_g1_i1.p1
OG0000120	Shad_tr761_c2_g1_i2.p1, Shad_tr23237_c0_g1_i2.p1, Shad_tr16142_c0_g1_i13.p1, Shad_tr16441_c2_g1_i1.p1	Hcri_tr10666_c0_g1_i4.p1
OG0000120	Shad_tr9420_c0_g1_i13.p1, Shad_tr21383_c0_g1_i1.p1, Shad_tr32017_c0_g1_i1.p1, Shad_tr15359_c1_g1_i1.p1, Shad_tr32017_c0_g2_i1.p1, Shad_tr2430_c0_g1_i15.p1	Hcri_tr35154_c3_g1_i1.p1
OG0000121	Shad_tr16627_c0_g1_i1.p1	Hcri_tr17588_c0_g1_i2.p1
OG0000121	Shad_tr40444_c0_g1_i1.p1	Hcri_tr8649_c3_g1_i2.p1
OG0000121	Shad_tr27955_c0_g1_i1.p1	Hcri_tr33983_c1_g1_i1.p1
OG0000121	Shad_tr7435_c0_g2_i1.p1	Hcri_tr11710_c1_g2_i1.p1
OG0000121	Shad_tr18268_c0_g1_i2.p1	Hcri_tr56198_c0_g1_i1.p1
OG0000122	Shad_tr22175_c0_g1_i3.p1, Shad_tr16853_c0_g1_i5.p1, Shad_tr19654_c0_g1_i1.p1	Hcri_tr5649_c0_g1_i28.p1
OG0000122	Shad_tr1044_c1_g2_i1.p1, Shad_tr14879_c0_g1_i3.p1, Shad_tr3759_c0_g2_i7.p1, Shad_tr18531_c0_g1_i9.p1, Shad_tr15014_c0_g1_i1.p1, Shad_tr3888_c0_g2_i1.p1	Hcri_tr15331_c0_g1_i1.p1
OG0000123	Shad_tr11634_c0_g1_i4.p1	Hcri_tr46175_c0_g1_i1.p1
OG0000123	Shad_tr5077_c1_g1_i8.p1	Hcri_tr15867_c1_g1_i5.p1, Hcri_tr22351_c0_g1_i1.p1, Hcri_tr43825_c1_g1_i1.p1, Hcri_tr34438_c3_g1_i1.p1
OG0000123	Shad_tr76791_c0_g1_i1.p1, Shad_tr68573_c0_g1_i1.p1	Hcri_tr6337_c2_g1_i1.p1
OG0000123	Shad_tr16410_c0_g1_i12.p1	Hcri_tr32352_c0_g1_i1.p1
OG0000123	Shad_tr19372_c0_g1_i1.p1	Hcri_tr30492_c0_g1_i1.p1
OG0000123	Shad_tr15283_c0_g1_i7.p1	Hcri_tr40492_c0_g1_i1.p1
OG0000123	Shad_tr96746_c0_g1_i1.p1	Hcri_tr20102_c0_g1_i2.p1
OG0000123	Shad_tr19372_c0_g2_i1.p1	Hcri_tr25692_c0_g2_i2.p1
OG0000124	Shad_tr85057_c0_g1_i1.p1	Hcri_tr92078_c0_g1_i1.p1
OG0000124	Shad_tr66479_c0_g1_i1.p1	Hcri_tr60734_c0_g1_i1.p1
OG0000124	Shad_tr27511_c0_g1_i4.p1	Hcri_tr35115_c0_g2_i1.p1
OG0000124	Shad_tr77278_c0_g1_i1.p1	Hcri_tr12587_c0_g1_i8.p1
OG0000124	Shad_tr41752_c0_g1_i1.p1	Hcri_tr44675_c0_g2_i1.p1
OG0000124	Shad_tr50073_c0_g1_i1.p1	Hcri_tr35115_c0_g3_i1.p1
OG0000125	Shad_tr3940_c3_g1_i1.p1	Hcri_tr16626_c0_g1_i1.p1
OG0000125	Shad_tr44636_c0_g2_i3.p1	Hcri_tr19141_c1_g1_i5.p1
OG0000125	Shad_tr980_c0_g1_i8.p1	Hcri_tr732_c0_g1_i2.p1
OG0000125	Shad_tr13427_c0_g1_i1.p1	Hcri_tr12981_c1_g1_i9.p1
OG0000125	Shad_tr13262_c0_g1_i2.p1	Hcri_tr10688_c2_g1_i1.p1
OG0000125	Shad_tr11762_c1_g3_i1.p1	Hcri_tr17850_c0_g1_i4.p1
OG0000125	Shad_tr26193_c0_g1_i1.p1	Hcri_tr53173_c0_g1_i1.p1
OG0000125	Shad_tr47428_c0_g1_i1.p1	Hcri_tr75857_c0_g1_i1.p1
OG0000126	Shad_tr2141_c1_g1_i24.p1	Hcri_tr46440_c0_g1_i1.p1, Hcri_tr6624_c0_g1_i2.p1
OG0000126	Shad_tr14219_c2_g1_i1.p1, Shad_tr2558_c0_g1_i9.p1	Hcri_tr1623_c0_g1_i5.p1
OG0000126	Shad_tr46007_c0_g1_i7.p1	Hcri_tr1545_c0_g1_i2.p1
OG0000126	Shad_tr23604_c0_g1_i2.p1	Hcri_tr10801_c0_g1_i12.p1
OG0000126	Shad_tr16440_c0_g1_i2.p1	Hcri_tr35407_c0_g1_i1.p1
OG0000127	Shad_tr15431_c0_g1_i11.p1	Hcri_tr52174_c0_g1_i1.p1
OG0000127	Shad_tr83105_c0_g1_i1.p1	Hcri_tr92837_c0_g1_i1.p1
OG0000127	Shad_tr1506_c8_g1_i3.p1	Hcri_tr92070_c0_g1_i1.p1
OG0000128	Shad_tr10919_c0_g2_i1.p1	Hcri_tr43775_c0_g1_i3.p1
OG0000128	Shad_tr21917_c1_g1_i3.p1	Hcri_tr8765_c0_g1_i1.p1
OG0000128	Shad_tr26945_c0_g1_i3.p1	Hcri_tr70170_c0_g1_i1.p1
OG0000128	Shad_tr25732_c0_g1_i1.p1	Hcri_tr6352_c0_g2_i9.p1
OG0000128	Shad_tr34437_c0_g1_i6.p1	Hcri_tr14665_c0_g1_i5.p1
OG0000128	Shad_tr36748_c0_g2_i1.p1	Hcri_tr42920_c0_g1_i1.p1
OG0000129	Shad_tr107675_c0_g1_i1.p1	Hcri_tr82681_c0_g1_i1.p1
OG0000129	Shad_tr104613_c0_g1_i1.p1, Shad_tr42245_c0_g1_i7.p1	Hcri_tr63791_c0_g1_i1.p1
OG0000129	Shad_tr104916_c0_g1_i1.p1	Hcri_tr69208_c0_g1_i1.p1, Hcri_tr64846_c0_g1_i1.p1
OG0000129	Shad_tr25765_c0_g1_i3.p1, Shad_tr103049_c0_g1_i1.p1	Hcri_tr35878_c0_g1_i1.p1, Hcri_tr63617_c0_g1_i1.p1
OG0000131	Shad_tr13950_c0_g2_i1.p1, Shad_tr23928_c0_g1_i2.p1	Hcri_tr31452_c1_g1_i1.p1
OG0000131	Shad_tr32372_c2_g1_i1.p1	Hcri_tr35041_c0_g1_i1.p1, Hcri_tr10215_c1_g2_i2.p1
OG0000131	Shad_tr1282_c3_g4_i1.p1, Shad_tr701_c40_g2_i1.p1, Shad_tr2923_c0_g1_i8.p1, Shad_tr21243_c1_g1_i1.p1, Shad_tr969_c1_g2_i2.p1, Shad_tr3908_c3_g1_i1.p1	Hcri_tr40798_c6_g1_i1.p1
OG0000132	Shad_tr11728_c0_g1_i11.p1	Hcri_tr13952_c0_g2_i2.p1
OG0000132	Shad_tr20044_c0_g1_i7.p1	Hcri_tr4850_c0_g1_i2.p1
OG0000132	Shad_tr4879_c0_g1_i12.p1	Hcri_tr2792_c0_g1_i4.p1
OG0000132	Shad_tr41042_c0_g2_i1.p1	Hcri_tr2854_c1_g1_i5.p1
OG0000132	Shad_tr8828_c4_g1_i1.p1, Shad_tr13752_c0_g2_i3.p1	Hcri_tr28489_c0_g1_i1.p1
OG0000132	Shad_tr6461_c0_g1_i4.p1	Hcri_tr7783_c2_g1_i2.p1
OG0000133	Shad_tr20963_c1_g1_i1.p1	Hcri_tr90093_c0_g1_i1.p1
OG0000133	Shad_tr20963_c0_g1_i5.p1, Shad_tr32735_c1_g1_i15.p1	Hcri_tr39116_c1_g1_i1.p1, Hcri_tr20231_c1_g1_i14.p1, Hcri_tr7993_c0_g2_i4.p1, Hcri_tr81350_c0_g1_i1.p1, Hcri_tr39747_c0_g1_i1.p1
OG0000133	Shad_tr1498_c7_g1_i1.p1	Hcri_tr65435_c0_g1_i1.p1
OG0000133	Shad_tr113952_c0_g1_i1.p1	Hcri_tr75434_c0_g1_i2.p1
OG0000134	Shad_tr18850_c1_g1_i4.p1, Shad_tr15442_c0_g1_i2.p1	Hcri_tr61234_c0_g1_i3.p1
OG0000134	Shad_tr32702_c0_g1_i3.p1	Hcri_tr31240_c0_g1_i1.p2, Hcri_tr45338_c0_g1_i1.p1
OG0000134	Shad_tr102175_c0_g1_i1.p1	Hcri_tr27000_c0_g1_i2.p1
OG0000135	Shad_tr439_c16_g1_i4.p1	Hcri_tr37074_c0_g1_i1.p1
OG0000135	Shad_tr51299_c0_g1_i1.p1	Hcri_tr42767_c0_g1_i1.p1, Hcri_tr10215_c1_g1_i3.p1
OG0000135	Shad_tr30424_c1_g1_i4.p1	Hcri_tr33955_c0_g1_i1.p1
OG0000135	Shad_tr6983_c0_g1_i2.p4, Shad_tr6983_c0_g2_i1.p1	Hcri_tr63230_c0_g1_i1.p2
OG0000135	Shad_tr21184_c1_g1_i2.p1, Shad_tr96873_c0_g1_i1.p1, Shad_tr14411_c2_g1_i1.p1, Shad_tr14411_c8_g1_i1.p1, Shad_tr21184_c1_g3_i1.p1, Shad_tr42929_c0_g1_i1.p1	Hcri_tr33400_c0_g1_i1.p1, Hcri_tr35154_c2_g1_i1.p2
OG0000135	Shad_tr25101_c0_g3_i2.p1	Hcri_tr15960_c0_g1_i1.p1
OG0000135	Shad_tr17824_c0_g1_i2.p1, Shad_tr50535_c1_g1_i1.p1	Hcri_tr6300_c0_g1_i1.p1
OG0000136	Shad_tr58094_c1_g1_i1.p1	Hcri_tr82476_c0_g1_i1.p1
OG0000136	Shad_tr105812_c0_g1_i1.p1, Shad_tr94985_c0_g1_i1.p1	Hcri_tr67916_c0_g1_i1.p1
OG0000136	Shad_tr103902_c0_g1_i1.p1	Hcri_tr42189_c1_g1_i3.p1
OG0000136	Shad_tr31473_c1_g1_i2.p1, Shad_tr32891_c3_g1_i7.p1	Hcri_tr18524_c1_g1_i3.p1
OG0000136	Shad_tr18510_c2_g1_i1.p1	Hcri_tr37054_c0_g4_i1.p1, Hcri_tr37054_c0_g1_i4.p1
OG0000136	Shad_tr37619_c1_g1_i1.p1	Hcri_tr15929_c0_g1_i2.p1
OG0000136	Shad_tr37619_c0_g1_i2.p1, Shad_tr37619_c0_g2_i1.p1	Hcri_tr15929_c1_g1_i1.p1
OG0000138	Shad_tr681_c0_g1_i2.p1	Hcri_tr4791_c0_g2_i1.p1
OG0000138	Shad_tr1339_c2_g1_i1.p1	Hcri_tr1574_c2_g1_i1.p1
OG0000138	Shad_tr5222_c0_g1_i3.p2	Hcri_tr5973_c0_g1_i2.p1, Hcri_tr1624_c1_g1_i3.p1, Hcri_tr61802_c0_g1_i1.p1
OG0000138	Shad_tr3025_c0_g1_i5.p1	Hcri_tr14667_c0_g1_i1.p1
OG0000138	Shad_tr98_c0_g1_i3.p1	Hcri_tr58_c0_g1_i6.p1
OG0000139	Shad_tr64779_c0_g1_i1.p1	Hcri_tr46333_c0_g2_i5.p1
OG0000139	Shad_tr46634_c0_g1_i1.p2	Hcri_tr13191_c0_g3_i1.p1
OG0000140	Shad_tr20825_c0_g1_i1.p2, Shad_tr49665_c1_g1_i1.p1	Hcri_tr54108_c0_g1_i1.p1
OG0000140	Shad_tr69735_c0_g1_i1.p1	Hcri_tr91496_c0_g1_i1.p1
OG0000140	Shad_tr41859_c0_g1_i2.p1	Hcri_tr57060_c0_g1_i1.p1
OG0000140	Shad_tr94028_c0_g1_i1.p1	Hcri_tr24195_c0_g2_i1.p1
OG0000141	Shad_tr28110_c0_g1_i13.p1	Hcri_tr45786_c0_g1_i1.p1
OG0000141	Shad_tr14223_c1_g1_i11.p1	Hcri_tr33763_c0_g1_i4.p1
OG0000141	Shad_tr19931_c1_g1_i7.p1	Hcri_tr12186_c0_g1_i2.p1
OG0000141	Shad_tr1313_c0_g1_i3.p1	Hcri_tr6680_c0_g1_i1.p1
OG0000141	Shad_tr15403_c0_g2_i3.p1	Hcri_tr251_c1_g1_i6.p1
OG0000141	Shad_tr3473_c0_g3_i3.p1	Hcri_tr251_c0_g1_i1.p1
OG0000142	Shad_tr16102_c0_g1_i11.p1, Shad_tr42306_c0_g1_i1.p1, Shad_tr15102_c0_g1_i4.p1, Shad_tr7850_c0_g1_i1.p1	Hcri_tr25790_c0_g2_i1.p1
OG0000142	Shad_tr1689_c0_g1_i21.p1	Hcri_tr9067_c0_g1_i13.p1
OG0000142	Shad_tr34880_c2_g1_i30.p1	Hcri_tr64609_c0_g1_i1.p1, Hcri_tr10116_c0_g1_i13.p1
OG0000142	Shad_tr10995_c0_g2_i4.p1	Hcri_tr35057_c0_g1_i1.p1, Hcri_tr2603_c0_g1_i8.p1
OG0000142	Shad_tr3237_c0_g1_i1.p1	Hcri_tr6779_c0_g1_i3.p1
OG0000143	Shad_tr58499_c0_g1_i1.p1	Hcri_tr20121_c1_g1_i4.p1
OG0000144	Shad_tr24531_c0_g1_i1.p1, Shad_tr31127_c1_g1_i6.p1	Hcri_tr11766_c0_g1_i15.p1
OG0000144	Shad_tr28750_c0_g1_i1.p1	Hcri_tr12437_c1_g1_i2.p1
OG0000144	Shad_tr45989_c1_g1_i1.p1	Hcri_tr16804_c2_g5_i1.p2
OG0000144	Shad_tr63696_c0_g1_i1.p1	Hcri_tr6400_c0_g3_i1.p2
OG0000144	Shad_tr28767_c0_g1_i4.p1	Hcri_tr15600_c1_g1_i4.p2
OG0000145	Shad_tr65125_c0_g1_i1.p1	Hcri_tr75640_c0_g1_i1.p1
OG0000145	Shad_tr24767_c0_g3_i1.p1	Hcri_tr49911_c0_g1_i1.p1
OG0000145	Shad_tr6278_c0_g1_i1.p1	Hcri_tr20566_c0_g1_i1.p1
OG0000145	Shad_tr88260_c0_g1_i2.p1	Hcri_tr57263_c0_g1_i1.p1
OG0000145	Shad_tr49953_c1_g1_i1.p2	Hcri_tr29683_c0_g1_i1.p1
OG0000146	Shad_tr13493_c1_g1_i2.p1	Hcri_tr11161_c0_g1_i7.p1
OG0000146	Shad_tr26002_c0_g1_i2.p1	Hcri_tr10782_c0_g1_i9.p1
OG0000146	Shad_tr7772_c0_g1_i2.p1	Hcri_tr863_c3_g1_i3.p1
OG0000146	Shad_tr25340_c0_g1_i16.p1	Hcri_tr19171_c1_g1_i15.p1
