Orthogroup	Stichodactyla_haddoni_longest_pep	Nemopilema_nomurai_longest_pep
OG0000932	Shad_tr3289_c1_g1_i1.p1	Neno_DN23646_c0_g1_i1.p1
OG0000935	Shad_tr16383_c0_g1_i4.p1	Neno_DN12556_c0_g1_i1.p1, Neno_DN3292_c0_g1_i1.p1, Neno_DN13131_c0_g1_i7.p2
OG0000935	Shad_tr32821_c0_g1_i1.p1	Neno_DN250_c0_g1_i10.p1
OG0000937	Shad_tr8614_c1_g1_i1.p1, Shad_tr62123_c0_g1_i1.p1, Shad_tr31562_c0_g1_i1.p1	Neno_DN6778_c0_g1_i1.p1
OG0000938	Shad_tr2702_c0_g1_i2.p1, Shad_tr11792_c0_g1_i1.p1	Neno_DN12472_c0_g2_i1.p1
OG0000939	Shad_tr773_c2_g1_i1.p1, Shad_tr41375_c0_g1_i1.p1, Shad_tr1491_c0_g1_i1.p1	Neno_DN2488_c0_g1_i1.p1
OG0000942	Shad_tr88791_c0_g2_i1.p1, Shad_tr5774_c1_g1_i2.p1, Shad_tr61360_c54_g1_i1.p1, Shad_tr88791_c0_g1_i1.p1, Shad_tr1200_c3_g1_i1.p1	Neno_DN23776_c0_g1_i1.p1
OG0000944	Shad_tr39042_c0_g1_i2.p1	Neno_DN5118_c0_g2_i1.p1, Neno_DN7708_c0_g1_i1.p1, Neno_DN7107_c0_g4_i1.p1, Neno_DN7708_c0_g2_i2.p1, Neno_DN4612_c0_g1_i1.p1, Neno_DN22693_c0_g1_i2.p1
OG0000948	Shad_tr71251_c0_g1_i1.p1	Neno_DN4265_c0_g1_i6.p1
OG0000948	Shad_tr383_c0_g1_i1.p1	Neno_DN89_c0_g1_i3.p1, Neno_DN5491_c0_g1_i2.p1
OG0000949	Shad_tr41973_c0_g2_i1.p1	Neno_DN3985_c0_g1_i6.p1
OG0000950	Shad_tr19144_c0_g1_i7.p1	Neno_DN7877_c1_g1_i2.p1
OG0000951	Shad_tr2555_c2_g1_i6.p1	Neno_DN8673_c0_g1_i5.p1, Neno_DN8673_c0_g2_i1.p1
OG0000951	Shad_tr6148_c1_g1_i1.p1	Neno_DN8673_c1_g2_i1.p1
OG0000954	Shad_tr37217_c0_g1_i1.p1, Shad_tr17061_c1_g1_i1.p1, Shad_tr28447_c3_g1_i1.p1, Shad_tr37217_c2_g1_i1.p1, Shad_tr23339_c0_g1_i4.p1	Neno_DN1806_c0_g1_i2.p1
OG0000956	Shad_tr14417_c2_g1_i1.p1	Neno_DN9341_c0_g1_i2.p1
OG0000959	Shad_tr18660_c0_g1_i1.p1	Neno_DN1704_c0_g1_i8.p1
OG0000959	Shad_tr7479_c0_g1_i5.p1	Neno_DN1861_c0_g1_i1.p1, Neno_DN2039_c0_g1_i2.p1
OG0000961	Shad_tr62982_c0_g1_i1.p1	Neno_DN2580_c0_g1_i2.p1
OG0000961	Shad_tr591_c2_g1_i1.p1	Neno_DN576_c0_g1_i7.p1
OG0000962	Shad_tr5475_c1_g1_i2.p1	Neno_DN140_c0_g1_i12.p1
OG0000967	Shad_tr11111_c6_g1_i1.p1	Neno_DN9787_c0_g3_i1.p1
OG0000968	Shad_tr20311_c0_g1_i1.p1	Neno_DN17096_c0_g1_i1.p1
OG0000970	Shad_tr9183_c1_g2_i8.p1	Neno_DN5247_c0_g1_i1.p1
OG0000971	Shad_tr9302_c0_g1_i4.p1, Shad_tr56538_c0_g2_i3.p1	Neno_DN3376_c0_g1_i4.p1
OG0000973	Shad_tr7443_c0_g2_i1.p1, Shad_tr30219_c0_g1_i11.p1, Shad_tr7443_c0_g3_i6.p1, Shad_tr7697_c0_g1_i2.p1	Neno_DN3337_c0_g1_i2.p1
OG0000974	Shad_tr112036_c0_g1_i1.p1, Shad_tr6718_c1_g1_i7.p1	Neno_DN5165_c0_g1_i2.p1, Neno_DN1717_c0_g1_i2.p1, Neno_DN1487_c0_g1_i1.p1, Neno_DN5304_c0_g3_i1.p1, Neno_DN5304_c0_g2_i1.p1, Neno_DN5304_c0_g1_i1.p1
OG0000975	Shad_tr28439_c0_g2_i1.p1, Shad_tr28439_c0_g1_i1.p1, Shad_tr58884_c0_g1_i1.p1, Shad_tr79870_c0_g1_i1.p1	Neno_DN16574_c0_g2_i1.p1
OG0000980	Shad_tr22664_c0_g2_i1.p1, Shad_tr39481_c3_g1_i2.p1	Neno_DN8683_c0_g1_i1.p1
OG0000982	Shad_tr63890_c0_g1_i1.p1, Shad_tr13238_c0_g2_i1.p1, Shad_tr34776_c0_g4_i2.p1	Neno_DN13680_c0_g1_i1.p1
OG0000983	Shad_tr19967_c0_g1_i1.p1	Neno_DN7584_c0_g2_i1.p1
OG0000983	Shad_tr7630_c3_g1_i3.p1	Neno_DN18447_c0_g1_i1.p1
OG0000985	Shad_tr19328_c0_g2_i5.p1, Shad_tr9924_c2_g2_i1.p1	Neno_DN528_c0_g1_i2.p1
OG0000986	Shad_tr4234_c0_g1_i7.p1	Neno_DN14891_c0_g1_i1.p1
OG0000986	Shad_tr10575_c0_g1_i3.p1	Neno_DN2279_c0_g1_i2.p1
OG0000996	Shad_tr20499_c0_g1_i5.p1	Neno_DN5393_c0_g1_i2.p1
OG0000998	Shad_tr4836_c0_g1_i1.p1	Neno_DN9850_c0_g1_i1.p1
OG0000998	Shad_tr17167_c1_g1_i1.p1	Neno_DN22251_c0_g1_i1.p1
OG0000999	Shad_tr24228_c0_g1_i1.p1	Neno_DN9179_c0_g1_i3.p1
OG0001000	Shad_tr14028_c0_g1_i2.p1	Neno_DN15657_c0_g2_i1.p1
OG0001000	Shad_tr46065_c0_g2_i1.p1, Shad_tr46065_c0_g3_i1.p1	Neno_DN9388_c0_g1_i3.p1
OG0001003	Shad_tr162_c7_g1_i1.p1, Shad_tr5700_c0_g1_i49.p1, Shad_tr5700_c0_g2_i1.p1	Neno_DN7175_c0_g1_i3.p1
OG0001004	Shad_tr6894_c0_g2_i1.p1, Shad_tr13389_c0_g1_i25.p1	Neno_DN4477_c0_g1_i2.p1
OG0001006	Shad_tr39627_c0_g1_i1.p1	Neno_DN395_c0_g1_i3.p1
OG0001006	Shad_tr28096_c0_g1_i5.p1	Neno_DN4601_c0_g1_i1.p1
OG0001007	Shad_tr35581_c0_g1_i1.p1	Neno_DN6087_c0_g1_i2.p1
OG0001007	Shad_tr3791_c4_g1_i3.p1	Neno_DN2948_c0_g1_i2.p1
OG0001010	Shad_tr5563_c0_g1_i1.p1	Neno_DN23587_c0_g1_i1.p1
OG0001011	Shad_tr79042_c0_g1_i1.p1, Shad_tr341_c0_g1_i1.p1, Shad_tr11234_c1_g1_i1.p1	Neno_DN1301_c0_g1_i5.p1
OG0001012	Shad_tr42225_c0_g1_i2.p1	Neno_DN7608_c0_g1_i1.p1
OG0001014	Shad_tr51447_c1_g1_i11.p1, Shad_tr21855_c0_g1_i1.p1	Neno_DN5287_c0_g1_i6.p1
OG0001015	Shad_tr1864_c2_g1_i1.p1	Neno_DN4521_c0_g1_i1.p1
OG0001015	Shad_tr15186_c0_g3_i1.p1, Shad_tr15186_c0_g1_i3.p1	Neno_DN7379_c0_g1_i1.p1
OG0001016	Shad_tr6397_c0_g2_i1.p1	Neno_DN6409_c0_g1_i1.p1, Neno_DN3435_c0_g1_i6.p1
OG0001018	Shad_tr4464_c0_g1_i1.p1	Neno_DN9389_c0_g1_i1.p1
OG0001018	Shad_tr4637_c0_g2_i1.p1	Neno_DN17839_c0_g1_i3.p1
OG0001019	Shad_tr89942_c0_g1_i1.p1	Neno_DN19849_c0_g1_i1.p1
OG0001019	Shad_tr34364_c0_g2_i1.p1	Neno_DN6340_c0_g1_i5.p1, Neno_DN5472_c0_g2_i1.p1
OG0001020	Shad_tr13757_c0_g3_i2.p1, Shad_tr8598_c5_g1_i1.p1	Neno_DN1844_c0_g1_i1.p1
OG0001021	Shad_tr816_c4_g1_i33.p1, Shad_tr3243_c3_g1_i1.p1, Shad_tr44693_c0_g1_i3.p1	Neno_DN711_c0_g1_i3.p1
OG0001024	Shad_tr105900_c0_g1_i1.p1, Shad_tr64824_c0_g1_i5.p1, Shad_tr4383_c0_g4_i2.p1	Neno_DN1372_c0_g1_i1.p1
OG0001026	Shad_tr57989_c0_g1_i1.p1	Neno_DN12428_c0_g1_i1.p1
OG0001027	Shad_tr14220_c0_g2_i1.p1, Shad_tr46582_c0_g1_i1.p1, Shad_tr39863_c0_g1_i1.p1	Neno_DN6907_c0_g2_i1.p1
OG0001028	Shad_tr72872_c0_g1_i1.p1, Shad_tr63941_c0_g1_i1.p1	Neno_DN520_c0_g1_i2.p1, Neno_DN1411_c0_g1_i2.p1
OG0001029	Shad_tr37373_c0_g1_i1.p1	Neno_DN12519_c0_g1_i2.p1, Neno_DN1805_c0_g1_i15.p1, Neno_DN4542_c0_g1_i6.p1, Neno_DN13703_c0_g3_i1.p1, Neno_DN11454_c0_g1_i1.p1
OG0001031	Shad_tr11421_c1_g1_i1.p1, Shad_tr11214_c0_g1_i1.p1	Neno_DN12460_c0_g1_i1.p1
OG0001035	Shad_tr5237_c0_g2_i2.p3	Neno_DN2221_c0_g1_i1.p1
OG0001036	Shad_tr3820_c0_g1_i1.p1, Shad_tr9368_c0_g1_i1.p1	Neno_DN908_c0_g1_i1.p1, Neno_DN6239_c0_g1_i1.p1, Neno_DN2462_c0_g1_i1.p1
OG0001037	Shad_tr1812_c4_g1_i6.p1, Shad_tr17402_c0_g3_i1.p1, Shad_tr62906_c0_g1_i1.p1	Neno_DN14488_c0_g1_i1.p1
OG0001042	Shad_tr761_c13_g1_i3.p1	Neno_DN6196_c0_g2_i3.p1
OG0001043	Shad_tr6311_c1_g1_i1.p1	Neno_DN508_c0_g1_i7.p1
OG0001044	Shad_tr17645_c0_g2_i1.p1, Shad_tr824_c1_g1_i1.p1	Neno_DN1149_c0_g1_i1.p1
OG0001044	Shad_tr5405_c6_g2_i1.p1	Neno_DN460_c0_g1_i1.p1
OG0001047	Shad_tr5419_c2_g1_i1.p1	Neno_DN9099_c0_g1_i1.p1
OG0001048	Shad_tr6640_c0_g2_i25.p1	Neno_DN2171_c0_g2_i4.p1
OG0001049	Shad_tr1600_c0_g1_i11.p1, Shad_tr36214_c0_g1_i5.p1	Neno_DN272_c0_g1_i2.p1
OG0001051	Shad_tr1489_c15_g1_i2.p1	Neno_DN1307_c0_g1_i3.p1
OG0001052	Shad_tr26194_c0_g1_i1.p1, Shad_tr40887_c0_g3_i1.p1	Neno_DN5642_c0_g1_i4.p1
OG0001053	Shad_tr3850_c1_g1_i13.p1, Shad_tr8466_c0_g2_i1.p1	Neno_DN8797_c0_g1_i3.p1
OG0001056	Shad_tr2419_c3_g1_i10.p1	Neno_DN1452_c0_g1_i2.p1
OG0001056	Shad_tr13979_c0_g1_i25.p1	Neno_DN2625_c0_g1_i2.p1
OG0001057	Shad_tr9683_c0_g1_i3.p1, Shad_tr3289_c0_g1_i3.p1	Neno_DN1366_c0_g1_i3.p1
OG0001059	Shad_tr41468_c0_g1_i1.p1	Neno_DN15752_c0_g1_i1.p1
OG0001059	Shad_tr22366_c0_g3_i1.p1	Neno_DN20318_c0_g1_i1.p1, Neno_DN4142_c0_g2_i1.p1
OG0001059	Shad_tr23777_c0_g1_i5.p1	Neno_DN8122_c0_g1_i5.p1
OG0001060	Shad_tr5331_c2_g1_i5.p1	Neno_DN11663_c0_g1_i2.p1
OG0001060	Shad_tr289_c0_g3_i1.p1	Neno_DN6560_c0_g1_i1.p1
OG0001061	Shad_tr31578_c0_g1_i2.p1, Shad_tr439_c3_g1_i2.p1, Shad_tr40388_c1_g1_i1.p1	Neno_DN777_c0_g1_i4.p1, Neno_DN52_c0_g1_i11.p1, Neno_DN5359_c1_g1_i1.p1
OG0001063	Shad_tr22217_c1_g2_i1.p1, Shad_tr114133_c0_g1_i1.p1, Shad_tr22217_c2_g2_i1.p1, Shad_tr57947_c0_g1_i1.p1, Shad_tr22217_c1_g1_i1.p1	Neno_DN11709_c0_g1_i1.p1
OG0001065	Shad_tr7509_c0_g2_i3.p1	Neno_DN3902_c0_g1_i1.p1
OG0001065	Shad_tr10634_c0_g2_i8.p1	Neno_DN7249_c0_g1_i3.p1
OG0001066	Shad_tr23267_c0_g1_i1.p1, Shad_tr6533_c0_g1_i1.p1	Neno_DN1413_c0_g1_i1.p1, Neno_DN3209_c0_g1_i1.p1
OG0001068	Shad_tr15085_c0_g2_i1.p1, Shad_tr8847_c0_g1_i1.p1, Shad_tr33675_c0_g1_i1.p1	Neno_DN23157_c0_g1_i1.p1, Neno_DN5612_c0_g1_i12.p1, Neno_DN4508_c0_g1_i1.p1
OG0001073	Shad_tr1527_c1_g1_i1.p1, Shad_tr70549_c0_g1_i1.p1	Neno_DN4316_c0_g2_i1.p1, Neno_DN4316_c0_g1_i1.p1
OG0001074	Shad_tr40990_c3_g1_i1.p1, Shad_tr47512_c1_g1_i2.p1	Neno_DN15256_c0_g1_i2.p1
OG0001081	Shad_tr23379_c0_g3_i1.p1, Shad_tr23379_c0_g2_i2.p1, Shad_tr8591_c3_g2_i1.p1, Shad_tr23379_c0_g1_i5.p1	Neno_DN2064_c0_g1_i1.p3
OG0001083	Shad_tr91118_c0_g1_i1.p1, Shad_tr5743_c1_g1_i11.p1, Shad_tr1823_c1_g1_i10.p1	Neno_DN6049_c0_g1_i6.p1
OG0001083	Shad_tr7347_c1_g1_i7.p1	Neno_DN5863_c0_g2_i2.p1
OG0001085	Shad_tr5424_c5_g1_i1.p1, Shad_tr28512_c4_g1_i1.p1, Shad_tr19745_c0_g1_i1.p1	Neno_DN7819_c0_g1_i2.p1
OG0001087	Shad_tr28386_c0_g2_i1.p1, Shad_tr2056_c0_g1_i1.p2	Neno_DN8181_c0_g1_i1.p1
OG0001087	Shad_tr33029_c0_g1_i1.p1	Neno_DN1676_c0_g1_i1.p1
OG0001092	Shad_tr157_c0_g1_i2.p1, Shad_tr103661_c0_g1_i1.p1, Shad_tr26523_c0_g1_i1.p1	Neno_DN4766_c0_g1_i1.p1
OG0001094	Shad_tr2359_c0_g1_i5.p1	Neno_DN7530_c0_g1_i6.p1
OG0001096	Shad_tr11932_c0_g1_i1.p1	Neno_DN3457_c0_g1_i7.p1
OG0001100	Shad_tr63882_c0_g1_i1.p2, Shad_tr31083_c0_g1_i18.p1, Shad_tr12044_c1_g1_i1.p1, Shad_tr4692_c0_g3_i2.p1	Neno_DN6173_c0_g1_i4.p1
OG0001101	Shad_tr2547_c0_g1_i4.p1, Shad_tr84057_c0_g1_i1.p1, Shad_tr9176_c6_g1_i1.p1	Neno_DN1414_c0_g1_i4.p1
OG0001102	Shad_tr10982_c0_g1_i11.p1	Neno_DN18755_c0_g2_i1.p1
OG0001105	Shad_tr8339_c0_g1_i3.p1	Neno_DN6977_c0_g1_i7.p1
OG0001105	Shad_tr5730_c3_g1_i2.p1, Shad_tr4751_c0_g4_i1.p1	Neno_DN4602_c0_g1_i3.p1
OG0001106	Shad_tr9579_c1_g1_i10.p1	Neno_DN769_c0_g2_i3.p1, Neno_DN2236_c0_g1_i10.p1, Neno_DN13473_c0_g1_i5.p1
OG0001108	Shad_tr32716_c0_g1_i3.p1	Neno_DN33_c0_g2_i1.p1
OG0001108	Shad_tr87292_c1_g1_i1.p1	Neno_DN33_c0_g3_i1.p1
OG0001109	Shad_tr1763_c0_g1_i1.p1, Shad_tr658_c4_g1_i3.p1	Neno_DN5069_c0_g1_i3.p1
OG0001111	Shad_tr1489_c8_g1_i1.p1, Shad_tr5081_c0_g1_i1.p1	Neno_DN3671_c0_g1_i2.p1
OG0001113	Shad_tr1901_c0_g2_i1.p1	Neno_DN4960_c0_g1_i1.p1
OG0001113	Shad_tr1783_c0_g1_i1.p1	Neno_DN2798_c0_g1_i1.p1
OG0001118	Shad_tr13691_c0_g1_i12.p1	Neno_DN7117_c0_g2_i6.p1
OG0001119	Shad_tr31185_c0_g1_i4.p1	Neno_DN4123_c0_g1_i2.p1
OG0001121	Shad_tr7134_c6_g1_i2.p1	Neno_DN6178_c0_g1_i2.p1
OG0001121	Shad_tr3065_c0_g1_i3.p1	Neno_DN1726_c0_g1_i2.p2
OG0001123	Shad_tr57438_c0_g1_i2.p1	Neno_DN6598_c0_g1_i3.p1
OG0001123	Shad_tr16827_c0_g1_i1.p1	Neno_DN3967_c0_g1_i2.p1
OG0001124	Shad_tr21382_c1_g1_i2.p1	Neno_DN6479_c0_g1_i2.p1
OG0001124	Shad_tr10572_c0_g1_i6.p1	Neno_DN3036_c0_g1_i1.p1
OG0001125	Shad_tr10672_c0_g1_i6.p1, Shad_tr56544_c0_g1_i1.p1	Neno_DN338_c0_g1_i2.p1, Neno_DN3811_c0_g1_i1.p1, Neno_DN16404_c0_g1_i10.p1
OG0001126	Shad_tr34145_c0_g1_i2.p1, Shad_tr1024_c0_g2_i1.p1	Neno_DN11062_c0_g1_i1.p1, Neno_DN4074_c0_g1_i1.p1, Neno_DN7314_c0_g1_i1.p1, Neno_DN15483_c0_g1_i1.p1, Neno_DN3273_c0_g1_i1.p1
OG0001128	Shad_tr2550_c2_g1_i1.p1, Shad_tr82550_c0_g1_i1.p1, Shad_tr100962_c0_g1_i2.p1	Neno_DN1769_c0_g1_i10.p1
OG0001131	Shad_tr55406_c0_g2_i1.p1, Shad_tr62090_c0_g1_i1.p1	Neno_DN2370_c0_g1_i1.p1, Neno_DN2370_c0_g2_i1.p1
OG0001132	Shad_tr88793_c0_g1_i1.p1	Neno_DN5942_c0_g1_i1.p1
OG0001132	Shad_tr42342_c0_g1_i1.p1	Neno_DN23770_c0_g1_i1.p1
OG0001133	Shad_tr95029_c0_g1_i1.p1, Shad_tr88396_c0_g1_i1.p1, Shad_tr21_c4_g1_i1.p1	Neno_DN23855_c0_g1_i1.p1
OG0001136	Shad_tr35795_c1_g1_i4.p1, Shad_tr23539_c0_g2_i1.p1, Shad_tr5959_c2_g1_i1.p1	Neno_DN3294_c0_g1_i4.p1
OG0001138	Shad_tr30603_c0_g2_i1.p1	Neno_DN9349_c0_g2_i1.p1
OG0001142	Shad_tr8210_c0_g1_i1.p1	Neno_DN13695_c0_g3_i1.p1
OG0001158	Shad_tr30191_c0_g1_i1.p1	Neno_DN799_c1_g2_i1.p1
OG0001158	Shad_tr39628_c0_g1_i1.p1, Shad_tr8762_c1_g1_i1.p1, Shad_tr58077_c0_g2_i1.p1, Shad_tr58077_c0_g1_i1.p1	Neno_DN799_c1_g1_i4.p1
OG0001166	Shad_tr55960_c1_g1_i2.p1, Shad_tr15029_c0_g1_i3.p1	Neno_DN7147_c0_g1_i7.p1
OG0001169	Shad_tr7512_c0_g1_i4.p1	Neno_DN3708_c0_g1_i5.p1
OG0001171	Shad_tr1464_c2_g1_i1.p1, Shad_tr10393_c0_g1_i10.p1	Neno_DN12008_c0_g1_i1.p1, Neno_DN4162_c0_g1_i2.p1
OG0001172	Shad_tr2878_c0_g1_i2.p1	Neno_DN3797_c0_g1_i4.p1
OG0001172	Shad_tr3064_c1_g1_i3.p1	Neno_DN10967_c0_g1_i1.p1
OG0001174	Shad_tr7466_c0_g1_i21.p1	Neno_DN2710_c0_g1_i1.p1
OG0001174	Shad_tr41681_c0_g1_i10.p1	Neno_DN7582_c0_g2_i1.p1
OG0001175	Shad_tr21_c3_g2_i1.p1	Neno_DN12918_c0_g1_i1.p1
OG0001175	Shad_tr22382_c4_g1_i1.p1	Neno_DN15457_c0_g1_i2.p1
OG0001178	Shad_tr17526_c3_g1_i2.p1	Neno_DN3000_c0_g1_i1.p1
OG0001180	Shad_tr34825_c0_g1_i2.p1	Neno_DN688_c0_g1_i5.p1, Neno_DN10661_c0_g2_i2.p1, Neno_DN6894_c0_g1_i1.p1
OG0001181	Shad_tr30117_c0_g2_i1.p1	Neno_DN9325_c0_g1_i1.p1
OG0001181	Shad_tr15666_c0_g1_i3.p1	Neno_DN10589_c0_g1_i2.p1
OG0001183	Shad_tr7156_c0_g2_i1.p1	Neno_DN16687_c0_g1_i4.p1
OG0001183	Shad_tr8845_c1_g1_i14.p1	Neno_DN16061_c0_g1_i1.p1
OG0001184	Shad_tr24501_c0_g1_i5.p1	Neno_DN14359_c0_g1_i1.p1
OG0001184	Shad_tr15412_c1_g1_i3.p1	Neno_DN8042_c0_g1_i1.p1
OG0001186	Shad_tr34_c1_g1_i1.p1, Shad_tr47516_c0_g1_i1.p1	Neno_DN3900_c0_g1_i4.p1
OG0001187	Shad_tr2555_c4_g1_i3.p1, Shad_tr2948_c0_g1_i13.p1	Neno_DN426_c0_g1_i5.p1, Neno_DN426_c1_g1_i1.p1
OG0001189	Shad_tr61380_c0_g1_i1.p1, Shad_tr2197_c1_g1_i1.p1, Shad_tr44291_c0_g1_i1.p1, Shad_tr99835_c0_g1_i1.p1	Neno_DN4163_c0_g1_i1.p1
OG0001190	Shad_tr4438_c0_g1_i3.p1	Neno_DN4715_c0_g1_i2.p1
OG0001190	Shad_tr8857_c2_g1_i3.p1	Neno_DN7844_c0_g1_i1.p1
OG0001191	Shad_tr73925_c0_g1_i1.p1	Neno_DN3049_c0_g1_i1.p1
OG0001193	Shad_tr5279_c0_g1_i1.p1	Neno_DN6554_c1_g4_i2.p1, Neno_DN2046_c0_g1_i1.p1
OG0001195	Shad_tr17507_c0_g1_i1.p1, Shad_tr92053_c0_g1_i1.p1	Neno_DN16998_c0_g1_i1.p1
OG0001197	Shad_tr227_c1_g1_i1.p1, Shad_tr107495_c0_g1_i1.p1, Shad_tr38_c0_g1_i1.p1	Neno_DN8427_c0_g1_i1.p1
OG0001200	Shad_tr1186_c0_g1_i3.p1, Shad_tr20546_c1_g2_i1.p1	Neno_DN4230_c0_g1_i1.p1
OG0001201	Shad_tr779_c5_g1_i13.p1, Shad_tr517_c3_g1_i1.p1, Shad_tr30548_c0_g1_i1.p1	Neno_DN6269_c0_g1_i1.p1, Neno_DN12392_c0_g1_i1.p1, Neno_DN8530_c0_g1_i1.p1
OG0001202	Shad_tr115120_c0_g1_i1.p1, Shad_tr4034_c2_g1_i1.p1, Shad_tr3401_c1_g1_i1.p1, Shad_tr2280_c2_g1_i11.p1	Neno_DN16801_c0_g1_i3.p1
OG0001203	Shad_tr44892_c0_g1_i1.p1, Shad_tr1097_c0_g1_i1.p1, Shad_tr87065_c1_g1_i1.p1, Shad_tr59860_c0_g1_i1.p1	Neno_DN23833_c0_g1_i1.p1
OG0001204	Shad_tr3617_c1_g1_i7.p1	Neno_DN5149_c0_g1_i1.p1
OG0001204	Shad_tr3342_c0_g1_i26.p1	Neno_DN2743_c0_g1_i1.p1
OG0001205	Shad_tr5653_c1_g1_i1.p1	Neno_DN22048_c0_g1_i1.p1, Neno_DN2506_c0_g1_i1.p1, Neno_DN2396_c0_g1_i4.p1
OG0001207	Shad_tr71154_c0_g1_i1.p1, Shad_tr84187_c0_g1_i1.p1, Shad_tr47657_c0_g1_i2.p1, Shad_tr11436_c0_g1_i3.p1, Shad_tr11436_c0_g2_i1.p1	Neno_DN23337_c0_g1_i1.p1
OG0001208	Shad_tr13000_c1_g1_i2.p1	Neno_DN572_c0_g1_i1.p1
OG0001208	Shad_tr105368_c0_g1_i1.p1	Neno_DN23505_c0_g1_i1.p1
OG0001210	Shad_tr61771_c0_g1_i1.p1	Neno_DN10508_c0_g1_i1.p1
OG0001211	Shad_tr23301_c0_g1_i1.p1	Neno_DN9848_c0_g1_i1.p1
OG0001211	Shad_tr15763_c0_g1_i2.p1, Shad_tr5918_c1_g2_i2.p1	Neno_DN5064_c0_g1_i1.p1, Neno_DN14366_c0_g1_i1.p1
OG0001215	Shad_tr13859_c3_g1_i2.p1, Shad_tr25752_c0_g1_i2.p1	Neno_DN17375_c0_g1_i1.p1
OG0001217	Shad_tr11603_c1_g1_i1.p1	Neno_DN994_c0_g1_i3.p1
OG0001222	Shad_tr5985_c0_g3_i4.p1	Neno_DN12573_c0_g1_i1.p1
OG0001229	Shad_tr7988_c0_g1_i12.p1	Neno_DN7782_c0_g2_i1.p1
OG0001230	Shad_tr1065_c0_g1_i1.p1	Neno_DN3281_c0_g1_i7.p1
OG0001231	Shad_tr7175_c0_g1_i3.p1	Neno_DN6925_c0_g1_i3.p1
OG0001232	Shad_tr951_c0_g1_i51.p1	Neno_DN1542_c0_g1_i1.p1
OG0001235	Shad_tr9402_c0_g1_i12.p1, Shad_tr8758_c0_g1_i6.p1	Neno_DN2594_c0_g1_i3.p1, Neno_DN3243_c0_g1_i6.p1
OG0001237	Shad_tr3493_c1_g2_i2.p1, Shad_tr59819_c0_g1_i1.p1, Shad_tr10928_c0_g2_i6.p1	Neno_DN434_c2_g1_i3.p1
OG0001238	Shad_tr22169_c0_g1_i1.p1, Shad_tr32792_c1_g1_i3.p1, Shad_tr16308_c0_g1_i2.p1	Neno_DN10347_c0_g1_i1.p1
OG0001239	Shad_tr15816_c0_g1_i1.p1	Neno_DN13656_c0_g3_i1.p1
OG0001240	Shad_tr759_c2_g2_i3.p1	Neno_DN2379_c0_g1_i2.p1
OG0001241	Shad_tr17413_c0_g1_i10.p1	Neno_DN0_c0_g2_i4.p1
OG0001242	Shad_tr3588_c0_g1_i1.p1	Neno_DN2582_c0_g1_i1.p1
OG0001246	Shad_tr18173_c0_g1_i3.p1	Neno_DN6060_c0_g1_i2.p1
OG0001246	Shad_tr9353_c2_g1_i2.p1	Neno_DN6230_c0_g1_i2.p1
OG0001248	Shad_tr5900_c1_g1_i1.p1	Neno_DN14505_c0_g1_i3.p1
OG0001250	Shad_tr40381_c0_g1_i7.p1, Shad_tr3085_c0_g1_i3.p1	Neno_DN7791_c0_g1_i1.p1
OG0001251	Shad_tr4949_c3_g1_i4.p1, Shad_tr1134_c0_g1_i2.p1	Neno_DN3444_c0_g1_i6.p1
OG0001252	Shad_tr11811_c2_g1_i6.p1	Neno_DN8048_c0_g1_i1.p1
OG0001254	Shad_tr4352_c6_g1_i1.p1, Shad_tr21418_c0_g2_i2.p1, Shad_tr3147_c0_g1_i2.p1	Neno_DN2650_c0_g1_i8.p1
OG0001255	Shad_tr10186_c0_g1_i33.p1	Neno_DN4458_c0_g1_i3.p1
OG0001256	Shad_tr27826_c0_g1_i1.p1	Neno_DN3428_c0_g1_i1.p1
OG0001257	Shad_tr7537_c0_g1_i17.p1	Neno_DN4465_c2_g1_i2.p1
OG0001257	Shad_tr46313_c1_g1_i9.p1	Neno_DN1210_c0_g1_i1.p1
OG0001258	Shad_tr36224_c2_g1_i2.p1, Shad_tr57823_c0_g1_i1.p1	Neno_DN3398_c0_g1_i1.p1, Neno_DN10322_c0_g2_i1.p1, Neno_DN7401_c0_g1_i1.p1, Neno_DN3043_c0_g1_i1.p1
OG0001259	Shad_tr6514_c0_g1_i8.p1	Neno_DN6908_c0_g1_i5.p1
OG0001259	Shad_tr10878_c1_g1_i2.p2	Neno_DN2845_c0_g1_i1.p1
OG0001263	Shad_tr60338_c0_g1_i1.p1, Shad_tr31872_c0_g1_i1.p1	Neno_DN7225_c0_g1_i4.p1
OG0001264	Shad_tr91541_c0_g1_i1.p1, Shad_tr30698_c0_g1_i1.p1	Neno_DN6870_c0_g1_i1.p1
OG0001265	Shad_tr63157_c0_g1_i1.p1, Shad_tr26905_c0_g3_i2.p1	Neno_DN15442_c0_g1_i2.p1, Neno_DN7986_c0_g1_i1.p1, Neno_DN11243_c0_g1_i1.p1
OG0001266	Shad_tr61452_c0_g1_i1.p1	Neno_DN10016_c0_g1_i1.p1
OG0001272	Shad_tr15978_c0_g2_i1.p1	Neno_DN580_c0_g1_i2.p1
OG0001272	Shad_tr14331_c0_g1_i1.p1	Neno_DN1863_c0_g1_i1.p1
OG0001273	Shad_tr77115_c0_g1_i1.p1, Shad_tr70441_c0_g1_i1.p1	Neno_DN5760_c0_g3_i1.p1
