GOBPID,FDR,Term,Size
GO:1904062,0.0026653479171418904,regulation of cation transmembrane transport,23
GO:0055065,0.002686655328248637,metal ion homeostasis,68
GO:0060042,0.003089024183513395,retina morphogenesis in camera-type eye,8
GO:0048593,0.003089024183513395,camera-type eye morphogenesis,8
GO:0000165,0.003098270040009889,MAPK cascade,121
GO:0016579,0.003098270040009889,protein deubiquitination,121
GO:0007018,0.0031561565640887542,microtubule-based movement,177
GO:0009607,0.0034768728234536826,response to biotic stimulus,64
GO:0043207,0.0034768728234536826,response to external biotic stimulus,64
GO:0051707,0.0034768728234536826,response to other organism,64
GO:0045859,0.003617793932432057,regulation of protein kinase activity,81
GO:0007224,0.003689145674456983,smoothened signaling pathway,24
GO:0031349,0.003689145674456983,positive regulation of defense response,24
GO:0006979,0.003689145674456983,response to oxidative stress,24
GO:0048871,0.003689145674456983,multicellular organismal homeostasis,24
GO:0071705,0.003948487130800419,nitrogen compound transport,908
GO:0071897,0.004204302793566833,DNA biosynthetic process,20
GO:0046716,0.0042589769772117285,muscle cell cellular homeostasis,12
GO:0000003,0.004421559375205608,reproduction,71
GO:0022414,0.004421559375205608,reproductive process,71
GO:0030030,0.004676822307611955,cell projection organization,260
GO:0010557,0.004818406744920642,positive regulation of macromolecule biosynthetic process,175
GO:0010092,0.004819736681483179,specification of animal organ identity,3
GO:0046620,0.004819736681483179,regulation of organ growth,3
GO:0009950,0.004819736681483179,dorsal/ventral axis specification,3
GO:0031101,0.004819736681483179,fin regeneration,3
GO:0051351,0.004819736681483179,positive regulation of ligase activity,3
GO:0051340,0.004819736681483179,regulation of ligase activity,3
GO:0031570,0.004819736681483179,DNA integrity checkpoint signaling,3
GO:0003170,0.004819736681483179,heart valve development,3
GO:0003173,0.004819736681483179,ventriculo bulbo valve development,3
GO:0003128,0.004819736681483179,heart field specification,3
GO:0003139,0.004819736681483179,secondary heart field specification,3
GO:0048566,0.004819736681483179,embryonic digestive tract development,3
GO:1905480,0.004819736681483179,positive regulation of glutamate-ammonia ligase activity,3
GO:1905478,0.004819736681483179,regulation of glutamate-ammonia ligase activity,3
GO:0000075,0.004819736681483179,cell cycle checkpoint signaling,3
GO:0000077,0.004819736681483179,DNA damage checkpoint signaling,3
GO:0035721,0.0048836030243575015,intraciliary retrograde transport,25
GO:1901360,0.0049607257409693675,organic cyclic compound metabolic process,2138
GO:0019318,0.005004361882847611,hexose metabolic process,72
GO:0031401,0.0056068804151002865,positive regulation of protein modification process,96
GO:0034250,0.0057254241124550685,positive regulation of cellular amide metabolic process,21
GO:0006672,0.0057254241124550685,ceramide metabolic process,21
GO:0016311,0.005897918752722231,dephosphorylation,318
GO:0000398,0.00612432218197284,"mRNA splicing, via spliceosome",204
GO:0015031,0.00624896185069612,protein transport,801
GO:0007052,0.006467237787487588,mitotic spindle organization,26
GO:1990542,0.006467237787487588,mitochondrial transmembrane transport,26
GO:0045833,0.006467237787487588,negative regulation of lipid metabolic process,26
GO:0001819,0.006467237787487588,positive regulation of cytokine production,26
GO:0051055,0.006467237787487588,negative regulation of lipid biosynthetic process,26
GO:0006801,0.006467237787487588,superoxide metabolic process,26
GO:0006909,0.006467237787487588,phagocytosis,26
GO:0090504,0.0065372671359410234,epiboly,13
GO:0002011,0.0065372671359410234,morphogenesis of an epithelial sheet,13
GO:0031328,0.0066525280509466475,positive regulation of cellular biosynthetic process,179
GO:0051169,0.006743452993604825,nuclear transport,122
GO:0006913,0.006743452993604825,nucleocytoplasmic transport,122
GO:0048732,0.0070986404656612654,gland development,63
GO:0055082,0.007791840729687406,cellular chemical homeostasis,75
GO:0070925,0.00782254315634408,organelle assembly,254
GO:0045184,0.007878410008778085,establishment of protein localization,807
GO:0002221,0.00829080558553423,pattern recognition receptor signaling pathway,27
GO:0046785,0.00829080558553423,microtubule polymerization,27
GO:0009250,0.00829080558553423,glucan biosynthetic process,27
GO:0006040,0.00829080558553423,amino sugar metabolic process,27
GO:0000271,0.00829080558553423,polysaccharide biosynthetic process,27
GO:0006378,0.00829080558553423,mRNA polyadenylation,27
GO:0031124,0.00829080558553423,mRNA 3'-end processing,27
GO:0033692,0.00829080558553423,cellular polysaccharide biosynthetic process,27
GO:0031109,0.00829080558553423,microtubule polymerization or depolymerization,27
GO:1902850,0.00829080558553423,microtubule cytoskeleton organization involved in mitosis,27
GO:0043631,0.00829080558553423,RNA polyadenylation,27
GO:0006900,0.00829080558553423,vesicle budding from membrane,27
GO:0005978,0.00829080558553423,glycogen biosynthetic process,27
GO:0031324,0.008468742872185573,negative regulation of cellular metabolic process,338
GO:0006725,0.009944634731720416,cellular aromatic compound metabolic process,2094
GO:0000122,0.010820557191507162,negative regulation of transcription by RNA polymerase II,33
GO:0043583,0.010820557191507162,ear development,33
GO:0018209,0.010820557191507162,peptidyl-serine modification,28
GO:0005975,0.010879925785984568,carbohydrate metabolic process,252
GO:0009605,0.010968642062500098,response to external stimulus,133
GO:0044281,0.011073439557610962,small molecule metabolic process,816
GO:0006139,0.011941569449698446,nucleobase-containing compound metabolic process,2038
GO:0000375,0.01225822280961944,"RNA splicing, via transesterification reactions",213
GO:0000377,0.01225822280961944,"RNA splicing, via transesterification reactions with bulged adenosine as nucleophile",213
GO:0034641,0.012281569475177933,cellular nitrogen compound metabolic process,2380
GO:0070646,0.013383893762438077,protein modification by small protein removal,135
GO:0007098,0.013469438351318325,centrosome cycle,24
GO:0031023,0.013469438351318325,microtubule organizing center organization,24
GO:0016556,0.013469438351318325,mRNA modification,24
GO:0007009,0.01370929470536172,plasma membrane organization,29
GO:0031325,0.013891997527555341,positive regulation of cellular metabolic process,403
GO:0042181,0.014124006322249865,ketone biosynthetic process,15
GO:0006743,0.014124006322249865,ubiquinone metabolic process,15
GO:0006744,0.014124006322249865,ubiquinone biosynthetic process,15
GO:1901661,0.014124006322249865,quinone metabolic process,15
GO:1901663,0.014124006322249865,quinone biosynthetic process,15
GO:0060322,0.01471500852463294,head development,68
GO:0010604,0.015351683793048057,positive regulation of macromolecule metabolic process,405
GO:0060914,0.015351683793048057,heart formation,4
GO:0035265,0.015351683793048057,organ growth,4
GO:0044093,0.015430299465546762,positive regulation of molecular function,176
GO:0042180,0.01659921613492148,cellular ketone metabolic process,63
GO:0032386,0.016963466731487728,regulation of intracellular transport,30
GO:0032103,0.016963466731487728,positive regulation of response to external stimulus,30
GO:0007249,0.016963466731487728,I-kappaB kinase/NF-kappaB signaling,30
GO:0051047,0.016963466731487728,positive regulation of secretion,30
GO:0051651,0.016963466731487728,maintenance of location in cell,30
GO:0006325,0.01707509041006056,chromatin organization,184
GO:0051052,0.017079711250342928,regulation of DNA metabolic process,25
GO:0002682,0.018989080939990396,regulation of immune system process,82
GO:0055080,0.018989080939990396,cation homeostasis,82
GO:0080135,0.01992158051194328,regulation of cellular response to stress,101
GO:0043010,0.02159866633907112,camera-type eye development,59
GO:0006730,0.021904069831507236,one-carbon metabolic process,26
GO:0031503,0.02190533266492228,protein-containing complex localization,71
GO:0009892,0.022485784600212444,negative regulation of metabolic process,478
GO:0043549,0.025641897162241543,regulation of kinase activity,97
GO:0010565,0.02605942194321706,regulation of cellular ketone metabolic process,32
GO:0035329,0.02605942194321706,hippo signaling,32
GO:0048523,0.026620779558020544,negative regulation of cellular process,682
GO:0006643,0.027124711086459828,membrane lipid metabolic process,85
GO:0010256,0.027752743012642685,endomembrane system organization,79
GO:0002831,0.031792367080397885,regulation of response to biotic stimulus,33
GO:0030334,0.031792367080397885,regulation of cell migration,33
GO:0043170,0.032297755028753775,macromolecule metabolic process,4399
GO:0033500,0.03270609748952829,carbohydrate homeostasis,5
GO:0042593,0.03270609748952829,glucose homeostasis,5
GO:0007093,0.03270609748952829,mitotic cell cycle checkpoint signaling,2
GO:0007095,0.03270609748952829,mitotic G2 DNA damage checkpoint signaling,2
GO:0032091,0.03270609748952829,negative regulation of protein binding,2
GO:0044773,0.03270609748952829,mitotic DNA damage checkpoint signaling,2
GO:0044774,0.03270609748952829,mitotic DNA integrity checkpoint signaling,2
GO:0044818,0.03270609748952829,mitotic G2/M transition checkpoint,2
GO:0008535,0.03270609748952829,respiratory chain complex IV assembly,2
GO:0033617,0.03270609748952829,mitochondrial cytochrome c oxidase assembly,2
GO:0035307,0.03270609748952829,positive regulation of protein dephosphorylation,2
GO:0060341,0.03332286539894627,regulation of cellular localization,87
GO:0006954,0.033525529562807604,inflammatory response,28
GO:0033365,0.0358833192282907,protein localization to organelle,208
GO:0050801,0.03704742575066687,ion homeostasis,88
GO:0098771,0.03704742575066687,inorganic ion homeostasis,88
GO:0046890,0.03749028210925024,regulation of lipid biosynthetic process,34
GO:0051172,0.038679438542330156,negative regulation of nitrogen compound metabolic process,301
GO:0000723,0.04085956345346181,telomere maintenance,29
GO:0032200,0.04085956345346181,telomere organization,29
GO:0051321,0.04085956345346181,meiotic cell cycle,29
GO:0033044,0.04085956345346181,regulation of chromosome organization,29
GO:0006399,0.04085956345346181,tRNA metabolic process,89
GO:0051649,0.04246576619412749,establishment of localization in cell,840
GO:0072593,0.04434681865598969,reactive oxygen species metabolic process,35
GO:0031347,0.04434681865598969,regulation of defense response,35
GO:0051046,0.04434681865598969,regulation of secretion,35
GO:0051235,0.04434681865598969,maintenance of location,35
GO:0046530,0.04494910192252874,photoreceptor cell differentiation,19
GO:0042461,0.04494910192252874,photoreceptor cell development,19
GO:0045087,0.04494910192252874,innate immune response,19
GO:0044419,0.04681933127857771,biological process involved in interspecies interaction between organisms,84
GO:0071900,0.04725492157232001,regulation of protein serine/threonine kinase activity,47
GO:0006996,0.048236133624274154,organelle organization,1200
GO:0048519,0.04972948528576138,negative regulation of biological process,830
