GOBPID,FDR,Term,Size
GO:0070293,0.0011792950235007408,renal absorption,4
GO:0034109,0.0011792950235007408,homotypic cell-cell adhesion,4
GO:0015908,0.0011792950235007408,fatty acid transport,4
GO:0015909,0.0011792950235007408,long-chain fatty acid transport,4
GO:0045780,0.0011792950235007408,positive regulation of bone resorption,4
GO:0002554,0.0011792950235007408,serotonin secretion by platelet,4
GO:0042098,0.0011792950235007408,T cell proliferation,4
GO:0002576,0.0011792950235007408,platelet degranulation,4
GO:0046651,0.0011792950235007408,lymphocyte proliferation,4
GO:0071637,0.0011792950235007408,regulation of monocyte chemotactic protein-1 production,4
GO:0071639,0.0011792950235007408,positive regulation of monocyte chemotactic protein-1 production,4
GO:0071605,0.0011792950235007408,monocyte chemotactic protein-1 production,4
GO:0046629,0.0011792950235007408,gamma-delta T cell activation,4
GO:0046640,0.0011792950235007408,regulation of alpha-beta T cell proliferation,4
GO:0046643,0.0011792950235007408,regulation of gamma-delta T cell activation,4
GO:2000191,0.0011792950235007408,regulation of fatty acid transport,4
GO:0046633,0.0011792950235007408,alpha-beta T cell proliferation,4
GO:0046634,0.0011792950235007408,regulation of alpha-beta T cell activation,4
GO:0046637,0.0011792950235007408,regulation of alpha-beta T cell differentiation,4
GO:0001820,0.0011792950235007408,serotonin secretion,4
GO:0043312,0.0011792950235007408,neutrophil degranulation,4
GO:0043313,0.0011792950235007408,regulation of neutrophil degranulation,4
GO:0032303,0.0011792950235007408,regulation of icosanoid secretion,4
GO:0090322,0.0011792950235007408,regulation of superoxide metabolic process,4
GO:0032309,0.0011792950235007408,icosanoid secretion,4
GO:0090330,0.0011792950235007408,regulation of platelet aggregation,4
GO:0045586,0.0011792950235007408,regulation of gamma-delta T cell differentiation,4
GO:0045577,0.0011792950235007408,regulation of B cell differentiation,4
GO:0009620,0.0011792950235007408,response to fungus,4
GO:0070527,0.0011792950235007408,platelet aggregation,4
GO:0001659,0.0011792950235007408,temperature homeostasis,4
GO:0070661,0.0011792950235007408,leukocyte proliferation,4
GO:0070663,0.0011792950235007408,regulation of leukocyte proliferation,4
GO:0070665,0.0011792950235007408,positive regulation of leukocyte proliferation,4
GO:0031341,0.0011792950235007408,regulation of cell killing,4
GO:0031343,0.0011792950235007408,positive regulation of cell killing,4
GO:0106106,0.0011792950235007408,cold-induced thermogenesis,4
GO:0042492,0.0011792950235007408,gamma-delta T cell differentiation,4
GO:0090237,0.0011792950235007408,regulation of arachidonic acid secretion,4
GO:0120161,0.0011792950235007408,regulation of cold-induced thermogenesis,4
GO:0120162,0.0011792950235007408,positive regulation of cold-induced thermogenesis,4
GO:0032752,0.0011792950235007408,positive regulation of interleukin-3 production,4
GO:0032753,0.0011792950235007408,positive regulation of interleukin-4 production,4
GO:0032757,0.0011792950235007408,positive regulation of interleukin-8 production,4
GO:0032722,0.0011792950235007408,positive regulation of chemokine production,4
GO:0032725,0.0011792950235007408,positive regulation of granulocyte macrophage colony-stimulating factor production,4
GO:0032733,0.0011792950235007408,positive regulation of interleukin-10 production,4
GO:0032735,0.0011792950235007408,positive regulation of interleukin-12 production,4
GO:0042129,0.0011792950235007408,regulation of T cell proliferation,4
GO:0042113,0.0011792950235007408,B cell activation,4
GO:0042119,0.0011792950235007408,neutrophil activation,4
GO:0032890,0.0011792950235007408,regulation of organic acid transport,4
GO:0001906,0.0011792950235007408,cell killing,4
GO:0038156,0.0011792950235007408,interleukin-3-mediated signaling pathway,4
GO:0010803,0.0011792950235007408,regulation of tumor necrosis factor-mediated signaling pathway,4
GO:1902563,0.0011792950235007408,regulation of neutrophil activation,4
GO:0006837,0.0011792950235007408,serotonin transport,4
GO:0032653,0.0011792950235007408,regulation of interleukin-10 production,4
GO:0032655,0.0011792950235007408,regulation of interleukin-12 production,4
GO:0032672,0.0011792950235007408,regulation of interleukin-3 production,4
GO:0032673,0.0011792950235007408,regulation of interleukin-4 production,4
GO:0032677,0.0011792950235007408,regulation of interleukin-8 production,4
GO:0032613,0.0011792950235007408,interleukin-10 production,4
GO:0032615,0.0011792950235007408,interleukin-12 production,4
GO:0010543,0.0011792950235007408,regulation of platelet activation,4
GO:0032642,0.0011792950235007408,regulation of chemokine production,4
GO:0030168,0.0011792950235007408,platelet activation,4
GO:0032645,0.0011792950235007408,regulation of granulocyte macrophage colony-stimulating factor production,4
GO:0032632,0.0011792950235007408,interleukin-3 production,4
GO:0032633,0.0011792950235007408,interleukin-4 production,4
GO:0032637,0.0011792950235007408,interleukin-8 production,4
GO:0030183,0.0011792950235007408,B cell differentiation,4
GO:0032602,0.0011792950235007408,chemokine production,4
GO:0032604,0.0011792950235007408,granulocyte macrophage colony-stimulating factor production,4
GO:0002090,0.0011792950235007408,regulation of receptor internalization,4
GO:0002092,0.0011792950235007408,positive regulation of receptor internalization,4
GO:0006536,0.0011792950235007408,glutamate metabolic process,4
GO:1903963,0.0011792950235007408,arachidonate transport,4
GO:0031623,0.0011792950235007408,receptor internalization,4
GO:0048260,0.0011792950235007408,positive regulation of receptor-mediated endocytosis,4
GO:0031640,0.0011792950235007408,killing of cells of other organism,4
GO:0048259,0.0011792950235007408,regulation of receptor-mediated endocytosis,4
GO:0051712,0.0011792950235007408,positive regulation of killing of cells of other organism,4
GO:0032928,0.0011792950235007408,regulation of superoxide anion generation,4
GO:0050482,0.0011792950235007408,arachidonic acid secretion,4
GO:0032943,0.0011792950235007408,mononuclear cell proliferation,4
GO:0032944,0.0011792950235007408,regulation of mononuclear cell proliferation,4
GO:0032946,0.0011792950235007408,positive regulation of mononuclear cell proliferation,4
GO:0032930,0.0011792950235007408,positive regulation of superoxide anion generation,4
GO:0051709,0.0011792950235007408,regulation of killing of cells of other organism,4
GO:0002351,0.0011792950235007408,serotonin production involved in inflammatory response,4
GO:0055094,0.0011792950235007408,response to lipoprotein particle,4
GO:0036230,0.0011792950235007408,granulocyte activation,4
GO:0071404,0.0011792950235007408,cellular response to low-density lipoprotein particle stimulus,4
GO:0002442,0.0011792950235007408,serotonin secretion involved in inflammatory response,4
GO:0002446,0.0011792950235007408,neutrophil mediated immunity,4
GO:1990858,0.0011792950235007408,cellular response to lectin,4
GO:0071226,0.0011792950235007408,cellular response to molecule of fungal origin,4
GO:0071216,0.0011792950235007408,cellular response to biotic stimulus,4
GO:1990840,0.0011792950235007408,response to lectin,4
GO:1990845,0.0011792950235007408,adaptive thermogenesis,4
GO:1905898,0.0011832049549204623,positive regulation of response to endoplasmic reticulum stress,26
GO:0120035,0.0011832049549204623,regulation of plasma membrane bounded cell projection organization,26
GO:0031344,0.0011832049549204623,regulation of cell projection organization,26
GO:0007039,0.001301269368075625,protein catabolic process in the vacuole,12
GO:0043254,0.0014233904376596068,regulation of protein-containing complex assembly,111
GO:0050680,0.0014676255544633881,negative regulation of epithelial cell proliferation,19
GO:0097722,0.0014676255544633881,sperm motility,19
GO:0030317,0.0014676255544633881,flagellated sperm motility,19
GO:0030182,0.0015215642001547914,neuron differentiation,154
GO:0006996,0.0016785857323010646,organelle organization,1200
GO:0070848,0.001748378310260496,response to growth factor,53
GO:0071363,0.001748378310260496,cellular response to growth factor stimulus,53
GO:0050810,0.0019003713888045856,regulation of steroid biosynthetic process,16
GO:0019218,0.0019003713888045856,regulation of steroid metabolic process,16
GO:0045540,0.0019003713888045856,regulation of cholesterol biosynthetic process,16
GO:0090181,0.0019003713888045856,regulation of cholesterol metabolic process,16
GO:0106118,0.0019003713888045856,regulation of sterol biosynthetic process,16
GO:0003012,0.0019003713888045856,muscle system process,16
GO:1902930,0.0019003713888045856,regulation of alcohol biosynthetic process,16
GO:0006936,0.0019003713888045856,muscle contraction,16
GO:0006939,0.0019003713888045856,smooth muscle contraction,16
GO:0001738,0.0019462724856250612,morphogenesis of a polarized epithelium,40
GO:0009100,0.0019641955756859405,glycoprotein metabolic process,195
GO:0006575,0.0021762728678217857,cellular modified amino acid metabolic process,54
GO:0071616,0.002250287480435604,acyl-CoA biosynthetic process,20
GO:0033866,0.002250287480435604,nucleoside bisphosphate biosynthetic process,20
GO:0035384,0.002250287480435604,thioester biosynthetic process,20
GO:0034030,0.002250287480435604,ribonucleoside bisphosphate biosynthetic process,20
GO:0034033,0.002250287480435604,purine nucleoside bisphosphate biosynthetic process,20
GO:0022402,0.002592741544496795,cell cycle process,142
GO:0071840,0.002634160704522317,cellular component organization or biogenesis,1793
GO:0048869,0.002734097156121475,cellular developmental process,454
GO:0016482,0.0028157719535075506,cytosolic transport,100
GO:0006493,0.0028481498594213317,protein O-linked glycosylation,60
GO:0048285,0.0028481498594213317,organelle fission,60
GO:0034660,0.002928942406987428,ncRNA metabolic process,239
GO:0042127,0.0029983026373450283,regulation of cell population proliferation,85
GO:0042398,0.0030402287045314456,cellular modified amino acid biosynthetic process,17
GO:0062014,0.0030402287045314456,negative regulation of small molecule metabolic process,17
GO:0030488,0.0030402287045314456,tRNA methylation,17
GO:0006821,0.0030402287045314456,chloride transport,17
GO:0044282,0.003286088294043263,small molecule catabolic process,155
GO:1905897,0.0032996906953317562,regulation of response to endoplasmic reticulum stress,29
GO:0018212,0.0033385906123340405,peptidyl-tyrosine modification,96
GO:0009124,0.0033385906123340405,nucleoside monophosphate biosynthetic process,21
GO:0072665,0.0033385906123340405,protein localization to vacuole,21
GO:0072666,0.0033385906123340405,establishment of protein localization to vacuole,21
GO:0006891,0.0033385906123340405,intra-Golgi vesicle-mediated transport,21
GO:0006605,0.003439601857452109,protein targeting,112
GO:0032271,0.0038607901296451573,regulation of protein polymerization,97
GO:0030832,0.0038607901296451573,regulation of actin filament length,97
GO:0030833,0.0038607901296451573,regulation of actin filament polymerization,97
GO:0008064,0.0038607901296451573,regulation of actin polymerization or depolymerization,97
GO:0000281,0.0039766539159918944,mitotic cytokinesis,14
GO:0097120,0.0039766539159918944,receptor localization to synapse,14
GO:0016054,0.004114056137276329,organic acid catabolic process,108
GO:0046395,0.004114056137276329,carboxylic acid catabolic process,108
GO:0036503,0.004155310451555644,ERAD pathway,82
GO:0071774,0.004496462849603181,response to fibroblast growth factor,18
GO:0007029,0.004496462849603181,endoplasmic reticulum organization,18
GO:0044344,0.004496462849603181,cellular response to fibroblast growth factor stimulus,18
GO:0034612,0.004496462849603181,response to tumor necrosis factor,18
GO:0008543,0.004496462849603181,fibroblast growth factor receptor signaling pathway,18
GO:0040036,0.004496462849603181,regulation of fibroblast growth factor receptor signaling pathway,18
GO:0006760,0.004496462849603181,folic acid-containing compound metabolic process,18
GO:0042558,0.004496462849603181,pteridine-containing compound metabolic process,18
GO:0071356,0.004496462849603181,cellular response to tumor necrosis factor,18
GO:0015698,0.004496462849603181,inorganic anion transport,18
GO:0050863,0.004496462849603181,regulation of T cell activation,5
GO:0050817,0.004496462849603181,coagulation,5
GO:0034103,0.004496462849603181,regulation of tissue remodeling,5
GO:0042060,0.004496462849603181,wound healing,5
GO:0046631,0.004496462849603181,alpha-beta T cell activation,5
GO:0046632,0.004496462849603181,alpha-beta T cell differentiation,5
GO:0045580,0.004496462849603181,regulation of T cell differentiation,5
GO:0007159,0.004496462849603181,leukocyte cell-cell adhesion,5
GO:0045619,0.004496462849603181,regulation of lymphocyte differentiation,5
GO:1903708,0.004496462849603181,positive regulation of hemopoiesis,5
GO:1902107,0.004496462849603181,positive regulation of leukocyte differentiation,5
GO:0007596,0.004496462849603181,blood coagulation,5
GO:0007599,0.004496462849603181,hemostasis,5
GO:0051249,0.004496462849603181,regulation of lymphocyte activation,5
GO:0048771,0.004496462849603181,tissue remodeling,5
GO:0015844,0.004496462849603181,monoamine transport,5
GO:0044070,0.004496462849603181,regulation of anion transport,5
GO:0006801,0.0045295328304304884,superoxide metabolic process,26
GO:0070201,0.004629004584240799,regulation of establishment of protein localization,22
GO:0010975,0.004629004584240799,regulation of neuron projection development,22
GO:0010243,0.004719457531213065,response to organonitrogen compound,104
GO:1901698,0.004719457531213065,response to nitrogen compound,104
GO:0006073,0.004753206540557965,cellular glucan metabolic process,63
GO:0044264,0.004753206540557965,cellular polysaccharide metabolic process,63
GO:0006112,0.004753206540557965,energy reserve metabolic process,63
GO:0006612,0.004753206540557965,protein targeting to membrane,63
GO:0044042,0.004753206540557965,glucan metabolic process,63
GO:0005976,0.004753206540557965,polysaccharide metabolic process,63
GO:0005977,0.004753206540557965,glycogen metabolic process,63
GO:0000226,0.004969853416723486,microtubule cytoskeleton organization,137
GO:0044419,0.005426721531008446,biological process involved in interspecies interaction between organisms,84
GO:0045595,0.005528397668687366,regulation of cell differentiation,54
GO:1901605,0.005548332092836633,alpha-amino acid metabolic process,183
GO:0061371,0.005601302896381438,determination of heart left/right asymmetry,31
GO:0060285,0.005670437614483803,cilium-dependent cell motility,40
GO:0001539,0.005670437614483803,cilium or flagellum-dependent cell motility,40
GO:0046034,0.005695374921886207,ATP metabolic process,64
GO:0051493,0.005934386310869271,regulation of cytoskeleton organization,133
GO:0071168,0.006015681831068298,protein localization to chromatin,15
GO:0009116,0.006440787701797494,nucleoside metabolic process,23
GO:0044342,0.006440787701797494,type B pancreatic cell proliferation,23
GO:1901657,0.006440787701797494,glycosyl compound metabolic process,23
GO:0021675,0.0064847455961211525,nerve development,19
GO:0033365,0.006605103868062819,protein localization to organelle,208
GO:0003008,0.0067039059618475266,system process,96
GO:0009597,0.006856994730947723,detection of virus,3
GO:0050953,0.006856994730947723,sensory perception of light stimulus,3
GO:0071955,0.006856994730947723,recycling endosome to Golgi transport,3
GO:0015074,0.006856994730947723,DNA integration,3
GO:0010842,0.006856994730947723,retina layer formation,3
GO:0007601,0.006856994730947723,visual perception,3
GO:0055008,0.006856994730947723,cardiac muscle tissue morphogenesis,3
GO:0060415,0.006856994730947723,muscle tissue morphogenesis,3
GO:0048644,0.006856994730947723,muscle organ morphogenesis,3
GO:0010565,0.007208765364422543,regulation of cellular ketone metabolic process,32
GO:0035050,0.007208765364422543,embryonic heart tube development,32
GO:0048793,0.007208765364422543,pronephros development,32
GO:1903047,0.007411194248800053,mitotic cell cycle process,81
GO:0009719,0.007411194248800053,response to endogenous stimulus,81
GO:0097190,0.008042906414440852,apoptotic signaling pathway,28
GO:0042325,0.008840441865977428,regulation of phosphorylation,131
GO:0002768,0.008932276421237822,immune response-regulating cell surface receptor signaling pathway,16
GO:0045717,0.008932276421237822,negative regulation of fatty acid biosynthetic process,16
GO:0019217,0.008932276421237822,regulation of fatty acid metabolic process,16
GO:2000146,0.008932276421237822,negative regulation of cell motility,16
GO:0042304,0.008932276421237822,regulation of fatty acid biosynthetic process,16
GO:0040013,0.008932276421237822,negative regulation of locomotion,16
GO:0045922,0.008932276421237822,negative regulation of fatty acid metabolic process,16
GO:0030336,0.008932276421237822,negative regulation of cell migration,16
GO:0051480,0.008932276421237822,regulation of cytosolic calcium ion concentration,16
GO:0051271,0.008932276421237822,negative regulation of cellular component movement,16
GO:0048699,0.008932276421237822,generation of neurons,171
GO:0045746,0.008932276421237822,negative regulation of Notch signaling pathway,20
GO:0045596,0.008932276421237822,negative regulation of cell differentiation,20
GO:0008202,0.008932276421237822,steroid metabolic process,20
GO:0008203,0.008932276421237822,cholesterol metabolic process,20
GO:0016125,0.008932276421237822,sterol metabolic process,20
GO:0016126,0.008932276421237822,sterol biosynthetic process,20
GO:1902652,0.008932276421237822,secondary alcohol metabolic process,20
GO:1902653,0.008932276421237822,secondary alcohol biosynthetic process,20
GO:0006694,0.008932276421237822,steroid biosynthetic process,20
GO:0006695,0.008932276421237822,cholesterol biosynthetic process,20
GO:0048706,0.008932276421237822,embryonic skeletal system development,20
GO:0051641,0.009868925333171316,cellular localization,923
GO:0032872,0.01067949923956014,regulation of stress-activated MAPK cascade,43
GO:0046328,0.01067949923956014,regulation of JNK cascade,43
GO:0009611,0.010709245259830765,response to wounding,6
GO:0042110,0.010709245259830765,T cell activation,6
GO:0030217,0.010709245259830765,T cell differentiation,6
GO:0071560,0.011497868630953074,cellular response to transforming growth factor beta stimulus,25
GO:0071559,0.011497868630953074,response to transforming growth factor beta,25
GO:0007179,0.011497868630953074,transforming growth factor beta receptor signaling pathway,25
GO:0009165,0.011694130176358905,nucleotide biosynthetic process,117
GO:0030041,0.011751746239193818,actin filament polymerization,106
GO:0090504,0.012282510370083563,epiboly,13
GO:0002011,0.012282510370083563,morphogenesis of an epithelial sheet,13
GO:0051216,0.012412831964380314,cartilage development,21
GO:0061448,0.012412831964380314,connective tissue development,21
GO:0080135,0.012424259384090322,regulation of cellular response to stress,101
GO:0042147,0.012893733483315665,"retrograde transport, endosome to Golgi",64
GO:0070302,0.012975201259189348,regulation of stress-activated protein kinase signaling cascade,44
GO:0007017,0.013145841445606467,microtubule-based process,295
GO:0016043,0.013559146264214601,cellular component organization,1671
GO:0016197,0.013618220972476338,endosomal transport,124
GO:0048856,0.014433532714366391,anatomical structure development,913
GO:0030030,0.014680345101182268,cell projection organization,260
GO:0007266,0.01511379906083845,Rho protein signal transduction,26
GO:0030177,0.015354258237475339,positive regulation of Wnt signaling pathway,40
GO:0048863,0.015354258237475339,stem cell differentiation,40
GO:0048585,0.015545541382774695,negative regulation of response to stimulus,183
GO:0034976,0.015567028779227367,response to endoplasmic reticulum stress,114
GO:0003014,0.016605125114487494,renal system process,10
GO:1904292,0.0167453437851892,regulation of ERAD pathway,22
GO:1904294,0.0167453437851892,positive regulation of ERAD pathway,22
GO:0001558,0.0167453437851892,regulation of cell growth,22
GO:0035162,0.018112710536731517,embryonic hemopoiesis,18
GO:0006826,0.018420701422269276,iron ion transport,14
GO:0110053,0.018628722219302316,regulation of actin filament organization,110
GO:1902903,0.018628722219302316,regulation of supramolecular fiber organization,110
GO:0062012,0.01872163102061273,regulation of small molecule metabolic process,41
GO:0006099,0.019280019682459976,tricarboxylic acid cycle,72
GO:0090150,0.019280019682459976,establishment of protein localization to membrane,72
GO:0009250,0.019280019682459976,glucan biosynthetic process,27
GO:0000271,0.019280019682459976,polysaccharide biosynthetic process,27
GO:0043409,0.019280019682459976,negative regulation of MAPK cascade,27
GO:0031365,0.019280019682459976,N-terminal protein amino acid modification,27
GO:0033692,0.019280019682459976,cellular polysaccharide biosynthetic process,27
GO:0006544,0.019280019682459976,glycine metabolic process,27
GO:0000070,0.019280019682459976,mitotic sister chromatid segregation,27
GO:0005978,0.019280019682459976,glycogen biosynthetic process,27
GO:0006468,0.01954868368765311,protein phosphorylation,717
GO:0061024,0.019650078509916173,membrane organization,105
GO:0046649,0.020812423404979335,lymphocyte activation,7
GO:1903131,0.020812423404979335,mononuclear cell differentiation,7
GO:0030098,0.020812423404979335,lymphocyte differentiation,7
GO:1903037,0.021609185007534025,regulation of leukocyte cell-cell adhesion,4
GO:1903039,0.021609185007534025,positive regulation of leukocyte cell-cell adhesion,4
GO:2001244,0.021609185007534025,positive regulation of intrinsic apoptotic signaling pathway,4
GO:2001235,0.021609185007534025,positive regulation of apoptotic signaling pathway,4
GO:0022409,0.021609185007534025,positive regulation of cell-cell adhesion,4
GO:1902237,0.021609185007534025,positive regulation of endoplasmic reticulum stress-induced intrinsic apoptotic signaling pathway,4
GO:0071900,0.02224005662102452,regulation of protein serine/threonine kinase activity,47
GO:0051240,0.02224005662102452,positive regulation of multicellular organismal process,42
GO:0009799,0.022256744143947186,specification of symmetry,84
GO:0009855,0.022256744143947186,determination of bilateral symmetry,84
GO:0007368,0.022256744143947186,determination of left/right symmetry,84
GO:0047496,0.02421488746269219,vesicle transport along microtubule,19
GO:0060294,0.02436120891874254,cilium movement involved in cell motility,28
GO:0022008,0.024963928339202055,neurogenesis,183
GO:0050678,0.025911948386348096,regulation of epithelial cell proliferation,33
GO:1901293,0.0266935968568695,nucleoside phosphate biosynthetic process,125
GO:0000045,0.026708565366029814,autophagosome assembly,43
GO:0001505,0.030850839931247872,regulation of neurotransmitter levels,29
GO:0016072,0.03118465266906226,rRNA metabolic process,115
GO:0006260,0.03132126178956174,DNA replication,49
GO:0099518,0.03246545670085428,vesicle cytoskeletal trafficking,20
GO:0006816,0.03258554545177948,calcium ion transport,76
GO:0032535,0.03447356296595806,regulation of cellular component size,116
GO:0032481,0.035823243511593966,positive regulation of type I interferon production,8
GO:0001945,0.035823243511593966,lymph vessel development,8
GO:0045786,0.03602674233268041,negative regulation of cell cycle,16
GO:0070507,0.03602674233268041,regulation of microtubule cytoskeleton organization,16
GO:0010948,0.03602674233268041,negative regulation of cell cycle process,16
GO:0031016,0.03602781725894831,pancreas development,25
GO:0019221,0.03602781725894831,cytokine-mediated signaling pathway,25
GO:0006400,0.03602781725894831,tRNA modification,25
GO:0051050,0.03649175289574334,positive regulation of transport,50
GO:0032956,0.03766974793793781,regulation of actin cytoskeleton organization,117
GO:0032970,0.03766974793793781,regulation of actin filament-based process,117
GO:0032386,0.037788990992768313,regulation of intracellular transport,30
GO:0007249,0.037788990992768313,I-kappaB kinase/NF-kappaB signaling,30
GO:0051651,0.037788990992768313,maintenance of location in cell,30
GO:0072593,0.03845056271232424,reactive oxygen species metabolic process,35
GO:0030433,0.04009965278757351,ubiquitin-dependent ERAD pathway,56
GO:0044283,0.04009965278757351,small molecule biosynthetic process,220
GO:0010033,0.04009965278757351,response to organic substance,251
GO:0032053,0.04009965278757351,ciliary basal body organization,2
GO:0034182,0.04009965278757351,regulation of maintenance of mitotic sister chromatid cohesion,2
GO:0034183,0.04009965278757351,negative regulation of maintenance of mitotic sister chromatid cohesion,2
GO:1902017,0.04009965278757351,regulation of cilium assembly,2
GO:0045724,0.04009965278757351,positive regulation of cilium assembly,2
GO:0120034,0.04009965278757351,positive regulation of plasma membrane bounded cell projection assembly,2
GO:0001895,0.04009965278757351,retina homeostasis,2
GO:0045875,0.04009965278757351,negative regulation of sister chromatid cohesion,2
GO:0071960,0.04009965278757351,"maintenance of mitotic sister chromatid cohesion, centromeric",2
GO:0071962,0.04009965278757351,"mitotic sister chromatid cohesion, centromeric",2
GO:2000718,0.04009965278757351,"regulation of maintenance of mitotic sister chromatid cohesion, centromeric",2
GO:2000719,0.04009965278757351,"negative regulation of maintenance of mitotic sister chromatid cohesion, centromeric",2
GO:0070601,0.04009965278757351,centromeric sister chromatid cohesion,2
GO:0070602,0.04009965278757351,regulation of centromeric sister chromatid cohesion,2
GO:0021795,0.04009965278757351,cerebral cortex cell migration,2
GO:1903564,0.04009965278757351,regulation of protein localization to cilium,2
GO:1903566,0.04009965278757351,positive regulation of protein localization to cilium,2
GO:0021885,0.04009965278757351,forebrain cell migration,2
GO:0034091,0.04009965278757351,regulation of maintenance of sister chromatid cohesion,2
GO:0034092,0.04009965278757351,negative regulation of maintenance of sister chromatid cohesion,2
GO:0034086,0.04009965278757351,maintenance of sister chromatid cohesion,2
GO:0034088,0.04009965278757351,maintenance of mitotic sister chromatid cohesion,2
GO:0022029,0.04009965278757351,telencephalon cell migration,2
GO:0045494,0.04009965278757351,photoreceptor cell maintenance,2
GO:0032502,0.04037196136048051,developmental process,984
GO:0001818,0.040455179988361796,negative regulation of cytokine production,21
GO:0048522,0.041961706029980186,positive regulation of cellular process,698
GO:0007052,0.043302845678637375,mitotic spindle organization,26
GO:0006029,0.043302845678637375,proteoglycan metabolic process,26
GO:0045833,0.043302845678637375,negative regulation of lipid metabolic process,26
GO:0051055,0.043302845678637375,negative regulation of lipid biosynthetic process,26
GO:0040008,0.043302845678637375,regulation of growth,26
GO:0006730,0.043302845678637375,one-carbon metabolic process,26
GO:0030201,0.043302845678637375,heparan sulfate proteoglycan metabolic process,26
GO:0007517,0.044155620912253626,muscle organ development,5
GO:0022603,0.04474997432558066,regulation of anatomical structure morphogenesis,57
GO:0080134,0.04475035222232592,regulation of response to stress,137
GO:0000398,0.04627004090995416,"mRNA splicing, via spliceosome",204
GO:0007254,0.04713999600835557,JNK cascade,52
GO:0009101,0.047379886191775786,glycoprotein biosynthetic process,186
GO:0043413,0.047379886191775786,macromolecule glycosylation,186
GO:0006486,0.047379886191775786,protein glycosylation,186
GO:0043549,0.049011656304403656,regulation of kinase activity,97
GO:0010628,0.049254769607789704,positive regulation of gene expression,47
